"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"2804","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021200000066","2000-12-04","","03","폐업","2","폐업","2002-09-30","","","","","","233-845","강원특별자치도 정선군 여량면 여량리 305-3","","","북면사무소","2002-10-03 10:49:07","I","2023-06-13 00:00:00","공공행정, 국방 및 사회보장 행정","","","대기배출업소관리","공공행정, 국방 및 사회보장 행정","5종","","8","300","8","300","",
"2805","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198200020","1982-05-06","","03","폐업","2","폐업","2006-10-23","","","","033591 2657","","233-810","강원특별자치도 정선군 고한읍 고한리 54-1","","","형제연탄공장","2006-10-23 16:39:22","I","2023-06-13 00:00:00","석탄화합물 제조업","","","대기배출업소관리","석탄화합물 제조업","5종","","4","240","4","240","",
"2806","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198200024","1982-06-25","","03","폐업","2","폐업","2005-10-05","","","","033 592 2056","","233-900","강원특별자치도 정선군 사북읍 사북리 산 153-2","","","성신양회(주)사북경석조쇄장","2005-10-05 19:37:54","I","2023-06-13 00:00:00","비금속광물제품 제조업","","","대기배출업소관리","비금속광물제품 제조업","5종","","0","0","0","0","",
"2807","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021200000067","2004-09-01","","03","폐업","2","폐업","2006-06-09","","","","033560 1002","","233-851","강원특별자치도 정선군 북평면 북평리 332-1","","","정선직업전문학교","2006-06-12 16:40:20","I","2023-06-13 00:00:00","기술 및 직업 중등 교육기관","","","대기배출업소관리","기술 및 직업 중등 교육기관","5종","","8","300","8","300","",
"2808","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021200200004","2002-11-08","","03","폐업","2","폐업","","","","","","","","강원특별자치도 정선군 사북읍 사북리 369-88","","","전예문빌딩","2008-12-03 10:44:15","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","5","250","5","250","2250279487",
"2809","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021200200005","2002-12-10","","03","폐업","2","폐업","","","","","033 563 2342","","","강원특별자치도 정선군 북평면 장열리 산 55-2","","","(주)그린크린","2009-12-08 09:40:12","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","8","300","8","300","2258113990",
"2810","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021197200003","1972-09-28","","03","폐업","2","폐업","","","","","033 563 0351","","233-800","강원특별자치도 정선군 정선읍 봉양리","","","(주)강원물산","2008-08-28 16:02:19","I","2023-06-13 00:00:00","섬유제품 제조업 봉제의복 제외","","","대기배출업소관리","섬유제품 제조업 봉제의복 제외","4종","","0","0","0","0","",
"2811","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198200026","1982-06-25","","03","폐업","2","폐업","2005-12-23","","","","033590 1674","","233-900","강원특별자치도 정선군 사북읍 사북리 산 375-3","","","(주)동원사북광업소(중액선탄장)","2005-12-26 13:40:24","I","2023-06-13 00:00:00","석탄 광업","","","대기배출업소관리","석탄 광업","4종","","8","290","8","290","",
"2812","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198200030","1982-11-04","","03","폐업","2","폐업","2005-12-23","","","","033590 1674","","233-900","강원특별자치도 정선군 사북읍 사북리 405  5/","","","(주)동원사북광업소(목욕탕)","2005-12-26 13:30:35","I","2023-06-13 00:00:00","석탄 광업","","","대기배출업소관리","석탄 광업","4종","","2","345","2","345","",
"2813","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198600018","1986-11-19","","03","폐업","2","폐업","2001-11-01","","","","033560 1313","","233-810","강원특별자치도 정선군 고한읍 고한리 산 216-1","","","(주)삼탄선탄장","2001-11-24 10:36:19","I","2023-06-13 00:00:00","석탄, 원유 및 우라늄 광업","","","대기배출업소관리","석탄, 원유 및 우라늄 광업","5종","","21","0","21","0","",
"2814","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198600027","1986-08-29","","03","폐업","2","폐업","2005-12-23","","","","033590 1674","","233-900","강원특별자치도 정선군 사북읍 사북리 산 147-3","","","(주)동원사북광업소(중앙APT)","2005-12-26 13:37:44","I","2023-06-13 00:00:00","석탄 광업","","","대기배출업소관리","석탄 광업","2종","","8","362","8","365","",
"2815","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198600028","1986-08-20","","03","폐업","2","폐업","2005-12-23","","","","033590 1674","","233-900","강원특별자치도 정선군 사북읍 사북리 산 147-3","","","(주)동원사북광업소(압축실)","2005-12-26 13:33:53","I","2023-06-13 00:00:00","석탄 광업","","","대기배출업소관리","석탄 광업","4종","","8","290","8","290","",
"2816","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198600042","1986-08-21","","03","폐업","2","폐업","2012-12-04","","","","3785-577","","","강원특별자치도 정선군 신동읍 조동리 335-8","강원특별자치도 정선군 신동읍 조동1길 154","","한덕철광(주)","2012-12-04 11:28:59","I","2023-06-13 00:00:00","비금속광물제품 제조업","348090.399850691","411836.7813857","대기배출업소관리","비금속광물제품 제조업","5종","철광석","16","240","16","240","2258113326",
"2817","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199000029","1990-12-20","","03","폐업","2","폐업","2005-12-23","","","","033590 1674","","233-900","강원특별자치도 정선군 사북읍 사북리 산 153-5","","","(주0동원사북광업소(650제재소)","2005-12-26 13:27:05","I","2023-06-13 00:00:00","석탄 광업","","","대기배출업소관리","석탄 광업","5종","","8","290","8","290","",
"2818","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199000062","1990-05-20","","03","폐업","2","폐업","","","","","033378 4907","","","강원특별자치도 정선군 신동읍 예미리 12-1번지","","","(주)대유코아춘추광업소","2016-10-07 15:29:21","I","2023-06-13 00:00:00","비금속광물제품 제조업","","","대기배출업소관리","비금속광물제품 제조업","2종","생석회","24","365","24","0","2268524896",
"2819","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199000063","1990-10-26","","03","폐업","2","폐업","","","","","0335923181","","","강원특별자치도 정선군 고한읍 고한리 155-3","","","영창제재소","2018-09-03 17:57:05","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","0","0","0","0","2250793806",
"2820","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199100002","1991-01-24","","03","폐업","2","폐업","","","","","033562 3747","","","강원특별자치도 정선군 정선읍 봉양리","","","정선탕","2015-12-22 09:08:14","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","8","336","8","336","",
"2821","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199100031","1991-03-18","","03","폐업","2","폐업","2011-12-12","","","","0335913030","","","강원특별자치도 정선군 사북읍 사북리 317-207,313-29","","","사북목욕탕","2011-12-12 16:18:45","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","8","0","8","0","2280815484",
"2822","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199200045","1992-08-26","","03","폐업","2","폐업","2012-10-15","","","","0335627320","","","강원특별자치도 정선군 화암면 화암리 산 279-2,286-1","강원특별자치도 정선군 화암면 북동로 137","233-860","(주)백광소재 화암광산","2012-10-17 08:40:59","I","2023-06-13 00:00:00","","358139.632979158","430689.673832009","대기배출업소관리","","5종","","0","0","0","0","2258504941",
"2823","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199300008","1993-08-24","","03","폐업","2","폐업","","","","","","","","강원특별자치도 정선군 정선읍 봉양리","","","동아목욕탕","2008-08-07 14:00:19","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","0","0","0","0","",
"2824","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199400023","1994-05-15","","03","폐업","2","폐업","2002-12-24","","","","033591 2441","","233-810","강원특별자치도 정선군 고한읍 고한리 274-13  9/","","","한흥공업사","2002-12-26 14:05:51","I","2023-06-13 00:00:00","자동차 및 이륜 자동차 수리업","","","대기배출업소관리","자동차 및 이륜 자동차 수리업","5종","","8","0","8","0","",
"2825","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199500010","1995-05-27","","03","폐업","2","폐업","2006-08-22","","","","","","233-800","강원특별자치도 정선군 정선읍 봉양리","","","부영자동차공업사","2006-08-22 13:43:18","I","2023-06-13 00:00:00","","","","대기배출업소관리","","4종","","8","228","8","228","",
"2826","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199600004","1996-11-30","","03","폐업","2","폐업","2003-04-19","","","","","","233-800","강원특별자치도 정선군 정선읍 북실리","","","(주)정선아스콘","2003-04-21 11:46:28","I","2023-06-13 00:00:00","아스콘 제조업","","","대기배출업소관리","아스콘 제조업","","","0","0","0","0","",
"2827","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199600014","1996-02-05","","03","폐업","2","폐업","2003-07-01","","","","","","","강원특별자치도 정선군 북평면 북평리","","","강원농산물가공공장영농조합법인","2014-01-14 11:19:42","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","0","0","0","0","",
"2828","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199700051","1997-02-24","","03","폐업","2","폐업","2006-02-01","","","","033560 2337","","233-830","강원특별자치도 정선군 남면 광덕리 산 107,358","","","정선군청(매립장소각로)","2006-02-02 15:17:19","I","2023-06-13 00:00:00","일반 공공 행정","","","대기배출업소관리","일반 공공 행정","5종","","0","0","0","0","",
"2829","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199900012","1999-12-16","","03","폐업","2","폐업","2006-10-23","","","","","","233-800","강원특별자치도 정선군 정선읍 봉양리","","","정선군청","2006-10-23 16:41:33","I","2023-06-13 00:00:00","공공행정, 국방 및 사회보장 행정","","","대기배출업소관리","공공행정, 국방 및 사회보장 행정","","","0","0","0","0","",
"2830","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021200000037","2000-04-20","","03","폐업","2","폐업","2006-08-10","","","","033592 6222","","233-900","강원특별자치도 정선군 사북읍 사북리 산 69,70-1","","","벽산개발(주)고한사북도로현장","2006-08-16 09:39:18","I","2023-06-13 00:00:00","토목 건설업","","","대기배출업소관리","토목 건설업","4종","","8","300","8","300","",
"2831","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021200000055","2000-05-25","","03","폐업","2","폐업","","","","","033591 1272","","","강원특별자치도 정선군 남면 낙동리 임269","","","(주)정선산업","2015-01-24 13:11:22","I","2023-06-13 00:00:00","","","","대기배출업소관리","","3종","","8","300","8","300","",
"2832","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021201300002","2013-08-13","","03","폐업","2","폐업","2013-08-14","","","","070-7836-5605","","","강원특별자치도 정선군 사북읍 직전리 220-4 220-15, 220-16, 220-17, 624-5구","강원특별자치도 정선군 사북읍 직전로 650 (220-15, 220-16, 220-17, 624-5구)","","(주)정선라임","2015-03-03 11:30:57","I","2023-06-13 00:00:00","석회 및 플라스터 제조업","362023.038492525","420059.614558745","대기배출업소관리","석회 및 플라스터 제조업","1종","생석회","24","300","24","300","2258122543",
"2833","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021201500012","2015-12-28","","03","폐업","2","폐업","","","","","0335905628","","","","강원특별자치도 정선군 고한읍 고한로 55 (고한초등학교)","26155","(주)강원랜드 행정동","2017-01-11 13:23:32","I","2023-06-13 00:00:00","","363809.139741058","413183.061105536","대기배출업소관리","","5종","","10","365","","0","2258110770",
"2834","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021200300002","1998-06-22","","04","취소/말소/만료/정지/중지","4","폐쇄","2005-11-02","","","","033592 9888","","233-900","강원특별자치도 정선군 사북읍 직전리 222-1","","","(주)왕표화학 태백공장","2005-11-03 09:16:51","I","2023-06-13 00:00:00","비금속광물제품 제조업","","","대기배출업소관리","비금속광물제품 제조업","5종","","5","300","5","300","",
"2835","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021200300070","2000-12-04","","04","취소/말소/만료/정지/중지","4","폐쇄","2003-07-28","","","","","","233-802","강원특별자치도 정선군 정선읍 광하리 7-5","","","위생처리장소각로","2003-07-28 17:11:23","I","2023-06-13 00:00:00","일반 공공 행정","","","대기배출업소관리","일반 공공 행정","","","0","0","0","0","",
"2836","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021200500002","2005-08-31","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","0333788082","","","강원특별자치도 정선군 신동읍 조동리 511","강원특별자치도 정선군 신동읍 조동6길 71","","영서이엔지(주)","2010-01-11 10:05:42","I","2023-06-13 00:00:00","","348810.400449321","413925.820720909","대기배출업소관리","","4종","","8","300","8","300","2258117206",
"2837","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198000017","1980-01-11","","04","취소/말소/만료/정지/중지","4","폐쇄","2001-11-01","","","","033590 1313","","233-810","강원특별자치도 정선군 고한읍 고한리 산 216-1","","","삼탄본관보일러","2001-11-24 10:47:18","I","2023-06-13 00:00:00","석탄 광업","","","대기배출업소관리","석탄 광업","4종","","12","0","0","0","",
"2838","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198200019","1982-05-06","","04","취소/말소/만료/정지/중지","4","폐쇄","2001-11-01","","","","033590 1313","","233-810","강원특별자치도 정선군 고한읍 고한리 3-4","","","(주)삼탄제재소","2001-11-24 10:43:24","I","2023-06-13 00:00:00","석탄 광업","","","대기배출업소관리","석탄 광업","","","0","0","0","0","",
"2839","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198400025","1984-09-05","","04","취소/말소/만료/정지/중지","4","폐쇄","2005-01-07","","","","033592 1935","","233-900","강원특별자치도 정선군 사북읍 사북리 8/5","","","은하장여관목욕탕","2005-01-10 15:31:34","I","2023-06-13 00:00:00","숙박업","","","대기배출업소관리","숙박업","5종","","0","0","0","0","",
"2840","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198600033","1986-08-21","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","033592 3489","","","강원특별자치도 정선군 고한읍 고한리 424  11/","","","사음연탄공장","2009-12-08 09:44:12","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","0","0","0","0","",
"2841","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198900021","1989-11-20","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","033591 4345","","","강원특별자치도 정선군 고한읍 고한리 66-5  9/","","","고한석탄회관","2010-02-26 17:23:19","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","5","0","5","0","",
"2842","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021198900022","1989-12-27","","04","취소/말소/만료/정지/중지","4","폐쇄","2020-10-07","","","","0335923884","","","강원특별자치도 정선군 고한읍 고한리 96-28","강원특별자치도 정선군 고한읍 고한2길 71","233-812","신라장여관목욕탕","2020-10-08 11:57:16","I","2023-06-13 00:00:00","","364378.853468365","412746.455009071","대기배출업소관리","","4종","","8","330","8","330","",
"2843","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199000001","1990-10-27","","04","취소/말소/만료/정지/중지","4","폐쇄","2022-12-30","","","","5630307","","","강원특별자치도 정선군 정선읍 봉양리 8/2","","","실로암목욕탕","2023-01-02 13:13:18","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","8","300","8","300","2250242715",
"2844","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199000053","1991-05-20","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","033591 2020","","","강원특별자치도 정선군 남면 무릉리 450-3","","","신성공업사","2009-10-29 08:56:49","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","8","0","8","0","",
"2845","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199100032","1991-09-11","","04","취소/말소/만료/정지/중지","4","폐쇄","2002-08-20","","","","033592 6930","","233-900","강원특별자치도 정선군 사북읍 사북리 365-227  4/","","","사북석탄회관","2002-08-23 09:48:26","I","2023-06-13 00:00:00","욕탕업","","","대기배출업소관리","욕탕업","5종","","0","0","0","0","",
"2846","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199200052","1992-12-17","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","0335918089","","","강원특별자치도 정선군 남면 문곡리 산 175-1","","","문곡산업개발","2010-01-11 10:53:24","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","8","300","8","300","2250179836",
"2847","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199300007","1993-02-16","","04","취소/말소/만료/정지/중지","4","폐쇄","2018-05-18","","","","0335605138","","","강원특별자치도 정선군 정선읍 봉양리 310-1","강원특별자치도 정선군 정선읍 비봉로 31","233-804","정선경찰서","2018-05-18 19:07:01","I","2023-06-13 00:00:00","","347084.970764491","432367.101223805","대기배출업소관리","","5종","","3","120","3","120","2258301372",
"2848","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199400050","1994-10-21","","04","취소/말소/만료/정지/중지","4","폐쇄","2004-02-09","","","","033591 8284","","233-830","강원특별자치도 정선군 남면 광덕리 485","","","광덕농산물가공공장","2004-02-09 15:08:12","I","2023-06-13 00:00:00","고기, 과실, 채소 및 유지 가공업","348365.094193247","425604.213583487","대기배출업소관리","고기, 과실, 채소 및 유지 가공업","5종","","8","0","8","0","",
"2849","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199400065","1994-12-09","","04","취소/말소/만료/정지/중지","4","폐쇄","2004-03-24","","","","","","233-833","강원특별자치도 정선군 남면 무릉리 180","","","(주)일동철광","2004-02-24 10:30:26","I","2023-06-13 00:00:00","기타 비금속광물 광업","359542.214603379","420366.836488219","대기배출업소관리","기타 비금속광물 광업","5종","","8","154","8","154","",
"2850","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199600034","1996-12-27","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","033592 7677","","","강원특별자치도 정선군 사북읍 직전리 52-2,55,56","","","두봉광업","2009-12-08 09:50:10","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","8","8","8","0","",
"2851","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199900035","1999-07-12","","04","취소/말소/만료/정지/중지","4","폐쇄","2004-05-08","","","","033592 1659","","233-900","강원특별자치도 정선군 사북읍 직전리 56","","","문일산업(주)","2004-05-08 12:17:01","I","2023-06-13 00:00:00","비금속광물제품 제조업","362082.299091032","419630.184315916","대기배출업소관리","비금속광물제품 제조업","2종","","8","0","8","0","",
"2852","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021199900054","1999-05-17","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","033591 9901","","","강원특별자치도 정선군 남면 낙동리 48","강원특별자치도 정선군 남면 거칠현길 80","","(주)충무화학","2015-01-09 10:03:13","I","2023-06-13 00:00:00","","352894.988514689","425557.37495481","대기배출업소관리","","1종","","23","352","23","352","",
"2853","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021200000044","2000-05-25","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","033563 1911","","","강원특별자치도 정선군 화암면 화암리 산 116","","","동암광업(주)","2009-12-08 09:48:56","I","2023-06-13 00:00:00","","362532.204520751","427720.991569168","대기배출업소관리","","5종","","8","0","8","0","",
"2854","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021200000058","2000-09-22","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","033592 1101","","233-900","강원특별자치도 정선군 사북읍 직전리 40,41,57,59-5,산152","","","(주)미래환경","2008-11-04 09:34:44","I","2023-06-13 00:00:00","폐기물 처리업","","","대기배출업소관리","폐기물 처리업","5종","","1","53","1","53","",
"2855","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021200000059","2000-05-25","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","033563 1911","","","강원특별자치도 정선군 화암면 화암리 산 116","","","동암광업(주)","2009-12-08 09:50:52","I","2023-06-13 00:00:00","","362532.204520751","427720.991569168","대기배출업소관리","","5종","","6","100","6","100","",
"2856","대기오염물질배출시설설치사업장","09_30_08_P","4291000","429100021202400002","2024-12-24","","04","취소/말소/만료/정지/중지","4","폐쇄","2025-08-25","","","","033-560-5322","","","강원특별자치도 정선군 정선읍 봉양리 316 정선경찰서","강원특별자치도 정선군 정선읍 비봉로 31, 정선경찰서","26129","정선경찰서","2025-08-25 13:33:49","U","2025-08-27 02:40:00","","347084.970764491","432367.101223805","대기배출업소관리","","5종","","24","365","24","365","2258301372",
"2857","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021200600002","2006-11-16","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 철원군 동송읍 이평리 568-51 동신미곡처리장","강원특별자치도 철원군 동송읍 금학로106번길 2, 동신미곡처리장","24021","동신미곡처리장","2022-04-29 09:57:30","I","2023-06-13 00:00:00","","219538.289010425","521796.040223683","대기배출업소관리","","5종","","0","0","8","120","1279126400",
"2858","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021200600003","2006-11-28","","01","영업/정상","11","영업","","","","","455-2423","","","강원특별자치도 철원군 동송읍 오덕리 330-1","강원특별자치도 철원군 동송읍 봉학동길 5","269-814","철원봉학미곡처리장","2020-02-18 18:10:46","I","2023-06-13 00:00:00","","220512.63107671","524701.27322524","대기배출업소관리","","5종","","8","120","8","120","1274246728",
"2859","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021200600004","2006-12-20","","01","영업/정상","11","영업","","","","","033-455-9012","","","강원특별자치도 철원군 철원읍 대마리 226-13","강원특별자치도 철원군 철원읍 묘장로 392","","농업회사법인 철원미곡(주)","2022-07-04 10:39:10","I","2023-06-13 00:00:00","곡물 도정업","213951.703903293","528924.960232037","대기배출업소관리","곡물 도정업","4종","","8","120","8","120","1278193991",
"2860","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021200700003","2007-07-06","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 철원군 동송읍 상노리 633-7","강원특별자치도 철원군 동송읍 상노로 189-35","269-812","이엠테크","2025-02-02 12:04:22","U","2025-02-04 02:40:00","기타 플라스틱제품 제조업","219126.354610895","516536.466509011","대기배출업소관리","기타 플라스틱제품 제조업","5종","","0","0","0","0","1273320110",
"2861","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021201100004","2011-11-22","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 철원군 갈말읍 문혜리 1201","","","철원점현대서비스센터","2022-01-11 11:23:02","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","4","300","4","300","1274355447",
"2862","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021201100005","2011-05-16","","01","영업/정상","11","영업","","","","","033-452-4455","","","강원특별자치도 철원군 갈말읍 문혜리 372-1","강원특별자치도 철원군 갈말읍 태봉로 1236-29","269-804","사회복지법인 굿피플","2025-01-10 13:20:21","U","2025-01-12 02:40:00","폐기물 처리업","230616.714773808","520282.12126295","대기배출업소관리","폐기물 처리업","5종","","8","300","8","300","1078213821",
"2863","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021201100003","2011-09-16","","01","영업/정상","11","영업","","","","","033-455-8253","","","강원특별자치도 철원군 동송읍 이평리 268-9","강원특별자치도 철원군 동송읍 금학로 46","","유로모터스","2025-06-05 15:38:57","U","2025-06-08 02:40:00","","219821.532668525","521281.916165165","대기배출업소관리","","5종","","7","300","","0","2310115652",
"2864","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021200500007","2005-09-16","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 철원군 갈말읍 문혜리 224-4","강원특별자치도 철원군 갈말읍 숙소골길 23","","(주)동양레미콘산업","2018-05-31 17:37:58","I","2023-06-13 00:00:00","레미콘 제조업","231346.871729929","520157.644387361","대기배출업소관리","레미콘 제조업","5종","","0","0","0","0","1278173165",
"2865","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021201200001","2012-11-02","","01","영업/정상","11","영업","","","","","0334554471","","","강원특별자치도 철원군 동송읍 오지리 1103-91","강원특별자치도 철원군 동송읍 상노로 567","","(주)우리자동차","2025-07-14 15:34:28","U","2025-07-16 02:40:00","","220080.615631593","519927.425783167","대기배출업소관리","","5종","","8","300","8","300","3818502506",
"2866","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021200900002","2009-07-10","","01","영업/정상","11","영업","","","","","033-458-5711","","","강원특별자치도 철원군 갈말읍 토성리 229","강원특별자치도 철원군 갈말읍 도창로 167","","동송산업(주)","2024-01-04 17:39:36","U","2024-01-06 02:40:00","건설 폐기물 처리업","230848.350240246","527391.672434618","대기배출업소관리","건설 폐기물 처리업","4종","","8","300","8","300","1278112585",
"2867","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021199100030","1991-03-27","","01","영업/정상","11","영업","","","","","033-455-5298","","","강원특별자치도 철원군 철원읍 월하리 91-6","강원특별자치도 철원군 철원읍 금학로 686","","월하미곡처리장","2025-07-23 11:04:47","U","2025-07-25 02:40:00","곡물 도정업","218583.513428444","527235.465987775","대기배출업소관리","곡물 도정업","5종","","8","300","8","300","1273416229",
"2868","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021202200001","2022-05-02","","01","영업/정상","11","영업","","","","","033-450-3842","","","강원특별자치도 철원군 김화읍 청양리 2891 미가방유한회사","강원특별자치도 철원군 김화읍 외골길 34-40, 미가방유한회사","24055","미가방 유한회사","2024-11-26 17:58:07","U","2024-11-29 02:40:00","","235519.987241361","526942.463487111","대기배출업소관리","","5종","과자류","10","250","","250","1278617950",
"2869","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021201800002","2018-08-29","","01","영업/정상","11","영업","","","","","033-458-6601","","","강원특별자치도 철원군 갈말읍 지경리 313 지호콘크리트시멘트벽돌","강원특별자치도 철원군 갈말읍 청양로 21-26, 지호콘크리트시멘트벽돌","24029","지경콘크리트 주식회사","2019-12-17 17:38:34","I","2023-06-13 00:00:00","","230126.204728085","525365.638463764","대기배출업소관리","","4종","","8","250","8","250","1018702694",
"2870","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021201800001","2018-03-09","","01","영업/정상","11","영업","","","","","033-458-9011","","","강원특별자치도 철원군 근남면 육단리 478 다이아몬드샘물공장","강원특별자치도 철원군 근남면 하문수동길 93, 다이아몬드샘물공장","24064","해태에이치티비(주)","2021-11-01 17:51:32","I","2023-06-13 00:00:00","생수 생산업","240767.138163873","523253.813850185","대기배출업소관리","생수 생산업","5종","생수","24","300","","0","1048148421",
"2871","대기오염물질배출시설설치사업장","09_30_08_P","4301000","430100021201800003","2018-09-12","","01","영업/정상","11","영업","","","","","033-455-3213","","","강원특별자치도 철원군 동송읍 오덕리 912-3","강원특별자치도 철원군 동송읍 오덕로 81","24010","오덕1리방아마을영농조합법인","2024-12-26 09:51:51","U","2024-12-28 02:40:00","곡물 도정업","219934.792794299","523824.862012347","대기배출업소관리","곡물 도정업","5종","백미,현미","8","120","8","120","1278638431",
