"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"1522","유료직업소개소","11_50_02_P","4271000","2024427104614500001","2017-10-23","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 영월군 주천면 주천리 1235-8","강원특별자치도 영월군 주천면 주천시장길 19, 3호","26203","주천동진인력","2024-12-18 13:48:04","U","2024-12-20 02:40:00","","312309.10390543","419474.697568015","개인","유료",
"1523","유료직업소개소","11_50_02_P","4271000","2024427104614500002","2024-12-20","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 영월군 영월읍 덕포리 672-3","강원특별자치도 영월군 영월읍 중앙로 240","26231","신우인력","2024-12-20 17:56:06","I","2024-12-22 00:12:14","","331172.785492089","408713.798542669","개인","유료",
"1524","유료직업소개소","11_50_02_P","4271000","2011427005914500004","2011-05-28","","03","폐업","40","폐업","2015-08-19","","","","","","230-854","강원특별자치도 영월군 주천면 주천리 1134번지 1호","강원특별자치도 영월군 주천면 주천로 61-1","230-850","주천인력소개소","2015-08-19 10:24:44","I","2023-06-13 00:00:00","","312244.215615525","419352.917965185","개인","유료",
"1525","유료직업소개소","11_50_02_P","4271000","2013427000514500001","2013-08-01","","03","폐업","40","폐업","2023-08-17","","","","0333752201","","","","강원특별자치도 영월군 영월읍 덕포시장길 1","230-802","대광직업소개소","2023-08-21 11:04:19","U","2023-08-23 02:40:00","","331051.998584155","409854.170216198","개인","유료",
"1526","유료직업소개소","11_50_02_P","4271000","2016427007214500001","2016-03-16","","03","폐업","40","폐업","2017-03-30","","","","","","","강원특별자치도 영월군 한반도면 쌍용리 490번지 12호","강원특별자치도 영월군 한반도면 용정원길 2","26214","쌍룡인력","2017-04-04 11:40:43","I","2023-06-13 00:00:00","","317825.761715765","408905.94363319","개인","유료",
"1527","유료직업소개소","11_50_02_P","4271000","2017427007714500001","2017-05-19","","03","폐업","40","폐업","2019-12-13","","","","003303753337","","","강원특별자치도 영월군 영월읍 영흥리 810번지 7호","강원특별자치도 영월군 영월읍 봉래산로 41","26227","스마일직업소개소","2019-12-27 15:38:59","I","2023-06-13 00:00:00","","330666.265717548","410464.048191159","개인","유료",
"1528","유료직업소개소","11_50_02_P","4271000","2019427007714500002","2019-04-24","","03","폐업","40","폐업","2020-05-26","","","","","","","강원특별자치도 영월군 주천면 주천리 1241번지 18호","강원특별자치도 영월군 주천면 주천로89번길 4","26203","슈퍼맨인력지원센터","2020-06-16 16:41:29","I","2023-06-13 00:00:00","","312401.742710723","419573.64391627","개인","유료",
"1529","유료직업소개소","11_50_02_P","4271000","2019427007714500003","2019-07-11","","03","폐업","40","폐업","2020-01-30","","","","","","","강원특별자치도 영월군 주천면 주천리 1261번지 1호","강원특별자치도 영월군 주천면 주천로58번길 29","26203","주천개미인력","2020-01-30 16:41:59","I","2023-06-13 00:00:00","","312442.41927753","419416.222576484","개인","유료",
"1530","유료직업소개소","11_50_02_P","4271000","2021427007714500002","2021-02-24","","03","폐업","40","폐업","2021-12-16","","","","","","","강원특별자치도 영월군 중동면 연상리 62-4","강원특별자치도 영월군 중동면 태백산로 17","26242","태웅인력사무소","2021-12-16 11:57:07","I","2023-06-13 00:00:00","","343521.072751238","411858.957369139","개인","유료",
"1531","유료직업소개소","11_50_02_P","4271000","2021427007714500003","2021-06-25","","03","폐업","40","폐업","2025-01-10","","","","","","","강원특별자치도 영월군 중동면 녹전리 774-17","강원특별자치도 영월군 중동면 중동시장길 37","26243","중동인력사무소","2025-01-10 14:59:32","U","2025-01-12 02:40:00","","","","개인","유료",
"1532","유료직업소개소","11_50_02_P","4271000","2022427007714500001","2019-11-21","","03","폐업","40","폐업","2023-10-23","","","","","","","강원특별자치도 영월군 영월읍 영흥리 838-4","강원특별자치도 영월군 영월읍 영모전길 20-3","26232","기업","2023-10-24 09:16:56","U","2023-10-26 02:40:00","","330589.326337892","410200.559676934","개인","유료",
"1533","유료직업소개소","11_50_02_P","4271000","2004427004211500001","2004-10-21","","03","폐업","40","폐업","2009-04-13","","","","","","","강원특별자치도 영월군 영월읍 영흥리 779번지 7호 9통 8반","강원특별자치도 영월군 영월읍 내성길 9-5","","영월인력소개소","2009-04-13 13:36:56","I","2023-06-13 00:00:00","","330753.362009262","410575.293985182","개인","유료",
"1534","유료직업소개소","11_50_02_P","4271000","2007427005914500001","2007-12-11","","03","폐업","40","폐업","2009-02-10","","","","","","","강원특별자치도 영월군 영월읍 하송리 403번지 9통 9반 하송3주공아파트 303동 1406호","강원특별자치도 영월군 영월읍 하송로 123-4, 303동 1406호 (하송3주공아파트)","","쌍용인력공사","2009-02-10 15:25:58","I","2023-06-13 00:00:00","","329421.066118252","409410.449491767","개인","유료",
"1535","유료직업소개소","11_50_02_P","4271000","2009427005914500001","2009-04-29","","03","폐업","40","폐업","2011-05-03","","","","","","230-804","강원특별자치도 영월군 영월읍 영흥6리 925번지 3호","","","영월인력공사","2011-05-03 15:00:15","I","2023-06-13 00:00:00","","330459.410227615","409822.61412649","개인","유료",
"1536","유료직업소개소","11_50_02_P","4271000","2009427005914500002","2009-06-12","","03","폐업","40","폐업","2011-07-08","","","","","","","충청북도 제천시 청전동 4번지 17통 2반 주공아파트 6동 507호","충청북도 제천시 청전대로15길 70, 6동 507호 (청전동,주공아파트)","","대광직업소개소","2011-07-08 16:26:25","I","2023-06-13 00:00:00","","307694.141274128","406982.169408796","개인","유료",
"1537","유료직업소개소","11_50_02_P","4271000","2011427005914500001","2011-01-24","","03","폐업","40","폐업","2011-11-22","","","","","","230-802","강원특별자치도 영월군 영월읍 덕포리 574번지 225호","강원특별자치도 영월군 영월읍 중앙로 134","","미래인력","2011-11-22 17:47:29","I","2023-06-13 00:00:00","","331072.054913241","409752.494430474","개인","유료",
"1538","유료직업소개소","11_50_02_P","4271000","2023427007714500002","2023-03-07","","03","폐업","40","폐업","2024-06-05","","","","","","","강원특별자치도 영월군 영월읍 영흥리 826-3","강원특별자치도 영월군 영월읍 봉래산로 28","26228","내성용역","2024-06-05 16:12:54","U","2024-06-08 02:40:00","","330656.293603077","410325.252513086","개인","유료",
"1539","유료직업소개소","11_50_02_P","4271000","2025427104614500001","2025-02-03","","03","폐업","40","폐업","2025-04-07","","","","","","","강원특별자치도 영월군 주천면 주천리 1352-1","강원특별자치도 영월군 주천면 송학주천로 1448","26203","골드인력","2025-04-07 16:26:08","U","2025-04-09 02:40:00","","312613.246268592","419650.878288227","개인","유료",
"1540","유료직업소개소","11_50_02_P","4271000","2014427007014500001","2014-08-27","","04","취소/말소/만료/정지/중지","70","등록취소","2016-03-10","","","","033 375 1090","","","","강원특별자치도 영월군 한반도면 용정원길 2","230-835","쌍룡인력","2016-03-14 16:01:55","I","2023-06-13 00:00:00","","317825.761715765","408905.94363319","개인","유료",
"1541","유료직업소개소","11_50_02_P","4271000","2018427007714500001","2018-08-17","","04","취소/말소/만료/정지/중지","70","등록취소","2018-08-23","","","","","","","강원특별자치도 영월군 영월읍 하송리 8번지 1호","강원특별자치도 영월군 영월읍 하송안길 70-4, 1층","26236","동원인력","2018-08-23 14:59:44","I","2023-06-13 00:00:00","","330166.95419116","409882.377385221","개인","유료",
"1542","유료직업소개소","11_50_02_P","4271000","2007427004211500001","2007-05-02","","04","취소/말소/만료/정지/중지","70","등록취소","2013-04-29","","","","","","","강원특별자치도 영월군 영월읍 거운리 549호 1반","강원특별자치도 영월군 영월읍 어라연길 3-8","","현대인력","2013-04-29 15:43:43","I","2023-06-13 00:00:00","","334261.691251965","416042.46285238","개인","유료",
"1543","유료직업소개소","11_50_02_P","4271000","2010427005914500001","2010-08-04","","04","취소/말소/만료/정지/중지","70","등록취소","2013-04-29","","","","","","230-716","강원특별자치도 영월군 영월읍 하송리 403번지 주공3차아파트 303동 801호","강원특별자치도 영월군 영월읍 단종로15번길 46","230-808","미광인력공사","2013-04-29 15:46:53","I","2023-06-13 00:00:00","","329421.066118252","409410.449491767","개인","유료",
"1544","유료직업소개소","11_50_02_P","4281000","2023428102414500001","2023-08-04","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 평창읍 하리 137-5","강원특별자치도 평창군 평창읍 백오1길 25-20","25376","콜일력","2023-08-04 11:03:51","I","2023-08-06 00:18:39","","323336.282116483","430402.698650323","개인","유료",
"1545","유료직업소개소","11_50_02_P","4281000","2018428009414500010","2018-10-19","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 진부면 하진부리 19번지 5호","강원특별자치도 평창군 진부면 진부로 22-1","25326","사남산인력","2021-11-18 14:21:18","I","2023-06-13 00:00:00","","338131.296303611","461438.191450085","개인","유료",
"1546","유료직업소개소","11_50_02_P","4281000","2019428010914500003","2019-03-21","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 봉평면 면온리 726번지 1호","강원특별자치도 평창군 봉평면 석이바우길 71-20","25309","코끼리인력","2019-03-21 10:03:54","I","2023-06-13 00:00:00","","319050.014733109","453546.304407838","개인","유료",
"1547","유료직업소개소","11_50_02_P","4281000","2019428010914500006","2019-04-17","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 진부면 하진부리 15번지 37호","강원특별자치도 평창군 진부면 진부로 34","25326","미래인력","2019-09-17 18:32:30","I","2023-06-13 00:00:00","","338235.022406933","461386.583645074","개인","유료",
"1548","유료직업소개소","11_50_02_P","4281000","2019428010914500007","2019-04-23","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 대관령면 횡계리 291번지 39호","강원특별자치도 평창군 대관령면 꽃밭양지길 51-2","25344","삼교리직업소개소","2022-09-14 16:42:56","I","2023-06-13 00:00:00","","350639.804256827","465398.571086904","개인","유료",
"1549","유료직업소개소","11_50_02_P","4281000","2020428012314500002","2020-02-05","","01","영업/정상","20","영업중","","","","","033 3369999","","","강원특별자치도 평창군 대화면 대화리 947번지 1호","강원특별자치도 평창군 대화면 대화중앙로 61","25359","대화동부인력","2022-08-11 11:39:26","I","2023-06-13 00:00:00","","328748.080546102","444613.647547198","개인","유료",
"1550","유료직업소개소","11_50_02_P","4281000","2020428012314500003","2006-11-23","","01","영업/정상","20","영업중","","","","","033 633 6060","","","강원특별자치도 평창군 용평면 이목정리 826번지","강원특별자치도 평창군 용평면 경강로 2172-24","25314","한솔글로벌용역","2020-03-26 22:09:19","I","2023-06-13 00:00:00","","328484.18703094","456509.178598057","개인","유료",
"1551","유료직업소개소","11_50_02_P","4281000","2020428012314500004","2020-03-27","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 진부면 하진부리 116번지 18호","강원특별자치도 평창군 진부면 진부중앙로 48-7","25332","파이팅직업소개소","2024-07-23 16:38:54","U","2024-07-25 02:40:00","","337465.90979944","460405.939103914","개인","유료",
"1552","유료직업소개소","11_50_02_P","4281000","2020428012314500005","2020-03-27","","01","영업/정상","20","영업중","","","","","033 3341913","","","강원특별자치도 평창군 봉평면 창동리 366번지 4호","강원특별자치도 평창군 봉평면 기풍8길 48","25303","봉평미래인력","2021-05-10 20:46:58","I","2023-06-13 00:00:00","","321653.806116721","458096.444993708","개인","유료",
"1553","유료직업소개소","11_50_02_P","4281000","2020428012314500006","2020-12-03","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 대관령면 유천리 659-8","강원특별자치도 평창군 대관령면 골말길 7","25350","대관령인력","2024-01-23 10:34:29","U","2024-01-25 02:40:00","","342045.640492019","464493.138062719","개인","유료",
"1554","유료직업소개소","11_50_02_P","4281000","2021428012314500003","2021-04-29","","01","영업/정상","20","영업중","","","","","033 3350181","","","강원특별자치도 평창군 봉평면 평촌리 424-3","강원특별자치도 평창군 봉평면 금산동길 30-45, 2층","25310","새벽산업인력개발공사","2021-05-10 20:32:14","I","2023-06-13 00:00:00","","321777.241523471","455575.589793579","개인","유료",
"1555","유료직업소개소","11_50_02_P","4281000","2021428012314500004","2020-11-16","","01","영업/정상","20","영업중","","","","","033  3440122","","","강원특별자치도 평창군 진부면 하진부리 88-6","강원특별자치도 평창군 진부면 진부중앙로 84","25332","오광인력사무소","2021-05-10 19:42:19","I","2023-06-13 00:00:00","","337623.354982151","460720.489876386","개인","유료",
"1556","유료직업소개소","11_50_02_P","4281000","2021428012314500005","2021-06-08","","01","영업/정상","20","영업중","","","","","033 334 8915","","","강원특별자치도 평창군 평창읍 도돈리 308-4","강원특별자치도 평창군 평창읍 평창강로 634-13, 가동동 1층","25378","한광인력","2021-07-09 14:31:10","I","2023-06-13 00:00:00","","320436.086781557","425472.085572731","개인","유료",
"1557","유료직업소개소","11_50_02_P","4281000","2022428012314500001","2022-02-23","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 방림면 계촌리 2581-3","강원특별자치도 평창군 방림면 계촌길 100-4","25364","계촌인력","2024-01-23 13:06:07","U","2024-01-25 02:40:00","","315458.278739783","439614.611548642","개인","유료",
"1558","유료직업소개소","11_50_02_P","4281000","2022428012314500002","2022-04-07","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 대화면 하안미리 935-7 평창축협대관령한우공장","강원특별자치도 평창군 대화면 평창대로 299, 평창축협대관령한우공장","25361","은혜인력","2022-04-07 09:02:06","I","2023-06-13 00:00:00","","327107.145020966","439679.094302639","개인","유료",
"1559","유료직업소개소","11_50_02_P","4281000","2022428012314500003","2022-04-18","","01","영업/정상","20","영업중","","","","","033 336 8818","","","강원특별자치도 평창군 대관령면 횡계리 279 황룡연립","강원특별자치도 평창군 대관령면 대관령로 149, 황룡연립","25343","팔팔인력","2022-09-14 16:01:09","I","2023-06-13 00:00:00","","351099.377890934","464662.667374399","개인","유료",
"1560","유료직업소개소","11_50_02_P","4281000","2022428012314500004","2022-05-10","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 방림면 방림리 761","강원특별자치도 평창군 방림면 평창대로 3","25365","방림인력","2022-09-14 16:07:02","I","2023-06-13 00:00:00","","325435.71515396","437567.246646214","개인","유료",
"1561","유료직업소개소","11_50_02_P","4281000","2022428012314500005","2022-07-28","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 평창읍 하리 70-5","강원특별자치도 평창군 평창읍 송학로 27","25376","태진인력","2022-09-14 15:54:06","I","2023-06-13 00:00:00","","323282.885205856","430379.620093897","개인","유료",
"1562","유료직업소개소","11_50_02_P","4281000","2022428015214500001","2022-11-25","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 대화면 대화리 966-7 나동","강원특별자치도 평창군 대화면 대화1길 7, 나동","25359","대화인력직업소개소","2022-11-25 14:45:57","I","2023-06-13 00:00:00","","328479.945670647","445024.759214528","개인","유료",
"1563","유료직업소개소","11_50_02_P","4281000","2023428015214500001","2023-02-20","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 진부면 하진부리 119-1 진부터미널","강원특별자치도 평창군 진부면 청송로 110, 진부터미널","25332","진부터미널 직업소개소","2023-04-06 11:02:14","I","2023-06-13 00:00:00","","337494.039451277","460469.95561585","개인","유료",
"1564","유료직업소개소","11_50_02_P","4281000","2023428015214500004","2023-03-28","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 진부면 간평리 303-7","강원특별자치도 평창군 진부면 진고개로 118-15, 오대산가는길","25322","오대산인력센터","2023-03-28 09:50:11","I","2023-06-13 00:00:00","","340925.329660952","465120.455700264","개인","유료",
"1565","유료직업소개소","11_50_02_P","4281000","2007428003911500011","2007-06-26","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 평창읍 하리 148번지 10호","강원특별자치도 평창군 평창읍 백오로 91","25376","평창인력시장","2023-11-30 14:30:58","U","2023-12-02 02:40:00","","323497.121126736","430442.929216227","개인","유료",
"1566","유료직업소개소","11_50_02_P","4281000","2010428008314500001","2010-01-19","","01","영업/정상","20","영업중","","","","","033 332 6262","","","강원특별자치도 평창군 평창읍 유동리 3반","강원특별자치도 평창군 평창읍 천변길 7","232-808","대성인력개발","2021-07-08 14:48:43","I","2023-06-13 00:00:00","","","","개인","유료",
"1567","유료직업소개소","11_50_02_P","4281000","2011428008314500001","2011-03-04","","01","영업/정상","20","영업중","","","","","","","232-948","강원특별자치도 평창군 진부면 하진부리 152번지 17호 (2층)","강원특별자치도 평창군 진부면 청송로 76 ((2층))","","진부직업인력개발원","2015-11-26 11:44:33","I","2023-06-13 00:00:00","","337174.807794386","460469.597717204","개인","유료",
"1568","유료직업소개소","11_50_02_P","4281000","2011428008314500002","2011-04-08","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 대관령면 횡계리 264번지 5통 4반 101호","강원특별자치도 평창군 대관령면 대관령마루길 50-24, 101호","","건풍인력","2021-07-14 15:29:34","I","2023-06-13 00:00:00","","351132.903477645","464345.782656242","개인","유료",
"1569","유료직업소개소","11_50_02_P","4281000","2013428009414500001","2013-01-11","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 평창읍 후평리 342번지 9호","강원특별자치도 평창군 평창읍 평창중앙로 211","","새평창인력","2022-09-22 13:00:36","I","2023-06-13 00:00:00","","323264.241473753","431179.4617908","개인","유료",
"1570","유료직업소개소","11_50_02_P","4281000","2013428009414500004","2013-12-23","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 평창읍 하리 188번지","강원특별자치도 평창군 평창읍 평창중앙로 103","25374","현대인력","2022-04-19 10:03:04","I","2023-06-13 00:00:00","","323506.408924926","430737.866283538","개인","유료",
"1571","유료직업소개소","11_50_02_P","4281000","2015428009414500001","2015-05-21","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 평창읍 하리 72번지 1호","강원특별자치도 평창군 평창읍 송학로 52","25376","두원인력","2015-12-30 16:30:10","I","2023-06-13 00:00:00","","323333.758819602","430503.437134438","개인","유료",
"1572","유료직업소개소","11_50_02_P","4281000","2015428009414500003","2015-09-07","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 진부면 하진부리 394-4","강원특별자치도 평창군 진부면 오대천로 1913","25333","오대영농인력","2020-07-22 13:05:20","I","2023-06-13 00:00:00","","336761.91329833","459337.005875127","개인","유료",
"1573","유료직업소개소","11_50_02_P","4281000","2016428009414500001","2016-03-17","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 대관령면 횡계리 281번지 8호","강원특별자치도 평창군 대관령면 대관령마루길 61 (횡계교회)","25342","무궁화인력","2016-03-23 09:15:20","I","2023-06-13 00:00:00","","351336.835611044","464541.335665507","개인","유료",
"1574","유료직업소개소","11_50_02_P","4281000","2016428009414500002","2016-03-23","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 용평면 장평리 284번지 3호","강원특별자치도 평창군 용평면 평창대로 1910-1","25315","재산인력","2018-03-11 15:58:31","I","2023-06-13 00:00:00","","325433.469052084","453691.432315934","개인","유료",
"1575","유료직업소개소","11_50_02_P","4281000","2016428009414500003","2016-04-19","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 평창읍 하리 77번지 4호","강원특별자치도 평창군 평창읍 노성로 25 (평창군산림조합)","25374","아침인력","2021-07-08 14:56:25","I","2023-06-13 00:00:00","","323182.395458353","430553.16163805","개인","유료",
"1576","유료직업소개소","11_50_02_P","4281000","2016428009414500004","2016-05-20","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 진부면 하진부리 24번지 3호","강원특별자치도 평창군 진부면 진부중앙로 174-1","25326","명성인력","2016-10-10 17:15:14","I","2023-06-13 00:00:00","","337950.892505188","461508.606976536","개인","유료",
"1577","유료직업소개소","11_50_02_P","4281000","2016428009414500005","2016-08-22","","01","영업/정상","20","영업중","","","","","0333336363","","","강원특별자치도 평창군 미탄면 창리 783번지","강원특별자치도 평창군 미탄면 뚝방길 27","25382","미탄인력","2016-10-10 17:10:22","I","2023-06-13 00:00:00","","333083.971417786","427737.629064902","개인","유료",
"1578","유료직업소개소","11_50_02_P","4281000","2016428009414500006","2016-09-19","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 진부면 간평리 555번지 1호","강원특별자치도 평창군 진부면 경강로 4115","25322","신흥인력","2021-07-08 14:36:09","I","2023-06-13 00:00:00","","340489.99778499","464054.327278496","개인","유료",
"1579","유료직업소개소","11_50_02_P","4281000","2016428009414500007","2016-09-19","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 봉평면 원길리 364","강원특별자치도 평창군 봉평면 북길동길 76-9","25302","제일인력","2023-04-17 09:02:37","I","2023-06-13 00:00:00","","321394.851889642","459378.666045031","개인","유료",
"1580","유료직업소개소","11_50_02_P","4281000","2018428009414500002","2018-04-04","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 진부면 간평리 575번지 2호","강원특별자치도 평창군 진부면 경강로 4074","25322","우리인력","2023-08-14 14:02:19","U","2023-08-17 02:40:00","","340164.479745052","463836.006266963","개인","유료",
"1581","유료직업소개소","11_50_02_P","4281000","2018428009414500003","2018-04-13","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 진부면 상진부리 54번지 23호","강원특별자치도 평창군 진부면 경강로 3973","25323","선우인력","2022-09-22 13:00:47","I","2023-06-13 00:00:00","","339445.935372481","463251.820915682","개인","유료",
"1582","유료직업소개소","11_50_02_P","4281000","2018428009414500008","2018-07-11","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 용평면 용전리 360-2","강원특별자치도 평창군 용평면 하용전길 119-85","25313","평창통합인력지원센터","2022-09-20 13:15:47","I","2023-06-13 00:00:00","","325459.132521416","456965.104519896","개인","유료",
"1583","유료직업소개소","11_50_02_P","4281000","2018428009414500009","2018-07-27","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 진부면 하진부리 77번지 13호","강원특별자치도 평창군 진부면 진부중앙로 97","25325","속사직업소개소","2018-07-27 15:59:50","I","2023-06-13 00:00:00","","337662.824758837","460848.040343945","개인","유료",
"1584","유료직업소개소","11_50_02_P","4281000","2006428004811500002","2006-01-13","","01","영업/정상","20","영업중","","","","","033 332 5489","","232-933","강원특별자치도 평창군 용평면 장평리 375번지 24호","강원특별자치도 평창군 용평면 경강로 1682","","장평인력건축공사","2016-01-12 10:50:27","I","2023-06-13 00:00:00","","325012.564765572","454915.587697092","개인","유료",
"1585","유료직업소개소","11_50_02_P","4281000","2007428003911500004","2007-04-05","","01","영업/정상","20","영업중","","","","","003303343088","","232-807","강원특별자치도 평창군 평창읍 하리 58번지 1호","강원특별자치도 평창군 평창읍 문화길 66-4","232-807","평창인력","2016-12-30 11:26:18","I","2023-06-13 00:00:00","","323359.598420434","430326.5002461","개인","유료",
"1586","유료직업소개소","11_50_02_P","4281000","2024428102414500002","2024-03-29","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 방림면 방림리 1646","강원특별자치도 평창군 방림면 서동로 1143","25365","중방림인력사업소","2024-03-29 16:57:44","I","2024-03-31 00:15:17","","321620.339892543","437410.20764871","개인","유료",
"1587","유료직업소개소","11_50_02_P","4281000","2025428109614500002","2025-04-24","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 용평면 노동리 157-1","강원특별자치도 평창군 용평면 이승복생가길 7-9","25312","케이맨파워","2025-04-24 17:56:36","I","2025-04-26 00:10:03","","329564.898836332","466450.957166872","개인","유료",
"1588","유료직업소개소","11_50_02_P","4281000","2025428109614500001","2025-04-21","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 평창읍 하리 50-4","강원특별자치도 평창군 평창읍 평창시장2길 22","25376","세움인력","2025-04-21 17:32:20","I","2025-04-23 00:10:38","","323535.965046412","430282.618571651","개인","유료",
"1589","유료직업소개소","11_50_02_P","4281000","2021428012314500006","2020-05-28","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 대화면 신리 561-16","강원특별자치도 평창군 대화면 평창대로 1368","25354","행복만들기","2023-12-12 10:37:18","I","2023-12-14 00:16:49","","328378.702168752","449482.957659138","개인","유료",
"1590","유료직업소개소","11_50_02_P","4281000","2023428102414500002","2023-10-04","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 봉평면 창동리 397-10","강원특별자치도 평창군 봉평면 기풍3길 27, 202호","25304","주식회사강원티에스","2023-10-12 18:15:12","U","2023-10-14 02:40:00","","321540.581287816","457903.69029671","법인","유료",
"1591","유료직업소개소","11_50_02_P","4281000","2024428109614500001","2024-11-15","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 평창군 평창읍 중리 314-1","강원특별자치도 평창군 평창읍 노성로 126-23","25375","사람들 인력","2024-11-15 09:19:58","I","2024-11-17 00:12:01","","323699.082788401","430472.472019838","개인","유료",
"1592","유료직업소개소","11_50_02_P","4281000","2021428012314500002","2021-03-22","","03","폐업","40","폐업","2022-04-18","","","","","","","강원특별자치도 평창군 진부면 하진부리 152-17","강원특별자치도 평창군 진부면 청송로 76","25333","두성인력","2022-04-20 10:49:12","I","2023-06-13 00:00:00","","337174.807794386","460469.597717204","개인","유료",
"1593","유료직업소개소","11_50_02_P","4281000","2019428010914500002","2019-03-13","","03","폐업","40","폐업","2022-01-18","","","","","","","강원특별자치도 평창군 방림면 계촌리 1484-5","강원특별자치도 평창군 방림면 계촌길 70-2","25364","신강원인력","2022-01-21 14:03:00","I","2023-06-13 00:00:00","","315342.94669546","439627.541983024","개인","유료",
"1594","유료직업소개소","11_50_02_P","4281000","2019428010914500004","2019-03-27","","03","폐업","40","폐업","2020-04-21","","","","","","","충청남도 금산군 금산읍 중도리 285번지 6호 고려인삼사","충청남도 금산군 금산읍 인삼로 115, 고려인삼사","32738","오대영농인력금산사무소","2023-12-12 10:49:44","U","2023-12-14 02:40:00","","244445.879831706","289213.572551789","개인","유료",
"1595","유료직업소개소","11_50_02_P","4281000","2019428010914500005","2016-12-28","","03","폐업","40","폐업","2024-02-15","","","","033 648 2487","","","강원특별자치도 평창군 대관령면 유천리 780번지 1호","강원특별자치도 평창군 대관령면 경강로 4189","25350","율곡인력","2024-02-15 15:32:36","U","2024-02-17 02:40:00","","341184.374471939","464298.744036404","개인","유료",
"1596","유료직업소개소","11_50_02_P","4281000","2019428010914500008","2019-05-07","","03","폐업","40","폐업","2019-06-18","","","","","","","강원특별자치도 평창군 방림면 방림리 770번지 1호","강원특별자치도 평창군 방림면 평창대로 19","25365","방림인력","2019-10-16 09:59:46","I","2023-06-13 00:00:00","","325501.18894697","437718.213972759","개인","유료",
"1597","유료직업소개소","11_50_02_P","4281000","2019428012314500001","2019-09-17","","03","폐업","40","폐업","2023-05-22","","","","","","","강원특별자치도 평창군 평창읍 하리 47-9","강원특별자치도 평창군 평창읍 평창중앙로 18","25376","콜인력","2023-06-08 15:11:30","I","2023-06-13 00:00:00","","323575.693713126","430323.305586887","개인","유료",
"1598","유료직업소개소","11_50_02_P","4281000","2021428012314500001","2021-03-09","","03","폐업","40","폐업","2021-12-20","","","","033  3329770","","","강원특별자치도 평창군 평창읍 하리 137-79","강원특별자치도 평창군 평창읍 송학로 32","25376","평화인력사무소","2021-12-21 08:17:16","I","2023-06-13 00:00:00","","323323.257608449","430407.71202336","개인","유료",
"1599","유료직업소개소","11_50_02_P","4281000","2021428012314500007","2021-11-25","","03","폐업","40","폐업","2024-04-03","","","","","","","강원특별자치도 평창군 봉평면 창동리 387-10","강원특별자치도 평창군 봉평면 기풍7길 16","25304","호인력","2024-04-03 13:57:33","U","2024-04-05 02:40:00","","321401.557856316","458166.503712476","개인","유료",
