"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자","관리주체",
"166","병원","01_01_01_P","6530000","200864200002000006","2008-03-06","","01","영업/정상","1","정상","","","","","0334819880","0","","강원특별자치도 양구군 양구읍 하리 325번지","강원특별자치도 양구군 양구읍 금강산로 510","","백두병원","2025-08-22 11:31:07","U","2025-08-24 02:40:00","병원","287337.908839822","513773.408981539","","23","5","61","0","내과, 외과, 정형외과, 신경외과, 피부과, 이비인후과, 정신과","내과, 외과, 정형외과, 신경외과, 피부과, 이비인후과, 정신과","","","","0","0","","","0","","시도",
"167","병원","01_01_01_P","6530000","201064200002000001","2010-01-14","","01","영업/정상","1","정상","","","","","0337415000","5008.88","","","강원특별자치도 원주시 소초면 치악로 2473","","원주성모병원","2025-09-22 14:51:36","U","2025-09-24 02:40:00","병원","287120.448723312","432848.690174154","","32","130","284","5008.88","","","","","","0","0","","","0","","시도",
"168","병원","01_01_01_P","6530000","198864200002000001","1988-05-02","","01","영업/정상","1","정상","","","","","0338547114","1345.2","","","강원특별자치도 양구군 양구읍 양구새싹로 7-7","","의료법인 양구우리병원","2025-09-22 14:51:44","U","2025-09-24 02:40:00","병원","286428.645589124","511504.251536348","","14","18","67","1345.2","","","","","","0","0","","","0","","시도",
"169","병원","01_01_01_P","6530000","200164200002000001","2001-08-21","","01","영업/정상","1","정상","","","","","0337603103","12131.44","","","강원특별자치도 원주시 원일로 22, 22층 (인동)","","의료법인 성지의료재단 성지병원","2025-10-01 09:20:55","U","2025-10-03 02:40:00","병원","284484.959261583","427479.800413061","","145","103","306","12131.44","","","","","","0","0","","","0","","시도",
"170","병원","01_01_01_P","6530000","202465300002000001","2024-01-31","","01","영업/정상","1","정상","","","","","0335803700","948.7","","","강원특별자치도 태백시 보드미길 8-0,  4층 (장성동,근로복지공단태백요양병원)층 (장성동)","","근로복지공단 태백요양병원","2025-10-24 16:40:27","U","2025-10-26 02:40:00","요양병원(일반요양병원)","378094.499102264","402124.576851536","","22","12","59","948.7","","","","","","0","0","","","0","","시도",
"171","병원","01_01_01_P","6530000","202365300002000001","2023-12-01","","01","영업/정상","1","정상","","","","","0338139955","1905.25","","","강원특별자치도 원주시 신림면 용소막길 20-1","","암오케이 요양병원","2025-06-19 16:32:07","U","2025-06-21 02:40:00","요양병원(일반요양병원)","296522.917048562","413217.195619627","한의사","6","18","50","1905.25","","","","","","0","0","","","0","","시도",
"172","병원","01_01_01_P","6530000","202465300002000003","2024-12-30","","01","영업/정상","1","정상","","","","","0332635335","2425.5","","강원특별자치도 춘천시 퇴계동  188번지 6호 6호","강원특별자치도 춘천시 김유정로 1874-0 (퇴계동)","","더 오케이 병원","2025-01-07 14:53:57","U","2025-01-09 02:40:00","병원","264732.547697796","483702.804412051","의사","16","28","86","2425.5","","","","","","0","0","","","0","","시도",
"173","병원","01_01_01_P","6530000","200364200002000008","2003-06-23","","02","휴업","2","휴업","","","","","0334617582","","","","강원특별자치도 인제군 기린면 내린천로 3760","","의료법인지산의료재단 현인요양병원","2019-08-12 10:48:00","I","2023-07-14 00:18:59","요양병원(일반요양병원)","315254.628882192","493133.838730017","","1","16","85","0","","","","","","0","0","","","0","","시도",
"174","병원","01_01_01_P","6530000","201064200002000006","2010-09-29","","02","휴업","2","휴업","","","","","0334362119","0","","강원특별자치도 홍천군 두촌면 역내리 127번지","강원특별자치도 홍천군 두촌면 설악로 3871-4","","홍천요양병원","2025-02-04 11:32:59","U","2025-02-06 02:40:00","요양병원(일반요양병원)","289442.677257112","482557.05236071","","4","6","48","0","내과, 외과, 신경외과, 정형외과, 가정의학과,","내과, 외과, 신경외과, 정형외과, 가정의학과,","","","","0","0","","","0","","시도",
"175","병원","01_01_01_P","6530000","200964200002000003","2009-07-01","","02","휴업","2","휴업","","","","","0334309999","1769.17","","","강원특별자치도 홍천군 홍천읍 홍천로 342-10, 342층","","미성의료재단 아름다운병원","2025-09-23 09:38:07","U","2025-09-25 02:40:00","병원","277834.571474723","465448.840549748","","1","20","47","1769.17","","","","","","0","0","","","0","","시도",
"176","병원","01_01_01_P","6530000","200664200002000001","2006-03-14","","02","휴업","2","휴업","","","","","0335338275","2520.39","","","강원특별자치도 동해시 중앙로 210, 210층 (천곡동)","","한마음병원","2025-02-21 14:06:09","U","2025-02-23 02:40:00","병원","386995.199984986","448481.419892167","","10","28","135","2520.39","","","","","","0","0","","","0","","시도",
"177","병원","01_01_01_P","6530000","200764200002000008","2007-12-31","","03","폐업","3","폐업","2017-04-01","","","","0336365800","","","강원특별자치도 속초시 영랑동  112번지 5호 5호","강원특별자치도 속초시 중앙로 271 (영랑동)","","속초요양병원","2017-04-06 12:59:40","I","2023-07-14 00:18:59","요양병원(일반요양병원)","339697.261256075","524610.705210548","","3","24","79","0","가정의학과","가정의학과","","","","0","0","","","0","","시도",
"178","병원","01_01_01_P","6530000","200864200002000008","2008-04-01","","03","폐업","3","폐업","2009-02-27","","","","0337457582","","","강원특별자치도 원주시 학성동  311번지 6호 6호","강원특별자치도 원주시 원일로 176-1 (학성동)","","기독한방병원","2009-07-16 00:00:00","I","2023-07-14 00:18:59","한방병원","283756.782954782","428388.408815569","한의사","5","34","134","0","한방내과, 한방소아과, 한방부인과, 한방안·이비인후·피부과, 한방신경정신과, 침구과","한방내과, 한방소아과, 한방부인과, 한방안·이비인후·피부과, 한방신경정신과, 침구과","","","","0","0","","","0","","시도",
"179","병원","01_01_01_P","6530000","200864200002000013","2008-11-18","","03","폐업","3","폐업","2008-12-15","","","","","","","강원특별자치도 횡성군 횡성읍 읍하리 484번지 1호 1호","강원특별자치도 횡성군 횡성읍 삼일로81번길 40","","횡성제일병원","2013-12-30 00:00:00","I","2023-07-14 00:18:59","요양병원(일반요양병원)","286966.897533628","444220.776857603","한의사","0","32","142","0","한방내과, 정형외과, 가정의학과","한방내과, 정형외과, 가정의학과","","","","0","0","","","0","","시도",
"180","병원","01_01_01_P","6530000","200964200002000004","2009-07-16","","03","폐업","3","폐업","2023-03-13","","","","0334344111","","","","강원특별자치도 홍천군 홍천읍 번영로 69","","효제요양병원","2023-03-16 16:59:53","I","2023-07-14 00:18:59","요양병원(일반요양병원)","278260.88642852","465721.179415212","의사","10","12","49","427.53","","","","","","0","0","","","0","","시도",
"181","병원","01_01_01_P","6530000","201664200002000006","2016-10-07","","03","폐업","3","폐업","2020-06-09","","","","0333409700","","","","강원특별자치도 횡성군 횡성읍 읍상서로 21","","횡성 하나요양병원","2020-06-10 11:38:29","I","2023-07-14 00:18:59","요양병원(일반요양병원)","287262.274150206","443630.578461615","","1","13","74","1778","","","","","","0","0","","","0","","시도",
"182","병원","01_01_01_P","6530000","201764200002000003","2017-10-12","","03","폐업","3","폐업","2018-04-11","","","","0337472000","","","","강원특별자치도 원주시 평원로 165-0,  (학성동)층 (학성동)","","불로한방병원","2018-05-07 11:07:13","I","2023-07-14 00:18:59","한방병원","283605.62225651","428660.462755121","한의사","6","42","104","3877.6","","","","","","0","0","","","0","","시도",
"183","병원","01_01_01_P","6530000","202064200002000005","2020-09-04","","03","폐업","3","폐업","2022-06-02","","","","0337620125","","","","강원특별자치도 원주시 신림면 용소막길 20-1","","원주바른요양병원","2022-06-10 13:08:36","I","2023-07-14 00:18:59","요양병원(일반요양병원)","296522.917048562","413217.195619627","","4","18","55","1905.25","","","","","","0","0","","","0","","시도",
"184","병원","01_01_01_P","6530000","201064200002000007","2010-12-02","","03","폐업","3","폐업","2019-06-10","","","","0332512795","","","강원특별자치도 춘천시 사북면 고탄리 533번지","강원특별자치도 춘천시 사북면 춘화로 392","","춘천호수요양병원","2019-06-11 09:03:47","I","2023-07-14 00:18:59","요양병원(일반요양병원)","261131.342782042","497966.875774043","의사","4","14","89","0","내과, 신경과, 재활의학과, 가정의학과, 한방과","내과, 신경과, 재활의학과, 가정의학과, 한방과","","","","0","0","","","0","","시도",
"185","병원","01_01_01_P","6530000","202264200002000002","2022-05-13","","03","폐업","3","폐업","2022-12-01","","","","0333435597","","","강원특별자치도 횡성군 횡성읍 읍하리 484번지 1호 횡성삼성병원 0동 1호","강원특별자치도 횡성군 횡성읍 삼일로81번길 40-0, 0동 횡성삼성병원층 (횡성삼성병원)","","횡성삼성요양병원","2022-12-26 15:19:51","I","2023-07-14 00:18:59","요양병원(일반요양병원)","286966.897533628","444220.776857603","","7","8","32","1608.99","","","","","","0","0","","","0","","시도",
"186","병원","01_01_01_P","6530000","200664200002000003","2006-06-29","","03","폐업","3","폐업","2007-09-18","","","","0337408800","","","강원특별자치도 원주시 문막읍 동화리 514번지","강원특별자치도 원주시 문막읍 원문로 1419","","원주수요양병원","2009-07-16 00:00:00","I","2023-07-14 00:18:59","요양병원(일반요양병원)","274818.689682307","425238.051595747","의사","11","72","440","0","신경과, 비뇨기과 ,재활의학과, 한방과, 가정의학과","신경과, 비뇨기과 ,재활의학과, 한방과, 가정의학과","","","","0","0","","","0","","시도",
"187","병원","01_01_01_P","6530000","200264200002000003","2002-08-02","","03","폐업","3","폐업","2007-04-09","","","","0334525011","","","강원특별자치도 철원군 갈말읍 군탄리 339번지","강원특별자치도 철원군 갈말읍 명성로 208","","길의료재단 철원길한방병원","2016-08-01 13:50:05","I","2023-07-14 00:18:59","한방병원","226929.100240543","516412.772602971","한의사","7","12","62","0","한방내과, 한방침구과, 한방부인과, 한방소아과, 한방신경정신과(5개과)","한방내과, 한방침구과, 한방부인과, 한방소아과, 한방신경정신과(5개과)","","","","0","0","","","0","","시도",
"188","병원","01_01_01_P","6530000","198464200002000002","1984-04-14","","03","폐업","3","폐업","2005-01-19","","","","","","","강원특별자치도 강릉시 옥천동  326번지","강원특별자치도 강릉시 용지로 129 (옥천동)","","의료법인 현대병원","2013-12-30 00:00:00","I","2023-07-14 00:18:59","종합병원","367629.928350308","474812.329131094","의사","0","64","310","0","내과, 일반외과, 정형외과","내과, 일반외과, 정형외과","","","","0","0","","","0","","시도",
"189","병원","01_01_01_P","6530000","200564200002000004","2005-07-27","","03","폐업","3","폐업","2006-04-25","","","","0334615400","","","강원특별자치도 인제군 북면 원통리 727번지 1호 1호","강원특별자치도 인제군 북면 원통로 138-3","","(의)금강의료재단 유민한방병원","2013-12-30 00:00:00","I","2023-07-14 00:18:59","한방병원","305282.96483062","513628.912261404","한의사","5","10","62","0","한방내과 한방침구과 한방신경정신과","한방내과 한방침구과 한방신경정신과","","","","0","0","","","0","","시도",
"190","병원","01_01_01_P","6530000","200564200002000001","2005-02-02","","03","폐업","3","폐업","2011-12-21","","","","0337320270","","","강원특별자치도 원주시 태장동  1403번지 5호 5호","강원특별자치도 원주시 북원로 2636 (태장동)","","원주민중요양병원","2012-01-18 00:00:00","I","2023-07-14 00:18:59","요양병원(일반요양병원)","283738.821268361","431142.506440562","의사","11","42","160","0","내과, 재활의학과","내과, 재활의학과","","","","0","0","","","0","","시도",
"191","병원","01_01_01_P","6530000","200964200002000006","2009-10-05","","03","폐업","3","폐업","2022-08-27","","","","0337342700","","","","강원특별자치도 원주시 봉화로 22, 22층 (단계동)","","원주클라인치과병원","2022-09-01 16:40:56","I","2023-07-14 00:18:59","치과병원","282224.875445338","427528.358939901","치과의사","2","0","0","0","","","","","","0","0","","","0","","시도",
"192","병원","01_01_01_P","6530000","201264200002000007","2012-11-09","","03","폐업","3","폐업","2012-11-26","","","","0334618275","","","강원특별자치도 인제군 인제읍 상동리 428번지","강원특별자치도 인제군 인제읍 인제로178번길 52-3","","인제한방병원","2013-01-22 00:00:00","I","2023-07-14 00:18:59","한방병원","302883.754704447","507425.016331273","한의사","3","26","96","0","한방내과, 한방신경정신과, 침구과, 한방부인과","한방내과, 한방신경정신과, 침구과, 한방부인과","","","","0","0","","","0","","시도",
"193","병원","01_01_01_P","6530000","201364200002000001","2013-01-21","","03","폐업","3","폐업","","","","","0334638275","","","서울특별시 노원구 상계동  639번지 보람아파트 209동","서울특별시 노원구 한글비석로 479, 209동 보람아파트층 707호 (상계동,보람아파트)","","인제요양병원","2013-05-21 00:00:00","I","2023-07-14 00:18:59","요양병원(일반요양병원)","205660.986625043","462645.285471828","의사","2","14","84","0","내과, 피부과, 가정의학과","내과, 피부과, 가정의학과","","","","0","0","","","0","","시도",
"194","병원","01_01_01_P","6530000","201364200002000003","2013-05-22","","03","폐업","3","폐업","2014-11-15","","","","0334600800","","","강원특별자치도 인제군 기린면 방동리 1022번지","강원특별자치도 인제군 기린면 오류동길 116","","시니어스인제병원(요양병원)","2015-10-13 18:00:16","I","2023-07-14 00:18:59","요양병원(일반요양병원)","318205.876344189","494394.014830014","의사","6","22","32","0","가정의학과, 내과, 일반외과","가정의학과, 내과, 일반외과","","","","0","0","","","0","","시도",
"195","병원","01_01_01_P","6530000","201364200002000005","2013-07-09","","03","폐업","3","폐업","2019-10-21","","","","0337415050","","","","강원특별자치도 원주시 소초면 치악로 2473","","원주한마음요양병원","2019-10-22 09:16:18","I","2023-07-14 00:18:59","요양병원(일반요양병원)","287120.448723312","432848.690174154","","9","14","30","290.4","","","","","","0","0","","","0","","시도",
"196","병원","01_01_01_P","6530000","200664200002000005","2006-08-16","","03","폐업","3","폐업","2008-03-31","","","","0337488275","","","강원특별자치도 원주시 학성동  311번지 6호 6호","강원특별자치도 원주시 원일로 176-1 (학성동)","","튼튼요양병원","2013-12-30 00:00:00","I","2023-07-14 00:18:59","요양병원(일반요양병원)","283756.782954782","428388.408815569","한의사","7","34","148","0","한방내과,한방소아과,한방부인과,한방안·이비인후과, 한방신경정신과,침구과","한방내과,한방소아과,한방부인과,한방안·이비인후과, 한방신경정신과,침구과","","","","0","0","","","0","","시도",
"197","병원","01_01_01_P","6530000","200664200002000007","2006-11-28","","03","폐업","3","폐업","2020-06-26","","","","0335307000","","","","강원특별자치도 강릉시 옥계면 현내시장길 34, 34층","","의료법인라파의료재단 예수요양병원","2020-06-28 10:10:17","I","2023-07-14 00:18:59","요양병원(일반요양병원)","379855.07783425","458585.750044979","","13","25","114","2149.57","","","","","","0","0","","","0","","시도",
"198","병원","01_01_01_P","6530000","199764200002000006","1997-09-09","","03","폐업","3","폐업","2012-02-29","","","","","","","강원특별자치도 춘천시 석사동  166번지","강원특별자치도 춘천시 영서로 1925-9 (석사동)","","춘천한방병원","2013-12-30 00:00:00","I","2023-07-14 00:18:59","한방병원","266376.227610157","482956.40574868","한의사","0","46","156","0","한방내과,한방부인과,한방소아과,한방이비인후과,한방신경정신과,침구과,한방재활의학과","한방내과,한방부인과,한방소아과,한방이비인후과,한방신경정신과,침구과,한방재활의학과","","","","0","0","","","0","","시도",
"199","병원","01_01_01_P","6530000","201264200002000008","2012-03-02","","03","폐업","3","폐업","2019-05-18","","","","0332607000","","","","강원특별자치도 춘천시 동면 춘천로 527-34","","춘천한방병원","2019-06-11 09:23:18","I","2023-07-14 00:18:59","한방병원","267126.590536997","488627.11291077","한의사","6","14","52","1144.07","","","","","","0","0","","","0","","시도",
"200","병원","01_01_01_P","6530000","201564200002000005","2015-09-08","","03","폐업","3","폐업","2022-10-13","","","","0336480991","","","","강원특별자치도 강릉시 사천면 안현로 85-39","","청강요양병원","2022-10-14 14:24:16","I","2023-07-14 00:18:59","요양병원(일반요양병원)","364453.539833439","479746.627374284","","2","15","102","0","","","","","","0","0","","","0","","시도",
"201","병원","01_01_01_P","6530000","200864200002000011","2008-07-21","","03","폐업","3","폐업","2020-08-31","","","","0337320270","","","강원특별자치도 원주시 신림면 용암리 699번지 1호 1호","강원특별자치도 원주시 신림면 용소막길 20-1","","민중병원","2020-10-21 15:54:49","I","2023-06-13 00:00:00","병원","296522.917048562","413217.195619627","","8","16","101","0","내과, 정신과","내과, 정신과","","","","0","0","","","0","","시도",
"202","병원","01_01_01_P","6530000","201664200002000001","2016-02-01","","03","폐업","3","폐업","2016-07-20","","","","0334628275","","","강원특별자치도 인제군 인제읍 상동리 428번지","강원특별자치도 인제군 인제읍 인제로178번길 52-3","","인제중앙병원","2016-11-11 16:37:23","I","2023-06-13 00:00:00","병원","302883.754704447","507425.016331273","의사","5","16","62","3131","","","","","","0","0","","","0","","시도",
"203","병원","01_01_01_P","6530000","201664200002000004","2016-08-01","","03","폐업","3","폐업","","","","","0334628275","","","강원특별자치도 인제군 인제읍 상동리 428번지","강원특별자치도 인제군 인제읍 인제로178번길 52-3","","인제중앙병원","2016-12-01 14:03:01","I","2023-06-13 00:00:00","병원","302883.754704447","507425.016331273","의사","1","13","48","4124","","","","","","0","0","","","0","","시도",
"204","병원","01_01_01_P","6530000","200864200002000004","2008-02-21","","03","폐업","3","폐업","2008-05-19","","","","","","","강원특별자치도 횡성군 횡성읍 읍하리 484번지 1호 1호","강원특별자치도 횡성군 횡성읍 삼일로81번길 40","","횡성삼성병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","286966.897533628","444220.776857603","의사","4","28","128","0","내과, 외과, 정형외과, 소아청소년과, 비뇨기과, 피부과, 가정의학과","내과, 외과, 정형외과, 소아청소년과, 비뇨기과, 피부과, 가정의학과","","","","0","0","","","0","","시도",
"205","병원","01_01_01_P","6530000","201164200002000003","2011-05-12","","03","폐업","3","폐업","2011-08-01","","","","0334622900","","","강원특별자치도 인제군 북면 원통리 727번지 1호 1호","강원특별자치도 인제군 북면 원통로 138-3","","동산병원","2011-10-13 00:00:00","I","2023-06-13 00:00:00","병원","305282.96483062","513628.912261404","의사","6","14","70","0","내과, 가정의학과, 소아청소년과, 피부비뇨기과, 이비인후과, 재활의학과","내과, 가정의학과, 소아청소년과, 피부비뇨기과, 이비인후과, 재활의학과","","","","0","0","","","0","","시도",
"206","병원","01_01_01_P","6530000","201264200002000003","2012-03-26","","03","폐업","3","폐업","2021-02-26","","","","0337317766","","","","강원특별자치도 원주시 일산로36번길 12, 12층 (일산동)","","원주그린병원","2021-03-02 09:10:01","I","2023-06-13 00:00:00","병원","283851.322636103","427717.612280305","","10","21","99","1979.79","","","","","","0","0","","","0","","시도",
"207","병원","01_01_01_P","6530000","201264200002000004","2012-07-11","","03","폐업","3","폐업","2013-08-02","","","","0337320270","","","강원특별자치도 원주시 태장동  1403번지 5호 5호","강원특별자치도 원주시 북원로 2636 (태장동)","","원주민중병원","2013-10-11 00:00:00","I","2023-06-13 00:00:00","병원","283738.821268361","431142.506440562","의사","5","28","166","0","내과, 정형외과","내과, 정형외과","","","","0","0","","","0","","시도",
"208","병원","01_01_01_P","6530000","201264200002000005","2012-10-22","","03","폐업","3","폐업","2018-06-01","","","","0333458275","","","","강원특별자치도 횡성군 횡성읍 삼일로81번길 40","","횡성진병원","2018-06-04 09:45:19","I","2023-06-13 00:00:00","병원","286966.897533628","444220.776857603","","3","25","118","0","","","","","","0","0","","","0","","시도",
"209","병원","01_01_01_P","6530000","201264200002000006","2012-11-01","","03","폐업","3","폐업","2012-12-31","","","","0334339933","","","강원특별자치도 홍천군 홍천읍 희망리 385번지 1호 1호","강원특별자치도 홍천군 홍천읍 홍천로 326","","키즈메디병원","2013-01-22 00:00:00","I","2023-06-13 00:00:00","병원","277696.825370213","465447.362375227","의사","10","26","72","0","내과, 외과, 정형외과, 소아청소년과, 피부과, 이비인후과","내과, 외과, 정형외과, 소아청소년과, 피부과, 이비인후과","","","","0","0","","","0","","시도",
"210","병원","01_01_01_P","6530000","201364200002000002","2013-01-21","","03","폐업","3","폐업","2018-01-02","","","","0337472000","","","","강원특별자치도 원주시 원일로 218, 218층 (학성동)","","불로병원","2018-02-23 09:24:05","I","2023-06-13 00:00:00","병원","283597.090706248","428637.719223077","의사","6","22","83","1117.59","","","","","","0","0","","","0","","시도",
"211","병원","01_01_01_P","6530000","201364200002000004","2013-05-22","","03","폐업","3","폐업","","","","","0336499113","","","","강원특별자치도 강릉시 솔올로 35, 35층 (교동)","","의료법인 바나의료재단 기린병원","2018-02-26 16:45:56","I","2023-06-13 00:00:00","병원","365401.686801998","475287.218473391","의사","10","28","69","0","","","","","","0","0","","","0","","시도",
"212","병원","01_01_01_P","6530000","201364200002000006","2013-09-17","","03","폐업","3","폐업","2017-01-05","","","","0336615665","","","강원특별자치도 강릉시 주문진읍 주문리 329번지 45호 45호","강원특별자치도 강릉시 주문진읍 연주로 448-5","","보성병원","2017-03-22 09:53:01","I","2023-06-13 00:00:00","병원","360475.835435398","489305.022208532","","7","16","97","0","내과, 가정의학과, 정형외과, 마취통증의학과","내과, 가정의학과, 정형외과, 마취통증의학과","","","","0","0","","","0","","시도",
"213","병원","01_01_01_P","6530000","198864200002000003","1988-07-20","","03","폐업","3","폐업","2017-11-01","","","","0334525011","","","","강원특별자치도 철원군 갈말읍 명성로 208","","의료법인 길의료재단 철원길병원","2017-11-01 16:01:59","I","2023-06-13 00:00:00","병원","226929.100240543","516412.772602971","","26","35","160","5813.38","","","","","","0","0","","","0","","시도",
"214","병원","01_01_01_P","6530000","200864200002000003","2008-02-12","","03","폐업","3","폐업","2018-04-10","","","","0337652211","","","강원특별자치도 원주시 단구동  1514번지 3호 3호","강원특별자치도 원주시 남원로 528-31 (단구동)","","세일병원","2018-05-07 09:02:20","I","2023-06-13 00:00:00","병원","284113.35151077","425711.043713192","의사","7","17","92","0","내과, 외과, 신경외과, 정형외과, 소아청소년과, 산부인과, 가정의학과, 비뇨기과, 흉부외과, 침구과","내과, 외과, 신경외과, 정형외과, 소아청소년과, 산부인과, 가정의학과, 비뇨기과, 흉부외과, 침구과","","","","0","0","","","0","","시도",
"215","병원","01_01_01_P","6530000","201164200002000008","2011-12-30","","03","폐업","3","폐업","2025-09-18","","","","0337489999","1760.65","","","강원특별자치도 원주시 이화6길 7,  (단계동)층 (단계동)","","21세기병원","2025-09-26 10:38:20","U","2025-09-28 02:40:00","병원","282565.224850342","427238.778461897","의사","17","19","63","1760.65","","","","","","0","0","","","0","","시도",
"216","병원","01_01_01_P","6530000","199464200002000009","1994-04-22","","03","폐업","3","폐업","2005-01-19","","","","","","","강원특별자치도 강릉시 옥천동  326번지","강원특별자치도 강릉시 용지로 129 (옥천동)","","의료법인 현대한방병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","367629.928350308","474812.329131094","한의사","13","22","62","0","한방내과 한방부인과 한방소아과 침구과","한방내과 한방부인과 한방소아과 침구과","","","","0","0","","","0","","시도",
"217","병원","01_01_01_P","6530000","201464200002000002","2014-06-03","","03","폐업","3","폐업","2015-10-27","","","","0334628275","","","강원특별자치도 인제군 인제읍 상동리 428번지","강원특별자치도 인제군 인제읍 인제로178번길 52-3","","사단법인외국인근로자와다문화가정지원협회 인제사랑병원","2016-08-10 18:05:22","I","2023-06-13 00:00:00","병원","302883.754704447","507425.016331273","","3","17","71","0","내과, 정형외과, 마취통증의학과, 산부인과, 가정의학과, 한방(내과, 침구과)","내과, 정형외과, 마취통증의학과, 산부인과, 가정의학과, 한방(내과, 침구과)","","","","0","0","","","0","","시도",
"218","병원","01_01_01_P","6530000","200764200002000003","2007-06-21","","03","폐업","3","폐업","2007-11-27","","","","0333457171","","","강원특별자치도 횡성군 횡성읍 읍하리 484번지 1호 1호","강원특별자치도 횡성군 횡성읍 삼일로81번길 40","","횡성성심병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","286966.897533628","444220.776857603","의사","10","32","150","0","내과,외과,정형외과,가정의학과","내과,외과,정형외과,가정의학과","","","","0","0","","","0","","시도",
"219","병원","01_01_01_P","6530000","200864200002000005","2008-04-22","","03","폐업","3","폐업","2009-06-15","","","","","","","강원특별자치도 인제군 북면 원통리 727번지 1호 1호","강원특별자치도 인제군 북면 원통로 138-3","","현대병원","2009-07-16 00:00:00","I","2023-06-13 00:00:00","병원","305282.96483062","513628.912261404","","4","14","70","0","내과, 외과, 정형외과, 흉부외과, 신경과, 피부과, 비뇨기과, 가정의학과","내과, 외과, 정형외과, 흉부외과, 신경과, 피부과, 비뇨기과, 가정의학과","","","","0","0","","","0","","시도",
"220","병원","01_01_01_P","6530000","200364200002000005","2003-07-02","","03","폐업","3","폐업","2005-07-18","","","","","","","강원특별자치도 인제군 북면 원통리 727번지 1호 1호","강원특별자치도 인제군 북면 원통로 138-3","","무지개병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","305282.96483062","513628.912261404","의사","0","18","90","0","일반외과, 가정의학과, 소아과, 산부인과","일반외과, 가정의학과, 소아과, 산부인과","","","","0","0","","","0","","시도",
"221","병원","01_01_01_P","6530000","200764200002000004","2007-09-18","","03","폐업","3","폐업","2016-08-01","","","","0337408800","","","강원특별자치도 원주시 문막읍 동화리 514번지","강원특별자치도 원주시 문막읍 원문로 1419","","수병원","2016-11-11 16:41:18","I","2023-06-13 00:00:00","병원","274818.689682307","425238.051595747","의사","22","51","291","573053","","","","","","0","0","","","0","","시도",
"222","병원","01_01_01_P","6530000","200864200002000001","2008-01-30","","03","폐업","3","폐업","2014-03-19","","","","0335912457","","","강원특별자치도 정선군 고한읍 고한리 39번지 6호 6호","강원특별자치도 정선군 고한읍 고한9길 26","","한일병원","2015-10-15 11:39:40","I","2023-06-13 00:00:00","병원","365064.932790152","412177.92162491","의사","4","14","51","0","내과, 산부인과, 소아청소년과, 정형외과","내과, 산부인과, 소아청소년과, 정형외과","","","","0","0","","","0","","시도",
"223","병원","01_01_01_P","6530000","200864200002000002","2008-02-04","","03","폐업","3","폐업","2009-09-04","","","","","","","강원특별자치도 원주시 일산동  121번지 2호 2호","강원특별자치도 원주시 일산로36번길 10 (일산동)","","사랑병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","283851.322636103","427717.612280305","의사","10","34","118","0","신경외과, 정형외과, 진단방사선과, 산업의학과, 외과, 내과","신경외과, 정형외과, 진단방사선과, 산업의학과, 외과, 내과","","","","0","0","","","0","","시도",
"224","병원","01_01_01_P","6530000","197764200002000004","1977-05-01","","03","폐업","3","폐업","2016-04-01","","","","0335923121","","","강원특별자치도 정선군 사북읍 사북리 305번지 16호 16호","강원특별자치도 정선군 사북읍 지장천로 727","","한국병원","2016-11-10 15:06:19","I","2023-06-13 00:00:00","병원","362023.877879962","415331.483541067","","6","33","130","0","내과, 정형외과","내과, 정형외과","","","","0","0","","","0","","시도",
"225","병원","01_01_01_P","6530000","200964200002000002","2009-05-13","","03","폐업","3","폐업","","","","","0334562119","","","강원특별자치도 철원군 동송읍 이평리 730번지 8호 8호","강원특별자치도 철원군 동송읍 금학로157번길 23-17","","철원성모병원","2012-08-12 00:00:00","I","2023-06-13 00:00:00","병원","219225.238872663","522044.742484309","의사","5","36","180","0","내과,외과,신경외과,정형외과,소아청소년과,피부과,비뇨기과(7개과목)","내과,외과,신경외과,정형외과,소아청소년과,피부과,비뇨기과(7개과목)","","","","0","0","","","0","","시도",
"226","병원","01_01_01_P","6530000","200964200002000005","2009-10-28","","03","폐업","3","폐업","2012-03-22","","","","0333457171","","","강원특별자치도 횡성군 횡성읍 읍하리 484번지 1호 1호","강원특별자치도 횡성군 횡성읍 삼일로81번길 40","","횡성제일병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","286966.897533628","444220.776857603","의사","10","40","196","0","내과, 신경과, 한방과, 정신건강의학과","내과, 신경과, 한방과, 정신건강의학과","","","","0","0","","","0","","시도",
