"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조기수","다중이용업소여부",
"1853","세탁업","06_20_01_P","4291000","4291000-205-2011-00001","2011-04-22","","03","폐업","02","폐업","2017-09-12","","","","033 591 1229","30.00","","강원특별자치도 정선군 고한읍 고한리 97-30","강원특별자치도 정선군 고한읍 고한6길 23","26155","처음같은","2017-09-12 13:22:33","I","2023-06-13 00:00:00","일반세탁업","364592.329644962","412564.294101427","일반세탁업","1","2","1","1","0","0","","","","임대","2","0","0","1","N",
"1854","세탁업","06_20_01_P","4291000","4291000-205-2012-00001","2012-03-09","","03","폐업","02","폐업","2014-02-19","","","","033 591 7638","33.00","","강원특별자치도 정선군 남면 문곡리 134-2","강원특별자치도 정선군 남면 칠현로 64","26145","남면세탁소","2013-12-16 14:56:48","I","2023-06-13 00:00:00","일반세탁업","354317.846001872","419827.749113146","일반세탁업","0","0","1","1","0","0","","","","","1","0","0","0","N",
"1855","세탁업","06_20_01_P","4291000","4291000-205-2014-00003","2014-08-25","","03","폐업","02","폐업","2014-12-05","","","","","39.60","","강원특별자치도 정선군 정선읍 봉양리 34-14","강원특별자치도 정선군 정선읍 녹송로 61, 1층","26128","깨끗한나라","2014-08-25 16:45:41","I","2023-06-13 00:00:00","세탁업 기타","347898.624748675","432469.831437483","세탁업 기타","0","0","1","1","0","0","","","","","0","0","0","0","N",
"1856","세탁업","06_20_01_P","4291000","4291000-205-2016-00001","2016-09-22","","03","폐업","02","폐업","2023-03-06","","","","033 591 8285","25.18","","강원특별자치도 정선군 사북읍 사북리 300-3","강원특별자치도 정선군 사북읍 파랑새길 28","26150","선명세탁소","2023-03-06 11:49:14","I","2023-06-13 00:00:00","일반세탁업","361927.424508578","415086.317772188","일반세탁업","3","0","0","0","0","0","","","","임대","1","1","0","0","N",
"1857","세탁업","06_20_01_P","4291000","4291000-205-2014-00001","2014-04-03","","03","폐업","02","폐업","2016-09-05","","","","","60.00","","강원특별자치도 정선군 남면 무릉리 827","강원특별자치도 정선군 남면 무릉1로 54-17","26146","증산빨래방","2014-04-03 09:33:56","I","2023-06-13 00:00:00","운동화전문세탁업","357529.148592304","417780.018391188","운동화전문세탁업","0","0","0","0","0","0","","","","임대","1","0","0","0","N",
"1858","세탁업","06_20_01_P","4301000","4301000-205-1997-00002","1997-11-03","","03","폐업","02","폐업","2023-10-06","","","","033 4522933","59.49","","강원특별자치도 철원군 갈말읍 신철원리 665-9","강원특별자치도 철원군 갈말읍 명성로158번길 19","24041","사랑빨래방","2023-10-06 14:23:49","I","2023-10-08 00:17:45","일반세탁업","227013.751664595","515950.877306789","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1859","세탁업","06_20_01_P","4311000","4311000-205-2002-00004","2002-11-26","","03","폐업","02","폐업","2020-03-20","","","","033 4417231","40.20","","강원특별자치도 화천군 사내면 사창리 443-1 외 2필지","강원특별자치도 화천군 사내면 사내로 57 (외 2필지)","24155","드림세탁","2020-03-20 10:08:58","I","2023-06-13 00:00:00","일반세탁업","245590.577522337","507925.009497584","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1860","세탁업","06_20_01_P","4311000","4311000-205-2014-00001","2014-03-12","","03","폐업","02","폐업","2018-09-28","","","","033 442 0442","49.24","","강원특별자치도 화천군 화천읍 상리 20-47","강원특별자치도 화천군 화천읍 상승로8길 15-23","24115","행복세탁","2018-10-11 09:41:54","I","2023-06-13 00:00:00","일반세탁업","261778.983507412","512332.570757379","일반세탁업","2","0","1","0","0","0","","","","","2","0","0","2","N",
"1861","세탁업","06_20_01_P","4311000","4311000-205-2020-00001","2020-09-22","","03","폐업","02","폐업","2021-09-14","","","","","49.20","","강원특별자치도 화천군 사내면 사창리 245-15 드림세탁","강원특별자치도 화천군 사내면 사내로 53-1","24155","드림 세탁소","2021-09-14 14:39:29","I","2023-06-13 00:00:00","일반세탁업","245621.947176114","508005.32200116","일반세탁업","0","0","1","1","0","0","","","","","0","0","0","0","N",
"1862","세탁업","06_20_01_P","4311000","4311000-205-2002-00002","2002-04-24","","03","폐업","02","폐업","2002-09-24","","","","033 4411501","0.00","","강원특별자치도 화천군 사내면 사창리 446-1","","","동전빨래방","2002-09-26 00:00:00","I","2023-06-13 00:00:00","일반세탁업","245586.764421211","507858.007900405","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1863","세탁업","06_20_01_P","4311000","4311000-205-2002-00005","2002-10-22","","03","폐업","02","폐업","2009-04-24","","","","033 4411501","42.40","","강원특별자치도 화천군 사내면 사창리 446-1","","","동전빨래방","2007-05-15 00:00:00","I","2023-06-13 00:00:00","일반세탁업","245586.764421211","507858.007900405","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1864","세탁업","06_20_01_P","4311000","4311000-205-2003-00001","2003-02-11","","03","폐업","02","폐업","2008-09-18","","","","033 4428989","64.40","","강원특별자치도 화천군 상서면 산양리 00 2통2반","","","OK빨래방","2007-05-14 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1865","세탁업","06_20_01_P","4311000","4311000-205-2000-00006","2000-01-12","","03","폐업","02","폐업","2012-03-19","","","","033 4425628","93.60","","강원특별자치도 화천군 화천읍 하리 39-1","","","태양세탁소","2009-04-24 11:05:13","I","2023-06-13 00:00:00","일반세탁업","261662.502644086","511441.765805842","일반세탁업","2","1","2","2","0","0","","","","임대","0","0","0","0","N",
"1866","세탁업","06_20_01_P","4311000","4311000-205-2000-00011","2001-06-07","","03","폐업","02","폐업","2005-09-26","","","","033 4426055","0.00","","강원특별자치도 화천군 상서면 산양리 738-34","","","토탈빨래방","2005-11-18 00:00:00","I","2023-06-13 00:00:00","일반세탁업","257974.125134048","523107.859044549","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1867","세탁업","06_20_01_P","4311000","4311000-205-2000-00015","2000-01-12","","03","폐업","02","폐업","2002-03-02","","","","033 4411501","0.00","","강원특별자치도 화천군 사내면 사창리 446-1 2통4반","","","동전빨래방","2002-03-18 00:00:00","I","2023-06-13 00:00:00","일반세탁업","245586.764421211","507858.007900405","일반세탁업","1","0","1","0","0","0","","","","","0","0","0","0","N",
"1868","세탁업","06_20_01_P","4311000","4311000-205-2000-00016","2000-01-12","","03","폐업","02","폐업","2018-04-26","","","","033 4422152","0.00","","강원특별자치도 화천군 화천읍 하리 42-14 2통4반","강원특별자치도 화천군 화천읍 중앙로2길 31-13","24129","미원빨래방","2018-04-26 10:43:17","I","2023-06-13 00:00:00","일반세탁업","261754.453602015","511417.19194485","일반세탁업","2","0","1","1","0","0","","","","","0","0","0","0","N",
"1869","세탁업","06_20_01_P","4311000","4311000-205-2000-00018","2000-01-12","","03","폐업","02","폐업","2002-12-31","","","","033 4422826","0.00","","강원특별자치도 화천군 화천읍 아리 59-1 4통2반","","","은성세탁소","2003-04-30 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1870","세탁업","06_20_01_P","4311000","4311000-205-2000-00019","2000-01-12","","03","폐업","02","폐업","2023-11-17","","","","033 4416741","16.70","","강원특별자치도 화천군 사내면 사창리 00 2통3반","강원특별자치도 화천군 사내면 사내로7길 13","24155","강일사","2023-11-17 14:47:49","U","2023-11-19 02:40:00","일반세탁업","245581.432134923","507796.952320309","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1871","세탁업","06_20_01_P","4311000","4311000-205-2000-00021","2001-04-24","","03","폐업","02","폐업","2004-12-01","","","","033 4427012","0.00","","강원특별자치도 화천군 화천읍 하리 66-63","","","제일세탁소","2004-12-01 00:00:00","I","2023-06-13 00:00:00","일반세탁업","261823.271352846","511647.40836891","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1872","세탁업","06_20_01_P","4311000","4311000-205-2014-00002","2014-05-20","","03","폐업","02","폐업","2014-06-03","","","","","0.00","","강원특별자치도 화천군 화천읍 하리 43-98","강원특별자치도 화천군 화천읍 상승로 50-1","24123","씨엔씨 운동화 빨래방","2014-05-27 16:08:18","I","2023-06-13 00:00:00","운동화전문세탁업","261753.902023344","511629.516188255","운동화전문세탁업","0","0","2","0","0","0","","","","","0","0","0","2","N",
"1873","세탁업","06_20_01_P","4311000","4311000-205-2005-00001","2005-03-21","","03","폐업","02","폐업","2023-07-10","","","","033 4426365","26.24","","강원특별자치도 화천군 상서면 산양리 738-35","강원특별자치도 화천군 상서면 영서로 7733","24101","바울빨래방","2023-07-10 15:15:57","U","2023-07-13 02:40:00","일반세탁업","257976.392420345","523089.015687311","일반세탁업","1","0","1","1","0","0","","","","임대","0","0","0","0","N",
"1874","세탁업","06_20_01_P","4311000","4311000-205-2001-00001","2001-06-07","","03","폐업","02","폐업","2005-09-26","","","","","","","강원특별자치도 화천군 상서면 산양리 738-34","","","토탈발래방","2005-09-26 00:00:00","I","2023-06-13 00:00:00","일반세탁업","257974.125134048","523107.859044549","일반세탁업","1","0","0","0","0","0","","","","","0","0","0","0","N",
"1875","세탁업","06_20_01_P","4311000","4311000-205-2000-00001","2000-01-12","","03","폐업","02","폐업","2003-04-30","","","","033 4422294","0.00","","강원특별자치도 화천군 화천읍 하리 00 4통1반","","","백조세탁소","2003-04-30 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","2","0","1","1","0","0","","","","","0","0","0","0","N",
"1876","세탁업","06_20_01_P","4311000","4311000-205-2000-00005","2000-01-12","","03","폐업","02","폐업","2023-11-24","","","","033 4411919","22.50","","강원특별자치도 화천군 상서면 다목리 00 (1/3)","강원특별자치도 화천군 상서면 수피령로 1309-1","24104","백옥컴퓨터","2023-11-24 17:06:38","U","2023-11-26 02:40:00","일반세탁업","246623.512264522","519407.182647377","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1877","세탁업","06_20_01_P","4311000","4311000-205-2000-00007","2000-01-12","","03","폐업","02","폐업","2020-05-13","","","","033 4412525","26.70","","강원특별자치도 화천군 화천읍 하리 00 1통1반","강원특별자치도 화천군 화천읍 상승로 42-5","24130","장미빨래방","2020-05-13 13:37:09","I","2023-06-13 00:00:00","일반세탁업","261706.382518624","511546.143456522","일반세탁업","3","0","2","2","0","0","","","","","0","0","0","0","N",
"1878","세탁업","06_20_01_P","4311000","4311000-205-2000-00008","2000-01-12","","03","폐업","02","폐업","2002-03-02","","","","033 4410138","0.00","","강원특별자치도 화천군 사내면 사창리 00","","","사내빨래방","2002-03-18 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","1","0","1","0","0","0","","","","","0","0","0","0","N",
"1879","세탁업","06_20_01_P","4311000","4311000-205-2000-00009","2000-01-12","","03","폐업","02","폐업","2002-03-02","","","","033 4416367","0.00","","강원특별자치도 화천군 상서면 다목리 515-6 1통2반","","","월풀빨래방","2002-03-18 00:00:00","I","2023-06-13 00:00:00","일반세탁업","246707.766735825","519272.000703026","일반세탁업","1","0","1","0","0","0","","","","","0","0","0","0","N",
"1880","세탁업","06_20_01_P","4311000","4311000-205-2000-00012","2000-01-12","","03","폐업","02","폐업","2003-04-30","","","","","0.00","","강원특별자치도 화천군 상서면 산양리 737-2 2통6반","","","청운사세탁소","2003-04-30 00:00:00","I","2023-06-13 00:00:00","일반세탁업","257968.793394084","523156.470979733","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1881","세탁업","06_20_01_P","4311000","4311000-205-2000-00013","2000-01-12","","03","폐업","02","폐업","2002-03-02","","","","033 4426712","0.00","","강원특별자치도 화천군 간동면 오음리 631-6 1통2반","","","영남사","2002-03-18 00:00:00","I","2023-06-13 00:00:00","일반세탁업","271661.657974117","506198.87400015","일반세탁업","1","0","1","0","0","0","","","","","0","0","0","0","N",
"1882","세탁업","06_20_01_P","4321000","4321000-205-1987-00001","1987-05-09","","03","폐업","02","폐업","2011-06-27","","","","033 4810335","22.61","","강원특별자치도 양구군 양구읍 상리 2","","","양구세탁소","2002-01-16 00:00:00","I","2023-06-13 00:00:00","일반세탁업","288565.073783309","512176.941481141","일반세탁업","1","0","1","0","0","0","","","","","0","0","0","0","N",
"1883","세탁업","06_20_01_P","4321000","4321000-205-1987-00002","1987-05-09","","03","폐업","02","폐업","2003-03-26","","","","033 4810034","33.00","","강원특별자치도 양구군 양구읍 중리 15","","","영남사","2003-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","286673.192766619","512272.08078134","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1884","세탁업","06_20_01_P","4321000","4321000-205-1987-00003","1987-05-09","","03","폐업","02","폐업","2003-01-15","","","","033 4814958","45.20","","강원특별자치도 양구군 양구읍 상리 243-4","","","금성사","2003-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1885","세탁업","06_20_01_P","4321000","4321000-205-1987-00004","1987-05-09","","03","폐업","02","폐업","2003-03-26","","","","","15.79","","강원특별자치도 양구군 양구읍 상리 2-4","","","문화세탁소","2003-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1886","세탁업","06_20_01_P","4321000","4321000-205-1992-00001","1992-02-06","","03","폐업","02","폐업","2008-11-13","","","","033 4820207","21.44","","강원특별자치도 양구군 양구읍 중리 1-5","","","성심세탁소","2002-01-16 00:00:00","I","2023-06-13 00:00:00","일반세탁업","286860.752995631","512219.28930793","일반세탁업","1","0","1","0","0","0","","","","","0","0","0","0","N",
"1887","세탁업","06_20_01_P","4321000","4321000-205-1992-00002","1992-08-21","","03","폐업","02","폐업","2011-07-18","","","","033 4817834","11.88","","강원특별자치도 양구군 양구읍 상리 261-6","","","고은세탁소","2002-01-16 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","1","0","1","0","0","0","","","","","0","0","0","0","N",
"1888","세탁업","06_20_01_P","4321000","4321000-205-2009-00001","2009-05-04","","03","폐업","02","폐업","2016-10-31","","","","033 481 7509","20.79","","강원특별자치도 양구군 방산면 송현리 463-6","강원특별자치도 양구군 방산면 평화로 5449","24501","중앙사","2014-03-09 13:23:20","I","2023-06-13 00:00:00","일반세탁업","283578.746797593","525241.429667948","일반세탁업","0","0","0","0","1","0","","","","자가","1","0","0","0","N",
"1889","세탁업","06_20_01_P","4321000","4321000-205-2016-00001","2016-04-06","","03","폐업","02","폐업","2023-07-31","","","","033 482 0606","53.81","","강원특별자치도 양구군 양구읍 상리 227-76","강원특별자치도 양구군 양구읍 해시계로 15","24532","J빨래방","2023-07-31 17:41:43","U","2023-08-02 02:40:00","빨래방업","286633.692454652","511820.489032084","빨래방업","0","0","0","0","0","0","","","","","1","0","0","2","N",
"1890","세탁업","06_20_01_P","4321000","4321000-205-2003-00001","2003-01-15","","03","폐업","02","폐업","2020-05-11","","","","033 4814958","28.00","","강원특별자치도 양구군 양구읍 상리 239-1","강원특별자치도 양구군 양구읍 장터길 26","24534","금성세탁소","2020-05-11 13:30:48","I","2023-06-13 00:00:00","일반세탁업","286759.009398212","511664.843082968","일반세탁업","1","1","1","1","0","0","","","","자가","0","0","0","0","N",
"1891","세탁업","06_20_01_P","4321000","4321000-205-2016-00002","2016-11-02","","03","폐업","02","폐업","2019-05-01","","","","","90.00","","강원특별자치도 양구군 양구읍 상리 594-1","강원특별자치도 양구군 양구읍 청춘로 54","24541","은하수 세탁","2019-05-01 10:12:49","I","2023-06-13 00:00:00","일반세탁업","286768.060303981","511037.395416433","일반세탁업","0","0","0","0","0","0","","","","","3","0","0","3","N",
"1892","세탁업","06_20_01_P","4321000","4321000-205-1992-00003","1992-11-30","","03","폐업","02","폐업","2005-06-03","","","","033 4822773","15.68","","강원특별자치도 양구군 양구읍 상리 227-78","","","이정희","2002-01-16 00:00:00","I","2023-06-13 00:00:00","일반세탁업","286626.917405465","511833.422477249","일반세탁업","1","0","1","0","0","0","","","","","0","0","0","0","N",
"1893","세탁업","06_20_01_P","4321000","4321000-205-1994-00001","1994-02-15","","03","폐업","02","폐업","2003-03-26","","","","033 4810028","12.00","","강원특별자치도 양구군 양구읍 상리 192-4","","","토탈빨래방","2003-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","286963.677957098","511485.384765345","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1894","세탁업","06_20_01_P","4321000","4321000-205-1994-00002","1994-11-08","","03","폐업","02","폐업","2002-02-25","","","","033 4812534","28.49","","강원특별자치도 양구군 양구읍 상리 238-8","","","영진세탁소","2003-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1895","세탁업","06_20_01_P","4321000","4321000-205-1996-00001","1996-01-06","","03","폐업","02","폐업","2010-08-11","","","","033 4811228","0.00","","강원특별자치도 양구군 양구읍 상리 227-9","","","양구빨래방","2002-03-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","286594.98108045","511966.999702007","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1896","세탁업","06_20_01_P","4321000","4321000-205-1997-00001","1997-10-13","","03","폐업","02","폐업","2005-05-09","","","","033 4823306","0.00","","강원특별자치도 양구군 양구읍 상리 334-17","","","에덴세탁소","2005-05-09 00:00:00","I","2023-06-13 00:00:00","일반세탁업","286605.556156472","511998.340692357","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1897","세탁업","06_20_01_P","4321000","4321000-205-1999-00001","1999-01-15","","03","폐업","02","폐업","2003-03-26","","","","033 4812805","0.00","","강원특별자치도 양구군 양구읍 상리 231-17","","","영드라이크리닝","2003-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","286589.366485451","511790.27427894","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1898","세탁업","06_20_01_P","4321000","4321000-205-1996-00002","1996-09-25","","03","폐업","02","폐업","2003-03-27","","","","033 4811822","0.00","","강원특별자치도 양구군 국토정중앙면 용하리 415-2","","","백광세탁소","2003-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","290616.020188434","512314.779227654","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1899","세탁업","06_20_01_P","4321000","4321000-205-2002-00001","2002-02-28","","03","폐업","02","폐업","2025-07-02","","","","033 4825007","9.52","","강원특별자치도 양구군 국토정중앙면 청리 902-10","강원특별자치도 양구군 국토정중앙면 삼팔선로 4","24554","행운세탁소","2025-07-02 14:13:42","U","2025-07-04 02:40:00","일반세탁업","290572.343157429","512249.286747749","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1900","세탁업","06_20_01_P","4321000","4321000-205-1999-00003","1999-03-29","","03","폐업","02","폐업","2003-03-27","","","","033 4823393","0.00","","강원특별자치도 양구군 국토정중앙면 청리 902-10","","","삼보사","2003-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","290572.343157429","512249.286747749","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1901","세탁업","06_20_01_P","4321000","4321000-205-1999-00004","1999-03-29","","03","폐업","02","폐업","2003-03-27","","","","033 4823393","21.00","","강원특별자치도 양구군 국토정중앙면 청리 902-10","","","삼보사","2003-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","290572.343157429","512249.286747749","일반세탁업","1","0","0","0","0","0","","","","","0","0","0","0","N",
"1902","세탁업","06_20_01_P","4321000","4321000-205-1992-00004","1992-03-03","","03","폐업","02","폐업","2016-01-18","","","","033 4814176","0.00","","강원특별자치도 양구군 동면 덕곡리 86-17","강원특별자치도 양구군 동면 금강산로 1548-4","24508","용빈세탁소","2013-12-26 15:51:17","I","2023-06-13 00:00:00","일반세탁업","290691.372739514","521378.553612845","일반세탁업","1","0","1","0","0","0","","","","","0","0","0","0","N",
"1903","세탁업","06_20_01_P","4321000","4321000-205-1996-00003","1996-08-28","","03","폐업","02","폐업","2003-03-27","","","","033 4810035","0.00","","강원특별자치도 양구군 동면 팔랑리 1461-4","","","그린세탁전문점","2003-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1904","세탁업","06_20_01_P","4321000","4321000-205-1997-00002","1997-01-09","","03","폐업","02","폐업","2007-09-17","","","","033 4817282","0.00","","강원특별자치도 양구군 동면 팔랑리 1460-29","","","영림빨래방","2002-03-26 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","2","0","1","0","0","0","","","","","0","0","0","0","N",
"1905","세탁업","06_20_01_P","4321000","4321000-205-1991-00002","1991-06-04","","03","폐업","02","폐업","2003-03-24","","","","033 4825556","0.00","","강원특별자치도 양구군 방산면 장평리 246","","","방산세탁소","2003-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283110.936101505","523285.25975548","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1906","세탁업","06_20_01_P","4321000","4321000-205-1992-00005","1992-01-08","","03","폐업","02","폐업","2008-11-24","","","","033 4817509","0.00","","강원특별자치도 양구군 방산면 송현리 1-2","","","중앙세탁소","2002-03-26 00:00:00","I","2023-06-13 00:00:00","일반세탁업","285289.646415524","525328.302087167","일반세탁업","1","0","1","0","0","0","","","","","0","0","0","0","N",
"1907","세탁업","06_20_01_P","4321000","4321000-205-1991-00003","1991-08-26","","03","폐업","02","폐업","2003-03-27","","","","033 4814871","0.00","","강원특별자치도 양구군 해안면 현리 1-3","","","아름세탁소","2003-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","299595.593537696","532457.095884031","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1908","세탁업","06_20_01_P","4321000","4321000-205-2008-00001","2008-01-08","","03","폐업","02","폐업","2011-12-29","","","","033 481 2805","0.00","","강원특별자치도 양구군 양구읍 상리 227-91","","","영 드라이크리닝","2008-01-08 16:59:46","I","2023-06-13 00:00:00","일반세탁업","286668.195034477","511873.686604896","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1909","세탁업","06_20_01_P","4321000","4321000-205-2005-00001","2005-06-03","","03","폐업","02","폐업","2020-11-05","","","","033 4822773","24.00","","강원특별자치도 양구군 양구읍 상리 227-78","강원특별자치도 양구군 양구읍 사명길 66","24532","월풀빨래방","2020-11-05 16:49:53","I","2023-06-13 00:00:00","일반세탁업","286626.917405465","511833.422477249","일반세탁업","2","0","1","1","0","0","","","","","1","0","0","0","N",
"1910","세탁업","06_20_01_P","4321000","4321000-205-2006-00001","2006-06-28","","03","폐업","02","폐업","2011-04-01","","","","033 4825988","20.00","","강원특별자치도 양구군 양구읍 상리 333-2","","","스피드빨래방","2006-06-28 00:00:00","I","2023-06-13 00:00:00","일반세탁업","286677.779653308","512051.21096204","일반세탁업","2","0","1","0","0","0","","","","임대","0","0","0","0","N",
"1911","세탁업","06_20_01_P","4331000","4331000-205-2006-00002","2006-05-24","","03","폐업","02","폐업","2009-04-21","","","","033 4623131","17.46","","강원특별자치도 인제군 기린면 현리 416-3 1통1반","","","기린세탁소","2007-05-28 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","1","0","1","1","0","0","","","","자가","0","0","0","0","N",
"1912","세탁업","06_20_01_P","4331000","4331000-205-2000-00001","2000-07-05","","03","폐업","02","폐업","2007-02-05","","","","033 4628642","","","강원특별자치도 인제군 상남면 상남리 121-9 1통3반","","","영서세탁소","2004-11-22 00:00:00","I","2023-06-13 00:00:00","일반세탁업","310770.358768926","486259.106678093","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1913","세탁업","06_20_01_P","4331000","4331000-205-2003-00001","2003-11-19","","03","폐업","02","폐업","2010-12-31","","","","033 4618462","0.00","","강원특별자치도 인제군 북면 원통리 645-40","","","하이네세탁소","2005-06-24 00:00:00","I","2023-06-13 00:00:00","일반세탁업","305495.714563096","513979.481777028","일반세탁업","1","0","0","0","0","0","","","","임대","0","0","0","0","N",
"1914","세탁업","06_20_01_P","4331000","4331000-205-2004-00001","2004-01-20","","03","폐업","02","폐업","2007-11-05","","","","033 4628234","27.00","","강원특별자치도 인제군 북면 원통리 710-15","","","근재빨래방","2005-06-24 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","임대","0","0","0","0","N",
"1915","세탁업","06_20_01_P","4331000","4331000-205-2004-00003","2004-07-13","","03","폐업","02","폐업","2023-05-16","","","","4612533","36.60","","강원특별자치도 인제군 인제읍 상동리 422-12","강원특별자치도 인제군 인제읍 인제로156번길 47","24634","빨래나라","2023-05-16 10:43:50","I","2023-06-13 00:00:00","일반세탁업","302724.577521193","507403.85608865","일반세탁업","0","0","0","0","0","0","","","","자가","0","0","0","0","N",
"1916","세탁업","06_20_01_P","4331000","4331000-205-2004-00004","2004-09-22","","03","폐업","02","폐업","2015-07-15","","","","033 4638289","44.00","","강원특별자치도 인제군 인제읍 상동리 376-11","강원특별자치도 인제군 인제읍 인제로 215","24631","성심빨래방","2014-01-22 10:40:08","I","2023-06-13 00:00:00","일반세탁업","302927.081479697","508127.832912824","일반세탁업","0","0","0","0","0","0","","","","임대","0","0","0","0","N",
"1917","세탁업","06_20_01_P","4331000","4331000-205-2004-00005","2004-10-22","","03","폐업","02","폐업","2010-10-13","","","","033461 6742","","","강원특별자치도 인제군 기린면 현리 2","","","그린크리닝 빨래방","2005-06-24 00:00:00","I","2023-06-13 00:00:00","일반세탁업","317787.338724288","494911.399742506","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1918","세탁업","06_20_01_P","4331000","4331000-205-1999-00002","1999-06-17","","03","폐업","02","폐업","2005-07-05","","","","033 4613007","0.00","","강원특별자치도 인제군 북면 원통리 705","","","사랑세탁소빨래방","2004-10-22 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1919","세탁업","06_20_01_P","4331000","4331000-205-1987-00005","1987-05-12","","03","폐업","02","폐업","2017-01-02","","","","033 4625205","0.00","","강원특별자치도 인제군 기린면 현리 2","","","미광세탁소","2005-06-24 00:00:00","I","2023-06-13 00:00:00","일반세탁업","317787.338724288","494911.399742506","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1920","세탁업","06_20_01_P","4331000","4331000-205-1994-00002","1994-05-01","","03","폐업","02","폐업","1998-03-30","","","","","0.00","","강원특별자치도 인제군 기린면 현리 200 5통2반","","","덕다리세탁소","2003-07-04 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
