"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","욕실수","발한실여부","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"611","목욕장업","11_44_01_P","4281000","4281000-202-1997-00001","1997-10-30","","03","폐업","02","폐업","2006-08-18","","","","","154.03","","강원특별자치도 평창군 용평면 속사리 184-2","","","방아다리산방토굴한증","2003-10-06 00:00:00","I","2023-06-13 00:00:00","한증막업","332257.431841655","464482.561587675","한증막업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"612","목욕장업","11_44_01_P","4281000","4281000-202-1999-00001","1999-04-15","","03","폐업","02","폐업","2010-10-27","","","","3335341","56.85","","강원특별자치도 평창군 용평면 노동리 313-4","","","통나무황토산방","2009-07-28 11:53:04","I","2023-06-13 00:00:00","한증막업","329200.110020552","464035.187276675","한증막업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"613","목욕장업","11_44_01_P","4281000","4281000-202-2001-00001","2001-04-04","","03","폐업","02","폐업","2006-04-26","","","","","236.98","","강원특별자치도 평창군 대관령면 횡계리 325-53","","","현대하이래드목욕탕","2003-10-06 00:00:00","I","2023-06-13 00:00:00","공동탕업","350739.346745551","464725.694743117","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"614","목욕장업","11_44_01_P","4281000","4281000-202-2001-00002","2001-06-02","","03","폐업","02","폐업","2014-11-07","","","","02  571 0533","602.80","","강원특별자치도 평창군 용평면 176","강원특별자치도 평창군 용평면 신약수로 252-26","25312","평창그린힐스파사우나","2012-01-17 15:10:46","I","2023-06-13 00:00:00","공동탕업","332214.514297572","464268.099260921","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"615","목욕장업","11_44_01_P","4281000","4281000-202-2008-00004","2008-09-05","","03","폐업","02","폐업","2008-09-29","","","","336 5744","0.00","","강원특별자치도 평창군 봉평면 흥정리 372-1","","","흥정산불한증막","2008-09-05 13:48:35","I","2023-06-13 00:00:00","한증막업","","","한증막업","1","0","1","1","0","0","0","N","","","","자가","0","0","N",
"616","목욕장업","11_44_01_P","4281000","4281000-202-2008-00005","2008-12-12","","03","폐업","02","폐업","2020-12-03","","","","333 6654","1394.09","","강원특별자치도 평창군 봉평면 면온리 916-1 외5필지","강원특별자치도 평창군 봉평면 태기로 306-7 (외 5필지)","25309","휘닉스찜질방","2020-12-03 15:36:14","I","2023-06-13 00:00:00","찜질시설서비스영업","318133.888020133","453456.691598173","찜질시설서비스영업","3","1","1","2","1","1","2","Y","","","","자가","0","0","Y",
"617","목욕장업","11_44_01_P","4281000","4281000-202-2008-00006","2008-12-23","","03","폐업","02","폐업","2012-02-16","","","","336 5744","338.92","","강원특별자치도 평창군 봉평면 372","강원특별자치도 평창군 봉평면 흥정계곡4길 91","25300","흥정계곡불한증막","2012-01-17 15:09:28","I","2023-06-13 00:00:00","한증막업","315870.712159559","461860.349021321","한증막업","1","0","1","1","0","0","2","Y","","","","자가","2","1","N",
"618","목욕장업","11_44_01_P","4281000","4281000-202-2009-00001","2009-09-16","","03","폐업","02","폐업","2012-10-30","","","","033 334 0777","198.67","","강원특별자치도 평창군 평창읍 69-1","강원특별자치도 평창군 평창읍 천동1길 119-5","25373","첨성대","2012-10-23 10:57:42","I","2023-06-13 00:00:00","한증막업","323107.117833229","426767.78247634","한증막업","1","0","1","1","0","0","1","N","","","","임대","6","6","N",
"619","목욕장업","11_44_01_P","4281000","4281000-202-2010-00002","2010-07-07","","03","폐업","02","폐업","2012-02-13","","","","033 339 0000","1317.32","","강원특별자치도 평창군 대관령면 용산리 200-3 외 15필지","","","홀리데이인리조트스파(Holiday Inn Resort Spa)","2010-11-15 13:39:46","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","7","1","1","1","0","0","8","Y","","","","자가","0","0","N",
"620","목욕장업","11_44_01_P","4281000","4281000-202-2013-00001","2013-01-08","","03","폐업","02","폐업","2013-01-09","","","","","0.00","","강원특별자치도 평창군 용평면 재산리 1559-25 외 7필지 라,마동","강원특별자치도 평창군 용평면 안인평2길 8-27, 라,마동","25317","평창황토참숯찜질방","2013-01-08 11:44:04","I","2023-06-13 00:00:00","찜질시설서비스영업","325558.422525898","452214.691216843","찜질시설서비스영업","2","0","1","2","0","0","8","Y","","","","자가","0","0","N",
"621","목욕장업","11_44_01_P","4281000","4281000-202-2018-00002","2018-12-05","","03","폐업","02","폐업","2023-09-15","","","","033  3391225","397.50","","강원특별자치도 평창군 대관령면 용산리 425 알펜시아 리조트","강원특별자치도 평창군 대관령면 솔봉로 325, 알펜시아 리조트(인터컨티넨탈호텔동)","25351","인스파","2023-09-26 14:31:27","U","2023-09-28 02:40:00","목욕장업 기타","345786.815844836","462590.554819645","목욕장업 기타","0","0","1","1","0","0","2","Y","","","","","3","3","N",
"622","목욕장업","11_44_01_P","4291000","4291000-202-2003-00001","2003-02-24","","03","폐업","02","폐업","2009-12-21","","","","","0.00","","강원특별자치도 정선군 사북읍 사북리 369-56","","","전예문목욕장","2007-12-26 17:21:46","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"623","목욕장업","11_44_01_P","4291000","4291000-202-2001-00001","2001-02-26","","03","폐업","02","폐업","2008-05-07","","","","033 5915545","377.06","","강원특별자치도 정선군 남면 무릉리 608-1","","","집현전약수사우나","2007-12-03 16:26:21","I","2023-06-13 00:00:00","공동탕업","357369.260202256","417219.051427257","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"624","목욕장업","11_44_01_P","4291000","4291000-202-2002-00001","2002-03-11","","03","폐업","02","폐업","2002-03-11","","","","033 5623747","250.00","","강원특별자치도 정선군 정선읍 봉양리 211-2","","","정선목욕탕","2003-06-02 00:00:00","I","2023-06-13 00:00:00","공동탕업","347087.146143946","432167.739814839","공동탕업","1","0","0","0","0","0","2","Y","","","","","0","0","N",
"625","목욕장업","11_44_01_P","4291000","4291000-202-2002-00002","2002-08-02","","03","폐업","02","폐업","2009-06-22","","","","033 5636222","0.00","","강원특별자치도 정선군 화암면 화암리 449-2 1통","","","그림바위사우나","2005-08-12 00:00:00","I","2023-06-13 00:00:00","공동탕업","358301.73213896","428586.798100705","공동탕업","5","1","0","0","0","0","2","Y","","","","","0","0","N",
"626","목욕장업","11_44_01_P","4291000","4291000-202-2005-00004","2005-09-09","","03","폐업","02","폐업","2013-10-01","","","","033 592 8222","1212.36","","강원특별자치도 정선군 남면 무릉리 471","강원특별자치도 정선군 남면 무릉1로 85","26146","불가마찜질방","2013-10-01 10:48:59","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","357639.357189135","417511.207796056","공동탕업+찜질시설서비스영업","10","2","2","3","0","0","7","N","","","","임대","0","0","N",
"627","목욕장업","11_44_01_P","4291000","4291000-202-2013-00001","2013-12-10","","03","폐업","02","폐업","2017-02-24","","","","033 5921898","825.52","","강원특별자치도 정선군 남면 무릉리 715","강원특별자치도 정선군 남면 자뭇골길 288, 1층","26146","자뭇골황토찜질방","2013-12-10 14:41:03","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","356025.679883973","416650.466562807","공동탕업+찜질시설서비스영업","0","0","1","1","0","0","2","Y","","","","","0","0","N",
"628","목욕장업","11_44_01_P","4291000","4291000-202-2008-00001","2008-01-15","","03","폐업","02","폐업","2012-08-28","","","","033 563 6565","541.10","","강원특별자치도 정선군 정선읍 봉양리 334-1 1,2층","강원특별자치도 정선군 정선읍 봉양6길 17 (1,2층)","26130","크리스탈목욕탕","2008-01-15 17:29:20","I","2023-06-13 00:00:00","공동탕업","347256.107253299","432087.172077542","공동탕업","5","0","1","2","0","0","2","Y","","","","자가","0","0","N",
"629","목욕장업","11_44_01_P","4291000","4291000-202-1972-00001","1972-12-23","","03","폐업","02","폐업","2016-02-01","","","","033 5623747","260.00","","강원특별자치도 정선군 정선읍 봉양리 211-2","강원특별자치도 정선군 정선읍 봉양3길 22-7","","정선목욕탕","2014-01-17 14:48:24","I","2023-06-13 00:00:00","공동탕업","347087.146143946","432167.739814839","공동탕업","2","0","1","1","0","0","2","Y","","","","자가","0","0","N",
"630","목욕장업","11_44_01_P","4291000","4291000-202-1979-00001","1979-12-31","","03","폐업","02","폐업","2008-05-06","","","","033 5638449","224.40","","강원특별자치도 정선군 정선읍 봉양리 324-5 1통","","","동아목욕탕","2005-09-02 00:00:00","I","2023-06-13 00:00:00","공동탕업","347195.235096973","432231.562411419","공동탕업","1","0","1","1","0","0","2","Y","","","","자가","0","0","N",
"631","목욕장업","11_44_01_P","4291000","4291000-202-1989-00001","1989-12-27","","03","폐업","02","폐업","2009-03-03","","","","033 5923845","0.00","","강원특별자치도 정선군 고한읍 고한리 96-61 10통","","","신라탕","2005-10-13 00:00:00","I","2023-06-13 00:00:00","공동탕업","364389.066846112","412763.807182126","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"632","목욕장업","11_44_01_P","4291000","4291000-202-1990-00001","1990-02-12","","03","폐업","02","폐업","2003-06-02","","","","033 5917792","0.00","","강원특별자치도 정선군 고한읍 고한리 66-5 9통","","","석탄회관목욕탕","2003-06-02 00:00:00","I","2023-06-13 00:00:00","공동탕업","364668.290095148","412532.369233242","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"633","목욕장업","11_44_01_P","4291000","4291000-202-1984-00001","1984-08-16","","03","폐업","02","폐업","2003-02-13","","","","033 5921935","0.00","","강원특별자치도 정선군 사북읍 사북리 0 8통5반","","","은하목욕탕","2003-06-02 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"634","목욕장업","11_44_01_P","4291000","4291000-202-1988-00001","1988-04-30","","03","폐업","02","폐업","2014-05-26","","","","033 5923030","0.00","","강원특별자치도 정선군 사북읍 사북리 313-29","강원특별자치도 정선군 사북읍 사북5길 51-2","26150","사북목욕탕","2014-01-21 16:37:48","I","2023-06-13 00:00:00","공동탕업","361654.573156033","415456.539258962","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"635","목욕장업","11_44_01_P","4291000","4291000-202-1991-00001","1991-11-20","","03","폐업","02","폐업","2002-07-04","","","","033 5923088","0.00","","강원특별자치도 정선군 사북읍 사북리 356-227 4통","","","사북석탄회관목욕탕","2003-06-02 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"636","목욕장업","11_44_01_P","4291000","4291000-202-1978-00001","1978-03-06","","03","폐업","02","폐업","2002-10-10","","","","033 5787533","0.00","","강원특별자치도 정선군 신동읍 조동리 0 5통","","","삼화탕","2003-06-03 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"637","목욕장업","11_44_01_P","4291000","4291000-202-1990-00002","1990-05-24","","03","폐업","02","폐업","2008-08-29","","","","033 5633663","200.00","","강원특별자치도 정선군 임계면 송계리 702-1","","","청송탕","2008-08-06 10:42:40","I","2023-06-13 00:00:00","공동탕업","363694.258664385","445365.511709445","공동탕업","3","0","1","0","0","0","2","Y","","","","","0","0","N",
"638","목욕장업","11_44_01_P","4291000","4291000-202-2005-00001","2005-09-09","","03","폐업","02","폐업","2023-03-27","","","","033 5928222","649.69","","강원특별자치도 정선군 남면 무릉리 471","강원특별자치도 정선군 남면 무릉1로 85","26146","정선골든메이플관광호텔불가마찜질방","2023-03-27 14:56:14","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","357639.357189135","417511.207796056","공동탕업+찜질시설서비스영업","10","2","2","3","0","0","7","N","","","","임대","0","0","N",
"639","목욕장업","11_44_01_P","4291000","4291000-202-2018-00001","2018-07-13","","03","폐업","02","폐업","2018-07-30","","","","18000949","770.57","","강원특별자치도 정선군 북평면 숙암리 513-3 포레스트","강원특별자치도 정선군 북평면 중봉길 23, 포레스트 3층","26100","주식회사 송담아이엔씨","2018-07-30 17:31:07","I","2023-06-13 00:00:00","목욕장업 기타","342449.694242803","442772.809368536","목욕장업 기타","9","0","3","3","0","0","2","N","","","","자가","2","1","N",
"640","목욕장업","11_44_01_P","4291000","4291000-202-2005-00002","2005-11-28","","03","폐업","02","폐업","2015-10-12","","","","033 5910002","141.96","","강원특별자치도 정선군 남면 유평리 631","강원특별자치도 정선군 남면 칠현로 347","26144","민둥산황토찜질방","2007-12-03 16:25:20","I","2023-06-13 00:00:00","찜질시설서비스영업","353808.356016921","422325.56029412","찜질시설서비스영업","2","0","1","1","0","0","0","Y","","","","자가","0","0","N",
"641","목욕장업","11_44_01_P","4291000","4291000-202-2005-00003","2005-12-05","","03","폐업","02","폐업","2017-11-16","","","","033 5917011","935.03","","강원특별자치도 정선군 고한읍 고한리 산 213-3","강원특별자치도 정선군 고한읍 함백산로 1454-11","26157","고한못골장작불한증막사우나24시","2018-04-12 10:18:53","I","2023-06-13 00:00:00","찜질시설서비스영업","367684.351740994","411148.491633148","찜질시설서비스영업","2","1","1","2","0","0","2","Y","건축물임시사용 승인기간","20151127","20171116","자가","0","0","N",
"642","목욕장업","11_44_01_P","4301000","4301000-202-1998-00004","1998-05-01","","03","폐업","02","폐업","2003-03-26","","","","0334553 362","0.00","","강원특별자치도 철원군 동송읍 이평리 683-27","","","대풍목욕탕","2003-03-26 00:00:00","I","2023-06-13 00:00:00","공동탕업","219146.797965473","522677.663147158","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"643","목욕장업","11_44_01_P","4301000","4301000-202-1987-00001","1987-10-01","","03","폐업","02","폐업","2013-05-30","","","","033455 4014","156.96","","강원특별자치도 철원군 동송읍 이평리 852-5","강원특별자치도 철원군 동송읍 금학로217번길 9","24014","금학목욕탕","2012-02-13 13:18:40","I","2023-06-13 00:00:00","공동탕업","218953.673697672","522776.21793291","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"644","목욕장업","11_44_01_P","4301000","4301000-202-1996-00001","1996-12-04","","03","폐업","02","폐업","2005-09-22","","","","","518.97","","강원특별자치도 철원군 갈말읍 신철원리 00 2리","","","대원목욕탕","2005-04-11 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"645","목욕장업","11_44_01_P","4301000","4301000-202-1995-00001","1995-11-24","","03","폐업","02","폐업","2006-04-03","","","","033 4550830","304.10","","강원특별자치도 철원군 동송읍 이평리 671-15","","","대명목욕탕","2005-04-11 00:00:00","I","2023-06-13 00:00:00","공동탕업","219257.253352113","523082.183268745","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"646","목욕장업","11_44_01_P","4301000","4301000-202-1998-00003","1998-06-10","","03","폐업","02","폐업","2002-06-04","","","","033 4550133","0.00","","강원특별자치도 철원군 철원읍 화지리 28-44","","","형제대중목욕탕","2002-06-04 00:00:00","I","2023-06-13 00:00:00","공동탕업","218977.311467102","523160.054393689","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"647","목욕장업","11_44_01_P","4301000","4301000-202-1996-00002","1996-08-10","","03","폐업","02","폐업","2003-07-18","","","","033 4587100","0.00","","강원특별자치도 철원군 갈말읍 지경리 394","","","휘닉스대중목욕탕","2003-07-18 00:00:00","I","2023-06-13 00:00:00","공동탕업","230493.877441279","526090.672814935","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"648","목욕장업","11_44_01_P","4301000","4301000-202-2006-00001","2006-11-24","","03","폐업","02","폐업","2021-01-19","","","","033 4561920","294.08","","강원특별자치도 철원군 동송읍 이평리 861-148 150,843-130","강원특별자치도 철원군 동송읍 이평로111번길 28-1","24013","청강수영사우나","2021-01-19 15:30:58","I","2023-06-13 00:00:00","찜질시설서비스영업","218331.08078075","522606.945929736","찜질시설서비스영업","0","1","0","0","1","1","0","N","","","","자가","0","0","N",
"649","목욕장업","11_44_01_P","4301000","4301000-202-1993-00002","2003-01-24","","03","폐업","02","폐업","2020-02-05","","","","033 452 7920","914.16","","강원특별자치도 철원군 갈말읍 지포리 50-2","강원특별자치도 철원군 갈말읍 명성로149번길 10","24043","금강산타운","2020-02-05 11:49:17","I","2023-06-13 00:00:00","공동탕업","226864.361588991","515863.511527232","공동탕업","7","1","1","3","0","0","8","Y","","","","자가","0","0","N",
"650","목욕장업","11_44_01_P","4301000","4301000-202-1993-00001","1993-04-13","","03","폐업","02","폐업","2014-06-20","","","","033 4560081","328.60","","강원특별자치도 철원군 서면 와수리 1216-89","강원특별자치도 철원군 서면 와수1로 44-16","24059","브이아이피(VIP)사우나","2012-01-06 09:51:52","I","2023-06-13 00:00:00","공동탕업","238222.477186718","526602.607334632","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"651","목욕장업","11_44_01_P","4301000","4301000-202-1998-00001","1998-03-10","","03","폐업","02","폐업","2001-09-04","","","","033 4552134","0.00","","강원특별자치도 철원군 동송읍 이평리 683-25","","","온천장목욕탕","2003-03-26 00:00:00","I","2023-06-13 00:00:00","공동탕업","219125.737591937","522705.24377057","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"652","목욕장업","11_44_01_P","4301000","4301000-202-1981-00001","1981-09-08","","03","폐업","02","폐업","2003-03-26","","","","033 4527309","0.00","","강원특별자치도 철원군 갈말읍 문혜리 00 2/2","","","문혜목욕탕","2003-03-26 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"653","목욕장업","11_44_01_P","4311000","4311000-202-2005-00001","2005-05-18","","03","폐업","02","폐업","2015-11-03","","","","033 4422039","238.08","","강원특별자치도 화천군 화천읍 하리 41-7","강원특별자치도 화천군 화천읍 중앙로2길 31-4","24129","태생대중사우나","2015-05-14 09:19:50","I","2023-06-13 00:00:00","공동탕업","261711.602322403","511414.32548687","공동탕업","3","1","1","1","0","0","2","Y","","","","자가","0","0","N",
"654","목욕장업","11_44_01_P","4311000","4311000-202-2000-00001","2000-01-12","","03","폐업","02","폐업","2011-04-25","","","","033 4422243","0.00","","강원특별자치도 화천군 화천읍 아리 00 2통2반","","","화천목욕탕","2003-04-09 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","1","0","1","1","0","0","2","N","","","","","0","0","N",
"655","목욕장업","11_44_01_P","4311000","4311000-202-2000-00003","2000-01-12","","03","폐업","02","폐업","2008-07-02","","","","033 4422030","0.00","","강원특별자치도 화천군 화천읍 하리 00 3통1반","","","강원목욕탕","2008-04-29 14:44:03","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","4","1","1","1","1","1","2","N","","","","","0","0","N",
"656","목욕장업","11_44_01_P","4311000","4311000-202-2000-00005","2000-01-12","","03","폐업","02","폐업","2013-12-20","","","","033 4416773","0.00","","강원특별자치도 화천군 사내면 사창리 426-1","","","오복대중탕","2009-05-15 10:50:51","I","2023-06-13 00:00:00","공동탕업","245756.175194293","507761.373810832","공동탕업","4","1","2","2","0","0","2","N","","","","","0","0","N",
"657","목욕장업","11_44_01_P","4311000","4311000-202-2000-00006","2000-01-12","","03","폐업","02","폐업","2016-02-22","","","","033 4420477","147.64","","강원특별자치도 화천군 간동면 오음리 574-5","강원특별자치도 화천군 간동면 간척월명로 293","24137","간동복지회관목욕탕","2006-04-06 00:00:00","I","2023-06-13 00:00:00","공동탕업","271622.563069707","505946.284740286","공동탕업","1","0","1","1","0","0","2","N","","","","","0","0","N",
"658","목욕장업","11_44_01_P","4311000","4311000-202-2000-00007","2000-01-12","","03","폐업","02","폐업","2004-09-23","","","","033 4422039","0.00","","강원특별자치도 화천군 화천읍 하리 00 2통2반","","","태생대중사우나","2004-10-04 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","4","1","2","2","0","0","2","N","","","","","0","0","N",
"659","목욕장업","11_44_01_P","4311000","4311000-202-2010-00001","2010-02-17","","03","폐업","02","폐업","2011-09-14","","","","033 441 7608","392.63","","강원특별자치도 화천군 사내면 사창리 423-24","","","덕산숯가마찜질방","2010-02-24 18:08:15","I","2023-06-13 00:00:00","찜질시설서비스영업","245801.464268908","507685.714460844","찜질시설서비스영업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"660","목욕장업","11_44_01_P","4321000","4321000-202-1989-00002","1989-06-20","","03","폐업","02","폐업","2008-06-03","","","","033 4812443","230.56","","강원특별자치도 양구군 양구읍 상리 262-12","","","세종탕","2008-04-21 14:50:52","I","2023-06-13 00:00:00","공동탕업","286750.61746394","511876.532500495","공동탕업","4","0","4","0","0","0","4","N","","","","","0","0","N",
"661","목욕장업","11_44_01_P","4321000","4321000-202-1989-00001","1989-01-19","","03","폐업","02","폐업","2003-03-07","","","","033 4812420","82.07","","강원특별자치도 양구군 양구읍 상리 193-21","","","돌한증원","2003-04-07 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","1","0","1","1","0","0","2","N","","","","","0","0","N",
"662","목욕장업","11_44_01_P","4321000","4321000-202-2015-00001","2015-04-22","","03","폐업","02","폐업","2019-07-16","","","","033 481 8647","434.95","","강원특별자치도 양구군 동면 후곡리 302","강원특별자치도 양구군 동면 약수터길 82","24510","헬스케어하우스","2019-07-17 14:10:48","I","2023-06-13 00:00:00","목욕장업 기타","292325.544435585","518678.660329537","목욕장업 기타","2","0","1","0","0","0","2","Y","","","","임대","1","1","N",
"663","목욕장업","11_44_01_P","4331000","4331000-202-1976-00001","1976-09-06","","03","폐업","02","폐업","2013-11-25","","","","","0.00","","강원특별자치도 인제군 서화면 천도리 603-1","","","대성탕","2012-08-07 22:13:03","I","2023-06-13 00:00:00","공동탕업","305706.11009817","524979.044585853","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"664","목욕장업","11_44_01_P","4331000","4331000-202-1993-00001","1993-02-19","","03","폐업","02","폐업","2010-04-28","","","","","75.68","","강원특별자치도 인제군 상남면 상남리 102-1","","","복지회관목욕탕","2004-10-22 00:00:00","I","2023-06-13 00:00:00","공동탕업","310808.230198439","486401.26903877","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"665","목욕장업","11_44_01_P","4331000","4331000-202-2009-00001","2009-12-30","","03","폐업","02","폐업","2014-11-10","","","","033 461 1385","198.00","","강원특별자치도 인제군 기린면 서리 845-8","강원특별자치도 인제군 기린면 봉덕동길 1","24663","내린천관광농원","2013-01-31 10:35:47","I","2023-06-13 00:00:00","찜질시설서비스영업","313218.634268698","499135.099889259","찜질시설서비스영업","0","0","0","0","0","0","2","Y","","","","자가","0","0","N",
"666","목욕장업","11_44_01_P","4331000","4331000-202-1992-00001","1992-11-21","","03","폐업","02","폐업","2023-11-07","","","","033 4612188","266.28","","강원특별자치도 인제군 인제읍 상동리 263","강원특별자치도 인제군 인제읍 비봉로22번길 12","24632","부용당 목욕탕","2023-11-07 16:48:37","U","2023-11-09 02:40:00","공동탕업","302777.621999675","507760.491769663","공동탕업","2","0","0","0","0","0","2","Y","","","","","0","0","N",
"667","목욕장업","11_44_01_P","4331000","4331000-202-2006-00001","2006-01-11","","03","폐업","02","폐업","2007-03-30","","","","033 4630001","2680.98","","강원특별자치도 인제군 북면 한계리 1259-4","","","내설악온천","2006-04-20 00:00:00","I","2023-06-13 00:00:00","공동탕업","309851.769075345","515827.249943823","공동탕업","0","0","1","1","1","1","6","Y","","","","자가","0","0","N",
"668","목욕장업","11_44_01_P","4331000","4331000-202-2008-00001","2008-01-25","","03","폐업","02","폐업","2013-11-29","","","","033 461 9700","146.00","","강원특별자치도 인제군 인제읍 가아리 134-6","강원특별자치도 인제군 인제읍 송정길 62","24623","가리골황토불가마","2015-11-25 11:31:47","I","2023-06-13 00:00:00","찜질시설서비스영업","303085.911506189","512419.846133061","찜질시설서비스영업","1","0","1","1","0","0","0","Y","","","","자가","0","0","N",
"669","목욕장업","11_44_01_P","4331000","4331000-202-2008-00002","2008-05-15","","03","폐업","02","폐업","2020-03-27","","","","033 461 0771","721.70","","강원특별자치도 인제군 북면 용대리 1733","강원특별자치도 인제군 북면 미시령로 1113-9","24606","설악백담찜질방","2020-03-29 14:19:54","I","2023-06-13 00:00:00","찜질시설서비스영업","317308.411349402","522445.965048191","찜질시설서비스영업","1","0","1","2","0","0","2","Y","","","","자가","0","0","N",
"670","목욕장업","11_44_01_P","4331000","4331000-202-2006-00002","2006-12-28","","03","폐업","02","폐업","2021-11-30","","","","033 4622944","163.18","","강원특별자치도 인제군 기린면 방동리 1115","강원특별자치도 인제군 기린면 두루미길 7-18","24656","아침뜨락황토마을","2021-11-30 12:21:58","I","2023-06-13 00:00:00","찜질시설서비스영업","317834.267223298","495569.50730676","찜질시설서비스영업","0","0","0","0","0","0","0","Y","","","","자가","0","0","N",
"671","목욕장업","11_44_01_P","4331000","4331000-202-2004-00002","2004-02-26","","03","폐업","02","폐업","2009-02-09","","","","4608155","162.00","","강원특별자치도 인제군 남면 어론리 산 76-1","","","응봉회관","2004-12-06 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"672","목욕장업","11_44_01_P","4331000","4331000-202-1989-00002","1989-02-14","","03","폐업","02","폐업","2005-07-07","","","","033 4616139","147.00","","강원특별자치도 인제군 남면 신남리 325-3","","","복지회관목욕탕","2005-07-07 00:00:00","I","2023-06-13 00:00:00","공동탕업","295017.225047909","496586.546128339","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"673","목욕장업","11_44_01_P","4331000","4331000-202-1992-00002","1992-11-14","","03","폐업","02","폐업","2008-08-27","","","","033 4613022","452.92","","강원특별자치도 인제군 북면 원통리 705-2","","","서호대경목욕탕","2004-10-22 00:00:00","I","2023-06-13 00:00:00","공동탕업","305503.244467516","513878.612354247","공동탕업","3","0","0","0","0","0","2","Y","","","","","0","0","N",
"674","목욕장업","11_44_01_P","4331000","4331000-202-1972-00001","1972-10-12","","03","폐업","02","폐업","2004-11-19","","","","","0.00","","강원특별자치도 인제군 북면 원통리 4","","","원통목욕탕","2001-12-21 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"675","목욕장업","11_44_01_P","4331000","4331000-202-2007-00001","2007-03-30","","03","폐업","02","폐업","2021-06-30","","","","033 463 5115","2508.43","","강원특별자치도 인제군 북면 한계리 1259-4","강원특별자치도 인제군 북면 설악로 3340","24607","(주)인제온천","2021-07-05 14:00:07","I","2023-06-13 00:00:00","찜질시설서비스영업","309800.236664354","515759.748077787","찜질시설서비스영업","1","1","1","1","1","1","6","Y","","","","자가","0","0","N",
"676","목욕장업","11_44_01_P","4341000","4341000-202-2005-00002","2005-11-10","","03","폐업","02","폐업","2016-07-28","","","","033 6385300","387.60","","강원특별자치도 고성군 토성면 봉포리 113","강원특별자치도 고성군 토성면 광포1길 30","24765","해돋이불한증막찜질방","2011-11-21 15:06:08","I","2023-06-13 00:00:00","공동탕업","336851.255557657","528549.319289672","공동탕업","2","0","1","2","0","0","4","Y","","","","자가","0","0","N",
