"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","영업내용",
"1817","옥외광고업","04_15_01_P","4251000","2009425008508500002","2009-05-18","","01","영업/정상","20","정상","","","","","033 434 3331","","","강원특별자치도 홍천군 영귀미면 속초리 ***-*","강원특별자치도 홍천군 영귀미면 공작산로 ***-*","25154","강원케미칼플러스","2024-10-15 17:01:13","U","2024-10-17 02:40:00","","282183.826231773","464420.267783762","간판 및 광고물 제작",
"1818","옥외광고업","04_15_01_P","4251000","2010425008508500001","2010-01-26","","01","영업/정상","20","정상","","","","","033 434 8472","","","강원특별자치도 홍천군 홍천읍 연봉리 ***","강원특별자치도 홍천군 홍천읍 무궁화로 **","25141","(주)한빛광고건설","2024-10-15 16:59:47","U","2024-10-17 02:40:00","","276770.387151256","464824.199795113","옥외광고업, 창호공사, 철물공사, 조립공사",
"1819","옥외광고업","04_15_01_P","4251000","2024425103008500002","2024-10-21","","01","영업/정상","20","정상","","","","","","","","","강원특별자치도 홍천군 북방면 송학정로 **, 홍천군 장애인근로작업장","25115","홍천군 장애인 근로작업장","2024-10-21 14:27:31","I","2024-10-23 00:12:22","","275700.27329311","464740.642181102","광고물 제작 등",
"1820","옥외광고업","04_15_01_P","4251000","2024425103008500001","2024-03-22","","01","영업/정상","20","정상","","","","","","","","","강원특별자치도 홍천군 홍천읍 석화로 **","25134","광고플러스","2024-03-25 08:50:46","U","2024-03-27 02:40:00","","277789.465866168","465897.253148681","간판, 현수막 제작 및 시공",
"1821","옥외광고업","04_15_01_P","4251000","2025425103008500002","2025-03-04","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 홍천군 북방면 중화계리 ***-*","강원특별자치도 홍천군 북방면 중화계로 **","25114","대성광고","2025-03-04 14:13:41","U","2025-03-06 02:40:00","","276377.369342914","466521.69832688","간판제작",
"1822","옥외광고업","04_15_01_P","4251000","2025425103008500001","2025-01-14","","01","영업/정상","20","정상","","","","","","","","","강원특별자치도 홍천군 서면 동막웅골길 **, *층","25100","(주)두루행복한세상(홍천지사)","2025-01-14 16:59:28","I","2025-01-16 00:11:11","","","","인쇄제조 및 사무용품 도소매",
"1823","옥외광고업","04_15_01_P","4251000","2003425005408200002","2010-03-03","","02","휴업","30","휴업","","2010-03-03","2012-03-02","","033 433 1219","","","강원특별자치도 홍천군 홍천읍 진리 **-*","강원특별자치도 홍천군 홍천읍 홍천로 ***","","혜민광고","2011-03-08 14:38:16","I","2023-06-13 00:00:00","","278386.571733277","465686.796183562","옥외광고물 제작 시공",
"1824","옥외광고업","04_15_01_P","4251000","1997425004308200034","1997-08-29","","03","폐업","40","폐업","2005-02-23","","","","033 4353561","","","강원특별자치도 홍천군 홍천읍 희망리 **-*","강원특별자치도 홍천군 홍천읍 석화로 ***","","시우람광고사","1997-08-29 00:00:00","I","2023-06-13 00:00:00","","278580.174635747","466330.822182916","간판,광고물",
"1825","옥외광고업","04_15_01_P","4251000","1998425004308200009","2010-01-25","","03","폐업","40","폐업","2010-01-25","","","","033 434 8472","","","강원특별자치도 홍천군 홍천읍 연봉리 ***","강원특별자치도 홍천군 홍천읍 무궁화로 **","","한빛광고","2010-01-25 18:42:20","I","2023-06-13 00:00:00","","276770.387151256","464824.199795113","간판및 광고업",
"1826","옥외광고업","04_15_01_P","4251000","1998425004308200037","1998-02-04","","03","폐업","40","폐업","2015-12-14","","","","033 432 9221","","","강원특별자치도 홍천군 남면 양덕원리 ***-**","강원특별자치도 홍천군 남면 양덕원로 ***","250-875","라인광고","2015-12-14 13:54:49","I","2023-06-13 00:00:00","","267708.055186852","457637.836260518","광고및간판 제작",
"1827","옥외광고업","04_15_01_P","4251000","1998425004308200039","1998-10-31","","03","폐업","40","폐업","2000-11-14","","","","033 4328366","","","강원특별자치도 홍천군 내면 창촌리 ****-*","강원특별자치도 홍천군 내면 구룡령로 ****","","내면광고","2007-12-06 14:27:18","I","2023-06-13 00:00:00","","321945.762331327","474223.872421056","광고,간판 제작 판매업",
"1828","옥외광고업","04_15_01_P","4251000","1999425004308200002","1999-10-23","","03","폐업","40","폐업","2003-11-13","","","","033 4350303","","","강원특별자치도 홍천군 홍천읍 신장대리 **-**","","","디.지.에이(DGA)","1999-10-23 00:00:00","I","2023-06-13 00:00:00","","277954.65517964","465744.980603176","광고,간판",
"1829","옥외광고업","04_15_01_P","4251000","1999425004308200006","1999-10-20","","03","폐업","40","폐업","2003-10-08","","","","033 4330470","","","강원특별자치도 홍천군 홍천읍 진리 **-*","강원특별자치도 홍천군 홍천읍 꽃뫼로 ***","","신라광고","1999-10-20 00:00:00","I","2023-06-13 00:00:00","","278382.671167457","465868.54453478","광고,간판",
"1830","옥외광고업","04_15_01_P","4251000","1999425004308200017","1994-08-02","","03","폐업","40","폐업","2000-05-03","","","","033 2635114","","","강원특별자치도 홍천군 홍천읍 희망리 ***-*","강원특별자치도 홍천군 홍천읍 마지기로 **","","윌","2007-12-06 14:46:39","I","2023-06-13 00:00:00","","278089.885114888","466272.600084978","간판,광고물",
"1831","옥외광고업","04_15_01_P","4251000","1999425004308200041","1999-01-09","","03","폐업","40","폐업","2003-10-08","","","","033 4345730","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 홍천로 ***","","우주광고","1999-01-09 00:00:00","I","2023-06-13 00:00:00","","278772.335135229","466205.143987249","간판,광고물 제작업",
"1832","옥외광고업","04_15_01_P","4251000","1999425004308200042","2008-10-02","","03","폐업","40","폐업","2012-04-06","","","","033 435 1537","","","강원특별자치도 홍천군 홍천읍 연봉리 **","강원특별자치도 홍천군 홍천읍 설악로 ****-**","250-930","영선광고기획","2012-04-06 10:26:41","I","2023-06-13 00:00:00","","277718.512984215","464648.87557978","간판,광고물 제작업",
"1833","옥외광고업","04_15_01_P","4251000","1999425004308200044","1999-05-17","","03","폐업","40","폐업","2003-10-08","","","","033 4330504","","","강원특별자치도 홍천군 홍천읍 연봉리 **","","","새홍천광고기획","1999-05-17 00:00:00","I","2023-06-13 00:00:00","","277698.403874306","464455.957764895","간판,광고",
"1834","옥외광고업","04_15_01_P","4251000","2000425004308200008","2000-05-03","","03","폐업","40","폐업","2003-10-08","","","","033 4347104","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 홍천로 ***","","윌 광고사","2000-05-03 00:00:00","I","2023-06-13 00:00:00","","278901.500326681","466358.931633172","광고물제조판매",
"1835","옥외광고업","04_15_01_P","4251000","2000425004308200009","2000-09-22","","03","폐업","40","폐업","2023-11-29","","","","","","","강원특별자치도 홍천군 서석면 풍암리 ***","강원특별자치도 홍천군 서석면 구룡령로 ****","25166","포토싸인","2023-12-06 14:30:19","U","2023-12-09 02:40:00","","304512.471966485","468458.564172348","옥외광고물제작업",
"1836","옥외광고업","04_15_01_P","4251000","2000425004308200011","2000-11-15","","03","폐업","40","폐업","2003-10-08","","","","033 4359085","","","강원특별자치도 홍천군 홍천읍 희망리 **-**","","","쟁이 광고사","2000-11-15 00:00:00","I","2023-06-13 00:00:00","","","","간판 및 옥외광고물",
"1837","옥외광고업","04_15_01_P","4251000","2000425004308200013","2000-12-14","","03","폐업","40","폐업","2003-10-08","","","","033 432 0054","","","강원특별자치도 홍천군 홍천읍 희망리 ***-*","강원특별자치도 홍천군 홍천읍 꽃뫼로 **","","거인광고","2000-12-14 00:00:00","I","2023-06-13 00:00:00","","277501.213339107","465742.349682857","광고,간판",
"1838","옥외광고업","04_15_01_P","4251000","2001425004308200001","2001-05-16","","03","폐업","40","폐업","2005-10-18","","","","033 4331092","","","강원특별자치도 홍천군 홍천읍 진리 **","강원특별자치도 홍천군 홍천읍 홍천로 ***","","대일광고","2001-05-16 00:00:00","I","2023-06-13 00:00:00","","278333.879227796","465687.865590059","제작(간판)",
"1839","옥외광고업","04_15_01_P","4251000","2001425005408200001","2001-11-01","","03","폐업","40","폐업","2018-10-16","","","","033 435 8575","","","강원특별자치도 홍천군 홍천읍 희망리 ***","강원특별자치도 홍천군 홍천읍 희망로 **","25133","광고나라","2018-11-23 14:29:13","I","2023-06-13 00:00:00","","278224.403690275","466080.365519455","간판제작. 시공. 광고",
"1840","옥외광고업","04_15_01_P","4251000","2002425005408200001","2010-02-22","","03","폐업","40","폐업","2014-11-19","","","","033 436 0922","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 홍천로 ***","250-801","시공하이테크","2014-11-20 13:40:44","I","2023-06-13 00:00:00","","278901.500326681","466358.931633172","옥외광고",
"1841","옥외광고업","04_15_01_P","4251000","2003425005408200001","2003-04-25","","03","폐업","40","폐업","2009-06-25","","","","033 4359604","","","강원특별자치도 홍천군 북방면 중화계리 ***-*","강원특별자치도 홍천군 북방면 중화계로 **","","주식회사 씨씨엠","2009-06-29 14:30:07","I","2023-06-13 00:00:00","","276410.79469871","466558.956197444","광고물 작성업, 모현전시물제작, 광고용조명장치제작",
"1842","옥외광고업","04_15_01_P","4251000","2003425005408200003","2003-06-20","","03","폐업","40","폐업","2005-03-09","","","","033 4349474","","","강원특별자치도 홍천군 북방면 중화계리 ***-**","","","간판가게","2024-08-01 16:12:14","U","2024-08-03 02:40:00","","276060.341183161","467351.818568833","간판 및 광고물 제조.설치",
"1843","옥외광고업","04_15_01_P","4251000","1998425004308200038","1998-08-25","","03","폐업","40","폐업","2000-11-15","","","","033 4354767","","","강원특별자치도 홍천군 홍천읍 희망리 **-*","","","조은광고기획","2007-12-06 14:27:46","I","2023-06-13 00:00:00","","278093.880859851","466137.098229853","간판,광고물제작판매",
"1844","옥외광고업","04_15_01_P","4251000","1994425004308200005","1994-03-23","","03","폐업","40","폐업","2010-04-01","2010-04-01","2011-03-31","","033 432 0089","","","강원특별자치도 홍천군 홍천읍 진리 **-**","강원특별자치도 홍천군 홍천읍 홍천로 ***-*","","미진광고","2010-04-05 15:15:56","I","2023-06-13 00:00:00","","278560.727618304","465913.807871309","간판,광고물",
"1845","옥외광고업","04_15_01_P","4251000","1994425004308200007","2008-01-17","","03","폐업","40","폐업","2023-12-29","","","","033 434 8543","","","강원특별자치도 홍천군 홍천읍 희망리 ***-*","강원특별자치도 홍천군 홍천읍 마지기로 **","25123","대림광고","2024-01-02 10:48:07","U","2024-01-04 02:40:00","","278131.725119568","466109.246514679","광고,간판",
"1846","옥외광고업","04_15_01_P","4251000","1994425004308200010","1994-03-23","","03","폐업","40","폐업","2003-10-08","","","","033 4348746","","","강원특별자치도 홍천군 홍천읍 진리 **-*","강원특별자치도 홍천군 홍천읍 홍천로 ***","","도시광고","1994-03-23 00:00:00","I","2023-06-13 00:00:00","","278489.952669532","465835.408451459","광고,간판",
"1847","옥외광고업","04_15_01_P","4251000","1994425004308200012","2009-09-07","","03","폐업","40","폐업","","","","","033 434 4436","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-*","강원특별자치도 홍천군 홍천읍 연봉중앙로 **-*","250-930","형제광고","2012-10-17 10:11:54","I","2023-06-13 00:00:00","","277441.531350084","464807.731199445","광고, 간판 제작업",
"1848","옥외광고업","04_15_01_P","4251000","1994425004308200019","1994-08-31","","03","폐업","40","폐업","2004-04-03","","","","033 4334152","","","강원특별자치도 홍천군 서석면 풍암리 **","","","현대칼라","1994-08-31 00:00:00","I","2023-06-13 00:00:00","","305554.808757622","468199.029689715","사진,간판,도장",
"1849","옥외광고업","04_15_01_P","4251000","1995425004308200025","1995-09-14","","03","폐업","40","폐업","2003-10-08","","","","033 4347820","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 석화로 ***","","그린광고","1995-09-14 00:00:00","I","2023-06-13 00:00:00","","278733.658641721","466411.383509381","간판및광고물 제작업",
"1850","옥외광고업","04_15_01_P","4251000","1995425004308200026","1995-11-07","","03","폐업","40","폐업","2003-11-27","","","","033 4349474","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-*","강원특별자치도 홍천군 홍천읍 무궁화로 **-*","","다모은광고","1995-11-07 00:00:00","I","2023-06-13 00:00:00","","277389.759389006","465235.42400431","간판 및 광고물 제작업",
"1851","옥외광고업","04_15_01_P","4251000","1996425004308200029","1996-06-28","","03","폐업","40","폐업","2004-01-05","","","","033 4348878","","","강원특별자치도 홍천군 홍천읍 신장대리 *-***","강원특별자치도 홍천군 홍천읍 꽃뫼로 ***-*","","동성광고","1996-06-28 00:00:00","I","2023-06-13 00:00:00","","278025.08919196","465831.221757796","옥외광고물제작시공",
"1852","옥외광고업","04_15_01_P","4251000","1996425004308200030","1996-08-13","","03","폐업","40","폐업","2004-01-05","","","","033 4337999","","","강원특별자치도 홍천군 홍천읍 신장대리 **-**","","","모던아트","1996-08-13 00:00:00","I","2023-06-13 00:00:00","","277983.521249503","465720.053688919","옥외광고물제작시공",
"1853","옥외광고업","04_15_01_P","4251000","1997425004308200031","1997-03-31","","03","폐업","40","폐업","2004-11-01","","","","033 4343100","","","강원특별자치도 홍천군 홍천읍 신장대리 **-**","강원특별자치도 홍천군 홍천읍 꽃뫼로 ***-*","","거산애드","1997-03-31 00:00:00","I","2023-06-13 00:00:00","","278001.74749265","465779.494521373","광고,간판",
"1854","옥외광고업","04_15_01_P","4251000","1997425004308200032","1997-05-17","","03","폐업","40","폐업","2000-11-14","","","","033 4347078","","","강원특별자치도 홍천군 홍천읍 신장대리 **-**","강원특별자치도 홍천군 홍천읍 홍천로*길 **-*","","R&D 디자인컨설팅","2007-12-06 14:34:01","I","2023-06-13 00:00:00","","277927.580707748","465757.415729873","광고,간판,실내장식",
"1855","옥외광고업","04_15_01_P","4251000","2010425008508500003","2010-09-29","","03","폐업","40","폐업","2011-07-15","","","","033 433 0701","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-*","강원특별자치도 홍천군 홍천읍 연봉로*길 **","250-930","대성광고기획","2011-11-01 09:12:48","I","2023-06-13 00:00:00","","277583.600637377","464845.428883873","옥외광고",
"1856","옥외광고업","04_15_01_P","4251000","2018425013108500002","2008-12-01","","03","폐업","40","폐업","2019-09-11","","","","","","","강원특별자치도 홍천군 홍천읍 ***-*","강원특별자치도 홍천군 홍천읍 무궁화로 **-*","250-930","제일인테리어","2019-09-11 09:47:12","I","2023-06-13 00:00:00","","277389.759389006","465235.42400431","광고물제작,설치,인테리어",
"1857","옥외광고업","04_15_01_P","4251000","2004425005408200002","2004-04-02","","03","폐업","40","폐업","2014-07-09","","","","033 433 5542","","","강원특별자치도 홍천군 서석면 풍암리 ***-*","강원특별자치도 홍천군 서석면 구룡령로 ****","250-835","광고세상","2014-07-09 10:50:45","I","2023-06-13 00:00:00","","304677.158678502","468336.972057575","광고,옥외광고",
"1858","옥외광고업","04_15_01_P","4251000","2004425005408200003","2010-03-03","","03","폐업","40","폐업","2010-03-03","","","","033 4340485","","","강원특별자치도 홍천군 홍천읍 희망리 **-*","강원특별자치도 홍천군 홍천읍 석화로 ***","","제일광고산업","2010-03-03 11:20:23","I","2023-06-13 00:00:00","","278598.540158059","466365.670681396","광고물 제조 및 시공",
"1859","옥외광고업","04_15_01_P","4251000","2004425005408200005","2004-11-01","","03","폐업","40","폐업","2009-07-20","","","","","","","강원특별자치도 홍천군 홍천읍 신장대리 **-**","강원특별자치도 홍천군 홍천읍 꽃뫼로 ***-*","","거산애드","2011-03-08 14:28:30","I","2023-06-13 00:00:00","","278001.74749265","465779.494521373","광고물 및 간판제작",
"1860","옥외광고업","04_15_01_P","4251000","2005425005408200003","2005-11-30","","03","폐업","40","폐업","2013-03-11","","","","033 433 7975","","","강원특별자치도 홍천군 홍천읍 희망리 ***-*","강원특별자치도 홍천군 홍천읍 석화로 ***-*","250-809","미소광고","2013-03-11 21:08:52","I","2023-06-13 00:00:00","","278455.180773713","466394.257322523","간판 및 광고물",
"1861","옥외광고업","04_15_01_P","4251000","2006425005408200002","2006-06-09","","03","폐업","40","폐업","2007-01-16","","","","033 4348807","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 홍천로 ***","","디자인월드","2006-06-09 00:00:00","I","2023-06-13 00:00:00","","279078.97808532","466687.118995668","간판제조업",
"1862","옥외광고업","04_15_01_P","4251000","2007425005408200002","2018-05-03","","03","폐업","40","폐업","2021-05-27","","","","033 434 1128","","","강원특별자치도 홍천군 홍천읍 ***-*","강원특별자치도 홍천군 홍천읍 장전평로 ***","250-803","(주)이가","2021-05-31 13:23:32","I","2023-06-13 00:00:00","","277008.396667748","463253.482345785","옥외광고물제작",
"1863","옥외광고업","04_15_01_P","4251000","2007425005408200003","2010-03-03","","03","폐업","40","폐업","2010-03-03","","","","","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 연봉동로 **","250-935","우리광고","2014-01-02 16:58:40","I","2023-06-13 00:00:00","","277510.181583877","465004.370158962","옥외광고물제작",
"1864","옥외광고업","04_15_01_P","4251000","2009425008508500001","2009-02-06","","03","폐업","40","폐업","2015-12-02","","","","033 434 3289","","","강원특별자치도 홍천군 홍천읍 검율리 ***-*","강원특별자치도 홍천군 홍천읍 결운로 **","250-801","남선건설(주)","2015-12-08 10:56:18","I","2023-06-13 00:00:00","","280258.894739804","466774.551195384","광고물 제작",
"1865","옥외광고업","04_15_01_P","4251000","2010425008508500002","2016-10-25","","03","폐업","40","폐업","2016-10-25","","","","","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-**","강원특별자치도 홍천군 홍천읍 연봉동로 **","250-935","우리광고","2016-10-26 10:43:35","I","2023-06-13 00:00:00","","277510.181583877","465004.370158962","옥외광고물 제작",
"1866","옥외광고업","04_15_01_P","4251000","2023425103008500001","2023-08-16","","03","폐업","40","폐업","2024-04-16","","","","","","","","강원특별자치도 홍천군 화촌면 산초울로**번길 **-**","25158","폼레스트윈즈","2024-04-16 18:03:19","U","2024-04-18 02:40:00","","286001.148259426","474301.338173771","단순 광고물디자인 및 광고대행 등(제작업 불가)",
"1867","옥외광고업","04_15_01_P","4251000","1997425004308200035","1997-12-30","","04","취소/말소/만료/정지/중지","50","영업정지","","","","","0334347781","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***","강원특별자치도 홍천군 홍천읍 산림공원*길 **","","토탈광고기획","1997-12-30 00:00:00","I","2023-06-13 00:00:00","","278901.76050724","465646.665007844","광고,간판",
"1868","옥외광고업","04_15_01_P","4261000","1981426005508500001","2018-03-06","","01","영업/정상","20","정상","","","","","033 343 2100","","","강원특별자치도 횡성군 횡성읍 읍하리 ***-*","강원특별자치도 횡성군 횡성읍 태기로 *","225-808","(주)국도","2025-04-21 18:14:10","U","2025-04-23 02:40:00","","286971.359377805","443668.49842629","옥외광고(간판및현수막제작)",
"1869","옥외광고업","04_15_01_P","4261000","1991426005508500001","2013-02-12","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 횡성군 둔내면 자포곡리 ***-*","강원특별자치도 횡성군 둔내면 둔내로 **-*","225-834","현대사","2013-06-26 17:39:40","I","2023-06-13 00:00:00","","307642.446173976","446187.917552085","옥외광고(간판및현수막제작)",
"1870","옥외광고업","04_15_01_P","4261000","1993426005508500001","1993-08-23","","01","영업/정상","20","정상","","","","","0333437392","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 읍마로*번길 *","225-807","토탈아트기획","2024-10-09 17:19:15","U","2024-10-12 02:40:00","","287666.959855319","443332.93914298","옥외광고(간판및현수막제작)",
"1871","옥외광고업","04_15_01_P","4261000","1996426005508500001","1996-09-24","","01","영업/정상","20","정상","","","","","0333440285","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 성북로*번길 **","225-807","모티브","2024-10-09 17:15:18","U","2024-10-12 02:40:00","","287766.945737939","443734.306842056","옥외광고(간판및현수막제작)",
"1872","옥외광고업","04_15_01_P","4261000","1998426005508500001","1998-09-21","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 횡성군 둔내면 둔방내리 **-*","강원특별자치도 횡성군 둔내면 둔내로 **","225-831","계룡광고","2014-07-15 10:07:50","I","2023-06-13 00:00:00","","307353.611504535","446306.992309688","옥외광고(간판및현수막제작)",
"1873","옥외광고업","04_15_01_P","4261000","2000426001208200002","2023-05-25","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 횡성군 횡성읍 입석리 ***-*","강원특별자치도 횡성군 횡성읍 수류암로 ***","25240","섬강디자인","2024-10-09 17:16:58","U","2024-10-12 02:40:00","","286635.500377618","442634.196553796","광고물, 판촉물, 철구조물제작",
"1874","옥외광고업","04_15_01_P","4261000","2003426004308200001","2016-08-22","","01","영업/정상","20","정상","","","","","033  3426998","","","강원특별자치도 횡성군 횡성읍 ***-*","강원특별자치도 횡성군 횡성읍 문화체육로 **, ***호","25230","고려광고","2016-08-23 08:56:31","I","2023-06-13 00:00:00","","286908.000990811","444131.583401993","간판제작, 철구조물",
"1875","옥외광고업","04_15_01_P","4261000","2004426004308200002","2024-12-24","","01","영업/정상","20","정상","","","","","033 3441315","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-**","강원특별자치도 횡성군 횡성읍 삼일로 **","25221","광고뱅크","2025-07-18 17:58:34","U","2025-07-20 02:40:00","","287191.326091198","443685.554921487","인쇄, 간판, 판촉물, 현수막, 옥외광고물(안내판, 표지판, 철구조물), 광고기획, 디자인",
"1876","옥외광고업","04_15_01_P","4261000","2005426000308200001","2012-12-31","","01","영업/정상","20","정상","","","","","033 3427890","","","강원특별자치도 횡성군 횡성읍 읍하리 ***-* (앞들서*길)","강원특별자치도 횡성군 횡성읍 삼일로**번길 **","225-808","이레광고기획","2024-10-09 20:27:22","U","2024-10-12 02:40:00","","286832.705470679","443394.477500976","옥외광고업",
"1877","옥외광고업","04_15_01_P","4261000","2005426004308200001","2005-01-07","","01","영업/정상","20","정상","","","","","033 3441583","","","강원특별자치도 횡성군 횡성읍 조곡리 ***-*","강원특별자치도 횡성군 횡성읍 덕고로 ***","225-806","횡성광고","2017-04-21 09:22:02","I","2023-06-13 00:00:00","","289405.281466046","443593.983878806","현수막,간판외",
"1878","옥외광고업","04_15_01_P","4261000","2008426005508500001","2010-06-07","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 횡성로 ***","225-808","경원안전광고공사","2025-04-21 18:11:23","U","2025-04-23 02:40:00","","287021.669292812","443151.480923516","- 옥외광고제작
- 옥외광고대행",
"1879","옥외광고업","04_15_01_P","4261000","2009426005508500001","2009-06-30","","01","영업/정상","20","정상","","","","","0333407890","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 읍상동로**번길 **","25231","신화안전광고","2025-07-18 12:49:58","U","2025-07-20 02:40:00","","287442.714045443","443338.197755332","옥외광고업",
"1880","옥외광고업","04_15_01_P","4261000","2010426006608500001","2010-10-30","","01","영업/정상","20","정상","","","","","033 342 5432","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 성북로*번길 **","25226","미건디자인","2020-11-17 11:11:46","I","2023-06-13 00:00:00","","287766.945737939","443734.306842056","간판 제작 및 안전용품 판매",
"1881","옥외광고업","04_15_01_P","4261000","2011426006608500002","2011-07-01","","01","영업/정상","20","정상","","","","","033 343 1090","","","강원특별자치도 횡성군 횡성읍 북천리 **-*","강원특별자치도 횡성군 횡성읍 섬강로 ***","225-808","도담디자인","2024-10-09 13:57:05","U","2024-10-12 02:40:00","","287742.60781671","444641.023153947","간판, 판촉물, 인쇄물, 현수막, 철구조물, 홈페이지제작관리, 도로표지판 제작",
"1882","옥외광고업","04_15_01_P","4261000","2011426006608500003","2011-11-14","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 횡성군 횡성읍 북천리 ***-**","강원특별자치도 횡성군 횡성읍 청용*길 **","25241","씨티디자인","2024-10-28 16:22:28","U","2024-10-30 02:40:00","","287574.876286083","443913.11310774","광고물 제작",
"1883","옥외광고업","04_15_01_P","4261000","2018426006608500001","2018-06-11","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 횡성군 횡성읍 읍하리 ***-**","강원특별자치도 횡성군 횡성읍 문정로 **","25233","현대광고","2020-11-16 09:32:28","I","2023-06-13 00:00:00","","287090.60417038","443515.636565843","옥외광고(간판및현수막 제작 등)",
"1884","옥외광고업","04_15_01_P","4261000","2022426010408500001","2022-09-22","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 횡성군 횡성읍 읍상리 *** 횡성석미모닝파크","강원특별자치도 횡성군 횡성읍 어사매로 **, ***동 ***호 (횡성석미모닝파크)","25228","유디자인","2024-10-09 17:17:42","U","2024-10-12 02:40:00","","287976.927426144","443708.369735929","옥외광고 대행업",
"1885","옥외광고업","04_15_01_P","4261000","2023426010408500001","2023-03-13","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 횡성군 횡성읍 학곡리 **-*","강원특별자치도 횡성군 횡성읍 한우로 ***-**, *층 ***호","25210","엘컴퍼니","2023-03-13 16:58:07","I","2023-06-13 00:00:00","","285975.695447996","444515.620211741","간판 및 광고물",
"1886","옥외광고업","04_15_01_P","4261000","2023426010408500002","2023-05-23","","01","영업/정상","20","정상","","","","","0333432233","","","강원특별자치도 횡성군 횡성읍 묵계리 **-* 창업보육센터","강원특별자치도 횡성군 횡성읍 청용길 **, 창업보육센터 *층 ***호","25241","다온컴퍼니","2024-10-09 13:58:59","U","2024-10-12 02:40:00","","286619.699323764","441492.387155055","간판, 현수막, 광고물제조업 등",
"1887","옥외광고업","04_15_01_P","4261000","2024426108008500002","2025-04-08","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 읍마남로 **","25228","횡성광고협동조합","2025-06-10 20:40:58","U","2025-06-12 02:40:00","","287719.96226981","443245.699865306","광고물 제작",
"1888","옥외광고업","04_15_01_P","4261000","2025426108008500001","2025-03-28","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 성북동로**번길 *","25226","합자회사 서울광고","2025-03-28 11:50:36","I","2025-03-30 00:10:22","","287756.566685941","443632.022688307","간판 및 광고물 제작",
"1889","옥외광고업","04_15_01_P","4261000","1996426005508500002","1996-10-28","","03","폐업","40","폐업","2024-05-28","","","","0333431277","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 태기로 **","","제일기획","2025-06-10 20:35:51","U","2025-06-12 02:40:00","","287350.444709622","443672.946438083","옥외광고(간판및현수막제작)",
"1890","옥외광고업","04_15_01_P","4261000","2000426004308200002","2000-08-23","","03","폐업","40","폐업","2008-01-14","","","","003303452286","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 읍상로 *","","섬강애드","2008-01-14 18:17:39","I","2023-06-13 00:00:00","","287489.340601922","443178.266731677","간판,인쇄,광고물",
