"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"245","관광숙박업","03_11_01_P","4291000","CDFI2260032008000001","2008-11-07","","03","폐업","03","폐업","2024-09-23","","","","033-592-8222","","233-833","강원특별자치도 정선군 남면 무릉리 471 외 1필지","강원특별자치도 정선군 남면 무릉1로 85","26146","골든메이플관광호텔","2024-09-24 16:41:38","U","2024-09-26 02:40:00","","357639.357189135","417511.207796056","관광숙박업","관광사업","일반상업지역","12","기타","","","호텔","10","2","50","5275","","","0","0","","0","0","","0","723.78","","0","","","","","","","50000000","","","","724","가족호텔업",
"246","관광숙박업","03_11_01_P","4291000","CDFI2260032010000001","2010-02-11","","03","폐업","03","폐업","2014-06-11","","","","033-592-2003","","233-811","강원특별자치도 정선군 고한읍 고한리 124","","","하이밸리(합)","2014-06-12 08:51:33","I","2023-06-13 00:00:00","","","","관광숙박업","","일반상업지역","11","","","","호텔","10","1","0","0","","","0","0","","0","0","","0","312.6","","0","","","","","","","420000000","","","","313","",
"247","관광숙박업","03_11_01_P","4291000","CDFI2260032000000001","2000-09-27","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 정선군 고한읍 고한리 424","강원특별자치도 정선군 고한읍 고한7길 399","26154","하이원 팰리스호텔","2024-01-11 15:49:28","U","2024-01-13 02:40:00","","363592.970612937","409600.862966256","관광숙박업","관광사업","","6","","","","","5","1","197","24607","","","0","0","","0","0","","0","15210.79","","0","","","","","","","0","","","","15211","관광호텔업",
"248","관광숙박업","03_11_01_P","4291000","CDFI2260032003000001","2003-03-14","","01","영업/정상","13","영업중","","","","","033-560-7700","","","강원특별자치도 정선군 사북읍 사북리 424 강원랜드","강원특별자치도 정선군 사북읍 하이원길 265, 강원랜드","26154","하이원 그랜드호텔카지노","2024-01-11 15:25:14","U","2024-01-13 02:40:00","","361518.513221455","413851.267613498","관광숙박업","관광사업","","26","","","","호텔","24","2","727","276043","","","0","0","","0","0","","0","293263","","0","","","","","","","0","","","","293263","관광호텔업",
"249","관광숙박업","03_11_01_P","4291000","CDFI2260032006000001","2006-12-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 정선군 고한읍 고한리 438","강원특별자치도 정선군 고한읍 하이원길 265-1","26154","하이원휴양콘도미니엄","2024-01-09 16:33:45","U","2024-01-11 02:40:00","","362054.356761362","413431.393548606","관광숙박업","관광사업","관리지역","12","학교정화(상대)","","","콘도미니엄","9","3","903","195157","","","0","0","","0","0","","0","46998.57","","0","","","","","","","0","","","","46999","휴양콘도미니엄업",
"250","관광숙박업","03_11_01_P","4291000","CDFI2260032007000001","2007-03-12","","01","영업/정상","13","영업중","","","","","033-592-8911","","","강원특별자치도 정선군 남면 무릉리 819-15","강원특별자치도 정선군 남면 무릉4로 2","26146","퍼시먼관광호텔","2024-07-25 09:36:10","U","2024-07-27 02:40:00","","357578.86661275","417446.424727526","관광숙박업","관광사업","일반상업지역","10","기타","","","호텔","8","2","50","4076","","","0","0","","0","0","","0","4076.48","","0","","","","","","","800000000","","","","4076","관광호텔업",
"251","관광숙박업","03_11_01_P","4291000","CDFI2260032007000002","2007-12-07","","01","영업/정상","13","영업중","","","","","033-590-1000","","","강원특별자치도 정선군 고한읍 고한리 142 메이힐리조트","강원특별자치도 정선군 고한읍 물한리길 8, 메이힐스리조트","26155","아시아매니징(주) 메이힐스 리조트","2025-06-18 18:17:56","U","2025-06-20 02:40:00","","362830.993425228","413767.741591068","관광숙박업","관광사업","일반상업지역","14","기타","","","콘도미니엄","12","2","595","71793","","","0","0","","0","0","","0","71792.67","","0","","","","","","","0","","","","71793","휴양콘도미니엄업",
"252","관광숙박업","03_11_01_P","4291000","CDFI2260032009000001","2009-12-28","","01","영업/정상","13","영업중","","","","","033-591-7300","","233-901","강원특별자치도 정선군 사북읍 356-87","강원특별자치도 정선군 사북읍 사북1길 21","233-901","엘스관광호텔","2023-10-19 15:38:12","U","2023-10-21 02:40:00","","360736.523290021","415497.649026798","관광숙박업","","일반상업지역","0","","","","","9","1","46","0","","","0","0","","0","0","","0","334","","0","","","","","","","0","","","","334","가족호텔업",
"253","관광숙박업","03_11_01_P","4291000","CDFI2260032011000001","2011-06-29","","01","영업/정상","13","영업중","","","","","033-560-7777","","","강원특별자치도 정선군 사북읍 사북리 469 하이캐슬콘도","강원특별자치도 정선군 사북읍 하이원길 202, 하이캐슬콘도","26154","하이캐슬리조트","2024-01-09 15:43:01","U","2024-01-11 02:40:00","","361009.463361826","413098.581569649","관광숙박업","","관리지역","13","기타","","","콘도미니엄","10","3","339","41153","","","0","0","","0","0","","0","41153.02","","0","","","","","","","0","","","","41153","휴양콘도미니엄업",
"254","관광숙박업","03_11_01_P","4291000","CDFI2260032018000001","2018-07-09","","01","영업/정상","13","영업중","","","","","0335601126","","","강원특별자치도 정선군 북평면 숙암리 482 파크로쉬","강원특별자치도 정선군 북평면 중봉길 9-12, 파크로쉬","26100","파크로쉬 리조트앤웰니스","2025-05-07 16:36:29","U","2025-05-09 02:40:00","","342461.705581065","442634.366268","관광숙박업","","","14","","","","콘도미니엄","12","2","204","31214","","","0","0","","0","0","","0","31214","","0","","","","","","","0","","","","31214","휴양콘도미니엄업",
"255","관광숙박업","03_11_01_P","4291000","CDFI2260032019000001","2019-04-10","","01","영업/정상","13","영업중","","","","","033-560-2363","","","강원특별자치도 정선군 신동읍 예미리 139-2","강원특별자치도 정선군 신동읍 용수길 68","26142","예미MTB마을호스텔","2020-01-10 10:14:08","I","2023-06-13 00:00:00","","346337.571624457","413493.48933436","관광숙박업","","일반주거지역","3","주택가주변","","","숙박시설","3","0","10","980","","","0","0","","0","0","","0","979.84","","0","","","","","","","170000000","","","","980","호스텔업",
"256","관광숙박업","03_11_01_P","4301000","CDFI2260032009000001","2009-08-14","","03","폐업","03","폐업","2019-05-29","","","","458-8167","","269-841","강원특별자치도 철원군 서면 와수리 1206-7","강원특별자치도 철원군 서면 와수로181번길 15","24059","대명호텔","2019-05-29 14:34:25","I","2023-06-13 00:00:00","","238289.498891993","526395.96568447","관광숙박업","","일반상업지역","9","유흥업소밀집지역","","","숙박시설","6","3","0","0","DAEMYONG HOTEL","TOURIST HOTEL","0","0","","0","0","","0","2507.61","","0","","","","","","","3200000000","","","","2508","관광호텔업",
"257","관광숙박업","03_11_01_P","4301000","CDFI2260032012000001","2012-09-06","","01","영업/정상","13","영업중","","","","","033-455-1234","","269-811","강원특별자치도 철원군 동송읍 장흥리 20-20","강원특별자치도 철원군 동송읍 태봉로 1799-22","24023","한탄리버스파호텔","2020-02-17 10:59:37","I","2023-06-13 00:00:00","","225376.4902074","520439.514215391","관광숙박업","","관리지역","3","기타","","","숙박시설","3","1","68","0","","","0","0","","0","0","","0","10227.55","","0","","","","","","","20000000000","","","","10228","관광호텔업",
"258","관광숙박업","03_11_01_P","4301000","CDFI2260032006000001","2006-06-16","","04","취소/말소/만료/정지/중지","35","직권말소","2006-06-16","","","","455-1944","","269-811","강원특별자치도 철원군 동송읍 장흥리 51-20 4통4반 궁예도성","강원특별자치도 철원군 동송읍 창동로 2364  (궁예도성)","","궁예도성","2011-10-27 11:20:02","I","2023-06-13 00:00:00","","224991.971441721","520064.644449581","관광숙박업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"259","관광숙박업","03_11_01_P","4301000","CDFI2260032004000001","2004-07-14","","04","취소/말소/만료/정지/중지","35","직권말소","2004-07-14","","","","042-638-2891","","269-811","강원특별자치도 철원군 동송읍 장흥리 46-3","강원특별자치도 철원군 동송읍 태봉로 1825","","고석정리조트가족호텔","2011-10-27 11:19:33","I","2023-06-13 00:00:00","","225032.592382009","520305.838209275","관광숙박업","관광사업","관리지역","4","기타","","","숙박시설","3","1","0","0","","","0","0","","0","0","","0","7695.51","","0","","","","","","","10360000500","","","","7696","",
"260","관광숙박업","03_11_01_P","4311000","CDFI2260032011000001","2011-10-13","","03","폐업","03","폐업","2022-03-11","","","","","","","강원특별자치도 화천군 하남면 위라리 490-2","강원특별자치도 화천군 하남면 춘화로 3331-12 (화천열차펜션)","24140","화천열차펜션","2023-12-14 08:58:41","U","2023-12-16 02:40:00","","261661.825179635","510814.881089373","관광숙박업","","자연녹지지역","1","학교정화(상대)","","","숙박시설","1","0","21","605","Korail Tourisim Development Co., Ltd.","Tourist accommodation (hostel)","0","0","","0","0","","0","604.09","","0","","","","","","","2000000000","","","","604","",
"261","관광숙박업","03_11_01_P","4321000","CDFI2260032020000001","2020-04-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양구군 양구읍 하리 95-74","강원특별자치도 양구군 양구읍 비봉로 99-3","24521","LACKY HOSTEL(락희호스텔)","2021-03-03 15:26:30","I","2023-06-13 00:00:00","","286452.800930751","512432.608621713","관광숙박업","","준주거지역","4","학교정화(상대)","","","숙박시설","4","0","10","584","LACKY HOSTEL","Hostel business","0","0","","0","0","","0","162.73","","0","","","","","","","500000000","","","","163","호스텔업",
"262","관광숙박업","03_11_01_P","4321000","CDFI2260032005000001","2005-01-14","","01","영업/정상","13","영업중","","","","","033-482-7700","","255-801","강원특별자치도 양구군 양구읍 하리 187-1","강원특별자치도 양구군 양구읍 파로호로 993-19","","양구KCP호텔","2022-11-30 09:18:25","I","2023-06-13 00:00:00","","285950.865680202","512765.88747536","관광숙박업","","관리지역","5","기타","","","호텔","4","1","48","4702","YangguKCPHotel","Tourist Hotel Business","0","0","","0","0","","0","4627.76","","0","","","","","","","100000000","","","","4628","관광호텔업",
"263","관광숙박업","03_11_01_P","4321000","CDFI2260032021000001","2021-03-02","","01","영업/정상","13","영업중","","","","","033-481-7750","","","강원특별자치도 양구군 양구읍 중리 34","강원특별자치도 양구군 양구읍 비봉로74번길 14-7","24526","주목나무펜션","2024-04-18 14:22:42","U","2024-04-20 02:40:00","","286576.229724556","512155.288555562","관광숙박업","","준주거지역","3","학교정화(상대)","","","숙박시설","3","0","7","489","Jumoknamupension","Hostel business","0","0","","0","0","","0","169.93","","0","","","","","","","100000000","","","","170","호스텔업",
"264","관광숙박업","03_11_01_P","4331000","CDFI2260032012000001","2012-01-25","","03","폐업","03","폐업","2019-02-26","","","","0334635700","","252-806","강원특별자치도 인제군 인제읍 상동리 96-3","강원특별자치도 인제군 인제읍 비봉로 43","24635","하늘내린호텔","2019-02-27 13:13:40","I","2023-06-13 00:00:00","","303051.392986928","507663.298346054","관광숙박업","","일반상업지역","0","","","","","0","0","57","2663","","","0","0","","0","0","","0","2662.8","","0","","","","","","","50000000","","","","2663","가족호텔업",
"265","관광숙박업","03_11_01_P","4331000","CDFI2260032013000001","2013-05-27","","01","영업/정상","13","영업중","","","","","033-463-3190","","252-842","강원특별자치도 인제군 기린면 북리 632","강원특별자치도 인제군 기린면 상하답로 130","","테이크 호텔앤리조트 인제스피디움","2025-09-19 11:09:33","U","2025-09-21 02:40:00","","313347.093858807","500672.838290134","관광숙박업","","관리지역","7","기타","","","호텔","7","1","134","0","","","0","0","","0","0","","0","15403","","0","","","","","","","24999999500","","","","15403","관광호텔업",
"266","관광숙박업","03_11_01_P","4331000","CDFI2260032013000002","2013-05-27","","01","영업/정상","13","영업중","","","","","033-460-3190","","252-842","강원특별자치도 인제군 기린면 북리 632","강원특별자치도 인제군 기린면 상하답로 130","","테이크 호텔앤리조트 인제스피디움","2025-09-19 11:09:44","U","2025-09-21 02:40:00","","313347.093858807","500672.838290134","관광숙박업","","관리지역","8","기타","","","콘도미니엄","8","1","118","0","","","0","0","","0","0","","0","11459","","0","","","","","","","24999999500","","","","11459","휴양콘도미니엄업",
"267","관광숙박업","03_11_01_P","4331000","CDFI2260032024000001","2024-10-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 인제군 북면 한계리 1105-8","강원특별자치도 인제군 북면 고원통로 107","24607","인제관광호텔","2025-07-14 21:46:11","U","2025-07-16 02:40:00","","310158.08779306","517019.36994137","관광숙박업","","","4","","","","","4","1","70","827","","","0","0","","0","0","","0","827.12","","0","","","","","","","0","","","","827","관광호텔업",
"268","관광숙박업","03_11_01_P","4341000","CDFI2260031991000002","1991-09-04","","02","휴업","02","휴업","","2024-05-01","2025-03-31","","033-635-9300","","","강원특별자치도 고성군 토성면 원암리 362-1 아이파크콘도","강원특별자치도 고성군 토성면 고성대로 75-16, 아이파크콘도","24768","아이파크 콘도미니엄","2025-04-18 10:12:07","U","2025-04-20 02:40:00","","331792.603314893","524101.034298754","관광숙박업","관광사업","","22","","","","콘도미니엄","20","2","0","0","I Park Resort Condominium","Resort Condominium","0","0","","0","0","","0","37653","","0","","","","","","","0","","","","37653","휴양콘도미니엄업",
"269","관광숙박업","03_11_01_P","4341000","CDFI2260031991000004","1991-05-28","","02","휴업","02","휴업","","2020-08-06","2021-12-31","","0336815030","","219-804","강원특별자치도 고성군 간성읍 흘리 72","강원특별자치도 고성군 간성읍 흘리령길 52","219-804","알프스 휴양콘도미니엄","2020-09-07 14:38:29","I","2023-06-13 00:00:00","","320554.235441442","529990.769912525","관광숙박업","관광사업","관리지역","10","기타","","","콘도미니엄","2","8","0","0","","","0","0","","0","0","","0","641187","","0","","","","","","","0","","","","641187","",
"270","관광숙박업","03_11_01_P","4341000","CDFI2260032018000001","2018-02-12","","03","폐업","03","폐업","2022-02-25","","","","0336353006","","","강원특별자치도 고성군 토성면 용촌리 591-2","강원특별자치도 고성군 토성면 잼버리동로 583-20","24766","레이크오션 가족호텔","2022-03-11 15:26:33","I","2023-06-13 00:00:00","","337259.868971732","527369.692678937","관광숙박업","","관리지역","8","기타","","","숙박시설","7","1","203","71866","","","0","0","","0","0","","0","2821.94","","0","","","","","","","200000000","","","","2822","가족호텔업",
"271","관광숙박업","03_11_01_P","4341000","CDFI2260032023000001","2023-07-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 고성군 토성면 봉포리 20","강원특별자치도 고성군 토성면 토성로 19-1, 3층","24765","겨울바다 호스텔","2023-07-26 18:56:51","I","2023-07-28 00:18:47","","337092.957265003","528493.79388691","관광숙박업","","일반주거지역","0","주택가주변","","","숙박시설","3","0","0","0","","","0","0","","0","0","","0","362.89","","0","","","","","","","0","","","","363","호스텔업",
"272","관광숙박업","03_11_01_P","4341000","CDFI2260032019000001","2019-12-13","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 고성군 토성면 신평리 471-9 켄싱턴리조트설악밸리","강원특별자치도 고성군 토성면 신평골길 8-25, 켄싱턴리조트설악밸리","24767","(주)이랜드파크 켄싱턴리조트 설악밸리","2024-04-30 21:43:25","U","2024-05-02 02:40:00","","330529.932775924","526094.133496786","관광숙박업","","","2","","","","콘도미니엄","2","1","0","0","","","0","0","","0","0","","0","57612","","0","","","","","","","0","","","","57612","휴양콘도미니엄업",
"273","관광숙박업","03_11_01_P","4341000","CDFI2260031990000001","1990-03-21","","01","영업/정상","13","영업중","","","","","033-633-0100","","","강원특별자치도 고성군 토성면 신평리 산 129","강원특별자치도 고성군 토성면 신평골길 8-25 (켄싱턴리조트설악밸리)","24767","(주)이랜드파크 켄싱턴리조트 설악밸리 1차","2024-04-30 21:43:15","U","2024-05-02 02:40:00","","330529.932775924","526094.133496786","관광숙박업","관광사업","","2","","","","콘도미니엄","2","0","213","0","E-land Park Co. Ltd Kensington Resort Seorak-valley 1","Reseort Condominium","0","0","","0","0","","0","75343","","0","","","","","","","0","","","","75343","휴양콘도미니엄업",
"274","관광숙박업","03_11_01_P","4341000","CDFI2260031991000001","1991-07-29","","01","영업/정상","13","영업중","","","","","033-639-8444","","","강원특별자치도 고성군 토성면 원암리 403-24","강원특별자치도 고성군 토성면 미시령옛길 1153","24768","소노벨 델피노","2025-05-12 10:34:33","U","2025-05-14 02:40:00","","331116.910496187","524073.824015649","관광숙박업","관광사업","관리지역","16","기타","","","콘도미니엄","13","3","0","0","Daemyung Sorak Resort Condominium","Resort Condominium","0","0","","0","0","","0","115832","","0","","","","","","","0","","","","115832","휴양콘도미니엄업",
"275","관광숙박업","03_11_01_P","4341000","CDFI2260031991000003","1991-06-29","","01","영업/정상","13","영업중","","","","","033-631-7601","","219-832","강원특별자치도 고성군 토성면 봉포리 40-9","강원특별자치도 고성군 토성면 동해대로 4800","","(주)이랜드파크켄싱턴리조트설악비치","2024-04-30 21:43:05","U","2024-05-02 02:40:00","","337573.921465005","527804.865006998","관광숙박업","관광사업","","6","","","","콘도미니엄","5","1","0","0","E.Land Park Corp. Kensingtonresort
 Seorak Beach","Resort Condominium","0","0","","0","0","","0","68528","","0","","","","","","","0","","","","68528","휴양콘도미니엄업",
"276","관광숙박업","03_11_01_P","4341000","CDFI2260031992000001","1992-08-12","","01","영업/정상","13","영업중","","","","","033-631-3811","","219-823","강원특별자치도 고성군 죽왕면 삼포리 243-13","강원특별자치도 고성군 죽왕면 삼포해변길 9","24750","오션투유 리조트","2025-06-26 17:19:43","U","2025-06-28 02:40:00","","333830.541023206","535981.992669135","관광숙박업","관광사업","근린상업지역","9","기타","","","콘도미니엄","7","2","0","0","","","0","0","","0","0","","0","21173.03","","0","","","","","","","0","","","","21173","휴양콘도미니엄업",
"277","관광숙박업","03_11_01_P","4341000","CDFI2260031992000002","1992-04-16","","01","영업/정상","13","영업중","","","","","033-633-9100","","219-832","강원특별자치도 고성군 토성면 원암리 465-72","강원특별자치도 고성군 토성면 잼버리동로 97","24763","(주)포유리조트","2022-01-04 15:48:10","I","2023-06-13 00:00:00","","332996.11369038","526803.808797687","관광숙박업","관광사업","","13","","","","콘도미니엄","0","0","0","0","","","0","0","","0","0","","0","3083.6","","0","","","","","","","0","","","","3084","휴양콘도미니엄업",
"278","관광숙박업","03_11_01_P","4341000","CDFI2260031995000001","1995-08-10","","01","영업/정상","13","영업중","","","","","(033)636-0013","","219-832","강원특별자치도 고성군 토성면 원암리 331-2 일성설악휴양콘도미니엄","강원특별자치도 고성군 토성면 고성대로 47-24","24768","일성레저산업(주) 설악콘도미니엄","2021-03-26 16:27:39","I","2023-06-13 00:00:00","","331627.272688906","523921.362834984","관광숙박업","관광사업","관리지역","10","기타","","","숙박시설","8","2","0","0","","","0","0","","0","0","","0","45949.87","","0","","","","","","","0","","","","45950","휴양콘도미니엄업",
"279","관광숙박업","03_11_01_P","4341000","CDFI2260031997000001","1997-09-06","","01","영업/정상","13","영업중","","","","","033-680-7800","","219-811","강원특별자치도 고성군 현내면 마차진리 239","강원특별자치도 고성군 현내면 금강산로 416","24702","금강산리조트","2025-08-02 13:15:06","U","2025-08-04 02:40:00","","323827.622943202","557255.90227721","관광숙박업","관광사업","근린상업지역","13","기타","","","콘도미니엄","10","3","225","26894","MIBONG","","0","0","","0","0","","0","26894.17","","0","","","","","","","400000000","","","","26894","휴양콘도미니엄업",
"280","관광숙박업","03_11_01_P","4341000","CDFI2260032005000001","2005-08-29","","01","영업/정상","13","영업중","","","","","033-638-5362","","219-823","강원특별자치도 고성군 죽왕면 삼포리 산 134","강원특별자치도 고성군 죽왕면 순포로 188","24750","설악썬밸리휴양콘도미니엄","2023-01-30 17:01:20","I","2023-06-13 00:00:00","","331315.273822987","535546.542085115","관광숙박업","관광사업","","7","","","","","5","2","198","31607","","","0","0","","0","0","","0","94778","","0","","","","","","","0","","","","94778","휴양콘도미니엄업",
"281","관광숙박업","03_11_01_P","4341000","CDFI2260032008000001","2008-11-19","","01","영업/정상","13","영업중","","","","","630-6561","","","강원특별자치도 고성군 토성면 신평리 154-22","강원특별자치도 고성군 토성면 잼버리동로 267 (파인리즈컨트리클럽)","24763","파인리즈빌라 휴양콘도미니엄","2025-02-17 15:45:46","U","2025-02-19 02:40:00","","334852.345336223","528344.723418723","관광숙박업","관광사업","관리지역","3","기타","","","콘도미니엄","3","1","0","0","Pineridge Villa Resort Condominium","Resort Condominium","0","0","","0","0","","0","9594.46","","0","","","","","","","0","","","","9594","휴양콘도미니엄업",
"282","관광숙박업","03_11_01_P","4341000","CDFI2260032012000001","2012-06-21","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 고성군 토성면 원암리 403-24","강원특별자치도 고성군 토성면 미시령옛길 1153","24768","소노캄 리조트 델피노","2025-05-12 10:34:21","U","2025-05-14 02:40:00","","331116.910496187","524073.824015649","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","휴양콘도미니엄업",
"283","관광숙박업","03_11_01_P","4341000","CDFI2260032012000003","2012-07-30","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 고성군 토성면 원암리 403-24","강원특별자치도 고성군 토성면 미시령옛길 1153","24768","소노캄 호텔 델피노","2025-05-12 10:34:48","U","2025-05-14 02:40:00","","331116.910496187","524073.824015649","관광숙박업","","","0","","","","","0","0","211","53285","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","가족호텔업",
"284","관광숙박업","03_11_01_P","4341000","CDFI2260032012000004","2012-08-13","","01","영업/정상","13","영업중","","","","","033-430-8311","","","강원특별자치도 고성군 토성면 원암리 403-24","강원특별자치도 고성군 토성면 미시령옛길 1153","24768","소노펠리체 빌리지 델피노","2025-05-12 10:34:06","U","2025-05-14 02:40:00","","331116.910496187","524073.824015649","관광숙박업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","20000000000","","","","0","휴양콘도미니엄업",
"285","관광숙박업","03_11_01_P","4341000","CDFI2260032021000001","2021-10-20","","01","영업/정상","13","영업중","","","","","639-8441","","","강원특별자치도 고성군 토성면 원암리 403-50","강원특별자치도 고성군 토성면 미시령옛길 1153, 델피노골프&리조트","24768","소노펠리체 델피노","2025-05-12 10:33:56","U","2025-05-14 02:40:00","","331116.910496187","524073.824015649","관광숙박업","","","11","","","","","11","2","211","53285","","","0","0","","0","0","","0","242.93","","0","","","","","","","0","","","","243","휴양콘도미니엄업",
"286","관광숙박업","03_11_01_P","4341000","CDFI2260032022000001","2022-09-07","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 고성군 죽왕면 삼포리 242-1","강원특별자치도 고성군 죽왕면 삼포민박촌2길 34","24750","파랑뷰 호텔","2022-09-07 10:43:17","I","2023-06-13 00:00:00","","333610.411213366","536065.236593568","관광숙박업","","","5","","","","","4","1","0","0","","","0","0","","0","0","","0","1962.94","","0","","","","","","","0","","","","1963","소형호텔업",
"287","관광숙박업","03_11_01_P","4341000","CDFI2260032024000002","2024-07-11","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 고성군 토성면 봉포리 290-5 꼬뜨메종","강원특별자치도 고성군 토성면 토성로 92, 꼬뜨메종","24764","(주)꼬뜨메종","2024-08-05 16:31:52","U","2024-08-07 02:40:00","","336730.64230734","529096.196779452","관광숙박업","","일반상업지역","6","","","","숙박시설","6","0","0","0","","","0","0","","0","0","","0","1296.15","","0","","","","","","","1000000000","","","","1296","호스텔업",
"288","관광숙박업","03_11_01_P","4341000","CDFI2260032024000001","2024-06-11","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 고성군 토성면 천진리 178-1","강원특별자치도 고성군 토성면 천진해변길 7","24764","허니후니호스텔","2025-10-30 09:55:30","U","2025-11-01 02:40:00","","336468.402069322","529417.361100808","관광숙박업","","주거지역","4","","","","숙박시설","4","0","0","0","","","0","0","","0","0","","0","1019.34","","0","","","","","","","0","","","","1019","호스텔업",
"289","관광숙박업","03_11_01_P","4341000","CDFI2260031990000002","1990-03-16","","03","폐업","34","영업장폐쇄","","","","","","","","강원특별자치도 고성군 토성면 원암리 산 89-2","","","설악스파리조트","2021-01-18 10:42:30","I","2023-06-13 00:00:00","","331560.344556142","523594.095043112","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"290","관광숙박업","03_11_01_P","4341000","CDFI2260031996000001","1996-08-17","","03","폐업","34","영업장폐쇄","","","","","","","219-832","강원특별자치도 고성군 토성면 원암리 331-2","강원특별자치도 고성군 토성면 고성대로 47-24","24768","일성레저산업(주)","2021-01-28 11:14:57","I","2023-06-13 00:00:00","","331627.272688906","523921.362834984","관광숙박업","관광사업","","10","","","","콘도미니엄","8","2","0","0","","","0","0","","0","0","","0","111171","","0","","","","","","","0","","","","111171","",
"291","관광숙박업","03_11_01_P","4341000","CDFI2260032010000001","2010-10-26","","03","폐업","34","영업장폐쇄","","","","","","","219-832","강원특별자치도 고성군 토성면 용촌리 591-2","강원특별자치도 고성군 토성면 잼버리동로 583-20","24766","힐링파크","2021-01-18 10:42:56","I","2023-06-13 00:00:00","","337259.868971732","527369.692678937","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"292","관광숙박업","03_11_01_P","4341000","CDFI2260032012000002","2012-07-09","","03","폐업","34","영업장폐쇄","","","","","","","219-832","강원특별자치도 고성군 토성면 원암리 산 100","강원특별자치도 고성군 토성면 미시령옛길 1153","24768","대명리조트 델피노 빌리지 휴양콘도미니엄","2021-01-18 10:43:34","I","2023-06-13 00:00:00","","331116.910496187","524073.824015649","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"293","관광숙박업","03_11_01_P","4351000","CDFI2260032021000002","2021-06-10","","03","폐업","03","폐업","2022-02-28","","","","","","","강원특별자치도 양양군 현북면 하광정리 613-2","강원특별자치도 양양군 현북면 하조대2길 48-55","25047","하조대 미니멀하우스","2025-03-27 15:41:55","U","2025-03-29 02:40:00","","351076.915198335","503739.559591581","관광숙박업","","관리지역","2","주택가주변","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","72","","0","","","","","","","70000000","","","","72","호스텔업",
"294","관광숙박업","03_11_01_P","4351000","CDFI2260031984000001","1984-07-03","","03","폐업","03","폐업","2020-11-03","","","","033-673-0604","","215-852","강원특별자치도 양양군 강현면 전진리 3-2","강원특별자치도 양양군 강현면 낙산사로 73","25008","낙산비치호텔","2020-11-03 11:45:31","I","2023-06-13 00:00:00","","342928.923063274","514649.702661704","관광숙박업","관광사업","","5","기타","","","호텔","4","1","0","0","","","0","0","","0","0","","0","2220.44","","0","","","","","","","0","","","","2220","관광호텔업",
"295","관광숙박업","03_11_01_P","4351000","CDFI2260031997000001","1997-11-27","","03","폐업","03","폐업","2009-09-21","","","","033)672-5000","","215-801","강원특별자치도 양양군 양양읍 조산리 433-1","","","프레야낙산콘도","2009-09-22 16:22:10","I","2023-06-13 00:00:00","","343538.675582046","513348.412245965","관광숙박업","관광사업","자연녹지지역","6","기타","","","콘도미니엄","5","1","0","0","","","0","0","","0","0","","0","7718.33","","0","","","","","","","0","","","","7718","",
