"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"470","사료제조업","02_04_05_P","6530000","642000050220140016","2014-11-25","","03","폐업","0002","폐업","2019-08-12","","","","0336431456","0","","강원특별자치도 강릉시 사천면 석교리 613번지","강원특별자치도 강릉시 청솔공원길 207-12","","그린피쉬밀","2019-08-09 16:42:29","I","2023-06-13 00:00:00","사료제조업(단미)","360745.122179084","482775.080007162","사료제조업","","0","000","0",
"471","사료제조업","02_04_05_P","6530000","642000050220140018","2014-12-01","","03","폐업","0002","폐업","2020-03-05","","","","0337332347","0","","강원특별자치도 원주시 단계동  908번지 4호 1층","강원특별자치도 원주시 이화1길 38-11 (단계동)","","도그커피","2020-03-06 09:10:44","I","2023-06-13 00:00:00","사료제조업(단미)","282761.623145571","427019.803355519","사료제조업","","0","000","0",
"472","사료제조업","02_04_05_P","6530000","642000050220210082","2021-12-15","","03","폐업","0002","폐업","2022-12-15","","","","0336422114","","","강원특별자치도 강릉시 강동면 임곡리 15번지 3호","강원특별자치도 강릉시 강동면 임곡로 511","25629","해람산업 주식회사","2022-12-23 10:38:28","I","2023-06-13 00:00:00","사료제조업(단미)","375451.507021696","467905.731455462","사료제조업","","0","000","0",
"473","사료제조업","02_04_05_P","6530000","642000050220210083","2021-12-30","","03","폐업","0002","폐업","2022-03-03","","","","0333431400","","","강원특별자치도 횡성군 우천면 법주리 738번지 0호","강원특별자치도 횡성군 우천면 우천제2농공단지로 65-53","","연꽃마을영농조합법인","2022-03-03 15:50:13","I","2023-06-13 00:00:00","사료제조업(단미)","294178.33343068","439010.071050617","사료제조업","","0","000","0",
"474","사료제조업","02_04_05_P","6530000","642000050220210084","2021-12-30","","03","폐업","0002","폐업","2022-03-03","","","","0333431400","","","강원특별자치도 횡성군 우천면 법주리 738번지 0호","강원특별자치도 횡성군 우천면 우천제2농공단지로 65-53","","연꽃마을영농조합법인","2022-03-03 15:50:26","I","2023-06-13 00:00:00","사료제조업(단미)","294178.33343068","439010.071050617","사료제조업","","0","000","0",
"475","사료제조업","02_04_05_P","6530000","642000050220220005","2022-01-26","","03","폐업","0002","폐업","2025-03-12","","","","","","","강원특별자치도 횡성군 우천면 법주리 726번지 0호","강원특별자치도 횡성군 우천면 우천제2농공단지로 65-20","25248","세인푸드","2025-03-17 11:26:44","U","2025-03-19 02:40:00","사료제조업(단미)","294119.345731254","439214.818214219","사료제조업","","0","000","0",
"476","사료제조업","02_04_05_P","6530000","642000050220220007","2022-02-07","","03","폐업","0002","폐업","2025-09-25","","","","","0","","강원특별자치도 원주시 지정면 신평리 881번지 8호","강원특별자치도 원주시 지정면 신평안터길 63","26348","몽꾸먹꾸","2025-09-25 16:56:24","U","2025-09-27 02:40:00","사료제조업(단미)","278429.235145997","432589.676712315","사료제조업","","0","000","0",
"477","사료제조업","02_04_05_P","6530000","642000050220050007","2005-12-20","","03","폐업","0002","폐업","2006-02-10","","","","0333438380","","225-807","강원특별자치도 횡성군 횡성읍 읍상리 374번지 4호","강원특별자치도 횡성군 횡성읍 화성로 27","25221","(주)ANP무역","2006-02-10 11:25:30","I","2023-06-13 00:00:00","사료제조업(수입)","287402.052327199","443914.191161332","사료제조업","","0","000","0",
"478","사료제조업","02_04_05_P","6530000","642000050220050008","2005-12-27","","03","폐업","0002","폐업","2019-06-18","","2019-06-18","","0337485988","","","강원특별자치도 원주시 태장동  2510번지","강원특별자치도 원주시 가현로 257 (태장동)","","미래산업(주)","2019-06-18 13:15:15","I","2023-06-13 00:00:00","사료제조업(단미)","283074.921755325","433776.460904829","사료제조업","","0","000","0",
"479","사료제조업","02_04_05_P","6530000","642000050220060003","2006-03-06","","03","폐업","0002","폐업","2006-07-18","","","","0332542901","","200-944","강원특별자치도 춘천시 퇴계동  857번지","강원특별자치도 춘천시 퇴계농공로 76 (퇴계동)","24427","(주)애드바이오텍(제2공장)","2006-07-17 19:46:41","I","2023-06-13 00:00:00","사료제조업(보조)","265273.488231511","482942.342963703","사료제조업","","0","000","0",
"480","사료제조업","02_04_05_P","6530000","642000050220060005","2006-05-01","","03","폐업","0002","폐업","2008-05-21","","","","0332621391","","200-944","강원특별자치도 춘천시 퇴계동  861번지 7호","","","파워피드","2008-05-21 11:17:21","I","2023-06-13 00:00:00","사료제조업(단미)","","","사료제조업","","0","000","0",
"481","사료제조업","02_04_05_P","6530000","642000050220060006","2006-05-11","","03","폐업","0002","폐업","2010-11-30","","","","0335215008","","240-230","강원특별자치도 동해시 구호동  243번지 8호","강원특별자치도 동해시 공단3로 18 (구호동)","25799","미래다믄","2010-11-30 18:10:45","I","2023-06-13 00:00:00","사료제조업(단미)","389553.216865761","443476.149583042","사료제조업","","0","000","0",
"482","사료제조업","02_04_05_P","6530000","642000050220060007","2006-06-15","","03","폐업","0002","폐업","2014-01-09","","","","0333447677","","225-802","강원특별자치도 횡성군 횡성읍 갈풍리 71번지 19호","강원특별자치도 횡성군 횡성읍 광학로 563","25238","코엔피드(Koen Feed)","2014-01-09 09:54:26","I","2023-06-13 00:00:00","사료제조업(수입)","285500.113061867","443167.670652105","사료제조업","","0","000","0",
"483","사료제조업","02_04_05_P","6530000","642000050220060010","2006-07-27","","03","폐업","0002","폐업","2022-03-03","","","","0333405912","0","225-802","강원특별자치도 횡성군 횡성읍 학곡리 255번지","강원특별자치도 횡성군 횡성읍 학오로 89","25210","횡성군 폐기물종합처리시설","2022-03-03 16:44:22","I","2023-06-13 00:00:00","사료제조업(단미)","285730.37130644","445787.884615455","사료제조업","","0","O00","0",
"484","사료제조업","02_04_05_P","6530000","642000050220060016","2006-12-20","","03","폐업","0002","폐업","2014-01-09","","","","0337610026","","220-934","강원특별자치도 원주시 관설동  1702번지 4호 2층","강원특별자치도 원주시 나비허리길 166 (관설동,2층)","26471","골든필드코리아(주)","2014-01-09 09:58:31","I","2023-06-13 00:00:00","사료제조업(수입)","285496.656352771","424491.701492048","사료제조업","","0","L00","0",
"485","사료제조업","02_04_05_P","6530000","642000050220090002","2009-03-31","","03","폐업","0002","폐업","2013-03-11","","","","0337488546","0","220-831","강원특별자치도 원주시 소초면 교항리 42번지","강원특별자치도 원주시 소초면 백배미길 8","26304","신성사료","2013-03-11 14:20:12","I","2023-06-13 00:00:00","사료제조업(단미)","292065.937209917","438148.635517653","사료제조업","","0","000","0",
"486","사료제조업","02_04_05_P","6530000","642000050220090003","2009-04-30","","03","폐업","0002","폐업","2011-12-21","","","","","","225-802","강원특별자치도 횡성군 횡성읍 묵계리 9-9번지","","","신성유지","2011-12-21 10:19:32","I","2023-06-13 00:00:00","사료제조업(수입)","","","사료제조업","","0","000","0",
"487","사료제조업","02_04_05_P","6530000","642000050220220010","2022-03-24","","03","폐업","0002","폐업","2025-03-12","","","","","0","","강원특별자치도 횡성군 우천면 법주리 738번지 0호","강원특별자치도 횡성군 우천면 우천제2농공단지로 65-53","","농업회사법인 주식회사 연꽃마을","2025-03-17 11:30:04","U","2025-03-19 02:40:00","사료제조업(단미)","294178.33343068","439010.071050617","사료제조업","","0","000","0",
"488","사료제조업","02_04_05_P","6530000","642000050220220011","2022-03-24","","03","폐업","0002","폐업","2025-03-13","","","","","0","","강원특별자치도 횡성군 우천면 법주리 738번지 0호","강원특별자치도 횡성군 우천면 우천제2농공단지로 65-53","","농업회사법인 주식회사 연꽃마을","2025-03-17 11:30:10","U","2025-03-19 02:40:00","사료제조업(단미)","294178.33343068","439010.071050617","사료제조업","","0","000","0",
"489","사료제조업","02_04_05_P","6530000","642000050220220012","2022-03-24","","03","폐업","0002","폐업","2025-03-12","","","","","0","","강원특별자치도 횡성군 우천면 법주리 738번지 0호","강원특별자치도 횡성군 우천면 우천제2농공단지로 65-53","","농업회사법인 주식회사 연꽃마을","2025-03-17 11:29:51","U","2025-03-19 02:40:00","사료제조업(배합)","294178.33343068","439010.071050617","사료제조업","","0","000","0",
"490","사료제조업","02_04_05_P","6530000","642000050220220013","2022-03-24","","03","폐업","0002","폐업","2025-09-12","","","","","","","강원특별자치도 철원군 갈말읍 신철원리 973번지 7호 105호","강원특별자치도 철원군 갈말읍 삼부연로 4-1, 105호","24048","철원고구마","2025-09-12 17:38:29","U","2025-09-14 02:40:00","사료제조업(단미)","226976.970284201","515814.103275844","사료제조업","","0","000","0",
"491","사료제조업","02_04_05_P","6530000","642000050220220046","2022-09-20","","03","폐업","0002","폐업","2024-05-08","","","","","","","강원특별자치도 속초시 교동  627번지 291호","강원특별자치도 속초시 번영로43번길 22, 가동 112호(교동)","24842","자미자미(ZAMI ZAMI)","2024-05-16 10:53:54","U","2024-05-18 02:40:00","사료제조업(단미)","338450.033458243","523727.233605853","사료제조업","","0","000","0",
"492","사료제조업","02_04_05_P","6530000","642000050220220050","2022-09-29","","03","폐업","0002","폐업","2025-03-17","","","","","0","","강원특별자치도 횡성군 우천면 법주리 738번지 0호 (주)연꽃마을영농조합법인지점","강원특별자치도 횡성군 우천면 우천제2농공단지로 65-53, (주)연꽃마을영농조합법인지점","","농업회사법인 주식회사 연꽃마을","2025-04-21 20:22:25","U","2025-04-23 02:40:00","사료제조업(단미)","294178.33343068","439010.071050617","사료제조업","","0","000","0",
"493","사료제조업","02_04_05_P","6530000","642000050220220053","2022-10-14","","03","폐업","0002","폐업","2024-09-10","","","","","","","강원특별자치도 강릉시 교동  1907번지 7호","강원특별자치도 강릉시 하슬라로 125, 1층(교동)","","개판오븐점","2024-09-12 08:59:30","U","2024-09-14 02:40:00","사료제조업(단미)","364990.586666085","474846.453873902","사료제조업","","0","000","0",
"494","사료제조업","02_04_05_P","6530000","642000050220070001","2007-01-18","","03","폐업","0002","폐업","2015-05-22","","","","0333420949","","225-815","강원특별자치도 횡성군 우천면 하궁리 123번지","강원특별자치도 횡성군 우천면 경강로 3855","","연희목재화학공업사","2015-05-22 13:03:19","I","2023-06-13 00:00:00","사료제조업(보조)","301480.34163989","444367.678108676","사료제조업","","0","000","0",
"495","사료제조업","02_04_05_P","6530000","642000050220070003","2007-02-02","","03","폐업","0002","폐업","2019-08-01","","","","0334061003","","","169번지","강원특별자치도 홍천군 동면 수타사로 178-4","","주식회사 황샘","2019-08-01 11:02:09","I","2023-06-13 00:00:00","사료제조업(단미)","","","사료제조업","","0","000","0",
"496","사료제조업","02_04_05_P","6530000","642000050220200030","2020-09-22","","03","폐업","0002","폐업","2021-11-30","","","","0333757355","","","강원특별자치도 영월군 북면 연덕리 861번지 0호","강원특별자치도 영월군 북면 원동재로 977-40, B동","","포미펫","2021-12-02 14:42:55","I","2023-06-13 00:00:00","사료제조업(단미)","","","사료제조업","","0","000","0",
"497","사료제조업","02_04_05_P","6530000","642000050220200032","2020-11-09","","03","폐업","0002","폐업","2022-06-21","","","","","","","강원특별자치도 강릉시 입암동  498번지 1호","강원특별자치도 강릉시 용지로 42 (입암동)","25580","몽슐랭","2022-06-21 15:32:53","I","2023-06-13 00:00:00","사료제조업(단미)","368318.555614485","474267.228241237","사료제조업","","0","000","0",
"498","사료제조업","02_04_05_P","6530000","642000050220200033","2020-11-16","","03","폐업","0002","폐업","2025-09-12","","","","","","","강원특별자치도 원주시 단계동  123번지 39호","강원특별자치도 원주시 원문로137번길 19 (단계동)","","반작 작업실","2025-09-12 17:38:22","U","2025-09-14 02:40:00","사료제조업(단미)","282587.470444575","428434.224355664","사료제조업","","0","000","0",
"499","사료제조업","02_04_05_P","6530000","642000050220200034","2020-11-20","","03","폐업","0002","폐업","2023-03-20","","","","","","","강원특별자치도 동해시 천곡동  967번지 20호 유토피아 101호","강원특별자치도 동해시 감추2길 19, 유토피아 1층 101호 (천곡동)","","오늘, 간식","2023-03-20 15:26:58","I","2023-06-13 00:00:00","사료제조업(단미)","387347.845430885","448186.715874208","사료제조업","","0","000","0",
"500","사료제조업","02_04_05_P","6530000","642000050220090004","2009-06-03","","03","폐업","0002","폐업","2024-11-25","","","","0337316336","0","","강원특별자치도 원주시 관설동  1668번지 3호","강원특별자치도 원주시 라옹정길 74-16 (관설동)","26471","한 바이오","2024-11-26 18:32:58","U","2024-11-28 02:40:00","사료제조업(보조)","285073.859847159","424859.262730794","사료제조업","","0","000","0",
"501","사료제조업","02_04_05_P","6530000","642000050220090005","2009-07-02","","03","폐업","0002","폐업","2020-02-28","","","","0332570156","0","","강원특별자치도 춘천시 후평동  623번지 39호","강원특별자치도 춘천시 후석로462번길 11 (후평동)","","춘천축산농협 바이오사료공장","2020-03-06 09:10:58","I","2023-06-13 00:00:00","사료제조업(배합)","265202.32588348","487913.418974024","사료제조업","","0","000","0",
"502","사료제조업","02_04_05_P","6530000","642000050220090008","2009-09-18","","03","폐업","0002","폐업","2016-01-07","","","","0337660511","0","","강원특별자치도 원주시 태장동  1720번지 38호 원주창업보육센터 D-6","강원특별자치도 원주시 태장공단길 51 (태장동,원주창업보육센터 D-6)","","(주)엠에이피","2016-01-22 15:30:17","I","2023-06-13 00:00:00","사료제조업(단미)","283625.699781089","433820.035230822","사료제조업","","0","000","0",
"503","사료제조업","02_04_05_P","6530000","642000050220090009","2009-10-14","","03","폐업","0002","폐업","2011-11-01","","","","","","210-340","강원특별자치도 강릉시 대전동  강릉과학산업단지 가-14-1 강릉과학산업진흥원 103호","","","(주)아쿠아틱피드","2011-11-02 10:04:31","I","2023-06-13 00:00:00","사료제조업(보조)","","","사료제조업","","0","000","0",
"504","사료제조업","02_04_05_P","6530000","642000050220090010","2009-10-14","","03","폐업","0002","폐업","2011-11-01","","","","","","210-340","강원특별자치도 강릉시 대전동  강릉과학산업단지 가-14-1 강릉과학산업진흥원 103호","","","(주)아쿠아틱피드","2011-11-02 10:03:12","I","2023-06-13 00:00:00","사료제조업(단미)","","","사료제조업","","0","000","0",
"505","사료제조업","02_04_05_P","6530000","642000050220090011","2009-10-14","","03","폐업","0002","폐업","2011-11-01","","","","","","210-340","강원특별자치도 강릉시 대전동  강릉과학산업단지 가-14-1 강릉과학산업진흥원 103호","","","(주)아쿠아틱피드","2011-11-02 10:02:28","I","2023-06-13 00:00:00","사료제조업(단미)","","","사료제조업","","0","000","0",
"506","사료제조업","02_04_05_P","6530000","642000050220090013","2009-11-02","","03","폐업","0002","폐업","2012-04-16","","","","","","210-821","강원특별자치도 강릉시 강동면 모전리 739번지","강원특별자치도 강릉시 강동면 단경로 256-12","25627","강릉발효사료영농조합법인","2012-04-16 15:01:34","I","2023-06-13 00:00:00","사료제조업(보조)","371767.515779416","469322.943722765","사료제조업","","0","L00","0",
"507","사료제조업","02_04_05_P","6530000","642000050220140019","2014-12-01","","03","폐업","0002","폐업","2020-03-05","","","","0337332347","0","","강원특별자치도 원주시 단계동  908번지 4호 1층","강원특별자치도 원주시 이화1길 38-11 (단계동)","","도그커피","2020-03-05 17:54:08","I","2023-06-13 00:00:00","사료제조업(단미)","282761.623145571","427019.803355519","사료제조업","","0","000","0",
"508","사료제조업","02_04_05_P","6530000","642000050220140020","2014-12-01","","03","폐업","0002","폐업","2020-03-05","","","","0337332347","0","","강원특별자치도 원주시 단계동  908번지 4호 1층","강원특별자치도 원주시 이화1길 38-11 (단계동)","","도그커피","2020-03-05 17:55:50","I","2023-06-13 00:00:00","사료제조업(단미)","282761.623145571","427019.803355519","사료제조업","","0","000","0",
"509","사료제조업","02_04_05_P","6530000","642000050220150004","2015-02-10","","03","폐업","0002","폐업","2015-08-10","","","","","","","강원특별자치도 원주시 문막읍 건등리 1699번지 1호","강원특별자치도 원주시 건등로 43-4","","슬로우 도그 푸드","2015-08-10 16:24:06","I","2023-06-13 00:00:00","사료제조업(단미)","272649.684583235","423902.712634765","사료제조업","","0","000","0",
"510","사료제조업","02_04_05_P","6530000","642000050220150005","2015-02-10","","03","폐업","0002","폐업","2015-08-10","","","","","","","강원특별자치도 원주시 문막읍 건등리 1699번지 1호","강원특별자치도 원주시 건등로 43-4","","슬로우 도그 푸드","2015-08-10 16:22:49","I","2023-06-13 00:00:00","사료제조업(단미)","272649.684583235","423902.712634765","사료제조업","","0","000","0",
"511","사료제조업","02_04_05_P","6530000","642000050220150006","2015-02-10","","03","폐업","0002","폐업","2015-08-10","","","","","","","강원특별자치도 원주시 문막읍 건등리 1699번지 1호","강원특별자치도 원주시 건등로 43-4","","슬로우 도그 푸드","2015-08-10 16:23:47","I","2023-06-13 00:00:00","사료제조업(단미)","272649.684583235","423902.712634765","사료제조업","","0","000","0",
"512","사료제조업","02_04_05_P","6530000","642000050220150007","2015-02-10","","03","폐업","0002","폐업","2015-08-10","","","","","","","강원특별자치도 원주시 문막읍 건등리 1699번지 1호","강원특별자치도 원주시 건등로 43-4","26370","슬로우 도그 피드","2015-08-10 19:01:36","I","2023-06-13 00:00:00","사료제조업(단미)","272649.684583235","423902.712634765","사료제조업","","0","000","0",
"513","사료제조업","02_04_05_P","6530000","642000050220200040","2020-12-28","","03","폐업","0002","폐업","2025-09-05","","","","","0","","강원특별자치도 화천군 하남면 원천리 1146번지 12호","강원특별자치도 화천군 하남면 공단길 80-30","","위농 영농조합법인","2025-09-06 07:09:05","U","2025-09-08 02:40:00","사료제조업(단미)","258036.587341026","505797.470885326","사료제조업","","0","000","0",
"514","사료제조업","02_04_05_P","6530000","642000050220210023","2021-04-08","","03","폐업","0002","폐업","2025-03-12","","","","","","","강원특별자치도 횡성군 우천면 법주리 726번지 0호","강원특별자치도 횡성군 우천면 우천제2농공단지로 65-20","25248","세인푸드","2025-03-17 13:17:07","U","2025-03-19 02:40:00","사료제조업(단미)","294119.345731254","439214.818214219","사료제조업","","0","000","0",
"515","사료제조업","02_04_05_P","6530000","642000050220210024","2021-04-08","","03","폐업","0002","폐업","2025-03-12","","","","","","","강원특별자치도 횡성군 우천면 법주리 726번지 0호","강원특별자치도 횡성군 우천면 우천제2농공단지로 65-20","25248","세인푸드","2025-03-17 11:29:34","U","2025-03-19 02:40:00","사료제조업(단미)","294119.345731254","439214.818214219","사료제조업","","0","000","0",
"516","사료제조업","02_04_05_P","6530000","642000050220210025","2021-04-14","","03","폐업","0002","폐업","2024-09-10","","","","","","","강원특별자치도 강릉시 사천면 노동리 453번지 2호","강원특별자치도 강릉시 사천면 중앙서로 240-34","","다존","2024-09-12 09:00:22","U","2024-09-14 02:40:00","사료제조업(단미)","361245.85218072","480341.226559589","사료제조업","","0","000","0",
"517","사료제조업","02_04_05_P","6530000","642000050220210026","2021-04-14","","03","폐업","0002","폐업","2024-09-10","","","","","","","강원특별자치도 강릉시 사천면 노동리 453번지 2호","강원특별자치도 강릉시 사천면 중앙서로 240-34","","다존","2024-09-12 09:00:43","U","2024-09-14 02:40:00","사료제조업(단미)","361245.85218072","480341.226559589","사료제조업","","0","000","0",
"518","사료제조업","02_04_05_P","6530000","642000050220210029","2021-04-28","","03","폐업","0002","폐업","2025-08-05","","","","","0","","강원특별자치도 원주시 판부면 서곡리 1997번지 15호","강원특별자치도 원주시 판부면 매봉길 36-7","","멍방구","2025-08-05 16:08:52","U","2025-08-07 02:40:00","사료제조업(단미)","283628.232348157","424692.3144242","사료제조업","","0","000","0",
"519","사료제조업","02_04_05_P","6530000","642000050220210039","2021-05-31","","03","폐업","0002","폐업","2025-03-13","","","","","","","강원특별자치도 횡성군 우천면 법주리 726번지 0호","강원특별자치도 횡성군 우천면 우천제2농공단지로 65-20","25248","세인푸드","2025-03-17 11:27:10","U","2025-03-19 02:40:00","사료제조업(단미)","294119.345731254","439214.818214219","사료제조업","","0","000","0",
"520","사료제조업","02_04_05_P","6530000","642000050220150011","2015-04-13","","03","폐업","0002","폐업","2024-09-09","","","","0333748707","","","강원특별자치도 영월군 북면 문곡리 2066번지","강원특별자치도 영월군 강구길 50-23","","강원목초산업","2024-09-12 08:57:38","U","2024-09-14 02:40:00","사료제조업(보조)","326175.899210892","414804.927910584","사료제조업","","0","000","0",
"521","사료제조업","02_04_05_P","6530000","642000050220150012","2015-04-13","","03","폐업","0002","폐업","2024-09-09","","","","0333748707","","","강원특별자치도 영월군 북면 문곡리 2066번지","강원특별자치도 영월군 강구길 50-23","","강원목초산업","2024-09-12 08:57:18","U","2024-09-14 02:40:00","사료제조업(보조)","326175.899210892","414804.927910584","사료제조업","","0","000","0",
"522","사료제조업","02_04_05_P","6530000","642000050220150015","2015-05-18","","03","폐업","0002","폐업","2016-01-07","","","","0337660511","","","강원특별자치도 원주시 태장동  1720번지 38호","강원특별자치도 원주시 태장공단길 51 (태장동)","26311","(주)엠에이피","2016-01-08 08:59:32","I","2023-06-13 00:00:00","사료제조업(보조)","283625.699781089","433820.035230822","사료제조업","","0","000","0",
"523","사료제조업","02_04_05_P","6530000","642000050220220023","2022-05-16","","03","폐업","0002","폐업","2025-05-15","","","","07040700542","","","강원특별자치도 태백시 황지동  92번지 3호","강원특별자치도 태백시 황지로 8(황지동)","","댕키친","2025-05-15 17:14:52","U","2025-05-17 02:40:00","사료제조업(단미)","376684.666879339","408272.07785767","사료제조업","","0","000","0",
"524","사료제조업","02_04_05_P","6530000","642000050220220026","2022-05-26","","03","폐업","0002","폐업","2024-01-12","","","","","","","강원특별자치도 원주시 관설동  1702번지 5호","강원특별자치도 원주시 나비허리길 168(관설동)","26471","멍찌","2024-01-26 17:33:38","U","2024-01-28 02:40:00","사료제조업(단미)","285505.483931114","424482.126862925","사료제조업","","0","000","0",
"525","사료제조업","02_04_05_P","6530000","642000050220210041","2021-06-03","","03","폐업","0002","폐업","2025-08-14","","","","0335441733","","","강원특별자치도 태백시 황지동  91번지 4호","강원특별자치도 태백시 황지로 6, 1층 (황지동)","26021","기미상궁","2025-08-18 10:28:33","U","2025-08-20 02:40:00","사료제조업(단미)","376676.106119683","408259.046659258","사료제조업","","0","000","0",
"526","사료제조업","02_04_05_P","6530000","642000050220100009","2010-05-13","","03","폐업","0002","폐업","2014-01-14","","","","","","220-944","강원특별자치도 원주시 단구동  1545번지 2호 302호","강원특별자치도 원주시 천매봉길 82-16, 302호 (단구동)","26483","바른상사","2014-01-14 15:47:53","I","2023-06-13 00:00:00","사료제조업(수입)","283477.504414345","425055.185081899","사료제조업","","0","000","0",
"527","사료제조업","02_04_05_P","6530000","642000050220170004","2017-03-29","","03","폐업","0002","폐업","2018-09-04","","","","","0","","강원특별자치도 영월군 영월읍 팔괴리 714번지 2호","강원특별자치도 영월군 영월읍 팔괴로 275","","파머스컴퍼니","2018-09-04 19:02:00","I","2023-06-13 00:00:00","사료제조업(단미)","330304.419545675","407230.39853033","사료제조업","","0","000","0",
"528","사료제조업","02_04_05_P","6530000","642000050220170005","2017-03-29","","03","폐업","0002","폐업","2018-09-04","","","","","0","","강원특별자치도 영월군 영월읍 팔괴리 714번지 2호","강원특별자치도 영월군 영월읍 팔괴로 275","","파머스컴퍼니","2018-09-04 19:02:13","I","2023-06-13 00:00:00","사료제조업(단미)","330304.419545675","407230.39853033","사료제조업","","0","000","0",
"529","사료제조업","02_04_05_P","6530000","642000050220170006","2017-03-30","","03","폐업","0002","폐업","2018-09-04","","","","","0","","강원특별자치도 영월군 영월읍 팔괴리 714번지 2호","강원특별자치도 영월군 영월읍 팔괴로 275","","파머스컴퍼니","2018-09-04 19:02:28","I","2023-06-13 00:00:00","사료제조업(단미)","330304.419545675","407230.39853033","사료제조업","","0","000","0",
"530","사료제조업","02_04_05_P","6530000","642000050220170007","2017-04-10","","03","폐업","0002","폐업","2019-12-28","","","","0333437787","","","강원특별자치도 횡성군 공근면 초원리 109번지 15호","강원특별자치도 횡성군 공근면 경강로초원6길 60","25209","세븐브로이 맥주 주식회사","2019-12-02 17:31:11","I","2023-06-13 00:00:00","사료제조업(보조)","282027.227511607","446889.93663407","사료제조업","","0","000","0",
"531","사료제조업","02_04_05_P","6530000","642000050220170010","2017-05-12","","03","폐업","0002","폐업","2025-09-25","","","","0336825770","","","강원특별자치도 고성군 죽왕면 향목리 235번지 1호","강원특별자치도 고성군 죽왕면 향목서길 20","","가온푸드팜(주)","2025-09-25 16:56:16","U","2025-09-27 02:40:00","사료제조업(배합)","329419.709748461","542459.212927088","사료제조업","","0","000","0",
"532","사료제조업","02_04_05_P","6530000","642000050220170013","2017-06-28","","03","폐업","0002","폐업","2019-05-14","","","","","0","","강원특별자치도 원주시 태장동  551번지 삼정백조아파트상가 1층 107,108호","강원특별자치도 원주시 흥양로102번길 20, 1층 (태장동,삼정백조아파트상가107,108호)","","슈슈앙","2019-05-15 11:05:03","I","2023-06-13 00:00:00","사료제조업(단미)","284767.524126103","431444.125058169","사료제조업","","0","000","0",
"533","사료제조업","02_04_05_P","6530000","642000050220170014","2017-06-28","","03","폐업","0002","폐업","2019-05-14","","","","","0","","강원특별자치도 원주시 태장동  551번지 삼정백조아파트상가 107,108호","강원특별자치도 원주시 흥양로102번길 20, 1층 (태장동,삼정백조아파트상가107,108호)","","슈슈앙","2019-05-14 15:45:41","I","2023-06-13 00:00:00","사료제조업(단미)","284767.524126103","431444.125058169","사료제조업","","0","000","0",
"534","사료제조업","02_04_05_P","6530000","642000050220170015","2017-06-28","","03","폐업","0002","폐업","2019-05-14","","","","","0","","강원특별자치도 원주시 태장동  551번지 삼정백조아파트상가 107,108호","강원특별자치도 원주시 흥양로102번길 20, 1층 (태장동,삼정백조아파트상가107,108호)","","슈슈앙","2019-05-14 15:46:01","I","2023-06-13 00:00:00","사료제조업(단미)","284767.524126103","431444.125058169","사료제조업","","0","000","0",
"535","사료제조업","02_04_05_P","6530000","642000050220110004","2011-10-07","","03","폐업","0002","폐업","2019-08-08","","","","0336613560","","","강원특별자치도 강릉시 주문진읍 교항리 914번지 10호","강원특별자치도 강릉시 주문진읍 애골길 38","","(주)세민수산","2019-08-09 16:46:49","I","2023-06-13 00:00:00","사료제조업(단미)","359829.442007928","488884.606517911","사료제조업","","0","000","0",
"536","사료제조업","02_04_05_P","6530000","642000050220210042","2021-06-15","","03","폐업","0002","폐업","2025-02-27","","","","0337315766","0","","강원특별자치도 원주시 문막읍 포진리 61번지 0호","강원특별자치도 원주시 문막읍 귀문로 1356-31","","문막농협미곡종합처리장","2025-03-04 18:11:25","U","2025-03-06 02:40:00","사료제조업(단미)","272922.294587511","420553.475113625","사료제조업","","0","000","0",
"537","사료제조업","02_04_05_P","6530000","642000050220210043","2021-06-15","","03","폐업","0002","폐업","2025-08-22","","","","0335541733","","","강원특별자치도 태백시 황지동  91번지 4호","강원특별자치도 태백시 황지로 6 (황지동)","26021","기미상궁","2025-08-25 10:44:14","U","2025-08-27 02:40:00","사료제조업(단미)","376676.106119683","408259.046659258","사료제조업","","0","000","0",
"538","사료제조업","02_04_05_P","6530000","642000050220210046","2021-06-21","","03","폐업","0002","폐업","2021-11-18","","","","0334553970","","","강원특별자치도 철원군 동송읍 오덕리 687번지 0호","강원특별자치도 철원군 동송읍 오덕로 97","24010","철원새마을금고","2021-11-18 14:51:37","I","2023-06-13 00:00:00","사료제조업(단미)","219982.374186719","523994.351226936","사료제조업","","0","000","0",
"539","사료제조업","02_04_05_P","6530000","642000050220210050","2021-07-01","","03","폐업","0002","폐업","2023-05-22","","","","0334348391","","","강원특별자치도 홍천군 북방면 화동리 543번지 0호","강원특별자치도 홍천군 북방면 두개비산로 304","","홍천농협미곡종합처리장","2024-01-08 10:37:52","U","2024-01-10 02:40:00","사료제조업(단미)","275428.955764411","467333.312755413","사료제조업","","0","000","0",
