"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업종구분명","자본금의규모","사업자등록번호",
"382","후원방문판매업체","08_26_05_P","6530000","20236530000301000028","2023-05-17","","03","폐업","4","폐업","2025-01-06","","","","","","26034","강원특별자치도 태백시 황지동  ***번지 *호 중앙하이츠 ***동 ***호","강원특별자치도 태백시 대학길 **, ***동 ***호 (황지동, 중앙하이츠)","","인셀덤 블루아쿠아 Ⅱ","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","375593.527374049","408425.879562895","후원방문판매업","0","3750802548",
"383","후원방문판매업체","08_26_05_P","6530000","20236530000301000029","2023-05-23","","03","폐업","4","폐업","2024-07-09","","","","","","25766","강원특별자치도 동해시 천곡동  ****번지 *호 효성타운*차 ***호","강원특별자치도 동해시 샘실*길 *, ***호 (천곡동, 효성타운*차)","","시투안동해묵호아아","2024-07-19 00:00:00","U","2024-07-21 02:40:00","","386066.966336463","448558.257013093","후원방문판매업","0","8664300799",
"384","후원방문판매업체","08_26_05_P","6530000","20136530000301000153","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","210-930","강원특별자치도 강릉시 노암동  ***번지 **호","강원특별자치도 강릉시 율곡로 ****-* (노암동)","","마임 노암지사","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","367740.31157402","473947.57185799","후원방문판매업","0","",
"385","후원방문판매업체","08_26_05_P","6530000","20226530000301000011","2022-02-15","","03","폐업","4","폐업","2023-08-01","","","","","","26485","강원특별자치도 원주시 단구동  ****번지 **호 동보노빌리티타워골드 ****호","강원특별자치도 원주시 서원대로 ***, 동보노빌리티타워골드 ****호(단구동)","","인셀덤 원주점","2023-08-03 00:00:00","U","2023-08-05 02:40:00","","284326.406264379","425591.798715681","후원방문판매업","0","2960602431",
"386","후원방문판매업체","08_26_05_P","6530000","20226530000301000012","2022-02-15","","03","폐업","4","폐업","2022-04-18","","","","","","24846","강원특별자치도 속초시 교동  ***번지 **호","강원특별자치도 속초시 수복로 **(교동)","","인셀덤 빛나 미소 속초점","2022-04-20 00:00:00","I","2023-06-16 00:19:48","","338259.829444516","523104.236532736","후원방문판매업","0","8623001267",
"387","후원방문판매업체","08_26_05_P","6530000","20226530000301000013","2022-02-15","","03","폐업","4","폐업","2025-01-06","","","","","","25536","강원특별자치도 강릉시 홍제동  ****번지 *호 홍제힐스테이트아파트 ***동 ***호","강원특별자치도 강릉시 토성로 **, ***동 ***호(홍제동, 홍제 힐스테이트아파트)","","라이프닝 인셀덤","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","365772.731129072","473708.411803267","후원방문판매업","0","4901701836",
"388","후원방문판매업체","08_26_05_P","6530000","20226530000301000014","2022-03-14","","03","폐업","4","폐업","2024-02-01","","","","","","26391","강원특별자치도 원주시 무실동  ****번지 *호 영신프라자 ***호","강원특별자치도 원주시 시청로 **, 영신프라자 ***호(무실동)","","원주오락실","2024-02-08 00:00:00","U","2024-02-11 02:40:00","","282212.867026178","426408.618514418","후원방문판매업","0","3352701692",
"389","후원방문판매업체","08_26_05_P","6530000","20226530000301000016","2022-03-14","","03","폐업","4","폐업","2022-05-20","","","","","","24343","강원특별자치도 춘천시 효자동  ***번지 **호","강원특별자치도 춘천시 공지로***번길 **(효자동)","","뷰티플러스","2022-05-25 00:00:00","I","2023-06-16 00:19:48","","264720.753044142","484999.219642499","후원방문판매업","0","2072170117",
"390","후원방문판매업체","08_26_05_P","6530000","20226530000301000017","2022-03-14","","03","폐업","4","폐업","2024-07-01","","","","","","25530","강원특별자치도 강릉시 임당동  *번지 *호","강원특별자치도 강릉시 강릉대로***번안길 *-*(임당동)","","인셀덤 린다","2024-07-03 00:00:00","U","2024-07-05 02:40:00","","366932.007647642","474512.536171238","후원방문판매업","0","4480902353",
"391","후원방문판매업체","08_26_05_P","6530000","20226530000301000018","2022-03-14","","03","폐업","4","폐업","2025-01-06","","","","","","24819","강원특별자치도 속초시 교동  ****번지 *호 씨티프라디움 ***동 ****호","강원특별자치도 속초시 미시령로 ****, ***동 ****호(교동, 씨티프라디움)","","프로인셀덤","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","337374.097244971","523668.953599935","후원방문판매업","0","4991201880",
"392","후원방문판매업체","08_26_05_P","6530000","20226530000301000019","2022-03-14","","03","폐업","4","폐업","2024-08-01","","","","","","25449","강원특별자치도 강릉시 성산면 금산리 ***번지 *호","강원특별자치도 강릉시 성산면 솔밭길 **","","빌더 인셀덤","2024-08-13 00:00:00","U","2024-08-15 02:40:00","","363222.298888771","471842.936603559","후원방문판매업","0","8471401652",
"393","후원방문판매업체","08_26_05_P","6530000","20226530000301000020","2022-03-14","","03","폐업","4","폐업","2024-10-02","","","","","","31158","충청남도 천안시 서북구 백석동  ***번지 *호 주공그린빌**단지*차아파트 ***동 ***호","충청남도 천안시 서북구 백석*로 **, ***동 ***호 (백석동, 주공그린빌**단지*차아파트)","","인셀덤이레 춘천지점","2024-10-10 00:00:00","U","2024-10-12 02:40:00","","210588.885619784","368969.251944862","후원방문판매업","0","2022019156",
"394","후원방문판매업체","08_26_05_P","6530000","20226530000301000022","2022-03-18","","03","폐업","4","폐업","2024-08-07","","","","","","25446","강원특별자치도 강릉시 성산면 송암리 ***번지 *호","강원특별자치도 강릉시 성산면 송두길 ***-*","","파이진 최순남","2024-08-13 00:00:00","U","2024-08-15 02:40:00","","361894.513619916","476907.443161013","후원방문판매업","0","6122463880",
"395","후원방문판매업체","08_26_05_P","6530000","20226530000301000023","2022-03-18","","03","폐업","4","폐업","2024-08-08","","","","","","25514","강원특별자치도 강릉시 교동  ****번지 *호 교동*차현대아파트 ***동 ****호","강원특별자치도 강릉시 교동광장로 ***-**, ***동 ****호(교동, 교동 *차 현대아파트)","","파이진 신경희","2024-08-13 00:00:00","U","2024-08-15 02:40:00","","365637.773633797","475047.87568","후원방문판매업","0","1690602240",
"396","후원방문판매업체","08_26_05_P","6530000","20226530000301000024","2022-04-14","","03","폐업","4","폐업","2025-01-06","","","","","","25305","강원특별자치도 평창군 봉평면 무이리 ***번지 *호","강원특별자치도 평창군 봉평면 백운동길 ***-*","","헬로평창 인셀덤","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","317645.279679679","457435.848817732","후원방문판매업","0","2334000912",
"397","후원방문판매업체","08_26_05_P","6530000","20226530000301000025","2022-04-14","","03","폐업","4","폐업","2025-01-06","","","","","","26354","강원특별자치도 원주시 지정면 가곡리 ****번지 *호 ***호","강원특별자치도 원주시 지정면 신지정로 ***, ***호","","안녕,인셀덤","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","","","후원방문판매업","0","5832700986",
"398","후원방문판매업체","08_26_05_P","6530000","20226530000301000026","2022-04-14","","03","폐업","4","폐업","2023-07-03","","","","","","25536","강원특별자치도 강릉시 홍제동  ****번지 *호 홍제힐스테이트아파트 ***동 ***호","강원특별자치도 강릉시 토성로 **, ***동 ***호(홍제동, 홍제 힐스테이트아파트)","","인셀덤스마일","2024-07-26 00:00:00","U","2024-07-28 02:40:00","","365772.731129072","473708.411803267","후원방문판매업","0","5514200852",
"399","후원방문판매업체","08_26_05_P","6530000","20226530000301000027","2022-04-14","","03","폐업","4","폐업","2025-01-06","","","","","","25504","강원특별자치도 강릉시 교동  ***번지 *호 ***호","강원특별자치도 강릉시 임영로 ***, ***호 (교동)","","인셀덤 코리아","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","366619.925779334","474549.264521768","후원방문판매업","0","7403301032",
"400","후원방문판매업체","08_26_05_P","6530000","20226530000301000074","2022-10-17","","03","폐업","4","폐업","2024-09-26","","","","","","26385","강원특별자치도 원주시 무실동  ****번지 *호 ***호","강원특별자치도 원주시 섬밭들*길 *-*, *층 ***호(무실동)","","새미인셀덤","2024-10-14 00:00:00","U","2024-10-16 02:40:00","","281722.487690581","426179.665943536","후원방문판매업","0","2171292310",
"401","후원방문판매업체","08_26_05_P","6530000","20226530000301000075","2022-10-17","","03","폐업","4","폐업","2024-04-01","","","","","","26370","강원특별자치도 원주시 문막읍 건등리 ****번지 *호","강원특별자치도 원주시 문막읍 원문로 ****","","뷰티퀸","2024-04-04 00:00:00","U","2024-04-06 02:40:00","","272580.418579659","423531.176020514","후원방문판매업","0","2395400635",
"402","후원방문판매업체","08_26_05_P","6530000","20226530000301000076","2022-10-17","","03","폐업","4","폐업","2024-01-12","","","","","","25506","강원특별자치도 강릉시 교동  ***번지 **호","강원특별자치도 강릉시 화부산로 *, *층(교동)","","더케이인셀덤","2024-01-23 00:00:00","U","2024-01-25 02:40:00","","366176.573470292","474448.259840133","후원방문판매업","0","3767100533",
"403","후원방문판매업체","08_26_05_P","6530000","20226530000301000078","2022-11-14","","03","폐업","4","폐업","2024-03-04","","","","","","26479","강원특별자치도 원주시 명륜동  ***번지 *호 한솔솔파크 ***동 ***호","강원특별자치도 원주시 한지공원길 ***, ***동 ***호(명륜동, 한솔솔파크)","","인셀덤 글라라","2024-03-05 00:00:00","U","2024-03-07 02:40:00","","283160.048246767","426176.706226659","후원방문판매업","0","3672001991",
"404","후원방문판매업체","08_26_05_P","6530000","20226530000301000079","2022-11-14","","03","폐업","4","폐업","2023-06-08","","","","","","25109","강원특별자치도 홍천군 남면 시동리 ***번지 **호","강원특별자치도 홍천군 남면 망덕산로 ***","","미소대리점","2023-06-08 00:00:00","I","2023-06-16 00:19:48","","273734.193341255","452442.848379625","후원방문판매업","0","6390102934",
"405","후원방문판매업체","08_26_05_P","6530000","20226530000301000080","2022-11-14","","03","폐업","4","폐업","2024-06-05","","","","","","25522","강원특별자치도 강릉시 홍제동  ****번지 *호 LH미디어촌*단지아파트 ***동 ****호","강원특별자치도 강릉시 선수촌로 **, ***동 ****호(홍제동, LH미디어촌*단지아파트)","","인셀덤 강릉","2024-06-11 00:00:00","U","2024-06-13 02:40:00","","364511.120807502","473904.65492808","후원방문판매업","0","6364900813",
"406","후원방문판매업체","08_26_05_P","6530000","20226530000301000081","2022-11-14","","03","폐업","4","폐업","2024-06-20","","","","","","26155","강원특별자치도 정선군 고한읍 고한리 ***번지 **호 ***호","강원특별자치도 정선군 고한읍 고한로 **, ***호","","아이리스 인셀덤","2024-06-25 00:00:00","U","2024-06-27 02:40:00","","","","후원방문판매업","0","1480402614",
"407","후원방문판매업체","08_26_05_P","6530000","20226530000301000082","2022-11-14","","03","폐업","4","폐업","2024-05-31","","","","","","25469","강원특별자치도 강릉시 초당동  **번지 **호 ***호","강원특별자치도 강릉시 초당원길 **-*, ***호(초당동)","","인셀덤슈퍼스타","2024-06-11 00:00:00","U","2024-06-13 02:40:00","","368751.75290981","477599.574297835","후원방문판매업","0","7510802174",
"408","후원방문판매업체","08_26_05_P","6530000","20226530000301000083","2022-11-14","","03","폐업","4","폐업","2024-12-31","","","","","","25377","강원특별자치도 평창군 평창읍 종부리 ***번지 *호","강원특별자치도 평창군 평창읍 종부로 ***","","해피평창인셀덤 서울본부대리점","2025-02-05 00:00:00","U","2025-02-07 02:40:00","","","","후원방문판매업","0","5714600984",
"409","후원방문판매업체","08_26_05_P","6530000","20226530000301000084","2022-11-18","","03","폐업","4","폐업","2024-08-08","","","","","","25549","강원특별자치도 강릉시 옥천동  ***번지 **호 ***호","강원특별자치도 강릉시 경강로 ****, *층 ***호(옥천동)","","드레스대여점수파이진수","2024-08-13 00:00:00","U","2024-08-15 02:40:00","","367749.224316719","474892.790562623","후원방문판매업","0","7145900581",
"410","후원방문판매업체","08_26_05_P","6530000","20226530000301000028","2022-04-14","","03","폐업","4","폐업","2022-08-01","","","","","","25615","강원특별자치도 강릉시 입암동  ***번지 *호 입암*주공아파트 ***동 ***호","강원특별자치도 강릉시 성덕포남로 **, ***동 ***호(입암동, 입암*주공아파트)","","미라클 오브 인셀덤","2022-08-04 00:00:00","I","2023-06-16 00:19:48","","369019.727326647","474646.62467333","후원방문판매업","0","6826100574",
"411","후원방문판매업체","08_26_05_P","6530000","20226530000301000029","2022-04-14","","03","폐업","4","폐업","2025-01-06","","","","","","24875","강원특별자치도 속초시 조양동  ****번지 *호 부영아파트 ***동 ***호","강원특별자치도 속초시 청대로***번길 **, ***동 ***호(조양동, 부영아파트)","","속초인셀덤 윤은경","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","338484.632342258","521799.808504864","후원방문판매업","0","3414500843",
"412","후원방문판매업체","08_26_05_P","6530000","20226530000301000030","2022-04-21","","03","폐업","4","폐업","2024-10-08","","","","","","25616","강원특별자치도 강릉시 입암동  ***번지 *호 강릉입암동금호어울림아파트 ***동 ****호","강원특별자치도 강릉시 성덕로 ***-**, ***동 ****호(입암동, 강릉입암동금호어울림아파트)","","파이진유정미대리점","2024-10-14 00:00:00","U","2024-10-16 02:40:00","","369046.172242648","474082.138193072","후원방문판매업","0","5612401252",
"413","후원방문판매업체","08_26_05_P","6530000","20226530000301000031","2022-04-26","","03","폐업","4","폐업","2024-05-10","","","","","","25922","강원특별자치도 삼척시 당저동  *번지 **호 수성빌딩","강원특별자치도 삼척시 봉황로 ***, 수성빌딩 *층(당저동)","","인셀덤 비.채.나","2024-05-17 00:00:00","U","2024-05-19 02:40:00","","392019.435004777","440587.410199701","후원방문판매업","0","3751001843",
"414","후원방문판매업체","08_26_05_P","6530000","20226530000301000032","2022-05-06","","03","폐업","4","폐업","2024-07-31","","","","","","25333","강원특별자치도 평창군 진부면 하진부리 ***번지 *호 영화연립 가동 ***호","강원특별자치도 평창군 진부면 석두로 **-*, 가동 ***호(영화연립)","","파이진 순경란","2024-08-13 00:00:00","U","2024-08-15 02:40:00","","337255.937300447","460440.477074754","후원방문판매업","0","3790602134",
"415","후원방문판매업체","08_26_05_P","6530000","20226530000301000033","2022-05-19","","03","폐업","4","폐업","2025-02-10","","","","","","","강원특별자치도 속초시 조양동  ****번지 **호 성호아파트 ***동 ***호","강원특별자치도 속초시 청대로 *, ***동 ***호(조양동, 성호아파트)","","청담","2025-02-11 00:00:00","U","2025-02-13 02:40:00","","340017.617224041","521415.585876782","후원방문판매업","0","7562301590",
"416","후원방문판매업체","08_26_05_P","6530000","20136530000301000164","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","219-803","강원특별자치도 고성군 간성읍 신안리 ***번지 *호","강원특별자치도 고성군 간성읍 간성로 **","","마임 강원고성지사","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","328562.553885613","542803.804663927","후원방문판매업","0","",
"417","후원방문판매업체","08_26_05_P","6530000","20166530000301000010","2016-08-01","","03","폐업","4","폐업","2018-08-29","","","","0000000000","","","","강원특별자치도 강릉시 주문진읍 주문로 **","","종근당건강건미락 주문진지사","2018-08-29 00:00:00","I","2023-06-16 00:19:48","","360544.422732546","488882.6701848","후원방문판매업","0","7480700417",
"418","후원방문판매업체","08_26_05_P","6530000","20236530000301000002","2023-01-11","","03","폐업","4","폐업","2023-03-20","","","","","","25956","강원특별자치도 삼척시 원덕읍 갈남리 ***번지 *호","강원특별자치도 삼척시 원덕읍 신남길 **","","인셀덤올림피아","2023-03-23 00:00:00","I","2023-06-16 00:19:48","","406188.683716148","420707.156788088","후원방문판매업","0","",
"419","후원방문판매업체","08_26_05_P","6530000","20236530000301000022","2023-03-16","","03","폐업","4","폐업","2024-06-05","","","","","","25257","강원특별자치도 횡성군 갑천면 하대리 ***번지 *호","강원특별자치도 횡성군 갑천면 갑천로***번길 **","","리주뷰티","2024-06-11 00:00:00","U","2024-06-13 02:40:00","","302300.193206337","449044.929059453","후원방문판매업","0","7343300983",
"420","후원방문판매업체","08_26_05_P","6530000","20226530000301000085","2022-11-18","","03","폐업","4","폐업","2024-08-09","","","","","","24612","강원특별자치도 인제군 북면 원통리 ***번지 **호","강원특별자치도 인제군 북면 원통로 ***, *층","","눈부심HY뷰티샵","2024-08-19 00:00:00","U","2024-08-21 02:40:00","","305363.488736166","513851.590071632","후원방문판매업","0","3586400240",
"421","후원방문판매업체","08_26_05_P","6530000","20226530000301000086","2022-12-06","","03","폐업","4","폐업","2024-12-31","","","","","","26346","강원특별자치도 원주시 지정면 가곡리 ****번지 *호 EG-the*아파트 ***동 ****호","강원특별자치도 원주시 지정면 신지정로 ***, ***동 ****호(EG-the* 아파트)","","제이 앤 제이(J&J) 동행","2025-02-05 00:00:00","U","2025-02-07 02:40:00","","277036.571483431","431576.865933814","후원방문판매업","0","8033800886",
"422","후원방문판매업체","08_26_05_P","6530000","20226530000301000087","2022-12-14","","03","폐업","4","폐업","2023-09-19","","","","","","24395","강원특별자치도 춘천시 석사동  ***번지 *호 석사신도브래뉴 ***동 ****호","강원특별자치도 춘천시 공지로 **-**, ***동 ****호(석사동, 석사신도브래뉴)","","뷰티바이오","2023-09-19 00:00:00","U","2023-09-21 02:40:00","","265911.804704953","483723.030054978","후원방문판매업","0","7732201773",
"423","후원방문판매업체","08_26_05_P","6530000","20236530000301000001","2023-01-11","","03","폐업","4","폐업","2023-08-01","","","","","","25458","강원특별자치도 강릉시 유천동  ***번지 *호 강릉유천유승한내들더퍼스트 ***동 ****호","강원특별자치도 강릉시 선수촌로 **-**, ***동 ****호 (유천동, 강릉 유천 유승한내들 더퍼스트)","","인셀덤 플로리스","2023-08-03 00:00:00","U","2023-08-05 02:40:00","","364614.904755231","474635.774944024","후원방문판매업","0","3345400788",
"424","후원방문판매업체","08_26_05_P","6530000","20236530000301000003","2023-01-18","","03","폐업","4","폐업","2024-07-08","","","","","","25599","강원특별자치도 강릉시 회산동  ***번지 *호 강릉서희스타힐스리버파크 ***동 ****호","강원특별자치도 강릉시 회산로 ***, ***동 ****호(회산동, 강릉서희스타힐스리버파크)","","시투안강릉명주아아","2024-07-19 00:00:00","U","2024-07-21 02:40:00","","364367.521087094","472275.689444087","후원방문판매업","0","5011679980",
"425","후원방문판매업체","08_26_05_P","6530000","20236530000301000004","2023-01-18","","03","폐업","4","폐업","2024-07-10","","","","","","25735","강원특별자치도 동해시 부곡동  **번지 *호 승우*차아파트 ***호","강원특별자치도 동해시 부곡*길 *, ***호(부곡동, 승우*차아파트)","","시투안동해천곡아아","2024-07-19 00:00:00","U","2024-07-21 02:40:00","","386008.70887185","450334.176161421","후원방문판매업","0","8401901976",
"426","후원방문판매업체","08_26_05_P","6530000","20236530000301000005","2023-02-10","","03","폐업","4","폐업","2024-06-21","","","","07077754570","","24241","강원특별자치도 춘천시 소양로*가  ***번지 **호","강원특별자치도 춘천시 소양로***번길 **, *층(소양로*가)","","뉴바이오 주식회사","2024-07-01 00:00:00","U","2024-07-03 02:40:00","","263621.660613995","487619.127715211","후원방문판매업","0","6048144279",
"427","후원방문판매업체","08_26_05_P","6530000","20136530000301000037","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","210-955","강원특별자치도 강릉시 포남동  ****번지 **호 *층","강원특별자치도 강릉시 성덕포남로 ***, *층 (포남동)","","오휘화장품 포남지사","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","368101.174838408","475649.59249942","후원방문판매업","0","",
"428","후원방문판매업체","08_26_05_P","6530000","20136530000301000039","2013-08-20","","03","폐업","4","폐업","2025-03-11","","","","","","210-050","강원특별자치도 강릉시 성남동  **번지 *호 *층","강원특별자치도 강릉시 율곡로 ****, *층 (성남동)","","김정문알로에 강릉중앙지사","2025-03-11 00:00:00","U","2025-03-13 02:40:00","","367476.183808079","474165.597903007","후원방문판매업","0","2261113632",
"429","후원방문판매업체","08_26_05_P","6530000","20136530000301000040","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","250-808","강원특별자치도 홍천군 홍천읍 진리 **번지 *호 신영빌딩 *층","강원특별자치도 홍천군 홍천읍 꽃뫼로 ***, *층 (신영빌딩)","","김정문알로에 홍천지부","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","278419.356513814","465834.647681915","후원방문판매업","0","2230399558",
"430","후원방문판매업체","08_26_05_P","6530000","20136530000301000042","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","250-910","강원특별자치도 홍천군 홍천읍 희망리 ***번지 **호","강원특별자치도 홍천군 홍천읍 신장대로 **","","김정문알로에 홍천제일","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","277739.603675359","465703.056468471","후원방문판매업","0","",
"431","후원방문판매업체","08_26_05_P","6530000","20136530000301000043","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","225-808","강원특별자치도 횡성군 횡성읍 읍하리 ***번지","","","김정문알로에 신횡성지사","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","","","후원방문판매업","0","",
"432","후원방문판매업체","08_26_05_P","6530000","20136530000301000044","2013-08-20","","03","폐업","4","폐업","","","","","0333434758","","225-834","강원특별자치도 횡성군 둔내면 자포곡리 ***번지 *호","강원특별자치도 횡성군 둔내면 둔내로 **-*","","김정문알로에 둔내지점","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","307531.483511321","446219.671329599","후원방문판매업","0","2241623798",
"433","후원방문판매업체","08_26_05_P","6530000","20136530000301000045","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","252-806","강원특별자치도 인제군 인제읍 상동리 ***번지 *호","강원특별자치도 인제군 인제읍 비봉로 **-*","","김정문알로에 인제지사","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","302823.258432459","507878.657598905","후원방문판매업","0","",
"434","후원방문판매업체","08_26_05_P","6530000","20136530000301000046","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","209-804","강원특별자치도 화천군 화천읍 하리 **번지 *호","강원특별자치도 화천군 화천읍 중앙로 **","","김정문알로에 화천점","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","261834.933279237","511509.211635684","후원방문판매업","0","",
"435","후원방문판매업체","08_26_05_P","6530000","20136530000301000047","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","215-804","강원특별자치도 양양군 양양읍 남문리 **번지 *호","강원특별자치도 양양군 양양읍 남문*길 *-*","","김정문알로에 양양지사","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","342264.586486269","509250.366482176","후원방문판매업","0","",
"436","후원방문판매업체","08_26_05_P","6530000","20236530000301000032","2023-06-20","","03","폐업","4","폐업","2024-08-09","","","","","","24617","강원특별자치도 인제군 북면 원통리 ***번지 *호 A동 *-**호","강원특별자치도 인제군 북면 금강로 **, A동 *-**호","","미즈YOON","2024-08-19 00:00:00","U","2024-08-21 02:40:00","","305713.994994969","513998.928061263","후원방문판매업","0","6110629978",
"437","후원방문판매업체","08_26_05_P","6530000","20236530000301000033","2023-06-20","","03","폐업","4","폐업","2024-08-07","","","","","","25559","강원특별자치도 강릉시 송정동  ***번지 **호","강원특별자치도 강릉시 경강로 ****-* (송정동)","","파이진최은자","2024-08-13 00:00:00","U","2024-08-15 02:40:00","","370407.838240222","476399.634218977","후원방문판매업","0","5014128329",
"438","후원방문판매업체","08_26_05_P","6530000","20236530000301000034","2023-06-20","","03","폐업","4","폐업","2023-12-07","","","","","","24420","강원특별자치도 춘천시 퇴계동  ****번지 *호 퇴계(*)주공아파트 ***동 ***호","강원특별자치도 춘천시 지석로 **, ***층 ***호 (퇴계동, 퇴계(*)주공아파트)","","인셀덤 크리스탈 대리점","2023-12-07 00:00:00","U","2023-12-09 02:40:00","","265233.478535873","483343.852838318","후원방문판매업","0","1481302203",
"439","후원방문판매업체","08_26_05_P","6530000","20236530000301000035","2023-06-20","","03","폐업","4","폐업","2024-06-26","","","","","","26124","강원특별자치도 정선군 정선읍 신월리 ****번지 **호","강원특별자치도 정선군 정선읍 와평*길 ***","","시투안 태백 황지 아아","2024-07-01 00:00:00","U","2024-07-03 02:40:00","","349983.429923874","430777.450030884","후원방문판매업","0","7741402412",
"440","후원방문판매업체","08_26_05_P","6530000","20246530000301000025","2024-08-21","","03","폐업","4","폐업","2025-01-06","","","","","","26227","강원특별자치도 영월군 영월읍 영흥리 ***번지 *호","강원특별자치도 영월군 영월읍 단종로 **","","뷰티 앤 영","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","330321.917986952","410260.825604324","후원방문판매업","0","8102701586",
"441","후원방문판매업체","08_26_05_P","6530000","20246530000301000026","2024-10-24","","03","폐업","4","폐업","2025-01-06","","","","","","25456","강원특별자치도 강릉시 유천동  ***번지 *호 강릉유천더테라스아리스타 ***동 T***호","강원특별자치도 강릉시 위촌길 **, ***동 T***호 (유천동, 강릉 유천 더 테라스 아리스타)","","유천 인셀덤","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","364123.355848234","474580.23284553","후원방문판매업","0","8442002269",
"442","후원방문판매업체","08_26_05_P","6530000","20246530000301000022","2024-06-28","","03","폐업","4","폐업","2024-08-08","","","","","","","강원특별자치도 평창군 대관령면 횡계리 **번지 **호","강원특별자치도 평창군 대관령면 대관령마루길 ***-**, *층","","알포유(r4u) 파이진글로벌","2024-08-19 00:00:00","U","2024-08-21 02:40:00","","353134.477023678","465318.53873906","후원방문판매업","0","2513701296",
"443","후원방문판매업체","08_26_05_P","6530000","20246530000301000021","2024-05-20","","03","폐업","4","폐업","2025-01-06","","","","","","25260","강원특별자치도 횡성군 둔내면 마암리 ***번지 **호","강원특별자치도 횡성군 둔내면 검두재길 ***-**","","선한부자","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","305520.69256958","448132.967109659","후원방문판매업","0","6621502377",
"444","후원방문판매업체","08_26_05_P","6530000","20246530000301000024","2024-07-25","","03","폐업","4","폐업","2025-01-06","","","","","","26346","강원특별자치도 원주시 지정면 가곡리 ****번지 *호 원주기업도시유보라아이비파크*단지 ***동 ***호","강원특별자치도 원주시 지정면 조엄로 ***, ***동 ***층 (원주기업도시 유보라 아이비파크 *단지)","","리브가글로벌인셀덤","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","276887.594393934","430549.397329477","후원방문판매업","0","2213261890",
"445","후원방문판매업체","08_26_05_P","6530000","20246530000301000019","2024-06-13","","03","폐업","4","폐업","2025-01-06","","","","","","26463","강원특별자치도 원주시 반곡동  ****번지 *호 엘에이치센트럴파크 ***동 ***호","강원특별자치도 원주시 혁신로 ***, ***동 ***호 (반곡동, 엘에이치센트럴파크)","","인셀덤혁신대리점","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","288128.145530836","425613.993722743","후원방문판매업","0","6756700675",
"446","후원방문판매업체","08_26_05_P","6530000","20246530000301000020","2024-06-13","","03","폐업","4","폐업","2025-01-06","","","","","","25345","강원특별자치도 평창군 대관령면 횡계리 ***번지 *호 대관령농협하나로마트","강원특별자치도 평창군 대관령면 대관령로 **, 대관령농협하나로마트","","포에버패션","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","350240.771130231","464825.771069434","후원방문판매업","0","8420700475",
"447","후원방문판매업체","08_26_05_P","6530000","20246530000301000014","2024-04-25","","03","폐업","4","폐업","2024-08-06","","","","","","24851","강원특별자치도 속초시 교동  ****번지 *호 하우스토리 *호","강원특별자치도 속초시 만천길 *, 하우스토리 *층 *호 (교동)","","스토리","2024-08-19 00:00:00","U","2024-08-21 02:40:00","","337813.284293686","522932.869412027","후원방문판매업","0","3564900601",
"448","후원방문판매업체","08_26_05_P","6530000","20246530000301000012","2024-04-16","","03","폐업","4","폐업","2025-01-06","","","","","","25760","강원특별자치도 동해시 천곡동  ****번지 *호 삼성아파트 *동 ****호","강원특별자치도 동해시 대학로 **, *동 ****호 (천곡동, 삼성아파트)","","임마누엘","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","386671.753706762","448820.824659876","후원방문판매업","0","2360903079",
