"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","시력표수","표본렌즈수","측정의자수","동공거리측정기수","정점굴절계기수","조제용연마기수","렌즈절단기수","가열기수","안경세척기수","총면적",
"325","안경업","01_02_01_P","4231000","PHMB220044230018082200001","2004-04-12","","01","영업/정상","13","영업중","","","","","033-638-1001","","","강원특별자치도 속초시 조양동 1537-5","강원특별자치도 속초시 조양로 56(조양동)","24892","밝은세상안경원","2022-12-26 09:24:11","I","2023-06-13 00:00:00","","339663.013790565","521651.396031823","1","1","1","1","1","1","1","1","1","0",
"326","안경업","01_02_01_P","4231000","PHMB220064230018082200001","2006-03-22","","01","영업/정상","13","영업중","","","","","033-635-3356","","217-060","강원특별자치도 속초시 교동 482-265","강원특별자치도 속초시 중앙로 64-1 (교동)","24836","비젼안경원","2011-11-08 17:45:38","I","2023-06-13 00:00:00","","338612.71817455","523190.927128618","1","1","1","1","1","1","1","1","1","0",
"327","안경업","01_02_01_P","4231000","PHMB220104230018082200001","2010-04-13","","01","영업/정상","13","영업중","","","","","033-636-4881","","217-060","강원특별자치도 속초시 교동 804-117","강원특별자치도 속초시 동해대로 4290 (교동)","24851","아이스토리","2016-11-28 13:57:56","I","2023-06-13 00:00:00","","337652.403175297","522952.739064352","1","1","1","1","1","1","1","1","1","131",
"328","안경업","01_02_01_P","4231000","PHMB220094230018082200001","2009-05-11","","01","영업/정상","13","영업중","","","","","636-3232","","","강원특별자치도 속초시 중앙동 478-93","강원특별자치도 속초시 청초호반로 314-1, 2층 (중앙동)","24838","속초안경백화점","2021-03-15 10:53:32","I","2023-06-13 00:00:00","","339340.794987375","523330.557909981","1","2","1","1","1","1","1","2","2","82",
"329","안경업","01_02_01_P","4231000","PHMB220164230018082200001","2016-11-25","","01","영업/정상","13","영업중","","","","","033-635-3211","","","","강원특별자치도 속초시 중앙로 84-2, 1층 (청학동)","24837","QC GLASS","2016-11-25 14:48:41","I","2023-06-13 00:00:00","","338793.339368698","523240.830202188","1","1","1","1","1","1","1","1","1","87.18",
"330","안경업","01_02_01_P","4231000","PHMB220214230018082200001","2021-09-16","","01","영업/정상","13","영업중","","","","","033-637-2113","","","강원특별자치도 속초시 조양동 1498-2","강원특별자치도 속초시 조양상가길 25, 롯데슈퍼 속초점 2층 (조양동)","24874","안경천국","2021-09-17 09:58:47","I","2023-06-13 00:00:00","","338339.974552757","521995.523480661","1","0","0","1","1","0","0","0","0","33",
"331","안경업","01_02_01_P","4231000","PHMB220204230018082200001","2020-10-26","","01","영업/정상","13","영업중","","","","","033-636-3370","","","강원특별자치도 속초시 교동 668-46","강원특별자치도 속초시 중앙로 24, 르네상스-속초빌딩 1층 101호 (교동)","24854","안경공장쇼룸 & 렌즈미","2025-09-17 17:01:53","U","2025-09-20 02:40:00","","338333.236915544","522913.917298131","1","0","0","2","2","0","0","0","0","165.93",
"332","안경업","01_02_01_P","4231000","PHMB220244231038082200001","2024-09-04","","01","영업/정상","13","영업중","","","","","033 635 5027","","","강원특별자치도 속초시 조양동 634-6","강원특별자치도 속초시 동해대로 4174, 1층 (조양동)","24872","최선생안경","2024-09-04 18:13:42","I","2024-09-06 00:13:31","","338305.013480095","522181.340257475","1","0","0","1","1","0","0","0","0","73.82",
"333","안경업","01_02_01_P","4231000","PHMB220244231038082200002","2024-12-09","","01","영업/정상","13","영업중","","","","","033-636-1036","","","강원특별자치도 속초시 금호동 622-211","강원특별자치도 속초시 미시령로 3431, 1층 (금호동)","24813","세인트옵티컬","2024-12-10 17:59:28","I","2024-12-12 00:11:51","","338354.934429198","524133.139435089","1","0","0","1","1","0","0","0","0","46.55",
"334","안경업","01_02_01_P","4231000","PHMB220194230018082200004","2019-08-16","","04","취소/말소/만료/정지/중지","24","직권폐업","2025-05-07","","","","033-636-3131","","","강원특별자치도 속초시 교동 658번지 28호","강원특별자치도 속초시 교동로 4 (교동)","24835","지니스안경원","2025-09-10 17:48:34","U","2025-09-12 02:40:00","","338365.562855839","523060.173160863","0","0","0","0","0","0","0","0","0","0",
"335","안경업","01_02_01_P","4231000","PHMB220184230018082200001","2018-03-02","","04","취소/말소/만료/정지/중지","24","직권폐업","2024-05-20","","","","033-636-2468","","","","강원특별자치도 속초시 중앙로 113, 1,2층 (금호동)","24835","아이젠트리(속초점)","2024-05-20 11:04:37","U","2024-05-22 02:40:00","","339064.952878323","523341.250522035","1","1","1","1","1","1","1","2","2","105.6",
"336","안경업","01_02_01_P","4241000","PHMB220164240025082200001","2016-12-28","","03","폐업","03","폐업","2019-05-13","","","","033-573-7778","","","","강원특별자치도 삼척시 척주로 21, 파스쿠찌 (남양동)","25921","렌즈미안경콘택트","2019-05-13 14:12:56","I","2023-06-13 00:00:00","","391656.213391342","440209.310238771","1","1","1","1","1","1","0","1","1","25.6",
"337","안경업","01_02_01_P","4241000","PHMB219864240025082200001","1986-02-26","","03","폐업","03","폐업","2012-04-16","","","","033-572-0790","","","강원특별자치도 삼척시 남양동 17-48","강원특별자치도 삼척시 진주로 19 (남양동)","245-935","김안경원","2014-08-21 14:48:37","I","2023-06-13 00:00:00","","391427.85535803","440005.981060299","1","1","1","1","1","1","1","1","1","0",
"338","안경업","01_02_01_P","4241000","PHMB220024240025082200001","2002-03-27","","03","폐업","03","폐업","","","","","033-572-1542","","245-130","강원특별자치도 삼척시 정상동 457번지 1호 청솔1차아파트 106동 104호","","","대학안경원","2012-11-30 10:43:03","I","2023-06-13 00:00:00","","392493.927200932","440560.956452464","1","1","1","1","1","1","1","1","1","0",
"339","안경업","01_02_01_P","4241000","PHMB220154240025082200002","2015-11-20","","03","폐업","03","폐업","2019-07-22","","","","033-572-3179","","","","강원특별자치도 삼척시 정상로 78, 1층 (교동, 삼척농협 교동지점)","25924","하나로안경교동점","2019-07-22 16:34:28","I","2023-06-13 00:00:00","","392442.694293257","440739.532947748","1","1","1","1","1","1","1","1","1","28",
"340","안경업","01_02_01_P","4241000","PHMB220094240025082200001","2009-09-10","","01","영업/정상","13","영업중","","","","","575-0302","","245-010","강원특별자치도 삼척시 남양동 16번지 3호","강원특별자치도 삼척시 척주로 31 (남양동)","25921","천사안경","2013-12-30 13:14:42","I","2023-06-13 00:00:00","","391730.019136474","440220.993047009","1","1","1","1","1","1","1","1","1","31.68",
"341","안경업","01_02_01_P","4241000","PHMB220114240025082200001","2011-07-11","","01","영업/정상","13","영업중","","","","","575-5567","","","강원특별자치도 삼척시 남양동 16-5","강원특별자치도 삼척시 중앙로 237, 1층 (남양동)","25921","다비치안경원","2024-12-02 16:17:05","U","2024-12-04 02:40:00","","391754.414384105","440244.163087431","2","2","2","1","2","1","1","2","2","216.5",
"342","안경업","01_02_01_P","4241000","PHMB219794240025082200001","1979-04-24","","01","영업/정상","13","영업중","","","","","033-572-1001","","245-010","강원특별자치도 삼척시 남양동","강원특별자치도 삼척시 척주로 13 (남양동)","25921","홍채안경원","2015-12-28 10:46:24","I","2023-06-13 00:00:00","","391566.727295979","440202.410286744","1","1","1","1","1","1","1","1","1","0",
"343","안경업","01_02_01_P","4241000","PHMB219914240025082200001","1991-07-08","","01","영업/정상","13","영업중","","","","","033-573-7272","","245-010","강원특별자치도 삼척시 남양동 17번지 56호","강원특별자치도 삼척시 진주로 15 (남양동)","25920","카이스트안경원","2010-09-02 09:50:34","I","2023-06-13 00:00:00","","391428.485704846","439964.092359686","1","1","1","1","1","1","1","1","1","53.65",
"344","안경업","01_02_01_P","4241000","PHMB219934240025082200001","1993-03-24","","01","영업/정상","13","영업중","","","","","033-574-1896","","","강원특별자치도 삼척시 남양동 55-80 신한상가 108호","강원특별자치도 삼척시 중앙로 199 (남양동)","25920","봉황안경원","2013-12-30 13:19:49","I","2023-06-13 00:00:00","","391754.577353484","439855.100173386","1","1","1","1","1","1","1","1","1","0",
"345","안경업","01_02_01_P","4241000","PHMB219954240025082200001","1995-07-26","","01","영업/정상","13","영업중","","","","","033+572-6006","","","강원특별자치도 삼척시 남양동 17-129번지","강원특별자치도 삼척시 진주로 29 (남양동)","25920","이태리안경원","2013-12-30 13:18:37","I","2023-06-13 00:00:00","","391420.370625494","440099.698295207","1","1","1","1","1","1","1","1","1","0",
"346","안경업","01_02_01_P","4241000","PHMB219954240025082200002","1995-08-21","","01","영업/정상","13","영업중","","","","","033-573-7775","","","강원특별자치도 삼척시 남양동 23-16 파스쿠찌","강원특별자치도 삼척시 척주로 21, 1,2층 (남양동)","25921","연세안경원렌즈미","2023-02-17 10:01:01","I","2023-06-13 00:00:00","","391656.213391342","440209.310238771","1","1","1","1","1","1","1","1","1","0",
"347","안경업","01_02_01_P","4241000","PHMB219994240025082200001","1999-05-25","","01","영업/정상","13","영업중","","","","","033-541-8100","","","강원특별자치도 삼척시 도계읍 전두리 63번지","강원특별자치도 삼척시 도계읍 도계로 228-1","25947","밀레안경콘택트","2013-12-30 13:16:32","I","2023-06-13 00:00:00","","381313.538800557","416174.848574215","1","1","1","1","1","1","1","1","1","0",
"348","안경업","01_02_01_P","4241000","PHMB220064240025082200001","2006-08-22","","01","영업/정상","13","영업중","","","","","033-573-1053","","","강원특별자치도 삼척시 당저동 33-3번지 1층","강원특별자치도 삼척시 중앙로 258 (당저동)","25922","삼척 아이피아 홈플러스점","2012-09-06 16:57:14","I","2023-06-13 00:00:00","","391815.78579528","440452.323948572","1","1","1","1","1","1","1","1","1","0",
"349","안경업","01_02_01_P","4241000","PHMB220124240025082200001","2012-05-02","","01","영업/정상","13","영업중","","","","","574-1600","","245-935","강원특별자치도 삼척시 남양동 17번지 48호","강원특별자치도 삼척시 진주로 19 (남양동)","25920","가까운안경","2018-12-27 16:13:40","I","2023-06-13 00:00:00","","391427.85535803","440005.981060299","1","1","1","1","1","1","1","1","1","41.8",
"350","안경업","01_02_01_P","4241000","PHMB220204240025082200001","2020-12-08","","01","영업/정상","13","영업중","","","","","033-574-1006","","","강원특별자치도 삼척시 남양동 330","강원특별자치도 삼척시 중앙로 230, 1층 (남양동)","25929","1001안경콘택트","2020-12-08 17:11:44","I","2023-06-13 00:00:00","","391817.469480072","440151.897540833","2","0","0","2","2","0","0","0","0","302.44",
"351","안경업","01_02_01_P","4251000","PHMB220024250013082200001","2002-11-11","","03","폐업","03","폐업","2014-06-09","","","","033-434-3459","","250-805","강원특별자치도 홍천군 홍천읍 신장대리 12-13","","","이태리안경원","2014-06-09 13:34:37","I","2023-06-13 00:00:00","","","","1","1","1","1","1","1","1","1","1","0",
"352","안경업","01_02_01_P","4251000","PHMB220044250013082200001","2004-04-08","","03","폐업","03","폐업","2009-11-23","","","","033-432-6536","","","","강원특별자치도 홍천군 남면 양덕원로 98","250-875","행복한안경원","2015-02-17 10:24:18","I","2023-06-13 00:00:00","","267748.918333515","457579.555207586","1","1","1","1","1","1","1","1","1","0",
"353","안경업","01_02_01_P","4251000","PHMB220054250013082200001","2005-06-08","","03","폐업","03","폐업","2012-03-05","","","","033-435-0229","","250-904","강원특별자치도 홍천군 홍천읍 희망리 329-12","","","홍천남대문안경콘텍트","2012-03-05 17:09:14","I","2023-06-13 00:00:00","","","","1","1","1","1","1","1","1","1","1","0",
"354","안경업","01_02_01_P","4251000","PHMB220084250013082200001","2008-05-27","","03","폐업","03","폐업","2019-08-31","","","","033-433-4664","","250-805","강원특별자치도 홍천군 홍천읍 신장대리 65번지 28호","강원특별자치도 홍천군 홍천읍 홍천로 359","25137","그라스스토리홍천점","2019-09-02 14:46:59","I","2023-06-13 00:00:00","","278014.475333398","465587.705958946","1","1","1","1","1","1","1","1","1","0",
"355","안경업","01_02_01_P","4251000","PHMB220084250013082200002","2008-06-02","","03","폐업","03","폐업","2015-07-15","","","","","","","","강원특별자치도 홍천군 홍천읍 신장대로 61","25136","밝은눈안경","2015-11-10 15:58:24","I","2023-06-13 00:00:00","","277814.399137535","465714.3524361","1","1","1","1","1","1","1","2","1","109.79",
"356","안경업","01_02_01_P","4251000","PHMB220154250013082200002","2015-06-17","","01","영업/정상","13","영업중","","","","","","","","","강원특별자치도 홍천군 홍천읍 신장대로 61-1","25136","안경쟁이","2015-06-17 15:50:10","I","2023-06-13 00:00:00","","277823.365230573","465720.798804224","1","1","1","1","1","1","1","1","1","66",
"357","안경업","01_02_01_P","4251000","PHMB219844250013082200001","1984-01-27","","01","영업/정상","13","영업중","","","","","033-434-6181","","250-805","강원특별자치도 홍천군 홍천읍 신장대리","강원특별자치도 홍천군 홍천읍 홍천로 369-1","25137","서독안경원","2015-03-11 15:22:07","I","2023-06-13 00:00:00","","278100.991458015","465611.79999556","1","1","1","1","1","1","1","1","1","0",
"358","안경업","01_02_01_P","4251000","PHMB219914250013082200001","1991-08-06","","01","영업/정상","13","영업중","","","","","033-433-0886","","250-910","강원특별자치도 홍천군 홍천읍 희망리","강원특별자치도 홍천군 홍천읍 홍천로5길 17","25136","명동안경원","2015-03-11 15:24:03","I","2023-06-13 00:00:00","","277796.437048418","465663.233165683","1","1","1","1","1","1","1","1","1","0",
"359","안경업","01_02_01_P","4251000","PHMB220004250013082200001","2000-05-06","","01","영업/정상","13","영업중","","","","","033-434-2220","","250-805","강원특별자치도 홍천군 홍천읍 신장대리","강원특별자치도 홍천군 홍천읍 홍천로5길 18","25136","아이비스안경콘텍트","2015-03-11 15:25:50","I","2023-06-13 00:00:00","","277827.374997511","465657.730565622","1","1","1","1","1","1","1","1","1","0",
"360","안경업","01_02_01_P","4251000","PHMB220094250013082200001","2009-12-23","","01","영업/정상","13","영업중","","","","","033-433-1789","","","강원특별자치도 홍천군 홍천읍 신장대리 79번지 51호 외4필지","강원특별자치도 홍천군 홍천읍 홍천로 402","25132","아이조아안경원","2020-02-25 10:51:23","I","2023-06-13 00:00:00","","277954.354197579","465827.652095162","1","1","1","2","2","1","1","2","3","81.44",
"361","안경업","01_02_01_P","4251000","PHMB220154250013082200001","2015-04-15","","01","영업/정상","13","영업중","","","","","033-434-2486","","","","강원특별자치도 홍천군 홍천읍 번영로 16","25136","렌즈미안경원","2015-04-16 13:44:41","I","2023-06-13 00:00:00","","277736.715648903","465601.838266854","1","1","1","1","1","1","1","2","2","83.87",
"362","안경업","01_02_01_P","4251000","PHMB220194250013082200001","2019-12-20","","01","영업/정상","13","영업중","","","","","033-433-4664","","","","강원특별자치도 홍천군 홍천읍 홍천로3길 16","25136","글라스타 홍천점","2025-07-07 13:59:30","U","2025-07-09 02:40:00","","277611.19952534","465619.091318242","1","1","1","1","2","1","1","1","1","144.8",
"363","안경업","01_02_01_P","4251000","PHMB220244251049082200001","2024-06-17","","01","영업/정상","13","영업중","","","","","033-432-7915","","","강원특별자치도 홍천군 홍천읍 진리 9-11 진리빌딩","강원특별자치도 홍천군 홍천읍 희망로 94, 진리빌딩 1층","25133","홍천안경원","2024-06-18 09:01:37","I","2024-06-20 00:14:34","","278696.452545601","466096.477454691","1","0","0","1","2","0","0","0","0","45",
"364","안경업","01_02_01_P","4261000","PHMB220094260015082200001","2009-12-18","","03","폐업","03","폐업","2010-04-07","","","","","","225-808","강원특별자치도 횡성군 횡성읍 읍하리 112번지 5호","강원특별자치도 횡성군 횡성읍 문정로 23","225-808","샤르망 안경콘텍트","2013-12-16 17:42:14","I","2023-06-13 00:00:00","","287143.528286513","443524.551460237","1","1","5","1","1","1","1","1","2","36.68",
"365","안경업","01_02_01_P","4261000","PHMB220224260015082200001","2022-08-31","","03","폐업","03","폐업","2025-10-31","","","","033-344-2007","","","강원특별자치도 횡성군 횡성읍 읍하리 95-1","강원특별자치도 횡성군 횡성읍 문정로 15, 2층 201호","25233","007안경","2025-10-31 17:53:54","U","2025-11-02 02:40:00","","287073.544209584","443562.437458397","1","0","0","1","1","0","0","0","0","49.5",
"366","안경업","01_02_01_P","4261000","PHMB219844260015082200001","1984-08-16","","03","폐업","03","폐업","2012-09-24","","","","033-343-0633","","225-808","강원특별자치도 횡성군 횡성읍 읍하1리111-1","강원특별자치도 횡성군 횡성읍 문정로 28","225-808","미광안경원","2012-09-24 15:32:08","I","2023-06-13 00:00:00","","287175.231921949","443479.341029299","1","1","1","1","1","1","1","1","1","0",
"367","안경업","01_02_01_P","4261000","PHMB220104260015082200001","2010-04-07","","01","영업/정상","13","영업중","","","","","033-342-0108","","225-808","강원특별자치도 횡성군 횡성읍 읍하리 585번지 11호","강원특별자치도 횡성군 횡성읍 문정로 23","25233","안경마을","2023-11-28 11:52:56","U","2023-11-30 02:40:00","","287143.528286513","443524.551460237","2","1","1","1","2","1","1","2","1","36.68",
"368","안경업","01_02_01_P","4261000","PHMB219914260015082200001","1991-05-31","","01","영업/정상","13","영업중","","","","","033-342-0259","","225-808","강원특별자치도 횡성군 횡성읍 읍하1리116-9","강원특별자치도 횡성군 횡성읍 횡성로 406","25231","아카데미안경원","2012-03-07 17:31:59","I","2023-06-13 00:00:00","","287144.688720137","443431.785258721","1","1","1","1","1","1","1","1","1","0",
"369","안경업","01_02_01_P","4261000","PHMB220114260015082200001","2011-06-29","","01","영업/정상","13","영업중","","","","","033-342-2626","","225-808","강원특별자치도 횡성군 횡성읍 읍하리 115번지 1호","강원특별자치도 횡성군 횡성읍 한우로 283-2","25233","굿피플 안경원","2012-03-07 17:48:20","I","2023-06-13 00:00:00","","287082.731542718","443439.682180743","1","1","1","1","1","1","1","1","1","60.6",
"370","안경업","01_02_01_P","4261000","PHMB220174260015082200001","2017-08-07","","01","영업/정상","13","영업중","","","","","033-345-1911","","","","강원특별자치도 횡성군 횡성읍 앞들서로19번길 12, 1층","25234","글라스스토리 횡성점","2017-08-07 13:06:36","I","2023-06-13 00:00:00","","286811.857527768","443279.205809669","1","1","1","1","1","1","1","2","2","13.75",
"371","안경업","01_02_01_P","4271000","PHMB220144270014082200002","2014-10-08","","03","폐업","03","폐업","2022-05-19","","","","033-375-8980","","","","강원특별자치도 영월군 영월읍 하송안길 101","26236","밝은 안경원","2022-07-07 11:27:48","I","2023-06-13 00:00:00","","330289.263257107","410002.396368783","11","1","1","1","2","1","1","1","1","80.99",
"372","안경업","01_02_01_P","4271000","PHMB220144270014082200001","2014-06-26","","01","영업/정상","13","영업중","","","","","372-5050","","","","강원특별자치도 영월군 영월읍 중앙1로 15","26235","안경백화점","2022-12-07 17:30:59","I","2023-06-13 00:00:00","","330075.049625387","409964.634254265","1","1","1","1","1","1","1","1","1","155.52",
"373","안경업","01_02_01_P","4271000","PHMB219794270014082200001","1979-02-08","","01","영업/정상","13","영업중","","","","","033-374-3615","","230-805","강원특별자치도 영월군 영월읍 영흥리 972-5","강원특별자치도 영월군 영월읍 중앙로 49-3","26232","안경나라","2022-10-06 15:39:11","I","2023-06-13 00:00:00","","330394.828034777","410098.160331647","1","1","1","1","2","1","1","1","3","0",
"374","안경업","01_02_01_P","4271000","PHMB220044270014082200001","2004-12-01","","01","영업/정상","13","영업중","","","","","033-373-4433","","230-805","강원특별자치도 영월군 영월읍 영흥리 944-114","강원특별자치도 영월군 영월읍 단종로9번길 38","26233","밝은세상안경원","2022-10-06 15:38:17","I","2023-06-13 00:00:00","","330111.25252871","410177.335801513","1","1","1","1","2","1","1","2","2","0",
"375","안경업","01_02_01_P","4281000","PHMB220164280009082200001","2016-06-23","","03","폐업","03","폐업","2018-08-16","","","","033-334-2008","","","","강원특별자치도 평창군 평창읍 백오로 91","25376","이안경","2018-08-16 09:49:32","I","2023-06-13 00:00:00","","323497.121126736","430442.929216227","1","1","1","1","1","1","1","2","2","39.6",
"376","안경업","01_02_01_P","4281000","PHMB219974280009082200001","1997-07-07","","03","폐업","03","폐업","2010-02-19","","","","033-332-2964","","100-110","강원특별자치도 평창군 평창읍 하리 148-10","","","대광당안경원","2011-06-14 15:40:08","I","2023-06-13 00:00:00","","","","0","0","0","0","0","0","0","0","0","0",
"377","안경업","01_02_01_P","4281000","PHMB219984280009082200001","1998-04-15","","01","영업/정상","13","영업중","","","","","033-332-5383","","100-110","강원특별자치도 평창군 평창읍 천변리 37","강원특별자치도 평창군 평창읍 서동로 2505","25376","K비젼안경콘택트","2017-02-28 10:45:32","I","2023-06-13 00:00:00","","323588.025508986","430259.155407102","0","0","0","0","0","0","0","0","0","0",
"378","안경업","01_02_01_P","4281000","PHMB220004280009082200001","2000-05-09","","01","영업/정상","13","영업중","","","","","033-335-6789","","510-211","강원특별자치도 평창군 진부면 하진부리 117-6","강원특별자치도 평창군 진부면 청송로 107","25332","밝은세상안경원","2011-12-01 18:06:18","I","2023-06-13 00:00:00","","337490.106291158","460505.034082981","0","0","0","0","0","0","0","0","0","0",
"379","안경업","01_02_01_P","4281000","PHMB220044280009082200001","2004-03-26","","01","영업/정상","13","영업중","","","","","033-335-5050","","","강원특별자치도 평창군 봉평면 창동리 278번지 4호","강원특별자치도 평창군 봉평면 기풍로 137","25304","아카데미안경원","2019-10-10 18:06:38","I","2023-06-13 00:00:00","","321606.177786978","457849.758964282","0","0","0","0","0","0","0","0","0","0",
"380","안경업","01_02_01_P","4281000","PHMB220144280009082200001","2014-06-09","","01","영업/정상","13","영업중","","","","","0333368007","","","","강원특별자치도 평창군 진부면 진부중앙로 59, 1층","25325","웅이안경","2024-07-02 11:20:33","U","2024-07-04 02:40:00","","337452.092117245","460541.228155971","1","1","1","1","1","1","1","1","1","49.5",
"381","안경업","01_02_01_P","4281000","PHMB220184280009082200001","2018-08-16","","01","영업/정상","13","영업중","","","","","334-2008","","25376","강원특별자치도 평창군 평창읍 148번지 10호","강원특별자치도 평창군 평창읍 백오로 91","25376","이안경","2018-08-16 14:43:29","I","2023-06-13 00:00:00","","323497.121126736","430442.929216227","1","1","1","1","1","1","1","1","1","39.6",
"382","안경업","01_02_01_P","4291000","PHMB220114290013082200001","2011-09-09","","03","폐업","03","폐업","2019-11-07","","","","033)562-0707","","233-804","강원특별자치도 정선군 정선읍 봉양리 324번지 33호","강원특별자치도 정선군 정선읍 봉양5길 37","26131","그린안경","2019-11-20 18:07:27","I","2023-06-13 00:00:00","","347152.672435829","432240.087462311","1","1","1","1","2","1","1","1","2","0",
"383","안경업","01_02_01_P","4291000","PHMB219754290013082200001","1975-10-20","","03","폐업","03","폐업","2010-10-31","","","","033-563-0440","","","강원특별자치도 정선군 정선읍 봉양1리 344-14","","","영광당안경원","2010-11-12 08:53:14","I","2023-06-13 00:00:00","","","","0","0","0","0","0","0","0","0","0","0",
"384","안경업","01_02_01_P","4291000","PHMB220124290013082200001","2012-05-25","","03","폐업","03","폐업","2017-03-29","","","","033-591-7717","","233-811","강원특별자치도 정선군 고한읍 고한리 94번지 19호","강원특별자치도 정선군 고한읍 고한로 133","26155","쎄븐안경","2017-04-06 17:43:09","I","2023-06-13 00:00:00","","364294.59067299","412756.135300206","1","1","1","1","2","1","1","1","1","43",
"385","안경업","01_02_01_P","4291000","PHMB220054290013082200001","2005-05-10","","01","영업/정상","13","영업중","","","","","033-563-8086","","","강원특별자치도 정선군 정선읍 봉양리 339번지 10호","강원특별자치도 정선군 정선읍 정선로 1349-1","26130","아이데코안경","2019-08-28 18:10:30","I","2023-06-13 00:00:00","","347307.753555664","432166.66993019","1","1","1","1","1","1","10","1","1","0",
"386","안경업","01_02_01_P","4291000","PHMB219804290013082200001","1980-10-21","","01","영업/정상","13","영업중","","","","","033-562-9191","","","강원특별자치도 정선군 정선읍 봉양1리","강원특별자치도 정선군 정선읍 5일장길 22","26130","명전사안경원","2011-12-29 14:29:18","I","2023-06-13 00:00:00","","347291.388713942","432221.439872852","0","0","0","0","0","0","0","0","0","0",
"387","안경업","01_02_01_P","4291000","PHMB219924290013082200001","1992-08-12","","01","영업/정상","13","영업중","","","","","033-592-5955","","","강원특별자치도 정선군 사북읍 사북8리 366-92","강원특별자치도 정선군 사북읍 사북중앙로 18","26153","제일안경원","2011-12-29 14:33:28","I","2023-06-13 00:00:00","","361149.010216551","415429.739762219","0","0","0","0","0","0","0","0","0","0",
"388","안경업","01_02_01_P","4301000","PHMB220104300012082200001","2010-03-29","","03","폐업","03","폐업","2011-07-01","","","","455-7007","","269-816","강원특별자치도 철원군 동송읍 이평리 704번지 70호","","","굿모닝안경콘택트","2011-07-01 16:41:20","I","2023-06-13 00:00:00","","219291.768368953","522596.694692222","1","2","1","1","2","2","1","1","1","66",
"389","안경업","01_02_01_P","4301000","PHMB219904300012082200001","1990-04-13","","03","폐업","03","폐업","2020-07-13","","","","","","","강원특별자치도 철원군 갈말읍 신철원리 977-8 신철원버스터미널","강원특별자치도 철원군 갈말읍 명성로 154, 신철원버스터미널","24042","동경안경원","2020-07-13 13:20:39","I","2023-06-13 00:00:00","","226942.117044351","515872.326408317","1","1","1","1","1","1","1","1","1","0",
"390","안경업","01_02_01_P","4301000","PHMB219994300012082200001","1999-09-16","","03","폐업","03","폐업","2024-02-13","","","","033-456-0207","","269-816","강원특별자치도 철원군 동송읍 이평리 679번지 17호","강원특별자치도 철원군 동송읍 금학로 230","","안경박사철원점","2024-02-13 17:39:16","U","2024-02-15 02:40:00","","219000.055216863","522925.368792663","1","1","1","1","1","1","1","1","1","0",
"391","안경업","01_02_01_P","4301000","PHMB220014300012082200001","2001-07-26","","03","폐업","03","폐업","2024-01-24","","","","033-455-2188","","269-816","강원특별자치도 철원군 동송읍 이평리 681번지 34호","강원특별자치도 철원군 동송읍 금학로217번길 1","","유신안경원","2024-12-04 13:29:35","U","2024-12-06 02:40:00","","219027.307094471","522800.60456001","1","1","1","1","1","1","1","1","1","72.7",
"392","안경업","01_02_01_P","4301000","PHMB220174300012082200001","2017-03-20","","03","폐업","03","폐업","2019-06-17","","","","","","","","강원특별자치도 철원군 동송읍 금학로 203, 신농씨한의원","24018","동송안경","2019-06-17 19:22:21","I","2023-06-13 00:00:00","","219090.794913394","522683.180339997","1","1","1","1","1","1","1","1","1","0",
"393","안경업","01_02_01_P","4301000","PHMB220194300012082200001","2019-06-17","","03","폐업","03","폐업","2022-10-24","","","","033-455-2369","","","강원특별자치도 철원군 동송읍 이평리 683번지 13호 동송안경","강원특별자치도 철원군 동송읍 금학로 203, 동송안경","24018","동송안경","2022-10-24 16:54:58","I","2023-06-13 00:00:00","","219090.794913394","522683.180339997","0","0","0","0","0","0","0","0","0","66.1",
"394","안경업","01_02_01_P","4301000","PHMB220204300012082200001","2020-07-14","","03","폐업","03","폐업","2022-06-27","","","","033-452-5446","","","","강원특별자치도 철원군 갈말읍 삼부연로7번길 7-1, 동경안경콘택트","24042","동경안경원","2022-06-27 10:54:31","I","2023-06-13 00:00:00","","226945.086905514","515889.784373486","1","0","0","1","1","0","0","0","0","18",
"395","안경업","01_02_01_P","4301000","PHMB219914300012082200001","1991-06-01","","01","영업/정상","13","영업중","","","","","033-458-0900","","269-841","강원특별자치도 철원군 서면 와수리 1149번지 1호","강원특별자치도 철원군 서면 와수로 170-1","24058","리스안경원","2013-12-23 14:42:22","I","2023-06-13 00:00:00","","238329.459644819","526280.02806927","1","1","1","1","1","1","1","1","1","0",
"396","안경업","01_02_01_P","4301000","PHMB219914300012082200002","1991-07-03","","01","영업/정상","13","영업중","","","","","033-458-4188","","269-845","강원특별자치도 철원군 서면 와수리 1147번지 13호","강원특별자치도 철원군 서면 와수로 177, 1층","24059","독일안경원","2015-07-17 10:42:23","I","2023-06-13 00:00:00","","238330.740958805","526352.753294659","1","1","1","1","1","1","1","1","1","0",
