"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"162","종합여행업","03_12_03_P","4211000","CDFI2260042013000001","2013-07-07","","03","폐업","03","폐업","2018-07-30","","","","033-532-4200","","","강원특별자치도 동해시 평릉동 485-10","강원특별자치도 동해시 동해대로 5443 (평릉동, 동해시공영버스터미널)","25749","(합)누리","2018-12-08 12:12:51","I","2023-06-13 00:00:00","","387184.329438713","449594.038265168","종합여행업","","근린상업지역","3","아파트지역","","서울보증보험","근린생활시설","3","0","0","0","","","0","0","","0","0","","0","44","","0","","","","","","","200000000","20160720","20170719","","44","",
"163","종합여행업","03_12_03_P","4211000","CDFI2260041999000001","1999-04-21","","03","폐업","03","폐업","2015-06-19","","","","033-532-2833","","240-041","강원특별자치도 동해시 발한동 208-1","강원특별자치도 동해시 해안로 520 (발한동)","240-041","(주)미래관광","2015-06-19 10:26:35","I","2023-06-13 00:00:00","","386204.630562403","451445.282635359","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","550000000","","","","0","",
"164","종합여행업","03_12_03_P","4211000","CDFI2260042010000001","2010-05-17","","03","폐업","03","폐업","2013-03-20","","","","0335212852","","240-210","강원특별자치도 동해시 구미동 588-1","강원특별자치도 동해시 구미택지1길 98 (구미동)","240-210","해신마리나(주)","2013-10-30 13:59:07","I","2023-06-13 00:00:00","","388223.583160288","444118.971057296","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","","","","0","",
"165","종합여행업","03_12_03_P","4211000","CDFI2260042011000001","2011-12-29","","03","폐업","03","폐업","","","","","033-533-7777","","240-807","강원특별자치도 동해시 천곡동 1000-4","강원특별자치도 동해시 중앙로 175 (천곡동)","25775","해피투어","2017-08-09 19:14:13","I","2023-06-13 00:00:00","","387097.02153162","448153.457261962","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","","","","0","",
"166","종합여행업","03_12_03_P","4211000","CDFI2260042014000001","2014-04-22","","01","영업/정상","13","영업중","","","","","033-535-4000","","","강원특별자치도 동해시 발한동 37-11","강원특별자치도 동해시 발한로 202 (발한동)","25719","(합)삼일여행사","2024-11-07 17:27:58","U","2024-11-09 02:40:00","","386288.114090163","451547.889377476","종합여행업","","일반주거지역","4","학교정화(상대)","","관광공제회","근린생활시설","3","1","0","0","","","0","0","","0","0","","0","114.64","","0","","","","","","","200000000","20240618","20250618","","115","",
"167","종합여행업","03_12_03_P","4211000","CDFI2260042015000001","2015-08-28","","01","영업/정상","13","영업중","","","","","033-532-0458","","","강원특별자치도 동해시 송정동 958-82","강원특별자치도 동해시 송정로 49-1, 2층 (송정동)","25789","주마여행사","2024-11-07 16:21:26","U","2024-11-09 02:40:00","","387825.422808873","446041.639344386","종합여행업","","일반상업지역","4","","","서울보증보험","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","32","","0","","","","","","","200000000","20240415","20250414","","32","",
"168","종합여행업","03_12_03_P","4211000","CDFI2260042010000002","2010-10-15","","01","영업/정상","13","영업중","","","","","033-533-8676","","240-802","강원특별자치도 동해시 발한동 240-15","강원특별자치도 동해시 발한로 191 (발한동)","25720","(주)여행닷컴","2024-11-07 15:28:57","U","2024-11-09 02:40:00","","386173.655965691","451561.015061572","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","20240818","20250817","","0","",
"169","종합여행업","03_12_03_P","4211000","CDFI2260042024000001","2024-04-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 동해시 천곡동 803-1","강원특별자치도 동해시 천곡3길 3 (천곡동)","25759","(주)제이비투어","2024-11-05 11:04:44","U","2024-11-07 02:40:00","","386697.951229365","449114.843424955","종합여행업","","주거지역","0","","","서울보증보험","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","19.2","","0","","","","","","","50000000","20240425","20250424","","19","",
"170","종합여행업","03_12_03_P","4211000","CDFI2260042025000002","2025-08-28","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 동해시 발한동 207-10","강원특별자치도 동해시 해안로 507, 2층 (발한동)","25727","주식회사 로컬잇","2025-08-28 13:14:09","I","2025-08-30 00:20:01","","386175.327409925","451347.408671614","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"171","종합여행업","03_12_03_P","4211000","CDFI2260042025000001","2025-07-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 동해시 효가동 360-1","강원특별자치도 동해시 동해대로 5133, 212호 (효가동)","25801","(주)굿프랜드여행사","2025-07-08 17:29:36","I","2025-07-10 00:20:01","","386305.612494219","446575.572406151","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"172","종합여행업","03_12_03_P","4211000","CDFI2260042024000002","2024-11-28","","01","영업/정상","13","영업중","","","","","070-4213-1980","","","강원특별자치도 동해시 송정동 254","강원특별자치도 동해시 대동로 210, 동해항국제여객터미널 별관 (송정동)","25779","두원상선(주)","2024-12-10 09:19:44","U","2024-12-12 02:40:00","","388321.26008378","445050.802750658","종합여행업","","","0","","","","사무실","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","20241128","20251128","1100000000","20241128","20251128","","0","",
"173","종합여행업","03_12_03_P","4221000","CDFI2260042020000001","2020-02-07","","02","휴업","02","휴업","","2024-11-08","2027-12-31","","","","","강원특별자치도 태백시 소도동 328","강원특별자치도 태백시 천제단길 178-7 (소도동)","26043","태백청년기업 컬쳐랜드 협동조합","2024-11-08 17:20:01","U","2024-11-10 02:40:00","","373242.662357728","403717.356112248","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","175000000","","","","0","",
"174","종합여행업","03_12_03_P","4221000","CDFI2260042014000001","2014-01-29","","03","폐업","03","폐업","2015-06-09","","","","033-553-0078","","235-800","강원특별자치도 태백시 황지동 94-2","강원특별자치도 태백시 황지로 22 (황지동)","235-800","코리아투어","2015-06-10 09:15:46","I","2023-06-13 00:00:00","","376757.524407209","408411.537712161","종합여행업","","근린상업지역","2","기타","","","근린생활시설","2","0","0","0","","","0","0","","0","0","","0","152","","0","","","","","","","200000000","","","","152","",
"175","종합여행업","03_12_03_P","4221000","CDFI2260042025000001","2025-04-03","","01","영업/정상","13","영업중","","","","","033-554-0620","","","강원특별자치도 태백시 황지동 61-3","강원특별자치도 태백시 황지로 93, 2층 (황지동)","26015","주식회사 이지영디자인","2025-04-09 13:15:39","U","2025-04-11 02:40:00","","376828.916226645","409108.376675818","종합여행업","","","0","","","SGI서울보증","","0","0","0","0","Easy-Young Design Inc.","General Travel Business","0","0","","0","0","","0","0","","0","","","","","","","0","20250403","20260402","","0","",
"176","종합여행업","03_12_03_P","4231000","CDFI2260041999000001","1999-01-01","","03","폐업","03","폐업","2019-07-24","","","","","","","강원특별자치도 속초시 교동 932-4","강원특별자치도 속초시 동해대로 4327 (교동)","24862","뉴코리아여행사","2019-07-30 15:39:59","I","2023-06-13 00:00:00","","337369.171765106","523215.353931719","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"177","종합여행업","03_12_03_P","4231000","CDFI2260042014000001","2014-07-18","","03","폐업","03","폐업","2019-01-01","","","","","","","강원특별자치도 속초시 금호동 473-49","강원특별자치도 속초시 수복로 188 (금호동)","24832","주식회사 멤버인터내셔날투어","2019-10-02 09:58:15","I","2023-06-13 00:00:00","","339081.560988235","523560.907423505","종합여행업","","일반상업지역","4","기타","","","근린생활시설","4","0","0","0","","","0","0","","0","0","","0","58.02","","0","","","","","","","200000000","","","","58","",
"178","종합여행업","03_12_03_P","4231000","CDFI2260042015000001","2015-04-17","","03","폐업","03","폐업","2019-03-31","","","","033-636-3446","","","강원특별자치도 속초시 교동 737-7","강원특별자치도 속초시 동해대로 4236, 18007호 (교동, 아남프라자)","24853","(주)지트립","2019-04-16 11:33:29","I","2023-06-13 00:00:00","","338132.520338395","522766.508207672","종합여행업","","","0","","","","호텔","0","0","0","0","","","0","0","","0","0","","0","142.3","","0","","","","","","","2364999940","","","","142","",
"179","종합여행업","03_12_03_P","4231000","CDFI2260042022000002","2022-11-23","","01","영업/정상","13","영업중","","","","","070-4827-2667","","","강원특별자치도 속초시 교동 802-38","강원특별자치도 속초시 청대로351번길 18, 2층 (교동)","24863","주식회사 메이트투어","2024-01-18 14:01:50","U","2024-01-20 02:40:00","","337455.918186905","522836.50361186","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"180","종합여행업","03_12_03_P","4231000","CDFI2260042019000002","2019-08-23","","01","영업/정상","13","영업중","","","","","033-631-7764","","","강원특별자치도 속초시 조양동 1521-1","강원특별자치도 속초시 동해대로 4063, 4층 401호 (조양동)","24890","주식회사 혜인(골드벨투어)","2024-05-16 18:12:33","U","2024-05-18 02:40:00","","339245.193695206","521897.399944984","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","",
"181","종합여행업","03_12_03_P","4231000","CDFI2260042022000001","2022-05-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 노학동 513-1","강원특별자치도 속초시 응골길 59, 2층 (노학동)","24868","주식회사 골든시티","2022-05-25 17:37:55","I","2023-06-13 00:00:00","","336231.568332336","521304.443215286","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","",
"182","종합여행업","03_12_03_P","4231000","CDFI2260042024000002","2024-06-13","","01","영업/정상","13","영업중","","","","","033-633-0979","","","강원특별자치도 속초시 노학동 1265-49","강원특별자치도 속초시 응동길 86 (노학동)","24868","힐링여행기획","2024-06-13 10:06:26","I","2024-06-15 00:14:13","","335830.065199672","521511.197514324","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"183","종합여행업","03_12_03_P","4231000","CDFI2260042024000001","2024-01-30","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 설악동 246-82 102호","강원특별자치도 속초시 청봉로5길 5-9, 102호 (설악동)","24904","유한책임회사 설악관광문화원","2025-05-29 16:21:16","U","2025-05-31 02:40:00","","333882.986119041","519179.931791352","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"184","종합여행업","03_12_03_P","4231000","CDFI2260042018000001","2018-07-23","2021-10-14","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","강원특별자치도 속초시 청호동 459-134 E마트","강원특별자치도 속초시 설악금강대교로 12, E마트 1층 (청호동)","24885","주식회사 힐링투어","2021-10-14 16:51:39","I","2023-06-13 00:00:00","","339761.153723826","522089.806016399","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","",
"185","종합여행업","03_12_03_P","4231000","CDFI2260042019000001","2016-12-01","2021-10-14","04","취소/말소/만료/정지/중지","31","등록취소","","","","","033-631-7790","","","강원특별자치도 속초시 영랑동 148-9 310호","강원특별자치도 속초시 중앙로 346, 설악비치리조텔 3층 310호 (영랑동)","24808","(주)운남서울국제여행사","2021-10-14 16:52:10","I","2023-06-13 00:00:00","","339352.254873","525240.903037651","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","22","","0","","","","","","","100000000","20181209","20191208","","22","",
"186","종합여행업","03_12_03_P","4241000","CDFI2260042022000001","2022-04-29","","03","폐업","03","폐업","2025-04-24","","","","","","","강원특별자치도 삼척시 근덕면 덕산리 292","강원특별자치도 삼척시 근덕면 덕산해안로 66-13","25934","덕봉협동조합","2025-04-24 08:59:17","U","2025-04-26 02:40:00","","398557.293831591","433387.535939991","종합여행업","","","1","기타","","","사무실","1","0","0","0","","","0","0","","0","0","","0","49","","0","","","","","","","56000000","","","","49","",
"187","종합여행업","03_12_03_P","4241000","CDFI2260042017000001","2017-02-21","","01","영업/정상","13","영업중","","","","","033-541-2107","","","강원특별자치도 삼척시 도계읍 전두리 63-18","강원특별자치도 삼척시 도계읍 도계로 224 (도계새마을금고)","25947","삼척도원새마을금고(무릉도원)","2021-10-22 17:00:02","I","2023-06-13 00:00:00","","381293.28295538","416141.608293154","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","1684443520","","","","0","",
"188","종합여행업","03_12_03_P","4241000","CDFI2260042017000002","2017-02-24","","01","영업/정상","13","영업중","","","","","033-572-2388","","","강원특별자치도 삼척시 교동 601-1","강원특별자치도 삼척시 중앙로 283 (교동)","25916","(합)국제여행사","2021-10-22 17:00:31","I","2023-06-13 00:00:00","","391594.239419158","440635.567557416","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","180000000","","","","0","",
"189","종합여행업","03_12_03_P","4241000","CDFI2260042024000001","2024-11-04","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 삼척시 남양동 17-14","강원특별자치도 삼척시 대학로 30-2, CU편의점 2층 (남양동)","25920","유니투어","2024-11-04 16:08:08","I","2024-11-06 00:12:47","","391393.572611349","440159.777918661","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"190","종합여행업","03_12_03_P","4251000","CDFI2260042023000003","2023-05-23","","03","폐업","03","폐업","2025-01-06","","","","","","","강원특별자치도 홍천군 서면 대곡리 524-1","강원특별자치도 홍천군 서면 한서로 1901","25103","리현투어","2025-01-07 09:15:46","U","2025-01-09 02:40:00","","257415.885638167","458286.287886789","종합여행업","","","0","","","","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","99","","0","","","","","","","52000000","","","","99","",
"191","종합여행업","03_12_03_P","4251000","CDFI2260042016000001","2016-03-31","","03","폐업","03","폐업","2024-10-25","","","","033-436-8910","","","강원특별자치도 홍천군 서석면 검산리 산 3-3","강원특별자치도 홍천군 서석면 마리소리길 57","25167","(주)글로벌캠핑연구소","2024-10-28 18:07:12","U","2024-10-30 02:40:00","","309155.395253573","470397.770540807","종합여행업","","","1","","","서울보증보험주식회사","단독주택","1","0","0","0","WOONYnetworks","General Travel","0","0","","0","0","","0","258.4","","0","","","","","","","203861568","20160331","20170330","","258","2238117520",
"192","종합여행업","03_12_03_P","4251000","CDFI2260042021000002","2018-04-10","","03","폐업","03","폐업","2024-11-06","","","","033 263 3114","","","강원특별자치도 홍천군 내촌면 도관리 산 5-2","강원특별자치도 홍천군 내촌면 광석로 266","25161","농업회사법인 ㈜팜플","2024-11-11 15:35:18","U","2024-11-13 02:40:00","","297014.564517255","481844.438676389","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20200819","20210818","","0","",
"193","종합여행업","03_12_03_P","4251000","CDFI2260042024000001","2024-10-23","","01","영업/정상","13","영업중","","","","","070-8841-7979","","","강원특별자치도 홍천군 서석면 풍암리 729-3","강원특별자치도 홍천군 서석면 아미산길 42","25166","업타운","2024-10-23 17:29:26","I","2024-10-25 00:12:21","","303957.359681859","469220.94013558","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","102","","0","","","","","","","50000000","","","","102","",
"194","종합여행업","03_12_03_P","4251000","CDFI2260042017000001","2017-11-21","","01","영업/정상","13","영업중","","","","","033-432-8830","","","강원특별자치도 홍천군 홍천읍 희망리 370-9","강원특별자치도 홍천군 홍천읍 홍천로 329, 2층","25136","(주)새천년고속관광","2022-12-21 15:41:15","I","2023-06-13 00:00:00","","277728.4739922","465497.441770375","종합여행업","","","0","","","","","0","0","0","0","Saecheonnyeon Travel Co. Ltd","General travel business","0","0","","0","0","","0","0","","0","","","","","","","300000000","","","","0","",
"195","종합여행업","03_12_03_P","4251000","CDFI2260042019000001","2019-06-24","","01","영업/정상","13","영업중","","","","","033-433-7703","","","강원특별자치도 홍천군 북방면 하화계리 327-2","강원특별자치도 홍천군 북방면 홍천로 126","25115","(주)강원여행사","2023-05-22 09:26:36","I","2023-06-13 00:00:00","","275817.063502104","466066.380660871","종합여행업","","자연녹지지역","1","기타","","","근린생활시설","1","0","0","0","Gang Wonyeohaengsa Co. Ltd","General travel","0","0","","0","0","","0","65","","0","","","","","","","100000000","","","","65","",
"196","종합여행업","03_12_03_P","4251000","CDFI2260042019000002","2019-11-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 홍천군 홍천읍 희망리 39","강원특별자치도 홍천군 홍천읍 희망로 91","25124","투어데이 여행사","2022-06-16 14:40:21","I","2023-06-13 00:00:00","","278677.721212664","466152.062509573","종합여행업","","주거지역","1","기타","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","26","","0","","","","","","","100100000","","","","26","",
"197","종합여행업","03_12_03_P","4251000","CDFI2260042023000001","2010-03-09","","01","영업/정상","13","영업중","","","","","1588-8511","","","강원특별자치도 홍천군 서면 팔봉리 1290-2 대명비발디파크","강원특별자치도 홍천군 서면 한치골길 262, 대명비발디파크, 소노벨D","25102","(주)소노스테이션","2025-10-14 17:43:08","U","2025-10-16 02:40:00","","260030.280736472","460691.714032464","종합여행업","","","0","","","서울보증보험(220-88-09321)","","0","0","0","0","","","0","0","","0","0","","0","28.56","","0","","","","","","","1811883010","20200904","20210903","","29","",
"198","종합여행업","03_12_03_P","4251000","CDFI2260042023000002","2023-05-12","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 홍천군 북방면 화동리 산 72","강원특별자치도 홍천군 북방면 화동길 88, B1층","25114","온세상트레킹","2023-05-16 15:29:01","I","2023-06-13 00:00:00","","","","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20230520","20240519","","0","",
"199","종합여행업","03_12_03_P","4251000","CDFI2260042025000001","2025-06-04","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 홍천군 홍천읍 희망리 39","강원특별자치도 홍천군 홍천읍 희망로 91, 2층","25124","우리 여행사","2025-06-04 09:41:03","I","2025-06-06 00:20:02","","278677.721212664","466152.062509573","종합여행업","","","0","","","","","2","0","0","0","","","0","0","","0","0","","0","40","","0","","","","","","","60000000","","","","40","",
"200","종합여행업","03_12_03_P","4251000","CDFI2260042013000001","2013-04-24","2023-12-28","04","취소/말소/만료/정지/중지","31","등록취소","","","","","070-4248-7954","","250-910","강원특별자치도 홍천군 홍천읍 희망리 303-1","강원특별자치도 홍천군 홍천읍 희망로 3, 180호","25122","주식회사 어드벤처 아일랜드","2023-12-28 12:49:42","U","2023-12-30 02:40:00","","277835.787383829","466055.291989124","종합여행업","","","0","","","SIG 서울보증","","0","0","0","0","Co.Ltd Adventure ISLAND","GENERAL TRAVEL AGENCY","0","0","","0","0","","0","0","","0","","","","","","","210000000","20160701","20161231","","0","",
"201","종합여행업","03_12_03_P","4261000","CDFI2260042016000001","2016-07-15","","03","폐업","03","폐업","2024-11-18","","","","343-5771","","","강원특별자치도 횡성군 갑천면 매일리 897","강원특별자치도 횡성군 갑천면 청정로 273-1","25258","(주)선유투어","2024-11-18 13:32:52","U","2024-11-20 02:40:00","","297907.283261904","451291.76398187","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","","","","0","",
"202","종합여행업","03_12_03_P","4261000","CDFI2260042014000001","2014-04-11","","01","영업/정상","13","영업중","","","","","345-9201","","","강원특별자치도 횡성군 횡성읍 읍상리 649-6","강원특별자치도 횡성군 횡성읍 향교서로 4-1","25227","(주) 코끼리","2025-04-10 17:50:42","U","2025-04-12 02:40:00","","287666.133226852","443213.99406198","종합여행업","","","0","","","서울보증보험","","0","0","0","0","Kokiritour travel agency co, ltd","General travel business","0","0","","0","0","","0","0","","0","","","","","","","0","20250419","20260418","","0","",
"203","종합여행업","03_12_03_P","4261000","CDFI2260042022000001","2013-09-12","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 횡성군 횡성읍 읍하리 540","강원특별자치도 횡성군 횡성읍 화성로 35","25222","누리여행사","2025-09-29 16:25:12","U","2025-10-01 02:40:00","","287438.792642063","443989.302513024","종합여행업","","일반주거지역","0","학교정화(절대)","","서울보증보험","근린생활시설","0","0","0","0","I LOVE TOUR","General travel business","0","0","","0","0","","0","56","","0","","","","","","","200000000","20250912","20260911","","56","",
"204","종합여행업","03_12_03_P","4271000","CDFI2260042012000001","2012-10-04","","01","영업/정상","13","영업중","","","","","033-375-1004","","230-805","강원특별자치도 영월군 영월읍 영흥리 962-4","강원특별자치도 영월군 영월읍 단종로 26, 2층","26227","더퍼스트클럽(주)","2024-11-06 11:22:12","U","2024-11-08 02:40:00","","330269.795763764","410339.320940455","종합여행업","","","2","","","한국관광협회중앙회 관광공제회","사무실","2","0","0","0","","","0","0","","0","0","","0","98.4","","0","","","","","","","250000000","20241111","20251110","","98","",
"205","종합여행업","03_12_03_P","4271000","CDFI2260042024000001","2024-06-13","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 영월군 한반도면 쌍용리 643-11","강원특별자치도 영월군 한반도면 쌍용로 122, 1층","26214","합자회사 서진여행사","2025-10-22 17:22:11","U","2025-10-24 02:40:00","","317414.806069911","409911.47366541","종합여행업","","","1","","","한국관광협회중앙회 관광공제회","","0","0","0","0","","","0","0","","0","0","","0","32","","0","","","","","","","50000000","20250626","20260626","","32","",
"206","종합여행업","03_12_03_P","4271000","CDFI2260042024000002","2024-11-20","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 영월군 영월읍 하송리 386-3","강원특별자치도 영월군 영월읍 하송로 113, 2층","26238","동강리버버깅협동조합","2024-11-22 14:55:08","U","2024-11-24 02:40:00","","329562.412510227","409578.650121568","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50500000","20241120","20251119","","0","",
"207","종합여행업","03_12_03_P","4271000","CDFI2260042017000001","2017-04-12","2022-07-15","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","강원특별자치도 영월군 영월읍 33-4","강원특별자치도 영월군 영월읍 단종로33번길 4, 33동","26233","에스엘투어 주식회사","2022-07-26 16:59:49","I","2023-06-13 00:00:00","","330167.347037737","410351.902743363","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20170412","20180411","","0","",
"208","종합여행업","03_12_03_P","4281000","CDFI2260042010000001","2010-09-10","","03","폐업","03","폐업","2016-11-22","","","","033-334-6541","","232-807","강원특별자치도 평창군 평창읍 하리 148-11","","","(주)조은여행사","2016-11-22 15:50:04","I","2023-06-13 00:00:00","","323493.431247631","430414.821107968","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20150716","20160715","","0","",
"209","종합여행업","03_12_03_P","4281000","CDFI2260042014000001","2014-04-04","","03","폐업","03","폐업","2017-01-04","","","","033-339-0671","","232-951","강원특별자치도 평창군 대관령면 수하리 240-114","강원특별자치도 평창군 대관령면 솔봉로 325","25351","(주)참사랑","2017-01-05 17:46:08","I","2023-06-13 00:00:00","","348498.869496779","463592.662512543","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","20160404","20170403","","0","",
"210","종합여행업","03_12_03_P","4281000","CDFI2260042016000001","2016-06-02","","03","폐업","03","폐업","2017-12-31","","","","033-339-0880","","","강원특별자치도 평창군 대관령면 용산리 195-1 알펜시아리조트 홀리데이인스위트 102동","강원특별자치도 평창군 대관령면 솔봉로 325, 102동 1층 (알펜시아리조트 홀리데이인스위트)","25351","주식회사 알펜시아","2017-12-28 17:57:26","I","2023-06-13 00:00:00","","347532.136650789","463016.896475131","종합여행업","","관리지역","0","기타","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","1500000000","20160620","20170619","","0","",
"211","종합여행업","03_12_03_P","4281000","CDFI2260042017000004","2017-10-17","","03","폐업","03","폐업","2020-02-24","","","","033-334-0426","","","강원특별자치도 평창군 평창읍 하리 37","강원특별자치도 평창군 평창읍 노성로 126-24","25376","보물섬투어","2020-02-25 18:05:32","I","2023-06-13 00:00:00","","323658.77069112","430480.059117909","종합여행업","","","0","","","한국관광협회중앙회 연맹공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20181112","20191112","","0","",
"212","종합여행업","03_12_03_P","4281000","CDFI2260042020000002","2014-04-11","","03","폐업","03","폐업","2024-03-18","","","","033-332-0686","","","강원특별자치도 평창군 봉평면 창동리 287-1","강원특별자치도 평창군 봉평면 기풍2길 9","25303","주식회사 위앤라이","2024-03-18 17:17:09","U","2024-03-20 02:40:00","","321707.011563735","457896.397867451","종합여행업","","","0","","","한국관광협회중앙회 여행공제회","","0","0","0","0","The New Horizon Co.,Ltd.","General Travel Agency","0","0","","0","0","","0","0","","0","","","","","","","200000000","20200415","20210415","","0","",
"213","종합여행업","03_12_03_P","4281000","CDFI2260042022000002","2022-05-02","","03","폐업","03","폐업","2025-07-31","","","","","","","강원특별자치도 평창군 대관령면 용산리 130 용평리조트","강원특별자치도 평창군 대관령면 올림픽로 715, 용평리조트 타워프라자 1층","25352","아웃바운더리","2025-08-22 13:19:29","U","2025-08-24 02:40:00","","348259.144297804","461699.273918606","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"214","종합여행업","03_12_03_P","4281000","CDFI2260042023000001","2023-08-29","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 평창읍 하리 148-8","강원특별자치도 평창군 평창읍 백오로 96, 1층","25376","나무여행사","2023-09-19 09:04:27","U","2023-09-21 02:40:00","","323527.430425777","430418.520903696","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20230828","20240827","","0","",
"215","종합여행업","03_12_03_P","4281000","CDFI2260042023000002","2023-09-07","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 대관령면 횡계리 369 그린블루호텔","강원특별자치도 평창군 대관령면 대관령로 56, 그린블루호텔 1층","25345","KGB SKI","2023-10-12 16:40:26","U","2023-10-14 02:40:00","","350164.093167988","464895.817736108","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20231006","20241005","","0","",
