"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","지정일자","민원종류명",
"26575","담배소매업","11_43_02_P","4311000","2002431000705600052","2002-05-02","","03","폐업","2","폐업처리","2011-08-05","","","","4427354","","","강원특별자치도 화천군 상서면 신대리 호 본부대","","","칠성점","2011-08-05 12:52:15","I","2023-06-13 00:00:00","","","","20020502","2009년11월법개정전자료",
"26576","담배소매업","11_43_02_P","4311000","2002431000705600053","2002-05-02","","03","폐업","2","폐업처리","2011-08-05","","","","4427354","","","강원특별자치도 화천군 상서면 노동리 호 3-3대대","","","청룡3점","2011-08-05 12:53:51","I","2023-06-13 00:00:00","","","","20020502","2009년11월법개정전자료",
"26577","담배소매업","11_43_02_P","4311000","2002431000705600054","2002-05-06","","03","폐업","2","폐업처리","2011-08-05","","","","4427354","","","강원특별자치도 화천군 상서면 신풍리 호 공병대","","","칠성1점","2011-08-05 12:55:04","I","2023-06-13 00:00:00","","","","20020506","2009년11월법개정전자료",
"26578","담배소매업","11_43_02_P","4311000","2002431000705600055","2002-05-06","","03","폐업","2","폐업처리","2011-08-05","","","","7727354","","","강원특별자치도 화천군 화천읍 풍산리 호 8연본","","","상승점","2011-08-05 12:56:17","I","2023-06-13 00:00:00","","","","20020506","2009년11월법개정전자료",
"26579","담배소매업","11_43_02_P","4311000","2002431000705600056","2002-05-06","","03","폐업","2","폐업처리","2011-08-05","","","","4427354","","","강원특별자치도 화천군 화천읍 신읍리 호 8-1대대","","","상승1점","2011-08-05 12:57:52","I","2023-06-13 00:00:00","","","","20020506","2009년11월법개정전자료",
"26580","담배소매업","11_43_02_P","4311000","2002431000705600057","2002-05-06","","03","폐업","2","폐업처리","2011-08-05","","","","4427354","","","강원특별자치도 화천군 하남면 논미리 호 2반 의무대","","","칠성의무대","2011-08-05 12:59:23","I","2023-06-13 00:00:00","","","","20020506","2009년11월법개정전자료",
"26581","담배소매업","11_43_02_P","4311000","2002431000705600058","2002-05-06","","03","폐업","2","폐업처리","2011-08-05","","","","4427354","","","강원특별자치도 화천군 화천읍 풍산리 호 5반 수색대","","","칠성2점","2011-08-05 13:28:07","I","2023-06-13 00:00:00","","","","20020506","2009년11월법개정전자료",
"26582","담배소매업","11_43_02_P","4311000","2002431000705600059","2002-05-06","","03","폐업","2","폐업처리","2011-08-05","","","","4427354","","","강원특별자치도 화천군 화천읍 풍산리 호 1반 신교대","","","칠성4점","2011-08-05 13:30:04","I","2023-06-13 00:00:00","","","","20020506","2009년11월법개정전자료",
"26583","담배소매업","11_43_02_P","4311000","2002431000705600060","2002-05-06","","03","폐업","2","폐업처리","2011-08-05","","","","4427354","","","강원특별자치도 화천군 화천읍 풍산리 호 당거리 8-3","","","상승2점","2011-08-05 13:31:56","I","2023-06-13 00:00:00","","","","20020506","2009년11월법개정전자료",
"26584","담배소매업","11_43_02_P","4311000","2002431000705600061","2002-05-06","","03","폐업","2","폐업처리","2011-08-05","","","","4427354","","","강원특별자치도 화천군 화천읍 신읍리 호 2반 637대대","","","왕자점","2011-08-05 13:35:48","I","2023-06-13 00:00:00","","","","20020506","2009년11월법개정전자료",
"26585","담배소매업","11_43_02_P","4311000","2002431000705600062","2002-05-06","","03","폐업","2","폐업처리","2011-08-05","","","","4427354","","","강원특별자치도 화천군 상서면 노동리 호 3-2대대","","","청룡2점","2011-08-05 13:37:14","I","2023-06-13 00:00:00","","","","20020506","2009년11월법개정전자료",
"26586","담배소매업","11_43_02_P","4311000","2002431000705600063","2002-05-06","","03","폐업","2","폐업처리","2011-08-05","","","","4427354","","","강원특별자치도 화천군 상서면 산양리 호 5-3대대","","","단결2점","2011-08-05 13:38:25","I","2023-06-13 00:00:00","","","","20020506","2009년11월법개정전자료",
"26587","담배소매업","11_43_02_P","4311000","2002431000705600064","2002-05-06","","03","폐업","2","폐업처리","2010-08-05","","","","4427354","","","강원특별자치도 화천군 상서면 산양리 호 3-1대대","","","청룡1점","2011-08-05 13:39:52","I","2023-06-13 00:00:00","","","","20020506","2009년11월법개정전자료",
"26588","담배소매업","11_43_02_P","4311000","2002431000705600065","2002-05-06","","03","폐업","2","폐업처리","2011-08-05","","","","4427354","","","강원특별자치도 화천군 상서면 마현리 호 5-2대대","","","단결1점","2011-08-05 13:41:00","I","2023-06-13 00:00:00","","","","20020506","2009년11월법개정전자료",
"26589","담배소매업","11_43_02_P","4311000","2002431000705600066","2002-05-06","","03","폐업","2","폐업처리","2011-08-05","","","","4427354","","","강원특별자치도 화천군 상서면 마현리 호 365A","","","365A","2011-08-05 13:42:10","I","2023-06-13 00:00:00","","","","20020506","2009년11월법개정전자료",
"26590","담배소매업","11_43_02_P","4311000","2012431005205600017","2012-12-11","","03","폐업","2","폐업처리","2013-12-31","","","","0334412795","","209-821","강원특별자치도 화천군 간동면 간척리 757번지","강원특별자치도 화천군 간동면 간척월명로 88","209-820","주식회사 신세계푸드","2013-12-31 15:32:23","I","2023-06-13 00:00:00","","271683.553735843","504190.144458682","20121211","제7조의3제3항에따른경우",
"26591","담배소매업","11_43_02_P","4311000","2013431005205600002","2013-04-22","","03","폐업","2","폐업처리","2015-08-11","","","","0334428118","","209-804","강원특별자치도 화천군 화천읍 아리 179번지 4호","강원특별자치도 화천군 화천읍 평화로 117","209-805","대현주유소","2015-08-11 09:49:45","I","2023-06-13 00:00:00","","263192.507180833","510966.014977533","20130422","제7조의3제2항에따른경우",
"26592","담배소매업","11_43_02_P","4311000","2013431005205600003","2013-05-01","","03","폐업","2","폐업처리","2017-06-12","","","","033-442-5054","","","강원특별자치도 화천군 간동면 유촌리 601번지 1호","강원특별자치도 화천군 간동면 파로호로 925","24138","용화사","2017-06-12 16:10:22","I","2023-06-13 00:00:00","","269308.300379015","506046.639604388","20130501","제7조의3제2항에따른경우",
"26593","담배소매업","11_43_02_P","4311000","2013431005205600004","2013-07-10","","03","폐업","2","폐업처리","2016-08-30","","","","","","209-832","강원특별자치도 화천군 사내면 광덕2리 1138번지 13호","강원특별자치도 화천군 사내면 포화로 91","209-835","솔연","2016-08-30 18:18:56","I","2023-06-13 00:00:00","","239133.951877893","510534.675337117","20130710","제7조의3제2항에따른경우",
"26594","담배소매업","11_43_02_P","4311000","2013431005205600005","2013-08-01","","03","폐업","2","폐업처리","2016-10-25","","","","033-442-2184","","209-804","강원특별자치도 화천군 화천읍 아리 245번지 4호","강원특별자치도 화천군 화천읍 산수화로 6-1","209-804","물의나라","2016-10-25 17:50:05","I","2023-06-13 00:00:00","","261839.560268243","511792.455688468","20130801","제7조의3제2항에따른경우",
"26595","담배소매업","11_43_02_P","4311000","1977431000705600097","1977-11-15","","03","폐업","2","폐업처리","2002-04-08","","","","033 4426515","","","강원특별자치도 화천군 상서면 부촌리 111호 0통 3반","강원특별자치도 화천군 상서면 부촌리길 107-10","","충남상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","258949.538610641","520839.004503646","","",
"26596","담배소매업","11_43_02_P","4311000","1978431000705600002","1978-07-31","","03","폐업","2","폐업처리","2017-01-02","","","","033 4414289","","","강원특별자치도 화천군 사내면 용담리 296번지 1   호","","","연백상회","2017-01-02 17:20:58","I","2023-06-13 00:00:00","","247714.770556072","506441.379977825","19780731","2009년11월법개정전자료",
"26597","담배소매업","11_43_02_P","4311000","1978431000705600039","1978-08-29","","03","폐업","2","폐업처리","2001-08-30","","","","033 4417621","","","강원특별자치도 화천군 상서면 다목리 501번지 3   호","","","신성상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26598","담배소매업","11_43_02_P","4311000","1978431000705600050","1978-01-05","","03","폐업","2","폐업처리","2017-01-11","","","","033 4422788","","209-812","강원특별자치도 화천군 상서면 다목리 131번지 1호","","","대성상회","2017-01-11 09:08:47","I","2023-06-13 00:00:00","","","","19780105","2009년11월법개정전자료",
"26599","담배소매업","11_43_02_P","4311000","1978431000705600134","1976-08-17","","03","폐업","2","폐업처리","2017-08-28","","","","033 4425026","","209-822","강원특별자치도 화천군 간동면 오음리 635번지 1호","강원특별자치도 화천군 간동면 파로호로 1175","","윤화상회","2017-08-28 11:49:11","I","2023-06-13 00:00:00","","271581.080969285","506176.913195894","19760817","2009년11월법개정전자료",
"26600","담배소매업","11_43_02_P","4311000","1979431000705600089","1979-08-18","","03","폐업","2","폐업처리","2006-10-30","","","","033 4417160","","","강원특별자치도 화천군 상서면 산양리 736번지 4호","강원특별자치도 화천군 상서면 영서로 7725-41","","대성상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","257903.716624958","523199.91310945","","",
"26601","담배소매업","11_43_02_P","4311000","1980431000705600016","1980-12-18","","03","폐업","2","폐업처리","2003-11-25","","","","4416582","","","호","","","수밀상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26602","담배소매업","11_43_02_P","4311000","1980431000705600034","1980-12-17","","03","폐업","2","폐업처리","2001-05-31","","","","033 4416457","","","호","","","동해상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26603","담배소매업","11_43_02_P","4311000","1980431000705600061","1980-12-22","","03","폐업","2","폐업처리","2001-10-24","","","","033 4414030","","","강원특별자치도 화천군 사내면 사창리 456번지 1   호 1  통 2  반","강원특별자치도 화천군 사내면 사내로 38-1","","사창슈퍼","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","245692.221038567","507755.115933924","","",
"26604","담배소매업","11_43_02_P","4311000","1980431000705600124","1980-12-15","","03","폐업","2","폐업처리","2016-06-28","","","","033 4425136","","209-821","강원특별자치도 화천군 간동면 간척리 251번지 19호 3통 1반","강원특별자치도 화천군 간동면 간척리길 200-5","","담배가계","2016-06-28 18:16:12","I","2023-06-13 00:00:00","","272651.704268597","503104.73364097","19801215","2009년11월법개정전자료",
"26605","담배소매업","11_43_02_P","4311000","1980431000705600190","1980-07-29","","03","폐업","2","폐업처리","2015-10-19","","","","033 442 259","","","강원특별자치도 화천군 화천읍 하리 50번지 23호","강원특별자치도 화천군 화천읍 중앙로8길 12 (담배가게)","24127","담배소매","2015-10-19 10:17:54","I","2023-06-13 00:00:00","","261917.390120061","511405.106283445","19800729","2009년11월법개정전자료",
"26606","담배소매업","11_43_02_P","4311000","1981431000705600056","1981-05-08","","03","폐업","2","폐업처리","2002-10-24","","","","033 4413517","","","강원특별자치도 화천군 화천읍 풍산리 225번지 1   호","","","복지상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26607","담배소매업","11_43_02_P","4311000","1981431000705600141","1981-07-15","","03","폐업","2","폐업처리","2017-08-01","","","","033 4413270","","209-805","강원특별자치도 화천군 화천읍 풍산리 205번지 1호 2통 4반","","","덕성상회","2017-08-01 16:04:20","I","2023-06-13 00:00:00","","265644.324281849","519687.160312812","19810715","2009년11월법개정전자료",
"26608","담배소매업","11_43_02_P","4311000","2009431005205600014","2009-12-07","","03","폐업","2","폐업처리","2010-05-06","","","","033-441-1009","","209-804","강원특별자치도 화천군 화천읍 하리 33번지 3호","","","천년마트","2010-11-05 16:19:02","I","2023-06-13 00:00:00","","","","20091207","제7조의3제2항에따른경우",
"26609","담배소매업","11_43_02_P","4311000","2009431005205600015","2009-12-10","","03","폐업","2","폐업처리","2010-04-01","","","","033-441-5200","","209-804","강원특별자치도 화천군 화천읍 하리 39번지 1호","강원특별자치도 화천군 화천읍 상승로 32-6","","G마트","2010-11-05 16:18:44","I","2023-06-13 00:00:00","","261662.502644086","511441.765805842","20091210","제7조의3제2항에따른경우",
"26610","담배소매업","11_43_02_P","4311000","2010431005205600002","2010-03-25","","03","폐업","2","폐업처리","2010-05-13","","","","","","209-834","강원특별자치도 화천군 사내면 사창리 457번지 45호","강원특별자치도 화천군 사내면 사내로 35","","GS25화천요셉점","2011-01-26 08:50:23","I","2023-06-13 00:00:00","","245665.431045814","507729.959480558","20100325","제7조의3제3항에따른경우",
"26611","담배소매업","11_43_02_P","4311000","1998431000705600061","1998-12-11","","03","폐업","2","폐업처리","2018-04-12","","","","033 4422152","","","강원특별자치도 화천군 화천읍 하리 42-14호 2통 4반","","","미원사","2018-04-16 10:30:24","I","2023-06-13 00:00:00","","","","19981211","2009년11월법개정전자료",
"26612","담배소매업","11_43_02_P","4311000","1998431000705600062","1998-12-14","","03","폐업","2","폐업처리","2004-02-10","","","","033 4422723","","","강원특별자치도 화천군 화천읍 중리 호 1통 6반","","","연창슈퍼","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26613","담배소매업","11_43_02_P","4311000","1998431000705600065","1998-12-19","","03","폐업","2","폐업처리","2001-09-07","","","","033 4424000","","","강원특별자치도 화천군 간동면 간척리 995호","","","오봉산휴게소","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","271215.545317577","502728.773073962","","",
"26614","담배소매업","11_43_02_P","4311000","1998431000705600066","1998-12-19","","03","폐업","2","폐업처리","2012-08-22","","","","033 4411336","","","강원특별자치도 화천군 간동면 간척리 44-41호","","","화천수예점","2012-08-22 16:17:33","I","2023-06-13 00:00:00","","","","19981219","2009년11월법개정전자료",
"26615","담배소매업","11_43_02_P","4311000","1998431000705600068","1998-12-19","","03","폐업","2","폐업처리","2013-04-18","","","","033 4425054","","209-822","강원특별자치도 화천군 간동면 유촌리 1반","","","한효정","2013-04-18 16:05:42","I","2023-06-13 00:00:00","","","","19981219","2009년11월법개정전자료",
"26616","담배소매업","11_43_02_P","4311000","1998431000705600069","1998-12-21","","03","폐업","2","폐업처리","2012-10-17","","","","033 4425716","","","강원특별자치도 화천군 화천읍 아리 호 4반","","","제일건강원","2013-03-07 10:19:29","I","2023-06-13 00:00:00","","","","19981221","2009년11월법개정전자료",
"26617","담배소매업","11_43_02_P","4311000","1998431000705600070","1998-12-22","","03","폐업","2","폐업처리","2004-07-22","","","","033 4427580","","","강원특별자치도 화천군 화천읍 대이리 317-6호","","","농산물판매장","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26618","담배소매업","11_43_02_P","4311000","1998431000705600071","1998-12-23","","03","폐업","2","폐업처리","2002-10-04","","","","033 4416038","","","강원특별자치도 화천군 하남면 거례리 15-1호","","","광바위매점","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26619","담배소매업","11_43_02_P","4311000","1998431000705600073","1998-12-23","","03","폐업","2","폐업처리","2021-01-11","","","","033 4413963","","","강원특별자치도 화천군 하남면 거례리 572-1호","","","농산물판매소","2021-01-11 12:10:51","I","2023-06-13 00:00:00","","","","19981223","2009년11월법개정전자료",
"26620","담배소매업","11_43_02_P","4311000","1998431000705600076","1998-12-28","","03","폐업","2","폐업처리","2001-09-19","","","","033 4414855","","","강원특별자치도 화천군 사내면 삼일리 호 2통 2반","","","제일상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26621","담배소매업","11_43_02_P","4311000","1998431000705600079","1998-12-28","","03","폐업","2","폐업처리","2002-04-24","","","","033 4422458","","","강원특별자치도 화천군 화천읍 아리 244-29호","","","화성비디오","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26622","담배소매업","11_43_02_P","4311000","1999431000705600001","1999-01-04","","03","폐업","2","폐업처리","2002-03-18","","","","033 4427892","","","강원특별자치도 화천군 상서면 부촌리 311호 4반","","","일광상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26623","담배소매업","11_43_02_P","4311000","2011431005205600060","2011-08-24","","03","폐업","2","폐업처리","2023-02-07","","","","0332575301","","","강원특별자치도 화천군 상서면 산양리 586","","","56북진포","2023-02-09 11:23:19","I","2023-06-13 00:00:00","","258348.815031066","526801.640230545","20110824","제7조의3제3항에따른경우",
"26624","담배소매업","11_43_02_P","4311000","2011431005205600062","2011-08-24","","03","폐업","2","폐업처리","2023-02-07","","","","0332575301","","209-815","강원특별자치도 화천군 상서면 산양리","강원특별자치도 화천군 상서면 영서로 7793","209-815","5연대1대대3중대","2023-02-09 11:30:18","I","2023-06-13 00:00:00","","257811.918247218","523517.632234254","20110824","제7조의3제3항에따른경우",
"26625","담배소매업","11_43_02_P","4311000","2013431005205600007","2013-08-13","","03","폐업","2","폐업처리","2023-02-16","2020-10-10","2020-11-09","","0334425454","","209-804","강원특별자치도 화천군 화천읍 하리 21번지 11호","강원특별자치도 화천군 화천읍 중앙로 34","209-804","세븐일레븐 화천중앙로점","2023-02-17 18:36:56","I","2023-06-13 00:00:00","","261991.920687801","511397.993719595","20130813","제7조의3제3항에따른경우",
"26626","담배소매업","11_43_02_P","4311000","2013431005205600009","2013-08-29","","03","폐업","2","폐업처리","2021-01-11","","","","","","209-804","강원특별자치도 화천군 화천읍 하리 34번지 18호","강원특별자치도 화천군 화천읍 중앙로6길 34-18","209-804","천년마트","2021-01-11 13:17:17","I","2023-06-13 00:00:00","","261602.06693796","511585.360995733","20130829","제7조의3제3항에따른경우",
"26627","담배소매업","11_43_02_P","4311000","2013431005205600010","2013-09-13","","03","폐업","2","폐업처리","2014-06-23","","","","0334411269","","209-804","강원특별자치도 화천군 화천읍 하리 51번지 17호","강원특별자치도 화천읍 중앙로6길 27 ((형제종합상사 2층))","209-804","형제종합상사(2층)","2014-06-23 13:52:36","I","2023-06-13 00:00:00","","261832.558301766","511368.577417396","20130913","제7조의3제2항에따른경우",
"26628","담배소매업","11_43_02_P","4311000","2013431005205600012","2013-09-23","","03","폐업","2","폐업처리","2021-01-25","","","","033-254-7095","","","강원특별자치도 화천군 간동면 유촌리 952-2","강원특별자치도 화천군 간동면 동림길 0-0","209-822","702유격장","2021-01-26 11:07:18","I","2023-06-13 00:00:00","","268880.48160776","506023.421845617","20130923","제7조의3제3항에따른경우",
"26629","담배소매업","11_43_02_P","4311000","2013431005205600015","2013-09-23","","03","폐업","2","폐업처리","2020-10-12","","","","033-254-7095","","209-815","강원특별자치도 화천군 상서면 산양리 사서함 104-16-3","강원특별자치도 화천군 상서면 주파령로 104-16 (제5763부대 GOP대대 12소초)","209-815","12소초","2020-10-12 18:00:17","I","2023-06-13 00:00:00","","","","20130923","제7조의3제3항에따른경우",
"26630","담배소매업","11_43_02_P","4311000","2013431005205600017","2013-09-23","","03","폐업","2","폐업처리","2023-02-07","","","","033-254-7095","","209-812","강원특별자치도 화천군 상서면 다목리 사서함 99-17","강원특별자치도 화천군 상서면 다파로 0","209-812","15포병연대","2023-02-09 11:18:28","I","2023-06-13 00:00:00","","","","20130923","제7조의3제3항에따른경우",
"26631","담배소매업","11_43_02_P","4311000","1981431000705600196","1981-07-13","","03","폐업","2","폐업처리","2015-09-07","","","","033 4422731","","209-804","강원특별자치도 화천군 화천읍 아리 2통 6반","","","정든상회","2015-09-08 08:22:34","I","2023-06-13 00:00:00","","","","19810713","2009년11월법개정전자료",
"26632","담배소매업","11_43_02_P","4311000","1982431000705600022","1982-03-29","","03","폐업","2","폐업처리","2001-07-11","","","","033 4414511","","","호","","","덕신상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26633","담배소매업","11_43_02_P","4311000","1982431000705600123","1982-12-07","","03","폐업","2","폐업처리","2017-02-06","","","","033 4425097","","209-821","강원특별자치도 화천군 간동면 간척리 765번지 2통 1반","","","간동연쇄점","2017-02-06 17:39:36","I","2023-06-13 00:00:00","","271520.243484795","504144.395105752","19821207","2009년11월법개정전자료",
"26634","담배소매업","11_43_02_P","4311000","1983431000705600008","1983-05-06","","03","폐업","2","폐업처리","2013-05-23","2012-05-23","2012-07-31","","033 4414297","","209-835","강원특별자치도 화천군 사내면 삼일리 174번지 11호","강원특별자치도 화천군 사내면 화악산로 895","","담배가게","2013-05-24 08:53:15","I","2023-06-13 00:00:00","","246471.424806114","505995.332282907","19830506","2009년11월법개정전자료",
"26635","담배소매업","11_43_02_P","4311000","2006431000705600023","2006-12-12","","03","폐업","2","폐업처리","2011-10-17","","","","033 4421789","","","강원특별자치도 화천군 화천읍 하리 44번지 20호","강원특별자치도 화천군 화천읍 중앙로 11","","영심이꽃세상","2011-10-17 09:41:47","I","2023-06-13 00:00:00","","261813.1584441","511562.271370773","20061212","2009년11월법개정전자료",
"26636","담배소매업","11_43_02_P","4311000","2007431000705600002","2007-01-24","","03","폐업","2","폐업처리","2008-08-25","","","","033 4421300","","","강원특별자치도 화천군 화천읍 아리 255번지 5호","","","농수축마트","2008-08-27 13:49:03","I","2023-06-13 00:00:00","","","","20070124","2009년11월법개정전자료",
"26637","담배소매업","11_43_02_P","4311000","2007431000705600003","2007-02-12","","03","폐업","2","폐업처리","2015-02-03","","","","033 4417269","","","강원특별자치도 화천군 상서면 봉오리 601번지 1호","","","필승상회","2015-02-03 17:51:46","I","2023-06-13 00:00:00","","252193.336725989","523286.697342986","20070212","2009년11월법개정전자료",
"26638","담배소매업","11_43_02_P","4311000","2007431000705600004","2007-02-12","","03","폐업","2","폐업처리","2007-08-07","","","","033 4411009","","","강원특별자치도 화천군 화천읍 하리 33번지 1호","강원특별자치도 화천군 화천읍 상승로2길 25-14","","축산물판매장","2007-08-07 10:36:20","I","2023-06-13 00:00:00","","261598.848489104","511640.446410588","20070212","2009년11월법개정전자료",
"26639","담배소매업","11_43_02_P","4311000","2007431000705600006","2007-03-15","","03","폐업","2","폐업처리","2009-06-26","","","","033 4418866","","","강원특별자치도 화천군 사내면 사창리 422번지 7   호 1  통 1  반","강원특별자치도 화천군 사내면 사내로 16","","사창리 낚시가게","2009-06-26 13:03:14","I","2023-06-13 00:00:00","","245826.260562768","507652.783659748","20070315","2009년11월법개정전자료",
"26640","담배소매업","11_43_02_P","4311000","2007431005205600001","2007-08-23","","03","폐업","2","폐업처리","2009-11-26","","","","441-1009","","209-804","강원특별자치도 화천군 화천읍 하리","강원특별자치도 화천군 화천읍 중앙로 0","209-804","천년마트","2014-02-25 11:58:30","I","2023-06-13 00:00:00","","","","20070823","2009년11월법개정전자료",
"26641","담배소매업","11_43_02_P","4311000","2007431005205600002","2007-08-30","","03","폐업","2","폐업처리","2021-01-11","","","","441-2466","","209-842","강원특별자치도 화천군 하남면 원천리 504번지 1호","강원특별자치도 화천군 하남면 호수마을길 39","","호수마을구판장","2021-01-11 13:16:01","I","2023-06-13 00:00:00","","258711.818423254","506045.748431748","20070830","2009년11월법개정전자료",
"26642","담배소매업","11_43_02_P","4311000","2011431005205600064","2011-08-24","","03","폐업","2","폐업처리","2023-02-07","","","","0332575301","","209-805","강원특별자치도 화천군 화천읍 풍산리","","","57-A","2023-02-09 11:29:29","I","2023-06-13 00:00:00","","","","20110824","제7조의3제3항에따른경우",
"26643","담배소매업","11_43_02_P","4311000","2011431005205600065","2011-08-24","","03","폐업","2","폐업처리","2023-02-07","","","","0332575301","","209-805","강원특별자치도 화천군 화천읍 풍산리","","","57본부","2023-02-09 11:28:46","I","2023-06-13 00:00:00","","","","20110824","제7조의3제3항에따른경우",
"26644","담배소매업","11_43_02_P","4311000","2011431005205600069","2011-08-24","","03","폐업","2","폐업처리","2023-06-07","","","","0332575301","","209-803","강원특별자치도 화천군 화천읍 신읍리","","","637포병3포대","2023-02-09 11:29:51","I","2023-06-13 00:00:00","","","","20110824","제7조의3제3항에따른경우",
"26645","담배소매업","11_43_02_P","4311000","2011431005205600071","2011-08-24","","03","폐업","2","폐업처리","2023-02-07","","","","0332575301","","209-805","강원특별자치도 화천군 화천읍 풍산리","","","57-C","2023-02-09 11:29:40","I","2023-06-13 00:00:00","","","","20110824","제7조의3제3항에따른경우",
"26646","담배소매업","11_43_02_P","4311000","2011431005205600078","2011-08-24","","03","폐업","2","폐업처리","2023-02-07","","","","0332575301","","209-803","강원특별자치도 화천군 화천읍 신읍리 사서함 105","","","637대대마트","2023-02-09 11:27:30","I","2023-06-13 00:00:00","","","","20110824","제7조의3제3항에따른경우",
"26647","담배소매업","11_43_02_P","4311000","1975431000705600007","1975-07-01","","03","폐업","2","폐업처리","2004-09-07","","","","033 4414462","","","호","","","충남상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26648","담배소매업","11_43_02_P","4311000","1975431000705600031","1975-07-03","","03","폐업","2","폐업처리","2002-06-12","","","","033 4416554","","","호","","","희망상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26649","담배소매업","11_43_02_P","4311000","1975431000705600035","1975-07-01","","03","폐업","2","폐업처리","2001-08-30","","","","033 4426026","","","강원특별자치도 화천군 상서면 산양리 503번지 6   호","","","금화상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26650","담배소매업","11_43_02_P","4311000","1975431000705600041","1975-07-01","","03","폐업","2","폐업처리","2001-10-23","","","","033 4417052","","","강원특별자치도 화천군 상서면 봉오리 371번지 1   호","","","봉오담배","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","252396.757065122","521127.734832543","","",
"26651","담배소매업","11_43_02_P","4311000","1975431000705600044","1975-07-01","","03","폐업","2","폐업처리","2021-01-11","","","","033 4417021","","209-814","강원특별자치도 화천군 상서면 봉오리 551번지 1호 3통 1반","","","문화상회","2021-01-11 12:04:59","I","2023-06-13 00:00:00","","252354.386670208","521696.257052566","19750701","2009년11월법개정전자료",
"26652","담배소매업","11_43_02_P","4311000","1975431000705600047","1975-07-01","","03","폐업","2","폐업처리","2004-10-04","","","","033 4425100","","","호","","","고향상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26653","담배소매업","11_43_02_P","4311000","1975431000705600051","1975-07-01","","03","폐업","2","폐업처리","2019-02-25","","","","033 4417151","","209-812","강원특별자치도 화천군 상서면 다목리 2통 2반","","","대성상회","2019-02-25 20:01:28","I","2023-06-13 00:00:00","","","","19750701","2009년11월법개정전자료",
"26654","담배소매업","11_43_02_P","4311000","1975431000705600058","1975-07-01","","03","폐업","2","폐업처리","2011-01-19","","","","033 4422381","","209-841","강원특별자치도 화천군 하남면 논미리 44번지 1호","","","장거리 상회","2011-01-19 15:52:30","I","2023-06-13 00:00:00","","259957.990392813","509564.065004016","19750701","2009년11월법개정전자료",
"26655","담배소매업","11_43_02_P","4311000","1975431000705600067","1975-07-01","","03","폐업","2","폐업처리","2015-03-03","","","","033 4422745","","209-802","강원특별자치도 화천군 화천읍 상리 1통","","","태화상회","2015-03-03 14:26:12","I","2023-06-13 00:00:00","","","","19750701","2009년11월법개정전자료",
"26656","담배소매업","11_43_02_P","4311000","1975431000705600069","1975-07-01","","03","폐업","2","폐업처리","2018-08-23","","","","033 4425006","","209-822","강원특별자치도 화천군 간동면 오음리 612번지 1호 1통 1반","강원특별자치도 화천군 간동면 간척월명로 307","","신용상회","2018-08-23 15:24:43","I","2023-06-13 00:00:00","","271640.548992749","506077.457649608","19750701","2009년11월법개정전자료",
"26657","담배소매업","11_43_02_P","4311000","1975431000705600072","1975-07-01","","03","폐업","2","폐업처리","2018-05-28","","","","033 4425155","","209-821","강원특별자치도 화천군 간동면 간척리 823번지 1통 1반","강원특별자치도 화천군 간동면 간척리길 18-5","","부흥상회","2018-05-28 15:31:04","I","2023-06-13 00:00:00","","271812.507493428","504626.34033872","19750701","2009년11월법개정전자료",
"26658","담배소매업","11_43_02_P","4311000","1975431000705600087","1975-07-01","","03","폐업","2","폐업처리","2018-06-11","","","","033 4426038","","209-815","강원특별자치도 화천군 상서면 산양리 512번지 1통","","","홍천상회","2018-06-09 11:20:37","I","2023-06-13 00:00:00","","","","19750701","2009년11월법개정전자료",
