"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"11647","미용업","05_18_01_P","4331000","4331000-211-2015-00004","2015-08-13","","03","폐업","02","폐업","2020-05-04","","","","","41.16","","강원특별자치도 인제군 기린면 현리 652-5","강원특별자치도 인제군 기린면 내린천로 4021","24661","심엔헤어","2020-05-04 13:12:19","I","2023-06-13 00:00:00","일반미용업","315628.051545825","495542.984288523","일반미용업","1","0","1","1","0","0","3","","","","임대","0","0","0","N",
"11648","미용업","05_18_01_P","4331000","4331000-211-2016-00001","2016-01-29","","03","폐업","02","폐업","2016-06-09","","","","","57.60","","강원특별자치도 인제군 상남면 하남리 1227-1","강원특별자치도 인제군 상남면 내린천로 3198","24665","멋진헤어","2016-08-05 21:52:59","I","2023-06-13 00:00:00","일반미용업","313063.659586162","490545.257029027","일반미용업","2","0","1","1","0","0","2","","","","임대","0","0","0","N",
"11649","미용업","05_18_01_P","4331000","4331000-211-2016-00002","2016-05-02","","03","폐업","02","폐업","2023-11-15","","","","","64.95","","강원특별자치도 인제군 상남면 상남리 130-1","강원특별자치도 인제군 상남면 내린천로 2579","24664","JP헤어","2023-11-15 17:11:02","U","2023-11-17 02:40:00","일반미용업","310649.626709761","486324.816655441","일반미용업","2","0","1","1","0","0","3","","","","임대","0","0","0","N",
"11650","미용업","05_18_01_P","4331000","4331000-211-2018-00004","2018-09-28","","03","폐업","02","폐업","2023-05-10","","","","033 462 2457","59.13","","강원특별자치도 인제군 인제읍 합강리 356-7","강원특별자치도 인제군 인제읍 인제로 244-1, 1층","24637","민헤어","2023-05-10 14:23:55","I","2023-06-13 00:00:00","일반미용업","303198.423532363","508257.618572648","일반미용업","1","0","0","0","0","0","2","","","","","1","0","0","N",
"11651","미용업","05_18_01_P","4241000","4241000-204-1972-00001","1972-09-20","","03","폐업","02","폐업","2005-01-31","","","","5735899","0.00","","강원특별자치도 삼척시 정상동 401-17 18통2반","","","소라미용실","2005-01-31 00:00:00","I","2023-06-13 00:00:00","일반미용업","392376.846555846","439268.709612546","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11652","미용업","05_18_01_P","4241000","4241000-204-1974-00001","1974-04-12","","03","폐업","02","폐업","2023-02-09","","","","033 5726107","11.61","","강원특별자치도 삼척시 원덕읍 호산리 207-1 1통8반","강원특별자치도 삼척시 원덕읍 호산2길 37","25961","칠성미용실","2023-02-09 10:06:39","I","2023-06-13 00:00:00","일반미용업","407205.065475111","410791.248239139","미용업","0","0","0","0","0","0","1","","","","","0","0","0","N",
"11653","미용업","05_18_01_P","4241000","4241000-204-1975-00001","1975-08-14","","03","폐업","02","폐업","2009-04-15","","","","033 5742827","0.00","","강원특별자치도 삼척시 정상동 90-1 2통1반","","","희미용실","2001-09-24 00:00:00","I","2023-06-13 00:00:00","일반미용업","393220.041224211","439359.30467438","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11654","미용업","05_18_01_P","4241000","4241000-204-1975-00002","1975-07-31","","03","폐업","02","폐업","2005-12-07","","","","033 5412564","0.00","","강원특별자치도 삼척시 도계읍 전두리 83 1통5반","","","현대헤어샵","2004-03-24 00:00:00","I","2023-06-13 00:00:00","일반미용업","","","미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"11655","미용업","05_18_01_P","4241000","4241000-204-1977-00002","1977-09-19","","03","폐업","02","폐업","2004-02-09","","","","033 5417137","0.00","","강원특별자치도 삼척시 도계읍 전두리 1 1통5반","","","태양미용소","2004-02-09 00:00:00","I","2023-06-13 00:00:00","일반미용업","381292.077931141","416992.216006839","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11656","미용업","05_18_01_P","4241000","4241000-204-1977-00003","1977-12-12","","03","폐업","02","폐업","2003-06-02","","","","5744649","0.00","","강원특별자치도 삼척시 남양동 23-7","","","선 미용실","2004-03-29 00:00:00","I","2023-06-13 00:00:00","일반미용업","391597.884999987","440238.994653297","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11657","미용업","05_18_01_P","4241000","4241000-204-1980-00001","1980-04-10","","03","폐업","02","폐업","2022-02-24","","","","033 5736555","18.36","","강원특별자치도 삼척시 정상동 83-2 3통1반","강원특별자치도 삼척시 새천년도로 19-1 (정상동)","25925","에덴헤어크리닉샵","2022-02-24 16:06:50","I","2023-06-13 00:00:00","일반미용업","393220.879150272","439287.272791177","미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"11658","미용업","05_18_01_P","4241000","4241000-204-1981-00001","1981-04-20","","03","폐업","02","폐업","2010-05-19","","","","033 5734952","0.00","","강원특별자치도 삼척시 근덕면 교가리 376-3 3통4반","","","성자미용실","2007-06-01 00:00:00","I","2023-06-13 00:00:00","일반미용업","397198.722939371","433370.254139549","미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"11659","미용업","05_18_01_P","4241000","4241000-204-1981-00002","1981-09-24","","03","폐업","02","폐업","2006-06-14","","","","033 5745743","0.00","","강원특별자치도 삼척시 남양동 55-18 6통5반","","","까치미용실","2005-12-21 00:00:00","I","2023-06-13 00:00:00","일반미용업","391560.511826727","439855.15002423","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11660","미용업","05_18_01_P","4241000","4241000-204-1982-00003","1982-10-28","","03","폐업","02","폐업","2003-12-15","","","","033 5734535","0.00","","강원특별자치도 삼척시 성내동 62-6 13통1반","","","귀빈미용실","2003-12-16 00:00:00","I","2023-06-13 00:00:00","일반미용업","","","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11661","미용업","05_18_01_P","4241000","4241000-204-1982-00004","1982-01-25","","03","폐업","02","폐업","2003-06-02","","","","5721417","0.00","","강원특별자치도 삼척시 남양동 33-3","","","미미 미용실","2004-03-29 00:00:00","I","2023-06-13 00:00:00","일반미용업","391523.946236875","440161.88157628","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11662","미용업","05_18_01_P","4241000","4241000-204-1983-00003","1983-07-23","","03","폐업","02","폐업","2019-08-30","","","","033 5733789","17.80","","강원특별자치도 삼척시 정상동 128-1 6통4반","강원특별자치도 삼척시 새천년도로 41 (정하동)","25925","현대미용실","2019-08-30 10:27:36","I","2023-06-13 00:00:00","일반미용업","393013.143376677","439181.645367171","미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"11663","미용업","05_18_01_P","4241000","4241000-204-1983-00004","1983-03-17","","03","폐업","02","폐업","2006-07-26","","","","033 5412881","0.00","","강원특별자치도 삼척시 도계읍 도계리 387-15 1통15반","","","영헤어모드","2005-12-20 00:00:00","I","2023-06-13 00:00:00","일반미용업","","","미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"11664","미용업","05_18_01_P","4241000","4241000-204-1983-00005","1983-07-21","","03","폐업","02","폐업","2005-12-27","","","","033 5746075","0.00","","강원특별자치도 삼척시 남양동 1 11통5반","","","진주미용실","2004-03-29 00:00:00","I","2023-06-13 00:00:00","일반미용업","","","미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"11665","미용업","05_18_01_P","4211000","4211000-204-1998-00015","1998-06-09","","03","폐업","02","폐업","2021-06-18","","","","033 5355541","45.00","","강원특별자치도 동해시 천곡동 1085-1","강원특별자치도 동해시 천곡로 10 (천곡동)","25764","미고헤어","2021-06-18 13:06:03","I","2023-06-13 00:00:00","일반미용업","386139.71019431","449085.131455099","미용업","1","0","0","0","0","0","4","","","","임대","0","0","0","N",
"11666","미용업","05_18_01_P","4211000","4211000-204-1998-00016","1998-06-12","","03","폐업","02","폐업","2004-11-17","","","","5313054","20.99","","강원특별자치도 동해시 천곡동 1052-1","","","빅썬헤어샵","2003-07-25 00:00:00","I","2023-06-13 00:00:00","일반미용업","386044.581672119","448511.106362887","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11667","미용업","05_18_01_P","4211000","4211000-204-1998-00018","1998-07-31","","03","폐업","02","폐업","2002-02-21","","","","5338662","0.00","","강원특별자치도 동해시 발한동 19-7","","","이승연헤어클리닉","2002-04-10 00:00:00","I","2023-06-13 00:00:00","일반미용업","386266.132341902","451733.662055003","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11668","미용업","05_18_01_P","4211000","4211000-204-1998-00019","1998-09-19","","03","폐업","02","폐업","2002-02-21","","","","5356683","0.00","","강원특별자치도 동해시 묵호진동 15-128","","","수협미용실","2002-04-10 00:00:00","I","2023-06-13 00:00:00","일반미용업","386883.288240966","452068.707346978","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11669","미용업","05_18_01_P","4211000","4211000-204-1998-00020","1998-09-24","","03","폐업","02","폐업","2004-05-18","","","","","13.59","","강원특별자치도 동해시 발한동 218-20","","","팡팡헤어숍","2004-05-21 00:00:00","I","2023-06-13 00:00:00","일반미용업","385807.513825889","451292.614087317","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11670","미용업","05_18_01_P","4211000","4211000-204-1998-00021","1998-10-01","","03","폐업","02","폐업","2006-04-27","","","","5216670","24.66","","강원특별자치도 동해시 효가동 402-11","","","미와끼헤어클럽","2003-07-25 00:00:00","I","2023-06-13 00:00:00","일반미용업","386307.765427157","445766.193977373","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11671","미용업","05_18_01_P","4211000","4211000-204-1998-00023","1998-10-28","","03","폐업","02","폐업","2004-11-04","","","","","21.91","","강원특별자치도 동해시 구미동 547","","","이재화패션머리방","2004-11-04 00:00:00","I","2023-06-13 00:00:00","일반미용업","388118.725142815","444122.806468134","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11672","미용업","05_18_01_P","4211000","4211000-204-1998-00024","1998-11-04","","03","폐업","02","폐업","2002-11-22","","","","5225263","35.91","","강원특별자치도 동해시 구미동 483-2","","","머리나라스케치2","2002-11-22 00:00:00","I","2023-06-13 00:00:00","일반미용업","388089.915578115","444306.325399028","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11673","미용업","05_18_01_P","4211000","4211000-204-1998-00025","1998-11-24","","03","폐업","02","폐업","2000-12-14","","","","5325370","37.82","","강원특별자치도 동해시 발한동 3-7","","","히트미용실","2002-04-11 00:00:00","I","2023-06-13 00:00:00","일반미용업","386397.945885827","451936.584857212","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11674","미용업","05_18_01_P","4211000","4211000-204-1998-00027","1998-12-22","","03","폐업","02","폐업","2002-06-21","","","","5315903","32.84","","강원특별자치도 동해시 천곡동 1058-25","","","드림헤어샵","2002-08-19 00:00:00","I","2023-06-13 00:00:00","일반미용업","386392.970071556","448520.384174112","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11675","미용업","05_18_01_P","4211000","4211000-204-1998-00029","1998-12-28","","03","폐업","02","폐업","1999-11-03","","","","5333575","17.20","","강원특별자치도 동해시 천곡동 1053-1","","","청하미용실","2002-04-11 00:00:00","I","2023-06-13 00:00:00","일반미용업","386194.123338732","448523.266033081","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11676","미용업","05_18_01_P","4211000","4211000-204-1999-00001","1999-01-18","","03","폐업","02","폐업","2002-02-21","","","","5353400","35.93","","강원특별자치도 동해시 발한동 32-7","","","아라미용실","2002-04-11 00:00:00","I","2023-06-13 00:00:00","일반미용업","386276.508184739","451695.086664635","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11677","미용업","05_18_01_P","4211000","4211000-204-1999-00002","1999-03-04","","03","폐업","02","폐업","2007-06-07","","","","5223322","68.90","","강원특별자치도 동해시 효가동 467-12","","","세린느미용실","2003-07-25 00:00:00","I","2023-06-13 00:00:00","일반미용업","386306.449272771","445541.266515425","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11678","미용업","05_18_01_P","4211000","4211000-204-2006-00009","2006-05-23","","03","폐업","02","폐업","2015-01-04","","","","5334300","27.68","","강원특별자치도 동해시 천곡동 1098","강원특별자치도 동해시 동굴로 15 (천곡동)","25774","황미애헤어샵","2012-12-24 11:21:32","I","2023-06-13 00:00:00","일반미용업","386098.272410381","448106.589056507","미용업","3","1","1","1","0","0","3","","","","임대","0","0","0","N",
"11679","미용업","05_18_01_P","4211000","4211000-204-2006-00010","2006-08-10","","03","폐업","02","폐업","2021-10-07","","","","033 5336993","18.50","","강원특별자치도 동해시 천곡동 802 , 유공타워 2층 201호","강원특별자치도 동해시 천곡1길 5, 2층 201호 (천곡동, 유공타워)","25759","최자랑헤어라인","2021-10-07 09:06:06","I","2023-06-13 00:00:00","일반미용업","386711.516617473","449023.61595031","미용업","0","0","2","2","0","0","2","","","","임대","0","0","0","N",
"11680","미용업","05_18_01_P","4211000","4211000-204-2006-00011","2006-08-10","","03","폐업","02","폐업","2006-08-24","","","","","19.25","","강원특별자치도 동해시 송정동 714","","","길머리방","2006-08-10 00:00:00","I","2023-06-13 00:00:00","일반미용업","388028.720001254","445962.424347811","미용업","1","0","1","0","0","0","3","","","","","0","0","0","N",
"11681","미용업","05_18_01_P","4211000","4211000-204-2006-00012","2006-08-30","","03","폐업","02","폐업","2015-05-11","","","","","49.00","","강원특별자치도 동해시 천곡동 1077-10","강원특별자치도 동해시 한섬로 61-15 (천곡동)","25761","강헤어샵","2014-04-02 13:12:23","I","2023-06-13 00:00:00","일반미용업","386616.799572137","448643.895995311","미용업","3","0","2","2","0","0","3","","","","임대","0","0","0","N",
"11682","미용업","05_18_01_P","4211000","4211000-204-2006-00013","2006-09-12","","03","폐업","02","폐업","2024-06-20","","","","033 5323876","17.36","","강원특별자치도 동해시 발한동 17-15 , 293-8호","강원특별자치도 동해시 발한로 229-1, 293-8호 (발한동)","25720","노노미용실","2024-06-20 11:35:40","U","2024-06-22 02:40:00","일반미용업","386222.370454558","451804.942773636","미용업","1","0","1","1","0","0","3","","","","임대","0","0","0","N",
"11683","미용업","05_18_01_P","4331000","4331000-211-2021-00002","2021-03-31","","03","폐업","02","폐업","2023-12-22","","","","","33.76","","강원특별자치도 인제군 인제읍 상동리 295-22","강원특별자치도 인제군 인제읍 비봉로8번길 8-1, 2층","24632","꾸밈","2023-12-22 16:36:14","U","2023-12-24 02:40:00","일반미용업","302748.234992032","507898.358221586","일반미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11684","미용업","05_18_01_P","4331000","4331000-211-2021-00003","2021-11-24","","03","폐업","02","폐업","2024-11-28","","","","033 461 8868","19.97","","강원특별자치도 인제군 북면 원통리 657-23","강원특별자치도 인제군 북면 원통로147번길 38, 1층","24612","헤어샾","2024-11-28 14:12:04","U","2024-11-30 02:40:00","일반미용업","305492.394226011","514077.45991842","일반미용업","2","0","1","1","0","0","4","","","","임대","1","1","0","N",
"11685","미용업","05_18_01_P","4331000","4331000-212-2009-00001","2009-05-20","","03","폐업","02","폐업","2011-07-27","","","","","17.57","","강원특별자치도 인제군 북면 원통리 1645-5","","","자연의 향기","2009-06-16 17:17:13","I","2023-06-13 00:00:00","피부미용업","306734.885970894","514671.871419113","피부미용업","1","0","1","3","0","0","0","","","","임대","0","0","3","N",
"11686","미용업","05_18_01_P","4331000","4331000-212-2010-00001","2010-07-21","","03","폐업","02","폐업","2015-02-16","","","","","23.04","","강원특별자치도 인제군 인제읍 남북리 219","강원특별자치도 인제군 인제읍 비봉로30번길 44","24625","난닝구 뷰티샵","2010-07-21 14:50:41","I","2023-06-13 00:00:00","피부미용업","302561.741023223","507540.305273672","피부미용업","3","1","1","1","0","0","1","","","","자가","0","0","2","N",
"11687","미용업","05_18_01_P","4331000","4331000-212-2010-00002","2010-10-18","","03","폐업","02","폐업","2017-02-01","","","","","70.28","","강원특별자치도 인제군 북면 원통리 645-10","강원특별자치도 인제군 북면 원통로 173-1","24612","다모아 피부관리","2010-11-04 21:43:46","I","2023-06-13 00:00:00","피부미용업","305452.963143209","513993.695750166","피부미용업","3","1","0","0","1","1","0","","","","임대","0","0","3","N",
"11688","미용업","05_18_01_P","4331000","4331000-212-2013-00001","2013-04-05","","03","폐업","02","폐업","2014-09-24","","","","","99.06","","","강원특별자치도 인제군 북면 원통로147번길 44","24612","J.뷰티샵","2013-04-05 16:55:44","I","2023-06-13 00:00:00","피부미용업","","","피부미용업","0","0","2","2","0","0","0","","","","임대","0","0","3","N",
"11689","미용업","05_18_01_P","4331000","4331000-212-2013-00002","2013-06-27","","03","폐업","02","폐업","2017-03-31","","","","","46.20","","강원특별자치도 인제군 인제읍 상동리 362-16","강원특별자치도 인제군 인제읍 인제로 206","24635","뉴 뷰티샵","2017-03-31 11:10:41","I","2023-06-13 00:00:00","피부미용업","302880.31638094","508044.750070102","피부미용업","1","0","0","0","0","0","2","","","","","0","0","5","N",
"11690","미용업","05_18_01_P","4331000","4331000-212-2015-00001","2015-04-17","","03","폐업","02","폐업","2023-03-06","","","","070 41967735","65.33","","강원특별자치도 인제군 인제읍 상동리 422-3","강원특별자치도 인제군 인제읍 비봉로44번길 33","24634","김경희 스킨케어","2023-03-06 16:10:20","I","2023-06-13 00:00:00","피부미용업","302745.229227591","507436.750465376","피부미용업","0","0","1","1","0","0","0","","","","임대","1","0","2","N",
"11691","미용업","05_18_01_P","4331000","4331000-212-2016-00002","2016-04-20","","03","폐업","02","폐업","2023-12-05","","","","","32.65","","강원특별자치도 인제군 기린면 현리 409-3","강원특별자치도 인제군 기린면 기린로 42","24659","아가페 피부관리","2023-12-05 15:44:25","U","2023-12-07 02:40:00","피부미용업","315771.143037703","495592.831853347","피부미용업","1","0","1","1","0","0","0","","","","임대","0","0","3","N",
"11692","미용업","05_18_01_P","4211000","4211000-226-2019-00001","2019-05-17","","03","폐업","02","폐업","2023-07-27","","","","033 9307737","54.40","","강원특별자치도 동해시 천곡동 804-5","강원특별자치도 동해시 천곡1길 9, 3층 (천곡동)","25759","더,맑은피부","2023-07-27 16:56:18","U","2023-07-29 02:40:00","피부미용업","386716.326119867","449059.560114117","피부미용업, 네일미용업, 화장ㆍ분장 미용업","3","0","3","3","0","0","0","","","","임대","0","0","3","N",
"11693","미용업","05_18_01_P","4211000","4211000-226-2020-00001","2020-01-22","","03","폐업","02","폐업","2022-11-18","","","","","85.38","","강원특별자치도 동해시 평릉동 487-8","강원특별자치도 동해시 평원4길 4, 1층 (평릉동)","25752","수수프네","2022-11-18 14:37:05","I","2023-06-13 00:00:00","네일아트업","387198.714953428","449499.910053187","피부미용업, 네일미용업, 화장ㆍ분장 미용업","2","0","1","1","0","0","5","","","","임대","0","0","1","N",
"11694","미용업","05_18_01_P","4211000","4211000-226-2020-00002","2020-06-10","","03","폐업","02","폐업","2023-12-20","","","","","33.00","","강원특별자치도 동해시 천곡동 1105 ES아뜨리움아파트","강원특별자치도 동해시 평릉길 21-1, 상가동 2층 203호 (천곡동, ES아뜨리움아파트)","25750","나리뷰티끄","2023-12-20 15:05:28","U","2023-12-23 02:40:00","피부미용업","385554.340018412","449236.804869496","피부미용업, 네일미용업, 화장ㆍ분장 미용업","2","0","2","0","0","0","0","","","","임대","0","0","2","N",
"11695","미용업","05_18_01_P","4261000","4261000-211-2017-00001","2017-07-06","","03","폐업","02","폐업","2020-12-24","","","","","68.71","","강원특별자치도 횡성군 횡성읍 읍하리 529-8","강원특별자치도 횡성군 횡성읍 읍하로 53","25222","아셀헤어(asel hair)","2020-12-24 11:33:33","I","2023-06-13 00:00:00","일반미용업","287389.637739686","444044.277554935","일반미용업","1","0","1","0","0","0","2","","","","","1","0","0","N",
"11696","미용업","05_18_01_P","4261000","4261000-211-2017-00002","2017-09-08","","03","폐업","02","폐업","2022-04-25","","","","","66.00","","강원특별자치도 횡성군 횡성읍 읍하리 486-6","강원특별자치도 횡성군 횡성읍 문화체육로 21, 1층","25217","유헤어","2022-12-20 14:56:57","I","2023-06-13 00:00:00","일반미용업","287007.916567148","444183.058348518","일반미용업","3","0","1","0","0","0","3","","","","임대","1","0","0","N",
"11697","미용업","05_18_01_P","4261000","4261000-211-2018-00001","2018-01-22","","03","폐업","02","폐업","2021-12-10","","","","033 345 1796","49.80","","강원특별자치도 횡성군 횡성읍 읍상리 615-4","강원특별자치도 횡성군 횡성읍 읍마북로 6, 2층 201호","25227","헤어스타일제이","2021-12-10 11:34:24","I","2023-06-13 00:00:00","일반미용업","287823.693420243","443511.052354626","일반미용업","3","0","2","0","0","0","3","","","","임대","1","0","0","N",
"11698","미용업","05_18_01_P","4261000","4261000-211-2018-00002","2018-06-29","","03","폐업","02","폐업","2022-12-06","","","","033 342 9220","63.71","","강원특별자치도 횡성군 갑천면 매일리 903-2","강원특별자치도 횡성군 갑천면 청정로 280","25258","머리마당","2022-12-27 13:51:48","I","2023-06-13 00:00:00","일반미용업","297956.745906002","451289.760130253","일반미용업","2","0","1","1","0","0","3","","","","임대","1","0","0","N",
"11699","미용업","05_18_01_P","4351000","4351000-204-1996-00001","1996-12-19","","03","폐업","02","폐업","2005-09-01","","","","033 6717011","0.00","","강원특별자치도 양양군 양양읍 남문리 16-19 17-16","","","가위손헤어클럽","2005-03-21 00:00:00","I","2023-06-13 00:00:00","일반미용업","342307.235987393","509338.995153768","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11700","미용업","05_18_01_P","4351000","4351000-204-1997-00001","1997-10-17","","03","폐업","02","폐업","2003-02-01","","","","033 6725758","0.00","","강원특별자치도 양양군 양양읍 남문리 81-3","","","양서린헤어뉴스","2003-08-04 00:00:00","I","2023-06-13 00:00:00","일반미용업","342224.89294131","509242.76660466","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11701","미용업","05_18_01_P","4351000","4351000-204-1998-00002","1998-10-31","","03","폐업","02","폐업","2003-01-03","","","","","12.12","","강원특별자치도 양양군 현북면 하광정리 203-4 203-4,9","","","현북미용실","2006-11-01 00:00:00","I","2023-06-13 00:00:00","일반미용업","351314.612611931","503212.417979612","미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"11702","미용업","05_18_01_P","4351000","4351000-204-1999-00001","1999-04-17","","03","폐업","02","폐업","2003-01-03","","","","033 6716043","15.30","","강원특별자치도 양양군 현남면 인구리 26-22","","","우정미용실","2003-08-04 00:00:00","I","2023-06-13 00:00:00","일반미용업","354556.168669613","497640.682385293","미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"11703","미용업","05_18_01_P","4211000","4211000-204-2002-00021","2002-07-16","","03","폐업","02","폐업","2004-03-15","","","","033 5337708","0.00","","강원특별자치도 동해시 발한동 593-2","","","은하미용실","2003-07-25 00:00:00","I","2023-06-13 00:00:00","일반미용업","385675.976714864","450902.199879645","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11704","미용업","05_18_01_P","4211000","4211000-204-2002-00022","2002-08-02","","03","폐업","02","폐업","2011-11-25","","","","033 5214604","21.00","","강원특별자치도 동해시 용정동 260-2","강원특별자치도 동해시 초원2길 5, 구매시설동 101호 (용정동, 범주아파트)","25780","기분좋은날","2011-11-25 10:19:50","I","2023-06-13 00:00:00","일반미용업","387754.26497919","447616.056089426","미용업","1","0","1","1","0","0","3","","","","임대","0","0","0","N",
"11705","미용업","05_18_01_P","4211000","4211000-204-2002-00024","2002-10-17","","03","폐업","02","폐업","2010-07-19","","","","033 5330220","110.78","","강원특별자치도 동해시 천곡동 1078-2 /동 3-1호","","","고고미용실","2007-08-08 09:43:08","I","2023-06-13 00:00:00","일반미용업","386542.289851602","448925.921607313","미용업","0","0","2","2","0","0","7","","","","","0","0","0","N",
"11706","미용업","05_18_01_P","4211000","4211000-204-2002-00026","2002-10-29","","03","폐업","02","폐업","2003-06-05","","","","5316869","0.00","","강원특별자치도 동해시 부곡동 73-1","강원특별자치도 동해시 가마골길 42-10 (부곡동)","25733","시은헤어샵","2012-05-02 10:09:48","I","2023-06-13 00:00:00","일반미용업","385692.033662466","450408.05340181","미용업","17","1","0","0","1","0","0","","","","임대","0","0","0","N",
"11707","미용업","05_18_01_P","4211000","4211000-204-2002-00027","2002-10-29","","03","폐업","02","폐업","2003-08-14","","","","5215 241","40.00","","강원특별자치도 동해시 북평동 95-1","","","봉(BONG)헤어샵","2003-08-14 00:00:00","I","2023-06-13 00:00:00","일반미용업","387397.933287449","444155.371230112","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11708","미용업","05_18_01_P","4211000","4211000-204-2002-00028","2002-11-07","","03","폐업","02","폐업","2004-09-18","","","","5218862","50.00","","강원특별자치도 동해시 동회동 81-2 월드상가 0동 112호","","","월드상가미용실","2003-07-25 00:00:00","I","2023-06-13 00:00:00","일반미용업","386441.442665874","444922.738334043","미용업","4","1","1","1","0","0","0","","","","","0","0","0","N",
"11709","미용업","05_18_01_P","4211000","4211000-204-2002-00030","2002-11-19","","03","폐업","02","폐업","2006-08-01","","","","5224546","50.00","","강원특별자치도 동해시 북평동 151-8 북평주공아파트 2차 상가동","","","은정머리방","2006-02-23 00:00:00","I","2023-06-13 00:00:00","일반미용업","387629.971662215","444252.182242545","미용업","1","0","1","1","0","0","3","","","","","0","0","0","N",
"11710","미용업","05_18_01_P","4211000","4211000-204-2002-00031","2002-11-22","","03","폐업","02","폐업","2011-10-21","","","","5353840","0.00","","강원특별자치도 동해시 천곡동 380-2 현대아파트상가 101호","","","프리티헤어샵","2009-12-01 13:41:26","I","2023-06-13 00:00:00","일반미용업","386073.996083185","448389.47766599","미용업","2","0","1","1","0","0","0","","","","","0","0","0","N",
"11711","미용업","05_18_01_P","4211000","4211000-204-2002-00032","2002-11-22","","03","폐업","02","폐업","2005-06-09","","","","5330239","50.00","","강원특별자치도 동해시 부곡동 111-1 유존아파트상가 101호","","","꼬레아나클럽","2005-06-09 00:00:00","I","2023-06-13 00:00:00","일반미용업","386066.932622884","450485.284086442","미용업","2","0","1","1","0","0","0","","","","","0","0","0","N",
"11712","미용업","05_18_01_P","4211000","4211000-204-2002-00033","2002-12-16","","03","폐업","02","폐업","2003-12-16","","","","5356822","21.07","","강원특별자치도 동해시 천곡동 1041-6","","","이지영헤어투유","2003-07-25 00:00:00","I","2023-06-13 00:00:00","일반미용업","386629.825056609","448351.267740793","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"11713","미용업","05_18_01_P","4211000","4211000-204-2003-00001","2003-01-24","","03","폐업","02","폐업","2006-09-04","","","","5324983","49.60","","강원특별자치도 동해시 천곡동 980 태영빌딩 1층 2호","","","매직헤어샵","2004-03-31 00:00:00","I","2023-06-13 00:00:00","일반미용업","387279.57446613","447985.540223044","미용업","4","1","1","1","0","0","4","","","","","0","0","0","N",
"11714","미용업","05_18_01_P","4211000","4211000-204-2003-00003","2003-03-12","","03","폐업","02","폐업","2003-05-07","","","","","26.08","","강원특별자치도 동해시 천곡동 91-2 롯데아파트상가 101호","","","수해미미용실","2006-12-07 00:00:00","I","2023-06-13 00:00:00","일반미용업","387442.85653981","447865.127629454","미용업","1","0","1","1","0","0","3","","","","임대","0","0","0","N",
