"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"4512","숙박업","03_11_03_P","4291000","4291000-201-2003-00006","2002-04-09","","03","폐업","02","폐업","2004-10-07","","","","033 5912374","0.00","","강원특별자치도 정선군 고한읍 고한리 62-66 19통","","","보광모텔","2003-10-14 00:00:00","I","2023-06-13 00:00:00","여관업","364604.644506641","412568.232711787","여관업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4513","숙박업","03_11_03_P","4291000","4291000-201-2024-00001","2024-01-17","","03","폐업","02","폐업","2024-06-13","","","","","247.86","","강원특별자치도 정선군 사북읍 사북리 317-3 태림빌딩","강원특별자치도 정선군 사북읍 사북중앙로 77, 태림빌딩 3층","26150","수모텔3","2024-06-13 16:16:18","U","2024-06-15 02:40:00","숙박업 기타","361743.847071161","415460.989494343","숙박업 기타","0","0","3","3","0","0","0","7","","","","임대","0","0","N",
"4514","숙박업","03_11_03_P","4301000","4301000-201-1993-00012","1993-11-24","","03","폐업","02","폐업","2003-07-18","","","","033 4523245","35.80","","강원특별자치도 철원군 갈말읍 문혜리 272-1 (5리)","","","대복여인숙","2003-07-18 00:00:00","I","2023-06-13 00:00:00","여인숙업","232434.249732478","520819.358078532","여인숙업","0","0","0","0","0","0","0","6","","","","","0","0","N",
"4515","숙박업","03_11_03_P","4301000","4301000-201-1970-00001","1970-11-21","","03","폐업","02","폐업","2006-01-31","","","","033 4584954","0.00","","강원특별자치도 철원군 김화읍 도창리 00 (5반)","","","광명여인숙","2005-12-19 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4516","숙박업","03_11_03_P","4301000","4301000-201-2000-00011","2000-06-13","","03","폐업","02","폐업","2014-03-31","","","","033 4581233","71.69","","강원특별자치도 철원군 근남면 육단리 280-3 2통7반","강원특별자치도 철원군 근남면 육단1길 7-1","24064","유임여관","2014-03-31 09:23:06","I","2023-06-13 00:00:00","여관업","241067.759312554","526124.237654194","여관업","2","0","2","2","0","0","0","9","","","","","0","0","N",
"4517","숙박업","03_11_03_P","4301000","4301000-201-2000-00016","2000-02-14","","03","폐업","02","폐업","2003-07-18","","","","033 4588648","70.78","","강원특별자치도 철원군 근남면 육단리 286-2 (2/7)","","","필승여인숙","2003-07-18 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","10","","","","","0","0","N",
"4518","숙박업","03_11_03_P","4301000","4301000-201-1995-00020","1995-11-13","","03","폐업","02","폐업","2000-06-28","","","","033 4553175","122.24","","강원특별자치도 철원군 동송읍 이평리 853-44 (3/9)","","","팔도여관","2001-11-26 00:00:00","I","2023-06-13 00:00:00","여관업","218967.564562488","523035.769962405","여관업","2","0","0","0","0","0","0","16","","","","","0","0","N",
"4519","숙박업","03_11_03_P","4301000","4301000-201-1996-00019","1996-09-11","","03","폐업","02","폐업","2014-05-29","","","","033 4550383","747.30","","강원특별자치도 철원군 동송읍 장흥리 35-4","강원특별자치도 철원군 동송읍 태봉로 1862","24023","그랜드파크","2016-01-28 16:54:15","I","2023-06-13 00:00:00","여관업","224911.884343457","520783.655061904","여관업","5","0","0","0","0","0","0","38","","","","","0","0","N",
"4520","숙박업","03_11_03_P","4301000","4301000-201-1990-00021","1990-09-07","","03","폐업","02","폐업","2014-08-20","","","","033 4556526","205.17","","강원특별자치도 철원군 동송읍 이평리 852-5","강원특별자치도 철원군 동송읍 금학로217번길 9","24014","롯데장","2013-09-06 13:27:29","I","2023-06-13 00:00:00","여관업","218953.673697672","522776.21793291","여관업","3","1","1","3","0","0","10","0","","","","","0","0","N",
"4521","숙박업","03_11_03_P","4301000","4301000-201-1990-00014","1990-04-20","","03","폐업","02","폐업","2001-09-18","","","","033 4555884","953.23","","강원특별자치도 철원군 갈말읍 신철원리 626 (4리)","","","삼부연관광호텔","2014-06-18 10:51:00","I","2023-06-13 00:00:00","관광호텔","227439.00646697","515929.218871453","관광호텔","3","0","0","0","0","0","0","30","","","","","0","0","N",
"4522","숙박업","03_11_03_P","4301000","4301000-201-1968-00001","1968-07-03","","03","폐업","02","폐업","2006-01-31","","","","033 4582776","0.00","","강원특별자치도 철원군 김화읍 학사리 00 (5/1)","","","삼흥여인숙","2003-03-07 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4523","숙박업","03_11_03_P","4301000","4301000-201-1987-00006","1987-05-06","","03","폐업","02","폐업","2011-09-30","","","","033 4554374","82.10","","강원특별자치도 철원군 동송읍 이평리 852-7 (7/5)","","","동해여인숙","2008-12-29 09:31:04","I","2023-06-13 00:00:00","여인숙업","218899.154542958","522930.107944718","여인숙업","0","0","0","0","0","0","0","8","","","","","0","0","N",
"4524","숙박업","03_11_03_P","4301000","4301000-201-1988-00012","1988-12-08","","03","폐업","02","폐업","2003-07-18","","","","033 4522174","0.00","","강원특별자치도 철원군 갈말읍 내대리 00 (1/7)","","","성원여인숙","2003-07-18 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4525","숙박업","03_11_03_P","4301000","4301000-201-1972-00002","1972-12-23","","03","폐업","02","폐업","2000-04-21","","","","033 4522826","0.00","","강원특별자치도 철원군 갈말읍 문혜리 00 (2/4)","","","새서울여인숙","2001-11-27 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4526","숙박업","03_11_03_P","4301000","4301000-201-1985-00004","1985-10-28","","03","폐업","02","폐업","2002-09-23","","","","033 4583811","0.00","","강원특별자치도 철원군 서면 와수리 00 (3/5)","","","이화여인숙","2003-03-14 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","10","","","","","0","0","N",
"4527","숙박업","03_11_03_P","4301000","4301000-201-1982-00003","1982-11-09","","03","폐업","02","폐업","2003-07-18","","","","033 4583358","0.00","","강원특별자치도 철원군 서면 자등리 00 (4/1)","","","양지여인숙","2003-07-18 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4528","숙박업","03_11_03_P","4301000","4301000-201-1975-00002","1975-11-18","","03","폐업","02","폐업","2006-01-13","","","","033 4580606","0.00","","강원특별자치도 철원군 서면 자등리 00 (4/4)","","","명승여인숙","2003-03-07 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4529","숙박업","03_11_03_P","4301000","4301000-201-2000-00002","2000-04-21","","03","폐업","02","폐업","2006-03-21","","","","033 4581003","0.00","","강원특별자치도 철원군 근남면 육단리 298-20 (2/3)","","","삼성여관","2007-01-22 00:00:00","I","2023-06-13 00:00:00","여관업","241188.31270746","526208.72444178","여관업","0","0","0","0","0","0","0","9","","","","","0","0","N",
"4530","숙박업","03_11_03_P","4301000","4301000-201-1990-00016","1990-02-09","","03","폐업","02","폐업","2003-07-18","","","","033 4524545","0.00","","강원특별자치도 철원군 갈말읍 문혜리 00 (2/4)","","","경북여인숙","2003-07-18 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4531","숙박업","03_11_03_P","4301000","4301000-201-1976-00002","1976-09-02","","03","폐업","02","폐업","2005-11-29","","","","033 4581148","0.00","","강원특별자치도 철원군 근남면 육단리 00 (2/1)","","","초로여인숙","2005-11-29 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","7","","","","","0","0","N",
"4532","숙박업","03_11_03_P","4301000","4301000-201-1976-00003","1976-09-17","","03","폐업","02","폐업","2003-07-18","","","","033 4580151","0.00","","강원특별자치도 철원군 갈말읍 지경리 00 (3리)","","","상승여인숙","2003-07-18 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","10","","","","","0","0","N",
"4533","숙박업","03_11_03_P","4301000","4301000-201-1976-00004","1976-11-08","","03","폐업","02","폐업","2004-10-11","","","","","0.00","","강원특별자치도 철원군 서면 와수리 00 (3/5)","","","태양여인숙","2004-10-11 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4534","숙박업","03_11_03_P","4301000","4301000-214-2017-00002","2017-07-13","","03","폐업","02","폐업","2022-12-07","","","","033 455 8787","149.52","","강원특별자치도 철원군 동송읍 장흥리 24-24","강원특별자치도 철원군 동송읍 창동로 2421, 2층","24023","가을펜션","2022-12-07 14:47:12","I","2023-06-13 00:00:00","숙박업(생활)","225128.706180852","520573.688914792","숙박업(생활)","2","0","2","0","0","0","4","0","","","","자가","0","0","N",
"4535","숙박업","03_11_03_P","4301000","4301000-201-1995-00019","1995-10-10","","03","폐업","02","폐업","2013-01-15","","","","033 4526558","758.58","","강원특별자치도 철원군 갈말읍 문혜리 693-10","강원특별자치도 철원군 갈말읍 두루미로 5-6","24033","필모텔","2012-02-10 17:13:51","I","2023-06-13 00:00:00","여관업","228569.484733719","519539.373579885","여관업","5","0","0","0","0","0","10","34","","","","","0","0","N",
"4536","숙박업","03_11_03_P","4301000","4301000-201-1989-00027","1989-12-02","","03","폐업","02","폐업","2007-03-14","","","","033 4558277","580.05","","강원특별자치도 철원군 동송읍 이평리 705-17 (2,3,4층,8/3)","","","동원장여관","2006-08-31 00:00:00","I","2023-06-13 00:00:00","여관업","219106.789776509","522644.040843066","여관업","4","1","2","4","0","0","0","0","","","","","0","0","N",
"4537","숙박업","03_11_03_P","4301000","4301000-201-1999-00016","1999-06-29","","03","폐업","02","폐업","2017-04-12","","","","033 4552432","79.52","","강원특별자치도 철원군 동송읍 이평리 851-11","강원특별자치도 철원군 동송읍 이평로 73","24014","은하여인숙","2017-04-12 11:33:17","I","2023-06-13 00:00:00","여인숙업","218845.003862931","522911.459715758","여인숙업","2","0","0","0","0","0","0","12","","","","","0","0","N",
"4538","숙박업","03_11_03_P","4301000","4301000-201-1994-00025","1994-11-26","","03","폐업","02","폐업","2022-01-05","","","","033 4551679","514.48","","강원특별자치도 철원군 동송읍 이평리 678-39","강원특별자치도 철원군 동송읍 이평로 41","24015","M모텔","2023-01-13 14:44:35","I","2023-06-13 00:00:00","여관업","219147.396927918","522984.363443359","여관업","0","0","0","0","0","0","23","0","","","","","0","0","N",
"4539","숙박업","03_11_03_P","4301000","4301000-201-1977-00006","1977-08-20","","03","폐업","02","폐업","2003-07-18","","","","","0.00","","강원특별자치도 철원군 갈말읍 지경리 00 (1/2)","","","여주여인숙","2003-07-18 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","7","","","","","0","0","N",
"4540","숙박업","03_11_03_P","4301000","4301000-201-1978-00003","1978-12-29","","03","폐업","02","폐업","2005-04-28","","","","033 4581293","0.00","","강원특별자치도 철원군 근남면 육단리 00 (2/3)","","","초원여인숙","2003-03-07 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","7","","","","","0","0","N",
"4541","숙박업","03_11_03_P","4301000","4301000-201-1998-00018","1998-02-16","","03","폐업","02","폐업","2006-05-10","","","","033 4552396","0.00","","강원특별자치도 철원군 동송읍 이평리 00 (4/2)","","","금실여인숙","2005-12-07 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","8","","","","","0","0","N",
"4542","숙박업","03_11_03_P","4301000","4301000-201-1981-00002","1981-07-06","","03","폐업","02","폐업","2025-01-17","","","","033 4581155","51.10","","강원특별자치도 철원군 근남면 육단리 281 새여인숙","강원특별자치도 철원군 근남면 육단1길 5-1, 새여인숙","24064","새여인숙","2025-01-17 15:16:04","U","2025-01-19 02:40:00","여인숙업","241082.102762423","526105.443586249","여인숙업","0","0","0","0","0","0","0","10","","","","","0","0","N",
"4543","숙박업","03_11_03_P","4301000","4301000-201-1988-00020","1988-09-16","","03","폐업","02","폐업","2012-12-24","","","","033 4561018","132.48","","강원특별자치도 철원군 동송읍 이평리 00 (5/7)","","","화이트여관","2006-11-29 00:00:00","I","2023-06-13 00:00:00","여관업","","","여관업","0","0","0","0","0","0","0","16","","","","","0","0","N",
"4544","숙박업","03_11_03_P","4301000","4301000-201-1982-00005","1982-01-07","","03","폐업","02","폐업","2005-11-25","","","","033 4581186","0.00","","강원특별자치도 철원군 근남면 육단리 280 (2리)","","","진여인숙","2004-08-12 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","11","","","","","0","0","N",
"4545","숙박업","03_11_03_P","4301000","4301000-201-1983-00009","1983-04-23","","03","폐업","02","폐업","2003-07-28","","","","033 4582425","0.00","","강원특별자치도 철원군 서면 와수리 00 (2/1)","","","대흥여인숙","2003-07-30 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","8","","","","","0","0","N",
"4546","숙박업","03_11_03_P","4301000","4301000-201-1983-00010","1983-06-24","","03","폐업","02","폐업","2003-07-22","","","","033 4525109","44.16","","강원특별자치도 철원군 갈말읍 문혜리 00 (5/3)","","","서울여인숙","2003-07-22 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","8","","","","","0","0","N",
"4547","숙박업","03_11_03_P","4301000","4301000-201-1983-00013","1983-10-26","","03","폐업","02","폐업","2017-10-30","","","","033 4582068","76.52","","강원특별자치도 철원군 서면 와수리 1140-32 3통5반","강원특별자치도 철원군 서면 와수로 157-1","24059","중앙파크","2017-10-30 11:27:28","I","2023-06-13 00:00:00","여관업","238230.084681331","526191.243011467","여관업","0","0","0","0","0","0","8","0","","","","","0","0","N",
"4548","숙박업","03_11_03_P","4301000","4301000-201-2001-00002","2001-09-18","","03","폐업","02","폐업","2020-11-03","","","","033 4525884","421.61","","강원특별자치도 철원군 갈말읍 신철원리 626 4통","강원특별자치도 철원군 갈말읍 명성로112번길 77","24050","삼부연모텔","2020-11-03 17:43:17","I","2023-06-13 00:00:00","여관업","227439.00646697","515929.218871453","여관업","3","1","3","3","0","0","4","12","","","","임대","0","0","N",
"4549","숙박업","03_11_03_P","4301000","4301000-201-2016-00001","2016-08-03","","03","폐업","02","폐업","2022-06-23","","","","033 455 2478","161.57","","강원특별자치도 철원군 동송읍 이평리 680-58","강원특별자치도 철원군 동송읍 금학로 214, 2층","24015","동송여관","2022-06-23 16:48:01","I","2023-06-13 00:00:00","여관업","219077.96718568","522784.76449263","여관업","3","0","2","0","0","0","11","0","","","","임대","0","0","N",
"4550","숙박업","03_11_03_P","4301000","4301000-214-2016-00001","2016-11-24","","03","폐업","02","폐업","2019-10-31","","","","033 4551101","979.14","","강원특별자치도 철원군 동송읍 이평리 852-36","강원특별자치도 철원군 동송읍 금학로217번길 13, 2-3층","24014","새모텔","2019-10-31 11:24:24","I","2023-06-13 00:00:00","숙박업(생활)","218905.546662964","522754.927149308","숙박업(생활)","3","0","2","3","0","0","32","0","","","","자가","0","0","N",
"4551","숙박업","03_11_03_P","4301000","4301000-201-1977-00005","1977-05-21","","03","폐업","02","폐업","2009-12-08","","","","033 4582244","70.84","","강원특별자치도 철원군 서면 와수리 340-24 (3/5)","","","제일여인숙","2009-09-30 12:46:15","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","8","","","","","0","0","N",
"4552","숙박업","03_11_03_P","4301000","4301000-201-2013-00001","2013-04-04","","03","폐업","02","폐업","2015-05-21","","","","033 456 0243","125.52","","강원특별자치도 철원군 서면 와수리 1140-24","강원특별자치도 철원군 서면 와수로159번길 8-3","24059","제일여인숙","2013-04-04 11:31:37","I","2023-06-13 00:00:00","여인숙업","238202.678980913","526231.900478748","여인숙업","0","0","1","1","0","0","3","2","","","","자가","0","0","N",
"4553","숙박업","03_11_03_P","4301000","4301000-201-1989-00022","1989-12-02","","03","폐업","02","폐업","2005-12-15","","","","033 4522965","48.59","","강원특별자치도 철원군 갈말읍 내대리 00 (2/7)","","","성수여관","2005-12-15 00:00:00","I","2023-06-13 00:00:00","여관업","","","여관업","0","0","0","0","0","0","8","0","","","","","0","0","N",
"4554","숙박업","03_11_03_P","4301000","4301000-201-1990-00020","1990-04-09","","03","폐업","02","폐업","2008-04-16","","","","033 4581487","89.90","","강원특별자치도 철원군 근남면 육단리 280-38 2통7반","","","근남여관","2005-11-25 00:00:00","I","2023-06-13 00:00:00","여관업","241048.21193679","526136.472323014","여관업","0","0","0","0","0","0","10","0","","","","","0","0","N",
"4555","숙박업","03_11_03_P","4301000","4301000-201-1988-00018","1988-11-04","","03","폐업","02","폐업","2005-09-23","","","","033 4580107","127.05","","강원특별자치도 철원군 갈말읍 지경리 00 (3반)","","","보림여관","2005-09-23 00:00:00","I","2023-06-13 00:00:00","여관업","","","여관업","2","0","0","0","0","0","11","0","","","","","0","0","N",
"4556","숙박업","03_11_03_P","4301000","4301000-201-1988-00019","1988-11-07","","03","폐업","02","폐업","2005-08-23","","","","033 4525130","85.59","","강원특별자치도 철원군 갈말읍 문혜리 693-38 (1/2)","","","롯데여관","2005-08-22 00:00:00","I","2023-06-13 00:00:00","여관업","228586.316600419","519557.373760493","여관업","2","0","0","0","0","0","12","0","","","","","0","0","N",
"4557","숙박업","03_11_03_P","4301000","4301000-201-1983-00012","1983-09-03","","03","폐업","02","폐업","2014-12-17","","","","033 4583739","295.56","","강원특별자치도 철원군 서면 와수리 1141-6 3통6반","강원특별자치도 철원군 서면 와수1로 18","24059","대동장여관","2014-03-17 11:38:33","I","2023-06-13 00:00:00","여관업","238184.057521597","526257.74291923","여관업","2","1","1","2","0","0","15","0","","","","","0","0","N",
"4558","숙박업","03_11_03_P","4301000","4301000-201-1999-00015","1999-06-29","","03","폐업","02","폐업","2018-01-10","","","","033 4552047","66.14","","강원특별자치도 철원군 동송읍 이평리 676-16","강원특별자치도 철원군 동송읍 금학로210번길 7-10","24015","금풍여인숙","2018-01-10 10:34:05","I","2023-06-13 00:00:00","여인숙업","219162.757911093","522807.442793094","여인숙업","0","0","0","0","0","0","0","7","","","","","0","0","N",
"4559","숙박업","03_11_03_P","4301000","4301000-214-2014-00001","2014-08-22","","03","폐업","02","폐업","2019-02-14","","","","033 455 1137","491.90","","강원특별자치도 철원군 동송읍 장흥리 25-178","강원특별자치도 철원군 동송읍 태봉로 1842-5, 지하1~지상2층","24023","코리아레저캠프","2019-02-14 15:57:41","I","2023-06-13 00:00:00","숙박업(생활)","225091.719539265","520772.287940802","숙박업(생활)","2","1","0","0","0","0","6","0","","","","임대","0","0","N",
"4560","숙박업","03_11_03_P","4301000","4301000-201-1984-00005","1984-11-10","","03","폐업","02","폐업","2011-06-28","","","","033 4552189","35.20","","강원특별자치도 철원군 동송읍 이평리 00 (4/1)","","","우리여인숙","2003-03-07 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","8","","","","","0","0","N",
"4561","숙박업","03_11_03_P","4301000","4301000-201-1984-00006","1984-11-28","","03","폐업","02","폐업","2006-01-31","","","","033 4581218","39.07","","강원특별자치도 철원군 근남면 육단리 00 (2/7)","","","귀빈여인숙","2003-03-07 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","5","","","","","0","0","N",
"4562","숙박업","03_11_03_P","4301000","4301000-201-1984-00007","1984-12-17","","03","폐업","02","폐업","2007-04-23","","","","033 4553304","33.30","","강원특별자치도 철원군 동송읍 이평리 00 (4/2)","","","진주여인숙","2003-03-07 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","6","","","","","0","0","N",
"4563","숙박업","03_11_03_P","4301000","4301000-201-2002-00001","2002-07-04","","03","폐업","02","폐업","2021-04-05","","","","033 4582130","323.10","","강원특별자치도 철원군 서면 와수리 1141-1","강원특별자치도 철원군 서면 와수로173번길 25","24059","수궁장","2021-04-05 16:41:58","I","2023-06-13 00:00:00","여관업","238192.337712063","526277.291057531","여관업","0","0","0","0","0","0","12","0","","","","","0","0","N",
"4564","숙박업","03_11_03_P","4301000","4301000-201-1990-00022","1990-09-29","","03","폐업","02","폐업","2010-02-24","","","","033 4522525","1019.92","","강원특별자치도 철원군 갈말읍 신철원리 992-1 (2/1)","","","대원장여관","2008-09-30 13:58:06","I","2023-06-13 00:00:00","여관업","226933.521846141","516162.899531528","여관업","0","0","0","0","0","0","28","0","","","","","0","0","N",
"4565","숙박업","03_11_03_P","4301000","4301000-201-1990-00024","1990-11-06","","03","폐업","02","폐업","2004-10-11","","","","033 4553700","342.00","","강원특별자치도 철원군 동송읍 이평리 00 (2리)","","","대흥장 여관","2004-10-14 00:00:00","I","2023-06-13 00:00:00","여관업","","","여관업","0","0","0","0","0","0","15","0","","","","","0","0","N",
"4566","숙박업","03_11_03_P","4301000","4301000-201-1993-00013","1993-09-17","","03","폐업","02","폐업","2007-04-11","","","","033 4555955","86.95","","강원특별자치도 철원군 동송읍 이평리 00 (5/3)","","","낙원장 여관","2003-03-07 00:00:00","I","2023-06-13 00:00:00","여관업","","","여관업","2","0","0","0","0","0","9","0","","","","","0","0","N",
"4567","숙박업","03_11_03_P","4301000","4301000-201-1999-00020","1999-04-09","","03","폐업","02","폐업","2006-04-03","","","","033 4559872","155.29","","강원특별자치도 철원군 동송읍 이평리 671-15","","","대명장 여관","2003-03-07 00:00:00","I","2023-06-13 00:00:00","여관업","219257.253352113","523082.183268745","여관업","0","0","0","0","0","0","13","0","","","","","0","0","N",
"4568","숙박업","03_11_03_P","4301000","4301000-201-1994-00023","1994-07-16","","03","폐업","02","폐업","2007-07-26","","","","033 4584534","134.25","","강원특별자치도 철원군 갈말읍 지경리 96 (2반)","","","동원장 여관","2006-11-29 00:00:00","I","2023-06-13 00:00:00","여관업","230521.149962387","525686.849039107","여관업","2","0","0","0","0","0","14","0","","","","","0","0","N",
"4569","숙박업","03_11_03_P","4301000","4301000-201-1995-00025","1995-04-15","","03","폐업","02","폐업","2006-04-05","","","","033 4520041","461.70","","강원특별자치도 철원군 갈말읍 문혜리 893-6","","","그린파크여관","2005-08-23 00:00:00","I","2023-06-13 00:00:00","여관업","228075.319394913","520241.895993036","여관업","0","0","0","0","0","0","28","0","","","","","0","0","N",
"4570","숙박업","03_11_03_P","4301000","4301000-201-2001-00001","2001-06-11","","03","폐업","02","폐업","2021-02-05","","","","033 4560342","180.00","","강원특별자치도 철원군 동송읍 오덕리 905-4","강원특별자치도 철원군 동송읍 오덕로 7, 3층","24010","대평원모텔","2021-02-07 16:38:13","I","2023-06-13 00:00:00","여관업","219460.340499743","523371.194109783","여관업","3","0","3","3","0","0","0","10","","","","","0","0","N",
"4571","숙박업","03_11_03_P","4301000","4301000-201-1968-00002","1968-06-23","","03","폐업","02","폐업","1999-12-04","","","","033 4522970","0.00","","강원특별자치도 철원군 갈말읍 신철원리 00 (2/9)","","","김포여인숙","2001-11-27 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","10","","","","","0","0","N",
"4572","숙박업","03_11_03_P","4301000","4301000-201-1971-00001","1971-12-04","","03","폐업","02","폐업","1999-06-14","","","","033 4552047","0.00","","강원특별자치도 철원군 동송읍 이평리 676-16 (5/2)","","","동명여인숙","2001-11-27 00:00:00","I","2023-06-13 00:00:00","여인숙업","219162.757911093","522807.442793094","여인숙업","0","0","0","0","0","0","0","8","","","","","0","0","N",
"4573","숙박업","03_11_03_P","4301000","4301000-201-1973-00002","1973-05-07","","03","폐업","02","폐업","2001-07-05","","","","033 4522254","0.00","","강원특별자치도 철원군 갈말읍 신철원리 00 (2/9)","","","오시오여인숙","2003-03-14 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4574","숙박업","03_11_03_P","4301000","4301000-201-1973-00003","1973-07-11","","03","폐업","02","폐업","1999-05-31","","","","033 4522540","0.00","","강원특별자치도 철원군 갈말읍 신철원리 00 (2/4)","","","청운여인숙","2001-11-27 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","9","","","","","0","0","N",
"4575","숙박업","03_11_03_P","4301000","4301000-201-1983-00014","1983-08-19","","03","폐업","02","폐업","2003-07-18","","","","033 4583584","0.00","","강원특별자치도 철원군 서면 자등리 00 (4/6)","","","낙원여인숙","2003-07-18 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4576","숙박업","03_11_03_P","4301000","4301000-201-1973-00004","1973-10-31","","03","폐업","02","폐업","2010-11-11","","","","033 4580279","0.00","","강원특별자치도 철원군 근남면 육단리 280-4 2통6반","","","부흥여인숙","2005-12-05 00:00:00","I","2023-06-13 00:00:00","여인숙업","241100.552180057","526082.051765198","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4577","숙박업","03_11_03_P","4301000","4301000-201-1977-00013","1977-10-31","","03","폐업","02","폐업","1999-07-08","","","","033 4585284","0.00","","강원특별자치도 철원군 서면 와수리 00 (3/4)","","","모성여인숙","2001-12-03 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","10","","","","","0","0","N",
"4578","숙박업","03_11_03_P","4301000","4301000-201-1977-00012","1977-11-09","","03","폐업","02","폐업","2005-11-14","","","","033 4582344","0.00","","강원특별자치도 철원군 서면 와수리 00 (3/6)","","","명랑여인숙","2003-03-07 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","9","","","","","0","0","N",
"4579","숙박업","03_11_03_P","4301000","4301000-201-2006-00004","2006-07-27","","03","폐업","02","폐업","2019-10-11","","","","033 4551713","68.10","","강원특별자치도 철원군 동송읍 이평리 678-30","강원특별자치도 철원군 동송읍 이평로35번길 10","24015","수정여인숙","2019-10-11 13:38:37","I","2023-06-13 00:00:00","여인숙업","219206.958501907","522974.866301139","여인숙업","1","0","1","1","0","0","8","0","","","","자가","0","0","N",
"4580","숙박업","03_11_03_P","4301000","4301000-201-1993-00015","1993-12-22","","03","폐업","02","폐업","2011-02-23","","","","033 4526707","495.98","","강원특별자치도 철원군 갈말읍 문혜리 691-7 ,682-19(1리)","","","타워모텔","2007-02-06 00:00:00","I","2023-06-13 00:00:00","여관업","228644.098138857","519461.792642657","여관업","0","0","0","0","0","0","32","0","","","","","0","0","N",
"4581","숙박업","03_11_03_P","4301000","4301000-201-1989-00018","1989-06-30","","03","폐업","02","폐업","2010-10-29","","","","","73.68","","강원특별자치도 철원군 갈말읍 내대리 00 (7반)","","","장수여관","2006-03-22 00:00:00","I","2023-06-13 00:00:00","여관업","","","여관업","0","0","0","0","0","0","8","0","","","","","0","0","N",
