"锅龋","俺规辑厚胶疙","俺规辑厚胶酒捞叼","俺规磊摹窜眉内靛","包府锅龋","牢倾啊老磊","牢倾啊秒家老磊","康诀惑怕备盒内靛","康诀惑怕疙","惑技康诀惑怕内靛","惑技康诀惑怕疙","企诀老磊","绒诀矫累老磊","绒诀辆丰老磊","犁俺诀老磊","家犁瘤傈拳","家犁瘤搁利","家犁瘤快祈锅龋","家犁瘤傈眉林家","档肺疙傈眉林家","档肺疙快祈锅龋","荤诀厘疙","弥辆荐沥矫痢","单捞磐盎脚备盒","单捞磐盎脚老磊","诀怕备盒疙","谅钎沥焊x(epsg5174)","谅钎沥焊y(epsg5174)","困积诀怕疙","扒拱瘤惑摸荐","扒拱瘤窍摸荐","荤侩矫累瘤惑摸","荤侩场瘤惑摸","荤侩矫累瘤窍摸","荤侩场瘤窍摸","炼扒何倾啊脚绊荤蜡","炼扒何倾啊矫累老磊","炼扒何倾啊辆丰老磊","扒拱家蜡备盒疙","咯己辆荤磊荐","巢己辆荤磊荐","促吝捞侩诀家咯何",
"1425","扒拱困积包府诀","09_30_04_P","4251000","4251000-206-2004-00001","2004-06-09","","03","企诀","02","企诀","2018-11-06","","","","","30.24","","碍盔漂喊磊摹档 全玫焙 全玫谰 楷豪府 177-15","碍盔漂喊磊摹档 全玫焙 全玫谰 楷豪悼肺 10","25145","碍盔C＆D措没家","2018-11-06 13:05:18","I","2023-06-13 00:00:00","扒拱困积包府诀","277410.394632137","465045.62305067","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
"1426","扒拱困积包府诀","09_30_04_P","4251000","4251000-206-2006-00001","2006-12-18","","03","企诀","02","企诀","2008-01-31","","","","033 4344020","16.92","","碍盔漂喊磊摹档 全玫焙 全玫谰 锐噶府 328-5","","","篮技惑","2006-12-18 00:00:00","I","2023-06-13 00:00:00","扒拱困积包府诀","277700.860062845","465597.63220324","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
"1427","扒拱困积包府诀","09_30_04_P","4251000","4251000-206-2001-00002","2001-12-10","","03","企诀","02","企诀","2004-10-14","","","","033 4322035","0.00","","碍盔漂喊磊摹档 全玫焙 全玫谰 锐噶府 167-5","","","老苞颊","2004-10-14 00:00:00","I","2023-06-13 00:00:00","扒拱困积包府诀","278488.550587446","466272.555535195","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
"1428","扒拱困积包府诀","09_30_04_P","4251000","4251000-206-2015-00001","2015-01-28","","03","企诀","02","企诀","2021-12-29","","","","","33.00","","碍盔漂喊磊摹档 全玫焙 全玫谰 脚厘措府 49-3 固柳鸥况","碍盔漂喊磊摹档 全玫焙 全玫谰 全玫肺 372, 固柳鸥况 1001龋","25139","钦磊雀荤 版辑","2021-12-29 15:22:17","I","2023-06-13 00:00:00","扒拱困积包府诀","278139.495369835","465572.332691707","扒拱困积包府诀","10","2","4","4","0","0","","","","烙措","0","0","N",
"1429","扒拱困积包府诀","09_30_04_P","4251000","4251000-206-2015-00002","2015-05-15","","03","企诀","02","企诀","2022-12-30","","","","033 435 0477","25.00","","碍盔漂喊磊摹档 全玫焙 全玫谰 客悼府 514-2","碍盔漂喊磊摹档 全玫焙 全玫谰 客悼肺 52","25127","备悼扒汲(林)","2022-12-30 14:25:32","I","2023-06-13 00:00:00","扒拱困积包府诀","281812.732574441","468919.931433699","扒拱困积包府诀","0","0","1","1","0","0","","","","磊啊","0","0","N",
"1430","扒拱困积包府诀","09_30_04_P","4251000","4251000-206-2017-00001","2017-11-16","","03","企诀","02","企诀","2022-10-12","","","","16703410","16.00","","碍盔漂喊磊摹档 全玫焙 全玫谰 锐噶府 382-12","碍盔漂喊磊摹档 全玫焙 全玫谰 全玫肺 332","25139","钦磊雀荤全玫辆钦包府","2022-10-12 15:35:49","I","2023-06-13 00:00:00","扒拱困积包府诀","277738.749993917","465459.691482259","扒拱困积包府诀","2","1","1","1","0","0","","","","","0","0","N",
"1431","扒拱困积包府诀","09_30_04_P","4251000","4251000-206-2016-00002","2016-07-11","","03","企诀","02","企诀","2022-12-28","","","","033 432 4592","40.05","","碍盔漂喊磊摹档 全玫焙 全玫谰 锐噶府 311-35","碍盔漂喊磊摹档 全玫焙 全玫谰 籍拳肺 42-1","25122","疵仟弗券版","2022-12-28 13:26:21","I","2023-06-13 00:00:00","扒拱困积包府诀","277897.277421808","466152.82546227","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","0","0","N",
"1432","扒拱困积包府诀","09_30_04_P","4251000","4251000-206-2012-00002","2012-06-08","","03","企诀","02","企诀","2024-05-07","","","","033 434 8998","133.20","","碍盔漂喊磊摹档 全玫焙 合规搁 家概邦府 211-2","碍盔漂喊磊摹档 全玫焙 合规搁 档荤邦辨 109-25 (瘤窍)","25112","全玫困积傍荤","2024-05-09 13:26:03","U","2024-05-11 02:40:00","扒拱困积包府诀","273528.121853212","467634.083108977","扒拱困积包府诀","2","1","0","0","1","1","","","","磊啊","0","0","N",
"1433","扒拱困积包府诀","09_30_04_P","4251000","4251000-206-2019-00001","2019-06-13","","03","企诀","02","企诀","2021-06-15","","","","","26.44","","碍盔漂喊磊摹档 全玫焙 全玫谰 楷豪府 236","碍盔漂喊磊摹档 全玫焙 全玫谰 公泵拳肺 64, 102龋","25145","努赴咙","2021-06-15 13:29:52","I","2023-06-13 00:00:00","扒拱困积包府诀","277195.26002159","465008.196749323","扒拱困积包府诀","2","0","1","1","0","0","","","","","0","0","N",
"1434","扒拱困积包府诀","09_30_04_P","4251000","4251000-206-2023-00002","2023-11-07","","03","企诀","02","企诀","2024-12-17","","","","","20.28","","碍盔漂喊磊摹档 全玫焙 全玫谰 锐噶府 382-12","碍盔漂喊磊摹档 全玫焙 全玫谰 全玫肺 332","25139","贾圭丑盔","2024-12-17 11:09:10","U","2024-12-19 02:40:00","扒拱困积包府诀","277738.749993917","465459.691482259","扒拱困积包府诀","2","0","1","1","0","0","","","","","0","0","N",
"1435","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-2020-00003","2020-10-13","","03","企诀","02","企诀","2024-01-17","","","","0333450942","64.53","","碍盔漂喊磊摹档 染己焙 染己谰 谰惑府 270-5","碍盔漂喊磊摹档 染己焙 染己谰 谰惑肺 31-1, 2摸","25231","(林)沥悼捞浚瘤","2024-01-17 15:05:10","U","2024-01-19 02:40:00","扒拱困积包府诀","287377.429345198","443375.587073964","扒拱困积包府诀","0","0","1","1","0","0","","","","","0","0","N",
"1436","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-2006-00001","2006-12-21","","03","企诀","02","企诀","2014-08-14","","","","033 3458069","83.96","","碍盔漂喊磊摹档 染己焙 染己谰 谰惑府 628-1","碍盔漂喊磊摹档 染己焙 染己谰 谰付肺9锅辨 14","25227","技芒扁诀","2008-10-31 11:59:21","I","2023-06-13 00:00:00","扒拱困积包府诀","287856.504267596","443457.079177258","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","0","0","N",
"1437","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-2009-00001","2009-06-17","","03","企诀","02","企诀","2014-08-04","","","","033 345 3883","142.50","","碍盔漂喊磊摹档 染己焙 染己谰 谰窍府 586-1","碍盔漂喊磊摹档 染己焙 染己谰 菊甸辑肺15锅辨 12 (靛覆窍快胶 202龋)","25234","(林)叼.俊胶.揪","2014-01-07 10:53:58","I","2023-06-13 00:00:00","扒拱困积包府诀","286842.31956527","443264.517217988","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","0","0","N",
"1438","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-2008-00001","2008-03-14","","03","企诀","02","企诀","2023-09-05","","","","033 345 4030","72.00","","碍盔漂喊磊摹档 染己焙 染己谰 合玫府 115-128","碍盔漂喊磊摹档 染己焙 染己谰 合玫辑肺 11","25224","蜡茄雀荤 蝴靛覆","2023-09-05 11:30:35","U","2023-09-07 02:40:00","扒拱困积包府诀","287535.806829412","443851.711648188","扒拱困积包府诀","2","0","1","1","0","0","","","","烙措","0","0","N",
"1439","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-1998-00001","1998-07-27","","03","企诀","02","企诀","2014-10-27","","","","033 3444801","55.79","","碍盔漂喊磊摹档 染己焙 染己谰 谰窍府 507-14","碍盔漂喊磊摹档 染己焙 染己谰 伙老肺 59","25219","怕魂角诀","2012-02-17 15:35:00","I","2023-06-13 00:00:00","扒拱困积包府诀","287127.876468933","444065.188166971","扒拱困积包府诀","1","0","0","0","0","0","","","","","0","0","N",
"1440","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-2015-00001","2015-01-29","","03","企诀","02","企诀","2016-03-18","","","","033 344 2827","28.00","","碍盔漂喊磊摹档 染己焙 染己谰 切邦府 73-2","碍盔漂喊磊摹档 染己焙 染己谰 茄快肺 102-14","25210","揪~况磐","2015-01-29 17:13:56","I","2023-06-13 00:00:00","扒拱困积包府诀","285975.695447996","444515.620211741","扒拱困积包府诀","2","0","1","0","0","0","","","","磊啊","0","1","N",
"1441","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-2015-00002","2015-04-10","","03","企诀","02","企诀","2015-10-07","","","","033 340 0911","55.00","","碍盔漂喊磊摹档 染己焙 染己谰 谰惑府 585-7","碍盔漂喊磊摹档 染己焙 染己谰 己合悼肺20锅辨 2","25226","(林)靛覆努赴","2015-04-10 10:43:39","I","2023-06-13 00:00:00","扒拱困积包府诀","287756.566685941","443632.022688307","扒拱困积包府诀","3","0","1","0","0","0","","","","","0","3","N",
"1442","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-2015-00003","2015-10-19","","03","企诀","02","企诀","2016-09-28","","","","","0.00","","碍盔漂喊磊摹档 染己焙 染己谰 谰惑府 328-5","碍盔漂喊磊摹档 染己焙 染己谰 怕扁肺 55","25225","措己努府聪","2015-10-19 14:11:27","I","2023-06-13 00:00:00","扒拱困积包府诀","287454.758305443","443678.78534784","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
"1443","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-2015-00004","2015-11-17","","03","企诀","02","企诀","2022-08-10","","","","070 88493030","66.00","","碍盔漂喊磊摹档 染己焙 染己谰 谰惑府 385-8","碍盔漂喊磊摹档 染己焙 染己谰 谰惑辑肺 20","25232","泅措厚捧厚林侥雀荤","2022-08-10 11:31:34","I","2023-06-13 00:00:00","扒拱困积包府诀","287302.23957883","443632.039904313","扒拱困积包府诀","3","0","3","0","0","0","","","","烙措","0","2","N",
"1444","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-2016-00001","2016-04-15","","03","企诀","02","企诀","2019-02-08","","","","","83.96","","碍盔漂喊磊摹档 染己焙 染己谰 谰惑府 628-1","碍盔漂喊磊摹档 染己焙 染己谰 谰付肺9锅辨 14","25227","技芒扁诀","2019-02-08 14:10:29","I","2023-06-13 00:00:00","扒拱困积包府诀","287856.504267596","443457.079177258","扒拱困积包府诀","3","0","1","0","0","0","","","","","0","1","N",
"1445","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-2017-00001","2017-03-15","","03","企诀","02","企诀","2019-11-12","","","","033 345 6789","105.00","","碍盔漂喊磊摹档 染己焙 傍辟搁 切淬府 512-2","碍盔漂喊磊摹档 染己焙 傍辟搁 康辑肺 130-41","25208","磊)汗快券版","2019-11-12 14:07:29","I","2023-06-13 00:00:00","扒拱困积包府诀","284476.36329406","447328.272381482","扒拱困积包府诀","1","0","0","0","0","0","","","","","0","0","N",
"1446","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-2019-00001","2019-12-06","","03","企诀","02","企诀","2020-04-03","","","","033 344 0815","315.00","","碍盔漂喊磊摹档 染己焙 快玫搁 剧利府 37-31","碍盔漂喊磊摹档 染己焙 快玫搁 荐巢肺266锅辨 55, A悼 喊悼","25249","林侥雀荤颇尔捞浚瘤","2020-04-03 14:49:24","I","2023-06-13 00:00:00","扒拱困积包府诀","293755.335262069","439795.283296951","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
"1447","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-2020-00001","2020-04-23","","03","企诀","02","企诀","2023-04-05","","","","033 344 0815","32.00","","碍盔漂喊磊摹档 染己焙 快玫搁 剧利府 37-31 (林)瘤俊捞","碍盔漂喊磊摹档 染己焙 快玫搁 荐巢肺266锅辨 55, A悼 喊悼","25249","林侥雀荤 林格瘤骏乔","2023-09-25 10:22:57","U","2023-09-27 02:40:00","扒拱困积包府诀","293755.335262069","439795.283296951","扒拱困积包府诀","1","0","1","1","0","0","啊汲扒绵拱肺辑 粮摹扁埃 2023斥04岿05老鳖瘤","20200423","20230405","烙措","0","0","N",
"1448","扒拱困积包府诀","09_30_04_P","4261000","4261000-206-2023-00001","2023-02-28","","03","企诀","02","企诀","2024-12-26","","","","","8.95","","碍盔漂喊磊摹档 染己焙 染己谰 谰窍府 529-4","碍盔漂喊磊摹档 染己焙 染己谰 谰窍巢肺25锅辨 23, 1摸","25222","付捞(MY)农赴","2024-12-26 16:16:51","U","2024-12-28 02:40:00","扒拱困积包府诀","287388.964132365","444073.117453788","扒拱困积包府诀","3","0","1","1","0","0","","","","烙措","0","0","N",
"1449","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2012-00001","2012-09-28","","03","企诀","02","企诀","2013-12-18","","","","033 375 1230","76.50","","碍盔漂喊磊摹档 康岿焙 康岿谰 傣器府 591-9","碍盔漂喊磊摹档 康岿焙 康岿谰 吝居肺 163","26231","盔康券版包府","2012-12-05 10:53:37","I","2023-06-13 00:00:00","扒拱困积包府诀","331143.470318677","409453.720005223","扒拱困积包府诀","2","0","1","1","0","0","","","","烙措","0","0","N",
"1450","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2013-00003","2013-07-05","","03","企诀","02","企诀","2023-05-04","","","","033 375 7224","96.72","","碍盔漂喊磊摹档 康岿焙 林玫搁 林玫府 897-47","碍盔漂喊磊摹档 康岿焙 林玫搁 档玫辨 42-7","26203","脚堡扒汲(林)","2023-05-04 14:31:49","I","2023-06-13 00:00:00","扒拱困积包府诀","312051.002081217","419745.62659918","扒拱困积包府诀","1","1","0","0","1","1","","","","磊啊","0","0","N",
"1451","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2013-00004","2013-11-13","","03","企诀","02","企诀","2016-02-02","","","","033 375 1024","48.00","","碍盔漂喊磊摹档 康岿焙 康岿谰 傣器府 575-1","碍盔漂喊磊摹档 康岿焙 康岿谰 傣器快雀辨 42","26231","窍唱券版林侥雀荤","2014-06-12 14:13:02","I","2023-06-13 00:00:00","扒拱困积包府诀","330868.234755589","409584.909272186","扒拱困积包府诀","3","0","1","1","0","0","","","","烙措","0","0","N",
"1452","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2013-00005","2013-12-04","","03","企诀","02","企诀","2019-10-29","","","","","20.00","","碍盔漂喊磊摹档 康岿焙 茄馆档搁 街侩府 607-2","碍盔漂喊磊摹档 康岿焙 茄馆档搁 街侩肺 59","26214","盔努赴没家","2019-10-29 15:04:26","I","2023-06-13 00:00:00","扒拱困积包府诀","317144.36990086","409624.927205053","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","0","0","N",
"1453","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2014-00001","2014-01-15","","03","企诀","02","企诀","2016-02-17","","","","033 373 0061","35.00","","碍盔漂喊磊摹档 康岿焙 康岿谰 窍价府 8-2","碍盔漂喊磊摹档 康岿焙 康岿谰 窍价救辨 62","26236","啊汲魂诀","2014-01-25 11:51:57","I","2023-06-13 00:00:00","扒拱困积包府诀","330151.054973565","409875.056281254","扒拱困积包府诀","4","1","4","4","0","0","","","","","0","0","N",
"1454","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2014-00003","2014-03-05","","03","企诀","02","企诀","2015-11-20","","","","070 77571024","24.00","","碍盔漂喊磊摹档 康岿焙 康岿谰 傣器府 575-1","碍盔漂喊磊摹档 康岿焙 康岿谰 傣器快雀辨 42","26231","林侥雀荤 辑版","2014-03-05 17:58:42","I","2023-06-13 00:00:00","扒拱困积包府诀","330868.234755589","409584.909272186","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","0","0","N",
"1455","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2014-00004","2014-04-04","","03","企诀","02","企诀","2020-12-28","","","","033 375 8833","21.00","","碍盔漂喊磊摹档 康岿焙 康岿谰 窍价府 52-1","碍盔漂喊磊摹档 康岿焙 康岿谰 篮青唱公1辨 42","26237","(林)铰盔扒汲","2020-12-28 17:14:35","I","2023-06-13 00:00:00","扒拱困积包府诀","330262.453688763","409708.904184522","扒拱困积包府诀","0","0","1","1","0","0","","","","","0","0","N",
"1456","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2014-00007","2014-12-04","","03","企诀","02","企诀","2016-01-08","","","","033 372 9997","29.00","","碍盔漂喊磊摹档 康岿焙 康岿谰 窍价府 259-14","碍盔漂喊磊摹档 康岿焙 康岿谰 窍价肺 18","26234","林侥雀荤 扁惑","2014-12-22 09:51:44","I","2023-06-13 00:00:00","扒拱困积包府诀","329938.569553105","410394.353524519","扒拱困积包府诀","2","0","1","1","0","0","","","","烙措","0","0","N",
"1457","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2015-00001","2015-01-09","","03","企诀","02","企诀","2015-12-30","","","","033 372 6407","50.40","","碍盔漂喊磊摹档 康岿焙 巢搁 芒盔府 259-4","碍盔漂喊磊摹档 康岿焙 巢搁 喊规芒盔肺 1448-57","26218","丑诀雀荤过牢 魂唱拱冠拱包(林)","2015-02-09 10:15:22","I","2023-06-13 00:00:00","扒拱困积包府诀","322571.515776022","408384.202771389","扒拱困积包府诀","2","0","2","2","0","0","","","","磊啊","0","0","N",
"1458","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2015-00002","2015-04-15","","03","企诀","02","企诀","2025-01-20","","","","033 372 0084","66.00","","碍盔漂喊磊摹档 康岿焙 康岿谰 窍价府 280-1","碍盔漂喊磊摹档 康岿焙 康岿谰 康岿肺 1853","26235","康覆扒汲林侥雀荤","2025-01-20 11:04:26","U","2025-01-22 02:40:00","扒拱困积包府诀","329363.954092547","410391.177498262","扒拱困积包府诀","1","0","1","1","0","0","","","","","0","0","N",
"1459","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2015-00003","2015-12-21","","03","企诀","02","企诀","2017-06-02","","","","033 375 3088","56.00","","碍盔漂喊磊摹档 康岿焙 康岿谰 窍价府 184-35","碍盔漂喊磊摹档 康岿焙 康岿谰 窍价救辨 18","26235","俊内弊赴魂诀","2017-06-05 10:25:41","I","2023-06-13 00:00:00","扒拱困积包府诀","329948.729407454","409800.486731117","扒拱困积包府诀","3","0","2","2","0","0","","","","烙措","0","0","N",
"1460","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2016-00002","2016-03-29","","03","企诀","02","企诀","2018-01-24","","","","","13.00","","碍盔漂喊磊摹档 康岿焙 康岿谰 窍价府 169-2","碍盔漂喊磊摹档 康岿焙 康岿谰 窍价肺 105","26238","舅颇绊 没家","2018-01-24 16:54:22","I","2023-06-13 00:00:00","扒拱困积包府诀","329617.15846026","409611.559408045","扒拱困积包府诀","2","0","1","1","0","0","","","","烙措","0","0","N",
"1461","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2017-00002","2017-07-20","","03","企诀","02","企诀","2020-07-31","","","","033 375 8060","15.00","","碍盔漂喊磊摹档 康岿焙 康岿谰 康蕊府 977","碍盔漂喊磊摹档 康岿焙 康岿谰 窜辆肺 4-1, 2摸","26232","林侥雀荤 绊快","2020-11-18 17:52:12","I","2023-06-13 00:00:00","扒拱困积包府诀","330331.588371456","410105.706932421","扒拱困积包府诀","3","0","2","2","0","0","","","","烙措","0","0","N",
"1462","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2018-00001","2018-05-01","","03","企诀","02","企诀","2021-12-14","","","","033 375 5426","26.00","","碍盔漂喊磊摹档 康岿焙 康岿谰 康蕊府 1064-9","碍盔漂喊磊摹档 康岿焙 康岿谰 窜辆肺 54","26225","矫柯农赴","2021-12-14 13:18:59","I","2023-06-13 00:00:00","扒拱困积包府诀","330070.642609545","410500.436329932","扒拱困积包府诀","3","0","1","1","0","0","","","","烙措","0","0","N",
"1463","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-1994-00002","1994-07-30","","03","企诀","02","企诀","2023-12-28","","","","033 3785913","0.00","","碍盔漂喊磊摹档 康岿焙 魂贾搁 籍亲府 472-11","碍盔漂喊磊摹档 康岿焙 魂贾搁 康岿肺 3866","26242","康岿券版","2023-12-28 10:04:57","U","2023-12-30 02:40:00","扒拱困积包府诀","343833.585719253","411929.173153082","扒拱困积包府诀","1","0","1","1","0","0","","","","","0","0","N",
"1464","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2009-00001","2009-03-10","","03","企诀","02","企诀","2018-08-16","","","","033  3741094","45.00","","碍盔漂喊磊摹档 康岿焙 康岿谰 康蕊府 818-8","碍盔漂喊磊摹档 康岿焙 康岿谰 豪贰魂肺 29-8","26227","碍盔INC","2018-08-16 16:11:13","I","2023-06-13 00:00:00","扒拱困积包府诀","330616.722848303","410391.927286778","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","0","0","N",
"1465","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2009-00002","2009-05-22","","03","企诀","02","企诀","2011-08-22","","","","033  3755959","47.56","","碍盔漂喊磊摹档 康岿焙 康岿谰 窍价府 184-20","","","(林)脚泅瘤骏","2009-05-22 17:48:46","I","2023-06-13 00:00:00","扒拱困积包府诀","329999.925507523","409852.466205541","扒拱困积包府诀","2","0","1","1","0","0","","","","","0","0","N",
"1466","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2009-00003","2009-06-12","","03","企诀","02","企诀","2012-10-15","","","","033  3751322","13.20","","碍盔漂喊磊摹档 康岿焙 康岿谰 康蕊府 1064-4","碍盔漂喊磊摹档 康岿焙 康岿谰 窜辆肺 52","26225","窍唱辆钦扒汲券版","2012-02-08 11:18:19","I","2023-06-13 00:00:00","扒拱困积包府诀","330080.569136837","410477.882920322","扒拱困积包府诀","1","0","1","0","0","0","","","","","0","0","N",
"1467","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2009-00004","2009-12-10","","03","企诀","02","企诀","2012-10-26","","","","033  3726065","0.00","","碍盔漂喊磊摹档 康岿焙 茄馆档搁 脚玫府 668","碍盔漂喊磊摹档 康岿焙 茄馆档搁 拳儿辨 57","26212","傣康扁诀","2012-02-08 11:18:52","I","2023-06-13 00:00:00","扒拱困积包府诀","317147.275138598","415192.471052411","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
"1468","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2000-00002","2000-06-09","","03","企诀","02","企诀","2009-03-09","","","","033 3747729","0.00","","碍盔漂喊磊摹档 康岿焙 康岿谰 康蕊府 956-7","","","碍盔侩开","2006-03-27 00:00:00","I","2023-06-13 00:00:00","扒拱困积包府诀","330102.04193866","410365.561941531","扒拱困积包府诀","1","0","1","1","0","0","","","","","0","0","N",
"1469","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2011-00001","2011-02-16","","03","企诀","02","企诀","2012-12-14","","","","033 3783456","57.95","","碍盔漂喊磊摹档 康岿焙 惑悼谰 郴傣府 656-13","碍盔漂喊磊摹档 康岿焙 惑悼谰 怕归魂肺 3218","","(林)蜡聪弊赴","2012-02-08 11:20:48","I","2023-06-13 00:00:00","扒拱困积包府诀","362485.02284019","404550.790408883","扒拱困积包府诀","1","0","1","0","0","0","","","","","0","0","N",
"1470","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2011-00002","2011-06-21","","03","企诀","02","企诀","2020-12-02","","","","033 372 0505","197.45","","碍盔漂喊磊摹档 康岿焙 康岿谰 康蕊府 981-1 脚茄篮青2 摸","碍盔漂喊磊摹档 康岿焙 康岿谰 包浅清辨 49","26232","康岿林刮林侥雀荤","2020-12-02 10:43:39","I","2023-06-13 00:00:00","扒拱困积包府诀","330456.518391002","410122.591172456","扒拱困积包府诀","3","1","2","0","0","0","","","","烙措","0","0","N",
"1471","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2011-00003","2011-11-29","","03","企诀","02","企诀","2013-12-20","","","","033 375 5520","54.00","","碍盔漂喊磊摹档 康岿焙 康岿谰 康蕊府 950-5 纳捞萍康岿瘤荤 2摸","碍盔漂喊磊摹档 康岿焙 康岿谰 窜辆肺33锅辨 30","26233","怕款辆钦扒汲(林)","2011-12-22 21:30:18","I","2023-06-13 00:00:00","扒拱困积包府诀","330163.97512245","410200.530748276","扒拱困积包府诀","3","0","2","2","0","0","","","","烙措","0","0","N",
"1472","扒拱困积包府诀","09_30_04_P","4271000","4271000-206-2011-00004","2011-12-21","","03","企诀","02","企诀","2012-03-20","","","","033 375 2104","72.58","","碍盔漂喊磊摹档 康岿焙 康岿谰 康蕊府 947-52 2摸","碍盔漂喊磊摹档 康岿焙 康岿谰 吝居肺 32, 2摸","26236","叼俊捞摹扒汲(林)","2011-12-21 14:05:05","I","2023-06-13 00:00:00","扒拱困积包府诀","330207.530972138","410066.423620525","扒拱困积包府诀","3","0","2","2","0","0","","","","烙措","0","0","N",
"1473","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2013-00002","2013-01-18","","03","企诀","02","企诀","2014-12-29","","","","","62.50","","碍盔漂喊磊摹档 乞芒焙 措包飞搁 染拌府 300","碍盔漂喊磊摹档 乞芒焙 措包飞搁 采圭剧瘤辨 38","25343","废魂牢磐郴寂澄(林)","2013-11-08 16:12:51","I","2023-06-13 00:00:00","扒拱困积包府诀","350781.005447888","465287.572036446","扒拱困积包府诀","2","0","1","1","0","0","","","","烙措","0","0","N",
"1474","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2013-00003","2013-02-13","","03","企诀","02","企诀","2019-02-19","","","","3335646","18.00","","碍盔漂喊磊摹档 乞芒焙 措拳搁 脚府 661-1","碍盔漂喊磊摹档 乞芒焙 措拳搁 乞芒措肺 1266, 唱悼","25356","乞芒农赴","2019-02-19 17:47:54","I","2023-06-13 00:00:00","扒拱困积包府诀","328530.293229479","448525.958304668","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","0","0","N",
"1475","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2013-00004","2013-07-18","","03","企诀","02","企诀","2023-03-08","","","","070 50141930","24.85","","碍盔漂喊磊摹档 乞芒焙 措包飞搁 染拌府 325-53 侩乞窍捞罚靛坷乔胶炮","碍盔漂喊磊摹档 乞芒焙 措包飞搁 传付阑辨 47, 侩乞窍捞罚靛坷乔胶炮 6摸 17龋","25344","叼歹喉蜡俺惯(林)","2023-03-08 17:22:56","I","2023-06-13 00:00:00","扒拱困积包府诀","350739.346745551","464725.694743117","扒拱困积包府诀","0","0","6","6","0","0","","","","","0","0","N",
"1476","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2004-00002","2004-01-06","","03","企诀","02","企诀","2017-01-25","","","","3308621","69.58","","碍盔漂喊磊摹档 乞芒焙 措包飞搁 侩魂府 12-1 包府悼 201龋","碍盔漂喊磊摹档 乞芒焙 措包飞搁 棵覆侨肺 715 (包府悼 201龋)","25352","(林)滚摹鳃辑厚胶","2015-12-29 14:02:03","I","2023-06-13 00:00:00","扒拱困积包府诀","348996.893039527","461567.464980891","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
