"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"2738","방문판매업","08_26_02_P","4301000","2009430006923200004","2009-10-14","","03","폐업","03","폐업처리","2019-01-03","","","","033-458-2385","","269-841","강원특별자치도 철원군 서면 와수리 ****번지 *호 *통 *반","강원특별자치도 철원군 서면 와수로***번길 *-*","269-845","드림","2019-01-04 09:28:12","I","2023-06-13 00:00:00","","238460.429531326","526640.020869063","0","0","0","",
"2739","방문판매업","08_26_02_P","4301000","2009430006923200005","2009-11-23","","03","폐업","03","폐업처리","2014-12-19","","","","033-455-0589","","269-816","강원특별자치도 철원군 동송읍 이평리 ***번지 **호","강원특별자치도 철원군 동송읍 금학로 ***","","윤선생영어교실 철원교육학원","2014-12-19 13:32:52","I","2023-06-13 00:00:00","","219193.962891562","522554.224020807","0","0","0","",
"2740","방문판매업","08_26_02_P","4301000","2009430006923200006","2009-12-08","","03","폐업","03","폐업처리","2010-04-21","","","","033-458-8482","","269-816","강원특별자치도 철원군 동송읍 이평리 ***번지 **호 *층","강원특별자치도 철원군 동송읍 이평로 ** (*층)","","TS","2010-05-03 11:28:06","I","2023-06-13 00:00:00","","219147.396927918","522984.363443359","0","0","0","",
"2741","방문판매업","08_26_02_P","4301000","2009430006923200008","2009-12-04","","03","폐업","03","폐업처리","2010-03-04","","","","033-455-0598","","269-816","강원특별자치도 철원군 동송읍 이평리 ***번지 *호 지하","강원특별자치도 철원군 동송읍 금학로 *** (지하)","","우리집","2010-03-05 09:12:01","I","2023-06-13 00:00:00","","219023.194149365","522746.347623695","0","0","0","",
"2742","방문판매업","08_26_02_P","4301000","2020430008523200001","2020-01-21","","03","폐업","03","폐업처리","2020-10-22","","","","","","","강원특별자치도 철원군 동송읍 이평리 ***번지 *호 야후 PC방","강원특별자치도 철원군 동송읍 금학로 ***, *층(동흥빌딩)","24014","한강아울렛","2020-10-22 16:39:48","I","2023-06-13 00:00:00","","219023.194149365","522746.347623695","0","0","0","",
"2743","방문판매업","08_26_02_P","4301000","20071","2007-07-12","","03","폐업","03","폐업처리","2007-08-30","","","","455-0957","","269-816","강원특별자치도 철원군 동송읍 이평리 ***번지 **호","강원특별자치도 철원군 동송읍 이평로 **","","경복유통","2007-08-30 15:02:41","I","2023-06-13 00:00:00","","219130.309277524","522978.397944775","0","0","0","",
"2744","방문판매업","08_26_02_P","4301000","1997430000723200001","1997-01-10","","03","폐업","03","폐업처리","2009-04-02","","","","033 455 9145","","","강원특별자치도 철원군 동송읍 이평리 ***번지 **호 *통 *반","강원특별자치도 철원군 동송읍 금학로 ***","","이롬 철원동송지사","2010-04-02 15:11:17","I","2023-06-13 00:00:00","","219000.055216863","522925.368792663","0","0","0","",
"2745","방문판매업","08_26_02_P","4301000","2003430000723200019","2003-07-15","","03","폐업","03","폐업처리","2015-10-29","","","","033 452 5678","","","강원특별자치도 철원군 갈말읍 신철원리 ***-*","","","이롬황성주생식","2015-10-29 09:59:25","I","2023-06-13 00:00:00","","","","0","0","0","",
"2746","방문판매업","08_26_02_P","4301000","2004430000723200004","2004-08-04","","03","폐업","03","폐업처리","2010-03-08","","","","033 456 1197","","","강원특별자치도 춘천시 중앙로 *가**-*","","","맥섬석","2010-03-09 10:15:05","I","2023-06-13 00:00:00","","","","0","0","0","",
"2747","방문판매업","08_26_02_P","4301000","2005430000723200001","2005-01-12","","03","폐업","03","폐업처리","2012-10-18","","","","033 458 5078","","","서울 양천구 목동 ***번지 대원 칸타빌 A ***-***","","","인성파우더테크㈜","2012-10-18 13:08:53","I","2023-06-13 00:00:00","","","","0","0","0","",
"2748","방문판매업","08_26_02_P","4301000","2005430000723200003","2005-05-07","","03","폐업","03","폐업처리","2008-03-10","","","","033 452 0168","","","서울 중랑구 망우동 ***-** **/*","","","cs딜로스","2010-05-03 11:30:05","I","2023-06-13 00:00:00","","","","0","0","0","",
"2749","방문판매업","08_26_02_P","4301000","2005430000723200004","2005-07-08","","03","폐업","03","폐업처리","2010-04-02","","","","033 456 6626","","","강원특별자치도 철원군 동송읍 상노리 산 ** */*","","","태양","2010-04-02 15:12:36","I","2023-06-13 00:00:00","","","","0","0","0","",
"2750","방문판매업","08_26_02_P","4301000","2005430000723200006","2005-09-02","","03","폐업","03","폐업처리","2010-04-02","","","","02  996 0339","","","서울 도봉구 창동 ***-**","","","좋은세상","2010-04-02 15:13:48","I","2023-06-13 00:00:00","","","","0","0","0","",
"2751","방문판매업","08_26_02_P","4301000","2011430006923200002","2011-07-18","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","269-816","강원특별자치도 철원군 동송읍 이평리 ***번지 **호 *층","강원특별자치도 철원군 동송읍 이평로 ** (*층)","","해피라이프","2013-12-11 17:06:09","I","2023-06-13 00:00:00","","219147.396927918","522984.363443359","0","0","0","",
"2752","방문판매업","08_26_02_P","4301000","2011430006923200003","2011-12-07","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","455-6518","","269-816","강원특별자치도 철원군 동송읍 이평리 ***번지 *호","강원특별자치도 철원군 동송읍 금학로 ***","","리빙홈쇼핑","2013-12-11 17:01:27","I","2023-06-13 00:00:00","","219023.194149365","522746.347623695","0","0","0","",
"2753","방문판매업","08_26_02_P","4301000","2011430006923200004","2011-12-29","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","458-0268","","269-806","강원특별자치도 철원군 갈말읍 지경리**-*번지 *반","","","철원양봉농장","2013-12-11 16:49:46","I","2023-06-13 00:00:00","","","","0","0","0","",
"2754","방문판매업","08_26_02_P","4301000","2008430006923200003","2008-07-07","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","269-805","강원특별자치도 철원군 갈말읍 신철원리 ***번지","","","보령상사","2013-12-11 17:13:35","I","2023-06-13 00:00:00","","227337.289850777","515692.572885915","0","0","0","",
"2755","방문판매업","08_26_02_P","4301000","2008430006923200006","2008-11-21","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-458-6204","","269-816","강원특별자치도 철원군 동송읍 이평리 ***번지 **호","강원특별자치도 철원군 동송읍 이평로**번길 *-**","","월드종합라이센스","2013-12-11 17:11:02","I","2023-06-13 00:00:00","","219072.288895146","522962.416411696","0","0","0","",
"2756","방문판매업","08_26_02_P","4301000","2009430006923200002","2009-02-24","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-455-0582","","269-817","강원특별자치도 철원군 동송읍 이평*리 ***번지 **호","강원특별자치도 철원군 동송읍 금학로***번길 **-*","","오휘 철원지사","2013-12-11 17:07:42","I","2023-06-13 00:00:00","","219203.675794135","522761.040534427","0","0","0","",
"2757","방문판매업","08_26_02_P","4311000","2017431005223200003","2017-11-22","","01","영업/정상","01","정상영업","","","","","033-442-7022","","","강원특별자치도 화천군 간동면 오음리 ***번지 *호 간동농업협동조합","강원특별자치도 화천군 간동면 간척월명로 ***","24137","간동농업협동조합","2023-04-04 10:37:08","I","2023-06-13 00:00:00","","271615.106388433","505988.279163802","49991000000","45266002000","49991000000","",
"2758","방문판매업","08_26_02_P","4311000","2018431005223200001","2018-09-07","","01","영업/정상","01","정상영업","","","","","033-442-2490","","","강원특별자치도 화천군 화천읍 하리 **번지 **호 화천농협","강원특별자치도 화천군 화천읍 중앙로 **, 화천농협","24124","화천농업협동조합","2019-04-15 15:21:05","I","2023-06-13 00:00:00","","261828.740423292","511556.969752053","192771998000","179288998000","13482999800","",
"2759","방문판매업","08_26_02_P","4311000","2018431005223200002","2018-12-06","","01","영업/정상","01","정상영업","","","","","033-441-2877","","","강원특별자치도 화천군 화천읍 신읍리 ***번지 *호","강원특별자치도 화천군 화천읍 노신로 **","24113","남양유업 화천가정대리점","2018-12-06 19:08:16","I","2023-06-13 00:00:00","","261327.805631843","512663.063145826","0","0","0","",
"2760","방문판매업","08_26_02_P","4311000","2020431005223200001","2020-02-24","","01","영업/정상","01","정상영업","","","","","07077585568","","","강원특별자치도 화천군 상서면 다목리 ***번지 건국건강영농조합법인","강원특별자치도 화천군 상서면 감성마을길 **, 건국건강영농조합법인","24104","농업회사법인 산터울 주식회사","2020-02-24 14:21:33","I","2023-06-13 00:00:00","","245682.866985132","518578.706031902","10000000","0","10000000","",
"2761","방문판매업","08_26_02_P","4311000","2021431005223200001","2021-09-03","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 화천군 화천읍 하리 **-**","강원특별자치도 화천군 화천읍 중앙로*길 *-*","24129","김정문알로에화천점","2021-09-03 18:25:33","I","2023-06-13 00:00:00","","261807.618275843","511501.503948669","0","0","0","",
"2762","방문판매업","08_26_02_P","4311000","2021431005223200002","2021-10-06","","01","영업/정상","01","정상영업","","","","","033-441-4100","","","강원특별자치도 화천군 화천읍 하리 **-* 제일기업사","강원특별자치도 화천군 화천읍 중앙로*길 *, 제일기업사","24123","제일기업사","2021-10-06 13:50:31","I","2023-06-13 00:00:00","","261823.674264431","511594.055491856","0","0","0","",
"2763","방문판매업","08_26_02_P","4311000","1998431000723200006","1998-01-01","","01","영업/정상","01","정상영업","","","","","033-442-1804","","","강원특별자치도 화천군 화천읍 하리 **번지 **호","강원특별자치도 화천군 화천읍 상승로 ** (현대화천판매대리점)","24130","현대자동차화천판매대리점","2017-06-30 09:25:42","I","2023-06-13 00:00:00","","261726.424341884","511583.049351682","0","0","0","",
"2764","방문판매업","08_26_02_P","4311000","2008431005223200001","2008-01-31","","03","폐업","03","폐업처리","2009-05-29","","","","","","209-802","강원특별자치도 화천군 화천읍 상리 **번지 *호","강원특별자치도 화천군 화천읍 상승로 *","209-802","성규상사","2014-01-20 14:39:47","I","2023-06-13 00:00:00","","","","0","0","0","",
"2765","방문판매업","08_26_02_P","4311000","2008431005223200002","2008-04-08","","03","폐업","03","폐업처리","2016-10-26","","","","441-9114","","209-804","강원특별자치도 화천군 화천읍 하리","강원특별자치도 화천군 화천읍 중앙로 *","209-804","신신의료기","2016-10-27 16:09:15","I","2023-06-13 00:00:00","","","","0","0","0","",
"2766","방문판매업","08_26_02_P","4311000","2008431005223200003","2008-09-01","","03","폐업","03","폐업처리","2016-08-10","","","","033-442-7079","","209-804","강원특별자치도 화천군 화천읍 하리 **번지 *호","강원특별자치도 화천군 화천읍 중앙로 **","","하이텔레콤","2016-08-11 09:09:45","I","2023-06-13 00:00:00","","261834.933279237","511509.211635684","0","0","0","",
"2767","방문판매업","08_26_02_P","4311000","2008431005223200004","2008-12-24","","03","폐업","03","폐업처리","2009-03-20","","","","","","209-804","강원특별자치도 화천군 화천읍 하리 **번지 **호","강원특별자치도 화천군 화천읍 중앙로*길 **-**","","청원테크","2014-01-13 11:51:28","I","2023-06-13 00:00:00","","261760.643613297","511431.849213603","0","0","0","",
"2768","방문판매업","08_26_02_P","4311000","2009431005223200001","2009-04-07","","03","폐업","03","폐업처리","2013-08-21","","","","033-442-5878","","209-804","강원특별자치도 화천군 화천읍 하리 **번지 **호","강원특별자치도 화천군 화천읍 중앙로 **","209-804","마임화천지사","2014-01-13 11:58:27","I","2023-06-13 00:00:00","","261852.29160621","511495.275083802","0","0","0","",
"2769","방문판매업","08_26_02_P","4311000","2014431005223200001","2014-05-16","","03","폐업","03","폐업처리","2015-01-29","","","","033-442-9955","","","","강원특별자치도 화천군 화천읍 상승로 ***","209-802","다솜통신","2015-01-29 11:34:11","I","2023-06-13 00:00:00","","261686.774384646","512301.746749491","0","0","0","",
"2770","방문판매업","08_26_02_P","4311000","2017431005223200001","2017-07-04","","03","폐업","03","폐업처리","2018-02-27","","","","033-441-6071","","","","강원특별자치도 화천군 화천읍 노신로 **","24113","파스퇴르 화천유통","2018-12-05 10:47:14","I","2023-06-13 00:00:00","","261327.805631843","512663.063145826","0","0","0","",
"2771","방문판매업","08_26_02_P","4311000","2017431005223200002","2017-07-04","","03","폐업","03","폐업처리","2018-06-26","","","","033-441-2877","","","","강원특별자치도 화천군 화천읍 노신로 **","24113","남양우유화천가정대리점","2018-12-05 10:46:56","I","2023-06-13 00:00:00","","261327.805631843","512663.063145826","0","0","0","",
"2772","방문판매업","08_26_02_P","4311000","2007431000723200016","2007-01-01","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033 442   4044","","","강원특별자치도 화천군 화천읍 하리**-**","","","GM대우자동차화천영업소","2019-12-30 14:13:09","I","2023-06-13 00:00:00","","","","0","0","0","",
"2773","방문판매업","08_26_02_P","4321000","2017432004723200004","2017-11-17","","01","영업/정상","01","정상영업","","","","","033-481-2086","","","강원특별자치도 양구군 양구읍 상리 ***번지 **호 양구농협","강원특별자치도 양구군 양구읍 사명길 **","24535","양구군농업협동조합","2023-07-27 09:12:29","U","2023-07-29 02:40:00","","286627.247826215","511628.054781693","271889121000","250794639000","21094494200","",
"2774","방문판매업","08_26_02_P","4321000","2021432006223200001","2021-01-11","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 양구군 방산면 금악리 ***","강원특별자치도 양구군 방산면 평화로****번길 **","24503","농업회사법인 주식회사 강원","2022-06-29 13:38:16","I","2023-06-13 00:00:00","","281054.666422371","522588.797782255","0","0","100000000","",
"2775","방문판매업","08_26_02_P","4321000","2023432009123200001","2023-06-08","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 양구군 양구읍 상리 ***-**","강원특별자치도 양구군 양구읍 해시계로 **","24534","강원양구큐대리점","2023-06-08 17:45:23","I","2023-06-13 00:00:00","","286739.626981062","511790.18422513","0","0","0","",
"2776","방문판매업","08_26_02_P","4321000","1998432000023200001","1998-10-29","","01","영업/정상","01","정상영업","","","","","033  481   8255","","","양구읍 상리 ***-**","","","현대양구판매㈜","2022-10-11 13:31:51","I","2023-06-13 00:00:00","","","","0","0","0","",
"2777","방문판매업","08_26_02_P","4321000","1999432000023200001","1999-10-26","","01","영업/정상","01","정상영업","","","","","033  482   2304","","","","강원특별자치도 양구군 양구읍 청춘로 **","24543","기아자동차 양록대리점","2022-10-11 13:31:28","I","2023-06-13 00:00:00","","286634.042376492","511291.096771868","0","0","0","",
"2778","방문판매업","08_26_02_P","4321000","2016432004723200001","2016-04-06","","01","영업/정상","01","정상영업","","","","","033-482-0906","","","","강원특별자치도 양구군 양구읍 사명길 **","24535","양구토종민들레영농조합","2020-06-15 18:13:28","I","2023-06-13 00:00:00","","286633.897085138","511588.03659553","0","0","0","",
"2779","방문판매업","08_26_02_P","4321000","2024432101223200001","2024-01-18","","01","영업/정상","01","정상영업","","","","","033-482-4609","","","강원특별자치도 양구군 양구읍 상리 ***-**","강원특별자치도 양구군 양구읍 사명길 **","24535","양구토종민들레영농조합","2024-01-18 14:22:57","I","2024-01-20 00:16:22","","286633.897085138","511588.03659553","0","0","0","",
"2780","방문판매업","08_26_02_P","4321000","2025432101223200002","2025-10-02","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 양구군 양구읍 상리 ***-*","강원특별자치도 양구군 양구읍 양록길 **, *층","24526","규리빙","2025-10-02 16:37:30","I","2025-10-05 00:20:16","","286545.645903849","511999.57060261","0","0","0","",
"2781","방문판매업","08_26_02_P","4321000","2025432101223200001","2025-04-11","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 양구군 양구읍 상리 ***-*","강원특별자치도 양구군 양구읍 해시계로 **, *동 *층","24536","남양우유 양구가정대리점","2025-04-11 16:50:32","I","2025-04-13 00:10:20","","286723.976902184","511793.615704849","0","0","0","",
"2782","방문판매업","08_26_02_P","4321000","2024432101223200002","2024-12-17","","01","영업/정상","01","정상영업","","","","","033-482-2304","","","강원특별자치도 양구군 양구읍 상리 ***-**","강원특별자치도 양구군 양구읍 청춘로 **, *층","24543","기아기평대리점","2024-12-17 11:19:07","I","2024-12-19 00:12:16","","286634.042376492","511291.096771868","0","0","0","",
"2783","방문판매업","08_26_02_P","4321000","2014432004723200001","2014-05-20","","02","휴업","02","휴업처리","","2017-08-10","2019-08-10","","482-9900","","","","강원특별자치도 양구군 양구읍 관공서로 ** (kt)","24524","양구중앙통신","2017-08-11 18:39:10","I","2023-06-13 00:00:00","","286741.283875725","512234.146449297","0","0","0","",
"2784","방문판매업","08_26_02_P","4321000","2015432004723200001","2015-11-10","","02","휴업","02","휴업처리","","2017-08-10","2019-08-10","","033-482-9287","","","","강원특별자치도 양구군 동면 약수터길 **, *층 (아토피 비만 치유센터)","24510","(주)콤비메드","2017-08-11 18:39:26","I","2023-06-13 00:00:00","","292325.544435585","518678.660329537","463024224","399022944","718334980","",
"2785","방문판매업","08_26_02_P","4321000","2018432004723200001","2018-09-17","","03","폐업","03","폐업처리","2024-12-17","","","","033-482-3377","","","강원특별자치도 양구군 양구읍 상리 ***번지 **호","강원특별자치도 양구군 양구읍 해시계로 **","24533","마임 양구지사","2024-12-17 15:36:20","U","2024-12-19 02:40:00","","","","0","0","0","",
"2786","방문판매업","08_26_02_P","4321000","2008432003923200001","2008-01-17","","03","폐업","03","폐업처리","2009-08-04","","","","","","483-020","경기도 동두천시 지행동  ***번지 **호 **통 *반 동진빌라 다동 ***호","경기도 동두천시 평화로****번길 **-*, 다동 ***호 (지행동,동진빌라)","","성규상사","2010-08-25 11:31:50","I","2023-06-13 00:00:00","","205049.619854416","487184.928069402","0","0","0","",
"2787","방문판매업","08_26_02_P","4321000","2008432004723200001","2008-11-20","","03","폐업","03","폐업처리","2009-01-12","","","","","","255-806","강원특별자치도 양구군 양구읍 정림리 *번지 **호","강원특별자치도 양구군 양구읍 비봉로 *-**","","(주)에버월드","2009-01-12 13:19:20","I","2023-06-13 00:00:00","","286519.043630652","511514.969648905","0","0","0","",
"2788","방문판매업","08_26_02_P","4321000","2009432004723200001","2009-04-03","","03","폐업","03","폐업처리","2009-05-18","","","","","","255-806","강원특별자치도 양구군 양구읍 정림리 ***번지 *호","","","청원테크","2009-05-18 13:34:52","I","2023-06-13 00:00:00","","","","0","0","0","",
"2789","방문판매업","08_26_02_P","4321000","2010432004723200001","2010-05-11","","03","폐업","03","폐업처리","2013-10-22","","","","033-482-3073","","255-804","강원특별자치도 양구군 양구읍 상리 ***번지 *호","","","마임","2013-10-24 16:38:43","I","2023-06-13 00:00:00","","286721.540475144","511815.53427517","0","0","0","",
"2790","방문판매업","08_26_02_P","4321000","2011432004723200002","2011-03-02","","03","폐업","03","폐업처리","2013-11-13","","","","033-82-0906","","255-804","강원특별자치도 양구군 양구읍 상리 ***번지 **호","강원특별자치도 양구군 양구읍 사명길 **","","양구흰꽃민들레영농조합법인","2013-11-13 18:19:59","I","2023-06-13 00:00:00","","286633.897085138","511588.03659553","10000000","0","10000000","",
"2791","방문판매업","08_26_02_P","4321000","2012432004723200001","2012-03-19","","03","폐업","03","폐업처리","2014-02-06","","","","033-482-1515","","255-804","강원특별자치도 양구군 양구읍 상리 ***번지 **호","강원특별자치도 양구군 양구읍 비봉로 *-**","255-800","윤선생영어교실","2014-02-07 18:13:09","I","2023-06-13 00:00:00","","286574.179813773","511628.97941599","0","0","0","",
"2792","방문판매업","08_26_02_P","4321000","2012432004723200002","2012-09-24","","03","폐업","03","폐업처리","2013-11-15","","","","033-481-0393","","","","강원특별자치도 양구군 동면 펀치볼로 **","255-820","양구명품농산","2020-08-06 11:20:59","I","2023-06-13 00:00:00","","292016.281284846","524252.717677563","0","0","0","",
"2793","방문판매업","08_26_02_P","4321000","2017432004723200001","2017-03-31","","03","폐업","03","폐업처리","2017-04-13","","","","033-481-3389","","","","강원특별자치도 양구군 양구읍 양록길 **, *층","24528","필그린 인카운터","2017-07-07 13:05:00","I","2023-06-13 00:00:00","","286330.483355057","512015.226541733","0","0","0","",
"2794","방문판매업","08_26_02_P","4321000","2017432004723200002","2017-07-05","","03","폐업","03","폐업처리","2018-09-30","","","","033-482-5006","","","","강원특별자치도 양구군 양구읍 해시계로 **-*","24536","남양우유양구가정대리점","2018-11-15 14:26:04","I","2023-06-13 00:00:00","","286720.409019533","511782.975488636","0","0","0","",
"2795","방문판매업","08_26_02_P","4321000","2017432004723200003","2017-07-07","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","","강원특별자치도 양구군 양구읍 양구새싹로 **-**","24535","카야니사랑","2018-11-16 15:23:44","I","2023-06-13 00:00:00","","286712.694381527","511607.64453925","0","0","0","",
"2796","방문판매업","08_26_02_P","4321000","2022432007723200001","2022-09-22","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","","강원특별자치도 양구군 양구읍 박수근로 ***, 행복e가득한집 ***호","24549","더 쓸다","2023-08-03 17:32:51","U","2023-08-05 02:40:00","","286214.577805086","510437.660355047","0","0","0","",
"2797","방문판매업","08_26_02_P","4321000","2007432003923200001","2007-11-27","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","461-823","경기도 성남시수정구 태평동  ****번지 *호 **통 동양하우스 ***동 ***호","경기도 성남시 수정구 모란로***번길 *-*, ***동 ***호 (태평동,동양하우스)","","대성스포츠레져","2020-08-06 11:21:25","I","2023-06-13 00:00:00","","211009.999427626","437852.66776207","0","0","0","",
"2798","방문판매업","08_26_02_P","4321000","2011432004723200001","2011-03-02","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-482-0906","","255-815","강원특별자치도 양구군 남면 청리 ****번지 **호","","","양구토종민들레영농조합법인","2016-11-15 18:09:05","I","2023-06-13 00:00:00","","290430.40478922","511966.687757756","10000000","0","10000000","",
"2799","방문판매업","08_26_02_P","4331000","2017433006423200001","2017-07-10","","01","영업/정상","01","정상영업","","","","","033-461-1938","","","","강원특별자치도 인제군 인제읍 인제로***번길 **","24634","남양유업 가정대리점","2017-07-10 15:28:50","I","2023-06-13 00:00:00","","302909.686372837","507626.490983472","0","0","0","",
"2800","방문판매업","08_26_02_P","4331000","2017433006423200002","2017-11-22","","01","영업/정상","01","정상영업","","","","","033-461-2570","","","강원특별자치도 인제군 인제읍 상동리 ***번지 *호 인제농업협동조합","강원특별자치도 인제군 인제읍 비봉로 **","24632","인제농업협동조합","2017-11-22 15:31:50","I","2023-06-13 00:00:00","","302853.255901535","507812.256040812","266893427000","243100926000","23792504800","",
"2801","방문판매업","08_26_02_P","4331000","2017433006423200003","2017-11-27","","01","영업/정상","01","정상영업","","","","","033-461-5016","","","강원특별자치도 인제군 기린면 현리 ***번지 *호 기린농협","강원특별자치도 인제군 기린면 기린로 **, 기린농협","24659","기린농업협동조합","2023-03-31 17:22:25","I","2023-06-13 00:00:00","","315757.388494931","495524.188637616","101979578000","91702583000","10276997100","",
"2802","방문판매업","08_26_02_P","4331000","2018433006423200002","2018-03-19","","01","영업/정상","01","정상영업","","","","","033-461-5701","","","강원특별자치도 인제군 인제읍 상동리 ***번지 인제축협","강원특별자치도 인제군 인제읍 비봉로 **, 인제축협","24634","인제축산업협동조합","2018-03-19 16:10:45","I","2023-06-13 00:00:00","","302878.58072366","507788.100467906","141940589000","132082205000","9858379800","",
"2803","방문판매업","08_26_02_P","4331000","2018433008123200001","2018-09-19","","01","영업/정상","01","정상영업","","","","","462-1481","","","강원특별자치도 인제군 북면 원통리 ***번지 *호","강원특별자치도 인제군 북면 원통로 ***","24612","원통마임","2018-09-19 15:52:53","I","2023-06-13 00:00:00","","305373.877257775","513874.510963285","0","0","0","",
"2804","방문판매업","08_26_02_P","4331000","2020433008123200001","2020-05-27","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 인제군 북면 원통리 ***번지 **호 혜진빌라*차 ***호","강원특별자치도 인제군 북면 원통로 **-*, ***호 (혜진빌라*차)","24620","무주약초","2020-05-27 13:43:58","I","2023-06-13 00:00:00","","305013.899538928","513334.324858753","0","0","0","",
"2805","방문판매업","08_26_02_P","4331000","2020433008123200002","2020-09-14","","01","영업/정상","01","정상영업","","","","","033-462-7156","","","강원특별자치도 인제군 인제읍 상동리 ***-**","강원특별자치도 인제군 인제읍 인제로 ***, *층","24635","마임 인제지사","2020-09-14 13:57:48","I","2023-06-13 00:00:00","","302880.31638094","508044.750070102","0","0","0","",
"2806","방문판매업","08_26_02_P","4331000","2015433006423200001","2015-02-05","","01","영업/정상","01","정상영업","","","","","033-461-2187","","","","강원특별자치도 인제군 남면 신남로**번길 *","24649","윤선생인제홍천양구","2025-02-07 09:12:15","U","2025-02-09 02:40:00","","295004.558098892","496835.713300441","0","0","0","",
"2807","방문판매업","08_26_02_P","4331000","2016433006423200002","2016-04-20","","03","폐업","03","폐업처리","2018-12-07","","","","","","","","강원특별자치도 인제군 북면 한계*길 **-**","24607","무주약초","2018-12-07 09:19:57","I","2023-06-13 00:00:00","","310217.173729661","515791.332601842","0","0","0","",
"2808","방문판매업","08_26_02_P","4331000","2016433006423200003","2016-08-08","","03","폐업","03","폐업처리","2024-05-02","","","","033)462-1662","","","","강원특별자치도 인제군 인제읍 비봉로 **-*","24632","김정문알로에 인제지사","2024-05-01 17:36:19","U","2024-05-03 02:40:00","","302833.88168951","507881.112907034","0","0","0","",
"2809","방문판매업","08_26_02_P","4331000","1997433004123200006","1997-01-03","","03","폐업","03","폐업처리","2010-04-06","","","","033 461 7815","","","강원특별자치도 인제군 북면 용대리 ****-* */*","","","아모레㈜","2010-04-06 16:05:03","I","2023-06-13 00:00:00","","","","0","0","0","",
"2810","방문판매업","08_26_02_P","4331000","2001433004123200001","2001-02-20","","03","폐업","03","폐업처리","2008-01-16","","","","","","","강원특별자치도 인제군 인제읍 상동리 **-*","","","㈜알로에마임인제대리점","2008-06-25 10:02:53","I","2023-06-13 00:00:00","","","","0","0","0","",
"2811","방문판매업","08_26_02_P","4331000","2003433004123200001","2003-05-13","","03","폐업","03","폐업처리","2008-03-27","","","","033 462 6460","","","강원특별자치도 인제군 북면 원통리***-* (*/*)","","","명품관","2008-04-07 15:54:11","I","2023-06-13 00:00:00","","","","0","0","0","",
"2812","방문판매업","08_26_02_P","4331000","2003433004123200002","2003-10-16","","03","폐업","03","폐업처리","2013-10-23","","","","","","252-806","강원특별자치도 인제군 인제읍 상동리 **번지 *호","강원특별자치도 인제군 인제읍 인제로 ***","252-806","마임인제지사","2013-10-23 15:41:51","I","2023-06-13 00:00:00","","303013.716689165","508129.910990024","0","0","0","",
"2813","방문판매업","08_26_02_P","4331000","2005433004123200001","2005-11-30","","03","폐업","03","폐업처리","2010-10-14","","","","033- 461- 2612","","252-822","강원특별자치도 인제군 북면 원통리 ***번지 **호","강원특별자치도 인제군 북면 원통로***번길 *","","㈜우리한방화장품","2010-10-14 15:50:33","I","2023-06-13 00:00:00","","305483.130495188","513913.486335738","0","0","0","",
"2814","방문판매업","08_26_02_P","4331000","2006433004123200002","2006-11-21","","03","폐업","03","폐업처리","2013-09-11","","","","033- 462- 1481","","252-822","강원특별자치도 인제군 북면 원통리 ***번지 **호","강원특별자치도 인제군 북면 원통로 ***","252-822","원통마임대리점","2013-09-11 11:32:39","I","2023-06-13 00:00:00","","305393.664760377","513846.289993906","0","0","0","",
"2815","방문판매업","08_26_02_P","4331000","2008433004123200001","2008-12-22","","03","폐업","03","폐업처리","2014-08-12","","","","461-2187","","252-815","강원특별자치도 인제군 남면 신남리 ***번지 **호 *통 *반","강원특별자치도 인제군 남면 신남로**번길 *","","양구인제윤선생영어교실","2015-01-19 14:01:58","I","2023-06-13 00:00:00","","295004.558098892","496835.713300441","0","0","0","",
