"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"1441","이용업","05_19_01_P","4231000","4231000-203-2003-00009","1973-05-16","","03","폐업","02","폐업","2020-07-30","","","","033 6357572","0.00","","강원특별자치도 속초시 중앙동 498-8","강원특별자치도 속초시 중앙시장로 49 (중앙동)","24827","신흥이용소","2020-07-30 11:30:22","I","2023-06-13 00:00:00","일반이용업","339055.926463509","523807.616809708","일반이용업","1","0","0","0","0","0","0","","","","임대","0","0","0","N",
"1442","이용업","05_19_01_P","4231000","4231000-203-2003-00010","1971-06-08","","03","폐업","02","폐업","2004-09-15","","","","033 6323123","0.00","","강원특별자치도 속초시 교동 676-1","","","금성이용소","2004-09-15 00:00:00","I","2023-06-13 00:00:00","일반이용업","","","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1443","이용업","05_19_01_P","4231000","4231000-203-2003-00012","1972-08-26","","03","폐업","02","폐업","2004-07-20","","","","033 6335211","0.00","","강원특별자치도 속초시 금호동 131-1","","","향군이용소","2004-07-20 00:00:00","I","2023-06-13 00:00:00","일반이용업","","","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1444","이용업","05_19_01_P","4231000","4231000-203-2014-00001","2014-07-15","","03","폐업","02","폐업","2022-12-22","","","","033 637 7404","50.44","","강원특별자치도 속초시 교동 737-7 아남프라자 1411호","강원특별자치도 속초시 동해대로 4236, 1411호 (교동)","24853","천연 헤나","2022-12-22 16:59:53","I","2023-06-13 00:00:00","일반이용업","338132.520338395","522766.508207672","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1445","이용업","05_19_01_P","4231000","4231000-203-2022-00001","2022-06-16","","03","폐업","02","폐업","2023-07-10","","","","","5.70","","강원특별자치도 속초시 대포동 56-10","강원특별자치도 속초시 방축길 56, 속초시환경에너지사업소 주민편익시설동 (대포동)","24899","희망이용소","2023-07-10 12:07:16","U","2023-07-13 02:40:00","일반이용업","339387.146566022","520518.048927508","일반이용업","0","0","0","0","0","0","1","","","","","0","0","0","N",
"1446","이용업","05_19_01_P","4231000","4231000-203-2003-00013","1973-09-18","","03","폐업","02","폐업","2022-08-16","","","","033 6326749","0.00","","강원특별자치도 속초시 동명동 261-10","강원특별자치도 속초시 장안로 17 (동명동)","24822","칠성이용소","2022-08-16 11:01:42","I","2023-06-13 00:00:00","일반이용업","339308.485159114","524357.438006752","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1447","이용업","05_19_01_P","4231000","4231000-203-2003-00015","1979-01-18","","03","폐업","02","폐업","2014-12-01","","","","033 6368040","0.00","","강원특별자치도 속초시 도문동 322-1","강원특별자치도 속초시 설악산로470번길 8 (도문동)","24904","도문이용소","2003-07-18 00:00:00","I","2023-06-13 00:00:00","일반이용업","336368.807062005","519313.931684063","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1448","이용업","05_19_01_P","4231000","4231000-203-2003-00017","2003-02-24","","03","폐업","02","폐업","2008-02-22","","","","033 6311153","0.00","","강원특별자치도 속초시 중앙동 493-8","","","천일탕이용소","2003-05-19 00:00:00","I","2023-06-13 00:00:00","일반이용업","339161.978609157","523728.64791131","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1449","이용업","05_19_01_P","4231000","4231000-203-2003-00018","2003-02-24","","03","폐업","02","폐업","2004-03-18","","","","033 6327268","0.00","","강원특별자치도 속초시 금호동 482-266","","","춘천이용소","2004-03-18 00:00:00","I","2023-06-13 00:00:00","일반이용업","339136.114669076","523323.521397282","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1450","이용업","05_19_01_P","4231000","4231000-203-2007-00003","2007-09-11","","03","폐업","02","폐업","2009-11-20","","","","","31.84","","강원특별자치도 속초시 조양동 1215-2 조양2주공아파트 상가동 205호","","","황금이용원","2009-01-05 17:55:32","I","2023-06-13 00:00:00","일반이용업","339484.188341677","521603.66434196","일반이용업","2","0","0","0","0","0","2","","","","임대","0","0","0","N",
"1451","이용업","05_19_01_P","4231000","4231000-203-2007-00004","2007-10-19","","03","폐업","02","폐업","2007-11-15","","","","033 633 6552","55.21","","강원특별자치도 속초시 교동 781-6 현대2차아파트 상가 지하동 1.2호","","","현대이용원","2007-10-19 10:55:25","I","2023-06-13 00:00:00","일반이용업","337862.656693926","523776.383116713","일반이용업","0","0","0","0","0","0","3","","","","임대","0","0","0","N",
"1452","이용업","05_19_01_P","4231000","4231000-203-2008-00001","2008-04-10","","03","폐업","02","폐업","2010-04-07","","","","033 632 4553","19.10","","강원특별자치도 속초시 동명동 73 외1필지 5층","","","황제이용원","2009-11-18 19:04:07","I","2023-06-13 00:00:00","일반이용업","339768.381094472","524513.857035958","일반이용업","8","1","5","5","0","0","2","","","","임대","0","0","0","N",
"1453","이용업","05_19_01_P","4231000","4231000-203-2016-00002","2016-04-18","","03","폐업","02","폐업","2018-03-26","","","","","7.36","","강원특별자치도 속초시 중앙동 482-144","강원특별자치도 속초시 청초호반로 314, 2층 (중앙동)","24838","속초오션스파이용소","2018-03-26 12:27:23","I","2023-06-13 00:00:00","일반이용업","339344.105033051","523305.459039017","일반이용업","5","0","2","2","0","0","1","","","","임대","0","1","0","N",
"1454","이용업","05_19_01_P","4231000","4231000-203-2008-00002","2008-06-03","","03","폐업","02","폐업","2009-04-29","","","","","40.80","","강원특별자치도 속초시 조양동 1501 부영아파트 상가동 115호","","","열린이용원","2008-06-03 11:14:56","I","2023-06-13 00:00:00","일반이용업","338484.632342258","521799.808504864","일반이용업","0","0","1","1","0","0","3","","","","임대","0","0","0","N",
"1455","이용업","05_19_01_P","4231000","4231000-203-2008-00004","2008-08-07","","03","폐업","02","폐업","2009-02-03","","","","033 632 9033","30.00","","강원특별자치도 속초시 중앙동 468-66","","","명가이가네헤어아트","2008-08-07 16:54:01","I","2023-06-13 00:00:00","일반이용업","339457.310268841","523849.496746149","일반이용업","3","1","1","1","0","0","5","","","","임대","0","0","0","N",
"1456","이용업","05_19_01_P","4231000","4231000-203-2015-00001","2015-02-12","","03","폐업","02","폐업","2017-10-23","","","","033 637 0503","36.00","","강원특별자치도 속초시 조양동 1500-14","강원특별자치도 속초시 조양상가길 53 (조양동)","24874","젠틀맨","2017-10-23 15:38:44","I","2023-06-13 00:00:00","일반이용업","338616.493540356","521877.00094888","일반이용업","0","0","1","1","0","0","3","","","","","0","0","0","N",
"1457","이용업","05_19_01_P","4231000","4231000-203-2003-00001","1981-11-23","","03","폐업","02","폐업","2009-04-02","","","","033 6329033","30.00","","강원특별자치도 속초시 중앙동 468-66","","","명가이가네 헤어아트","2009-02-03 13:40:16","I","2023-06-13 00:00:00","일반이용업","339457.310268841","523849.496746149","일반이용업","0","0","0","0","0","0","7","","","","","0","0","0","N",
"1458","이용업","05_19_01_P","4231000","4231000-203-2005-00004","2005-09-14","","03","폐업","02","폐업","2015-11-17","","","","033 6336864","18.00","","강원특별자치도 속초시 금호동 473-110","강원특별자치도 속초시 중앙로129번길 35 (금호동)","24832","태광이용원","2013-11-06 11:07:03","I","2023-06-13 00:00:00","일반이용업","339150.077878514","523557.075227152","일반이용업","4","0","2","2","0","0","3","","","","임대","0","0","0","N",
"1459","이용업","05_19_01_P","4231000","4231000-203-2004-00008","2004-07-14","","03","폐업","02","폐업","2008-01-17","","","","","20.91","","강원특별자치도 속초시 교동 670-15 (대청빌딩2층)","","","캡슐이용원","2005-08-22 00:00:00","I","2023-06-13 00:00:00","일반이용업","338213.421658445","522766.841682032","일반이용업","8","1","2","2","0","0","2","","","","임대","0","0","0","N",
"1460","이용업","05_19_01_P","4231000","4231000-203-2004-00009","2004-09-24","","03","폐업","02","폐업","2005-09-06","","","","033 6376562","79.91","","강원특별자치도 속초시 동명동 383 외1필지","","","대희이용원","2005-09-06 00:00:00","I","2023-06-13 00:00:00","일반이용업","339482.456562228","524171.647560149","일반이용업","4","1","3","3","0","0","11","","","","임대","0","0","0","N",
"1461","이용업","05_19_01_P","4231000","4231000-203-2004-00010","2004-10-19","","03","폐업","02","폐업","2024-07-04","","","","033 6323123","31.84","","강원특별자치도 속초시 교동 961-1 속초청초아파트상가동202호","강원특별자치도 속초시 먹거리길 17, 202호 (교동)","24856","금성이용소","2024-07-04 10:55:06","U","2024-07-06 02:40:00","일반이용업","337896.909502329","522738.178234805","일반이용업","2","1","2","2","0","0","4","","","","임대","0","0","0","N",
"1462","이용업","05_19_01_P","4231000","4231000-203-2004-00011","2004-12-14","","03","폐업","02","폐업","2014-12-04","","","","033 6355538","23.85","","강원특별자치도 속초시 동명동 450-342","강원특별자치도 속초시 수복로 233 (동명동)","","최식성이용원","2004-12-14 00:00:00","I","2023-06-13 00:00:00","일반이용업","339208.136505287","524002.845635654","일반이용업","3","0","1","1","0","0","3","","","","임대","0","0","0","N",
"1463","이용업","05_19_01_P","4231000","4231000-203-2003-00044","2003-10-22","","03","폐업","02","폐업","2005-02-25","","","","033 6386345","6.60","","강원특별자치도 속초시 조양동 1550-4 외1필지","","","엑스포사우나이용소","2003-10-22 00:00:00","I","2023-06-13 00:00:00","일반이용업","338972.118178922","522089.035117942","일반이용업","4","1","0","2","0","0","2","","","","임대","0","0","0","N",
"1464","이용업","05_19_01_P","4231000","4231000-203-1995-00001","1995-03-09","","03","폐업","02","폐업","2003-11-27","","","","033 6367711","","","강원특별자치도 속초시 설악동 74-3","","","호텔설악파크 사우나탕 이용소","2003-11-27 00:00:00","I","2023-06-13 00:00:00","일반이용업","332532.438388878","519629.073409644","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1465","이용업","05_19_01_P","4231000","4231000-203-2003-00045","2003-11-04","","03","폐업","02","폐업","2005-02-15","","","","033632 6842","152.54","","강원특별자치도 속초시 교동 932-2 외1필지(한남빌딩5층)","","","용궁이용원","2005-02-15 00:00:00","I","2023-06-13 00:00:00","일반이용업","337359.889901552","523227.901653282","일반이용업","8","1","0","5","0","0","0","","","","임대","0","0","0","N",
"1466","이용업","05_19_01_P","4231000","4231000-203-2004-00001","2004-02-04","","03","폐업","02","폐업","2008-06-30","","","","033 6321268","9.72","","강원특별자치도 속초시 조양동 1498-6 (3층)","","","부영탕이용소","2004-03-17 00:00:00","I","2023-06-13 00:00:00","일반이용업","338395.467723002","521915.758999824","일반이용업","4","1","0","3","0","0","2","","","","임대","0","0","0","N",
"1467","이용업","05_19_01_P","4231000","4231000-203-2004-00002","2004-02-04","","03","폐업","02","폐업","2019-04-30","","","","033 6352579","12.00","","강원특별자치도 속초시 교동 826-3 (2층)","강원특별자치도 속초시 만천1길 4-8 (교동,(2층))","24847","럭키탕이용소","2019-04-30 10:25:36","I","2023-06-13 00:00:00","일반이용업","337983.494009378","522855.077999317","일반이용업","3","1","2","0","0","0","1","","","","임대","0","0","0","N",
"1468","이용업","05_19_01_P","4231000","4231000-203-2004-00003","2004-02-04","","03","폐업","02","폐업","2004-08-31","","","","033 6359422","9.45","","강원특별자치도 속초시 교동 627-210 ,211","","","옥수탕이용소","2004-08-31 00:00:00","I","2023-06-13 00:00:00","일반이용업","338244.467853284","523654.537291117","일반이용업","3","2","0","0","1","1","1","","","","임대","0","0","0","N",
"1469","이용업","05_19_01_P","4231000","4231000-203-2003-00027","1996-03-20","","03","폐업","02","폐업","2006-12-11","","","","033 6358854","0.00","","강원특별자치도 속초시 교동 745-1","","","크라운이용소","2006-05-22 00:00:00","I","2023-06-13 00:00:00","일반이용업","338072.073864079","522844.831549605","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1470","이용업","05_19_01_P","4231000","4231000-203-2004-00004","2004-03-10","","03","폐업","02","폐업","2011-08-23","","","","","17.00","","강원특별자치도 속초시 영랑동 231-2 (지하1층1호)","","","동진목욕탕이용소","2007-07-09 00:00:00","I","2023-06-13 00:00:00","일반이용업","339176.650048112","524605.091450161","일반이용업","0","0","0","0","1","1","2","","","","임대","0","0","0","N",
"1471","이용업","05_19_01_P","4231000","4231000-203-2004-00005","2004-03-27","","03","폐업","02","폐업","2017-07-04","","","","033 6323256","38.27","","강원특별자치도 속초시 중앙동 482-284 외1필지","강원특별자치도 속초시 중앙로108번길 85 (중앙동,외1필지)","24837","춘천이용소","2017-07-04 19:47:11","I","2023-06-13 00:00:00","일반이용업","339251.060366953","523337.991576617","일반이용업","3","1","1","0","0","0","5","","","","임대","0","0","0","N",
"1472","이용업","05_19_01_P","4231000","4231000-203-2004-00006","2004-03-30","","03","폐업","02","폐업","2005-05-06","","","","033 6375789","10.54","","강원특별자치도 속초시 조양동 1310-14 (2층)","","","월드이용소","2005-05-06 00:00:00","I","2023-06-13 00:00:00","일반이용업","339905.149710961","521574.562414326","일반이용업","3","1","2","2","0","0","2","","","","임대","0","0","0","N",
"1473","이용업","05_19_01_P","4231000","4231000-203-2004-00007","2004-05-11","","03","폐업","02","폐업","2004-10-18","","","","033 6334258","27.30","","강원특별자치도 속초시 교동 961-1 속초청초아파트상가동 202호","","","주공이용소","2004-10-18 00:00:00","I","2023-06-13 00:00:00","일반이용업","337896.909502329","522738.178234805","일반이용업","2","1","1","1","0","0","4","","","","임대","0","0","0","N",
"1474","이용업","05_19_01_P","4231000","4231000-203-1996-00001","1996-02-14","","03","폐업","02","폐업","2004-02-04","","","","033 6316705","","","강원특별자치도 속초시 교동 627-210 ,211","","","옥수탕이용소","2004-02-17 00:00:00","I","2023-06-13 00:00:00","일반이용업","338244.467853284","523654.537291117","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1475","이용업","05_19_01_P","4231000","4231000-203-2003-00033","1996-06-18","","03","폐업","02","폐업","2003-09-29","","","","033 6331348","0.00","","강원특별자치도 속초시 교동 635-28","","","바다이용원","2003-09-29 00:00:00","I","2023-06-13 00:00:00","일반이용업","338497.297308868","523497.917067756","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1476","이용업","05_19_01_P","4231000","4231000-203-1996-00002","1996-08-20","","03","폐업","02","폐업","2004-02-04","","","","033 6352579","","","강원특별자치도 속초시 교동 826-3 (2층)","","","럭키탕이용소","2004-02-04 00:00:00","I","2023-06-13 00:00:00","일반이용업","337983.494009378","522855.077999317","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1477","이용업","05_19_01_P","4231000","4231000-203-2003-00021","1987-07-15","","03","폐업","02","폐업","2024-06-27","","","","033 6322675","69.41","","강원특별자치도 속초시 청학동 486-110","강원특별자치도 속초시 수복로 137, 1층 (청학동)","24834","웅재이용소","2024-06-27 10:33:51","U","2024-06-29 02:40:00","일반이용업","338664.149265408","523306.98391836","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1478","이용업","05_19_01_P","4231000","4231000-203-2003-00028","1996-06-13","","03","폐업","02","폐업","2005-01-10","","","","033 6328791","0.00","","강원특별자치도 속초시 청학동 488","","","대명이용소","2005-01-10 00:00:00","I","2023-06-13 00:00:00","일반이용업","338721.714202415","523723.679468588","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1479","이용업","05_19_01_P","4231000","4231000-203-2003-00029","1998-12-22","","03","폐업","02","폐업","2009-05-14","","","","033 6318711","0.00","","강원특별자치도 속초시 조양동 1401","","","웰컴콘도이용소","2004-01-31 00:00:00","I","2023-06-13 00:00:00","일반이용업","340179.69140755","521888.139514971","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1480","이용업","05_19_01_P","4231000","4231000-203-2003-00030","1999-04-26","","03","폐업","02","폐업","2003-10-16","","","","033 6332019","0.00","","강원특별자치도 속초시 교동 932-2 ,4(한남빌딩)","","","용궁이용소","2004-02-17 00:00:00","I","2023-06-13 00:00:00","일반이용업","337359.889901552","523227.901653282","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1481","이용업","05_19_01_P","4231000","4231000-203-2003-00031","1999-04-26","","03","폐업","02","폐업","2017-06-14","","","","033 6320056","0.00","","강원특별자치도 속초시 교동 800-1 (럭키상가1동)","강원특별자치도 속초시 동해대로 4308 (교동,(럭키상가1동))","24850","희망이용소","2017-06-14 09:28:39","I","2023-06-13 00:00:00","일반이용업","337538.102219828","523088.119908449","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1482","이용업","05_19_01_P","4231000","4231000-203-2003-00032","2000-03-26","","03","폐업","02","폐업","2012-09-14","","","","033 6373738","0.00","","강원특별자치도 속초시 교동 835-1","강원특별자치도 속초시 동해대로 4266 (교동)","24852","대우이용소","2004-01-19 00:00:00","I","2023-06-13 00:00:00","일반이용업","337870.812833234","522852.801091666","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1483","이용업","05_19_01_P","4231000","4231000-203-1997-00001","1997-04-25","","03","폐업","02","폐업","2024-07-02","","","","033 6361840","","","강원특별자치도 속초시 노학동 972-1","강원특별자치도 속초시 관광로 327 (노학동)","24867","휴양촌이용소","2024-07-02 15:52:04","U","2024-07-04 02:40:00","일반이용업","334903.237101815","521926.215753162","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1484","이용업","05_19_01_P","4231000","4231000-203-1997-00002","1997-11-18","","03","폐업","02","폐업","2003-10-06","","","","033 6330001","","","강원특별자치도 속초시 금호동 600-1","","","한일이용소","2003-07-18 00:00:00","I","2023-06-13 00:00:00","일반이용업","338306.464490814","524573.906407657","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1485","이용업","05_19_01_P","4231000","4231000-203-1998-00001","1998-08-10","","03","폐업","02","폐업","2003-09-18","","","","033 6357711","","","강원특별자치도 속초시 장사동 24-9 외20필지(한화콘도 워터피아내)","","","워터피아이용원","2003-07-19 00:00:00","I","2023-06-13 00:00:00","일반이용업","333861.329823747","523878.780261004","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1486","이용업","05_19_01_P","4231000","4231000-203-2010-00004","2010-07-05","","03","폐업","02","폐업","2014-07-25","","","","","16.60","","강원특별자치도 속초시 교동 781-60 씨티스포렉스 지하동 101호","강원특별자치도 속초시 미시령로3359번길 20, 지하동 101호 (교동,씨티스포렉스)","24820","스파이용원","2010-07-08 16:15:37","I","2023-06-13 00:00:00","일반이용업","337846.12972941","523849.441926247","일반이용업","4","2","0","0","1","1","2","","","","임대","0","0","0","N",
"1487","이용업","05_19_01_P","4231000","4231000-203-2010-00005","2010-11-12","","03","폐업","02","폐업","2011-03-15","","","","","7.65","","강원특별자치도 속초시 조양동 663-1 환타지아찜질방(지상1층)","","","환타지아 이용소","2010-11-12 13:06:31","I","2023-06-13 00:00:00","일반이용업","","","일반이용업","4","1","1","1","0","0","2","","","","임대","0","0","0","N",
"1488","이용업","05_19_01_P","4231000","4231000-203-2008-00003","2008-06-30","","03","폐업","02","폐업","2017-07-04","","","","","12.25","","강원특별자치도 속초시 조양동 1310-14","강원특별자치도 속초시 조양로 33 (조양동)","24894","월드사우나 이용소","2017-07-04 19:52:15","I","2023-06-13 00:00:00","일반이용업","339905.149710961","521574.562414326","일반이용업","3","1","2","2","0","0","2","","","","임대","0","0","0","N",
"1489","이용업","05_19_01_P","4231000","4231000-203-2011-00001","2011-03-29","","03","폐업","02","폐업","2022-06-14","","","","","5.70","","강원특별자치도 속초시 대포동 56-10 외9필지(속초시환경에너지사업소 주민편익시설동) 2층","강원특별자치도 속초시 방축길 56 (대포동,외9필지(속초시환경에너지사업소 주민편익시설동) 2층)","24899","속초시환경에너지사업소 주민편익시설사우나(내) 이발소","2022-06-14 15:40:35","I","2023-06-13 00:00:00","일반이용업","339387.146566022","520518.048927508","일반이용업","3","0","2","2","0","0","2","","","","임대","0","0","0","N",
"1490","이용업","05_19_01_P","4231000","4231000-203-2010-00002","2010-04-07","","03","폐업","02","폐업","2015-08-19","","","","","9.35","","강원특별자치도 속초시 조양동 663-1 외1필지 환타지아 찜질방(지하1층)","강원특별자치도 속초시 조양로 185 (조양동,외1필지 환타지아 찜질방(지하1층))","","환타지아 사우나(내) 이용실","2011-03-29 16:42:13","I","2023-06-13 00:00:00","일반이용업","","","일반이용업","0","0","0","0","0","0","2","","","","임대","0","0","0","N",
"1491","이용업","05_19_01_P","4231000","4231000-203-2011-00002","2011-08-02","","03","폐업","02","폐업","2011-08-30","","","","070 81231029","85.00","","강원특별자치도 속초시 청학동 638-5 9통3반 2층","","","남자의향기","2011-08-02 14:59:56","I","2023-06-13 00:00:00","일반이용업","338530.748743729","523464.331901374","일반이용업","0","0","2","2","0","0","4","","","","","0","0","0","N",
"1492","이용업","05_19_01_P","4231000","4231000-203-2016-00003","2016-07-29","","03","폐업","02","폐업","2016-10-10","","","","033 638 9926","14.64","","강원특별자치도 속초시 교동 781-60","강원특별자치도 속초시 미시령로3359번길 20, 지하1층 (교동)","24820","스파랜드이용실","2016-07-29 10:50:24","I","2023-06-13 00:00:00","일반이용업","337846.12972941","523849.441926247","일반이용업","4","2","0","0","1","1","2","","","","","0","0","0","N",
"1493","이용업","05_19_01_P","4231000","4231000-203-2012-00001","2012-04-27","","03","폐업","02","폐업","2014-04-25","","","","033 633 8085","27.20","","강원특별자치도 속초시 중앙동 468-142","강원특별자치도 속초시 중앙로 172-4 (중앙동)","","창훈이용원","2012-04-27 15:51:33","I","2023-06-13 00:00:00","일반이용업","339442.574365483","523740.964934208","일반이용업","1","0","1","0","0","0","2","","","","임대","0","0","0","N",
"1494","이용업","05_19_01_P","4241000","4241000-203-1982-00001","1982-07-03","","03","폐업","02","폐업","2011-08-12","","","","033 5414677","17.82","","강원특별자치도 삼척시 도계읍 전두리 1 2통3반","","","새마을 후생 이용소","2004-03-24 00:00:00","I","2023-06-13 00:00:00","일반이용업","381292.077931141","416992.216006839","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1495","이용업","05_19_01_P","4241000","4241000-203-1991-00001","1991-10-15","","03","폐업","02","폐업","2002-04-03","","","","033 5410313","21.00","","강원특별자치도 삼척시 도계읍 도계리 367-6 1통21반","","","신생이용소","2002-08-26 00:00:00","I","2023-06-13 00:00:00","일반이용업","381444.753799937","417022.518054146","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1496","이용업","05_19_01_P","4241000","4241000-203-1993-00001","1993-02-13","","03","폐업","02","폐업","2003-05-30","","","","033 5411809","17.39","","강원특별자치도 삼척시 도계읍 전두리 50 1통2반","","","진이용소","2003-07-02 00:00:00","I","2023-06-13 00:00:00","일반이용업","","","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1497","이용업","05_19_01_P","4241000","4241000-203-1995-00001","1995-12-28","","03","폐업","02","폐업","2016-11-14","","","","","21.45","","강원특별자치도 삼척시 도계읍 도계리 367-6 1리 21반","강원특별자치도 삼척시 도계읍 도계로 320","25947","삼마이용소","2011-11-02 14:46:59","I","2023-06-13 00:00:00","일반이용업","381444.753799937","417022.518054146","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1498","이용업","05_19_01_P","4241000","4241000-203-1973-00002","1973-09-10","","03","폐업","02","폐업","2012-06-14","","","","033 5726042","22.68","","강원특별자치도 삼척시 원덕읍 호산리 263-16 3통8반","강원특별자치도 삼척시 원덕읍 호산3길 11","25961","최신이용소","2011-11-02 11:49:21","I","2023-06-13 00:00:00","일반이용업","407639.982457697","410496.228123638","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"1499","이용업","05_19_01_P","4241000","4241000-203-1979-00001","1979-06-22","","03","폐업","02","폐업","2003-02-12","","","","033 5723451","28.10","","강원특별자치도 삼척시 근덕면 교가리 660 2통6반","","","국제이용소","2003-02-12 00:00:00","I","2023-06-13 00:00:00","일반이용업","","","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1500","이용업","05_19_01_P","4241000","4241000-203-1979-00002","1979-06-22","","03","폐업","02","폐업","2005-11-22","","","","033 5723527","26.55","","강원특별자치도 삼척시 근덕면 교가리 651-7 2통5반","","","현대이용소","2004-03-25 00:00:00","I","2023-06-13 00:00:00","일반이용업","397103.072678324","433274.466615165","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"1501","이용업","05_19_01_P","4241000","4241000-203-1999-00001","1999-04-03","","03","폐업","02","폐업","2005-12-06","","","","033 5723677","13.65","","강원특별자치도 삼척시 근덕면 덕산리 189","","","덕산이용소","2004-03-25 00:00:00","I","2023-06-13 00:00:00","일반이용업","398567.755009173","433551.81059615","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1502","이용업","05_19_01_P","4241000","4241000-203-1971-00001","1971-11-05","","03","폐업","02","폐업","2008-12-30","","","","033 5520759","19.08","","강원특별자치도 삼척시 하장면 광동리 80-3","","","반도 이용소","2005-12-20 00:00:00","I","2023-06-13 00:00:00","일반이용업","372140.518148518","429108.090636654","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1503","이용업","05_19_01_P","4241000","4241000-203-1969-00002","1969-12-08","","03","폐업","02","폐업","2004-11-20","","","","","15.70","","강원특별자치도 삼척시 남양동 154-8 1통2반","","","새마을이용소","2004-11-24 00:00:00","I","2023-06-13 00:00:00","일반이용업","391707.959667413","439188.203632776","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"1504","이용업","05_19_01_P","4241000","4241000-203-2003-00003","2003-11-26","","03","폐업","02","폐업","2021-08-23","","","","","8.16","","강원특별자치도 삼척시 정상동 457-3","강원특별자치도 삼척시 청석로 74, 지하1층 (정상동)","25924","석미사우나이용소","2021-08-23 15:02:39","I","2023-06-13 00:00:00","일반이용업","392630.504135831","440578.278717329","일반이용업","0","0","1","1","0","0","2","","","","임대","0","0","0","N",
"1505","이용업","05_19_01_P","4241000","4241000-203-2014-00002","2014-01-24","","03","폐업","02","폐업","2014-05-23","","","","033 576 0742","6.00","","강원특별자치도 삼척시 남양동 55-84","강원특별자치도 삼척시 중앙시장1길 11-28, 3층 (남양동, 대원사우나(내))","25920","대원사우나이용소","2014-01-24 17:05:07","I","2023-06-13 00:00:00","일반이용업","391672.132813067","439972.890280893","일반이용업","0","0","3","3","0","0","1","","","","","0","0","0","N",
"1506","이용업","05_19_01_P","4241000","4241000-203-2014-00003","2014-11-21","","03","폐업","02","폐업","2015-10-13","","","","","8.32","","강원특별자치도 삼척시 도계읍 도계리 383-3","강원특별자치도 삼척시 도계읍 도계강변길 66-3, 3층","25947","에이원이용소","2014-11-21 10:39:54","I","2023-06-13 00:00:00","일반이용업","381328.654419303","416870.913134764","일반이용업","0","0","0","0","0","0","1","","","","","0","0","0","N",
"1507","이용업","05_19_01_P","4241000","4241000-203-2012-00004","2012-03-26","","03","폐업","02","폐업","2015-03-20","","","","","39.90","","","강원특별자치도 삼척시 중앙시장1길 22-23, 1층 (남양동)","25920","카리스마헤어샵","2013-08-12 16:31:29","I","2023-06-13 00:00:00","일반이용업","391737.92937716","439835.696641152","일반이용업","0","0","1","1","0","0","3","","","","","0","0","0","N",
