"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업소구분명","소재지","지정일자","신청일자","항목값1",
"3740","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014199800052","1998-11-23","","01","영업/정상","11","영업","","","","","","","230-800","강원특별자치도 영월군 영월읍 영흥리 13 통","","","봉투판매업소","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","","","지정","영흥리13통","","","관급봉투",
"3741","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014199800053","1998-11-23","","01","영업/정상","11","영업","","","","","","","230-800","강원특별자치도 영월군 영월읍 정양리","","","왕검성슈퍼","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","","","지정","정양리","","","관급봉투",
"3742","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200000031","1995-06-21","","01","영업/정상","11","영업","","","","","","","230-820","강원특별자치도 영월군 김삿갓면 대야리 1  통","","","봉투판매업소","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","","","지정","대야리 1","","","관급봉투",
"3743","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200000032","1995-06-21","","01","영업/정상","11","영업","","","","","","","230-820","강원특별자치도 영월군 김삿갓면 대야리 4  통","","","봉투판매업소","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","","","지정","대야리 4","","","관급봉투",
"3744","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200000033","1995-06-21","","01","영업/정상","11","영업","","","","","","","230-820","강원특별자치도 영월군 김삿갓면 대야리 4  통","","","맛밭상회","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","","","지정","대야리 4","","","관급봉투",
"3745","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200000034","1995-06-21","","01","영업/정상","11","영업","","","","","","","230-825","강원특별자치도 영월군 김삿갓면 외룡리 2  통","","","봉투판매업소","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","","","지정","외룡 2","","","관급봉투",
"3746","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200000035","1995-06-21","","01","영업/정상","11","영업","","","","","","","230-825","강원특별자치도 영월군 김삿갓면 외룡리 2  통","","","삼거리가게","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","","","지정","외룡 2","","","관급봉투",
"3747","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200000036","1995-06-21","","01","영업/정상","11","영업","","","","","","","230-820","강원특별자치도 영월군 김삿갓면 와석리 1  통","","","김삿갓상회","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","","","지정","와석 1리","","","관급봉투",
"3748","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200000037","1995-06-21","","01","영업/정상","11","영업","","","","","","","230-820","강원특별자치도 영월군 김삿갓면 와석리 246 2  통","강원특별자치도 영월군 김삿갓면 영월동로 2280-16","","봉투판매업소","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","344310.395279712","403102.00021204","지정","와석 2리 246","","","관급봉투",
"3749","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200000038","1995-06-21","","01","영업/정상","11","영업","","","","","","","230-825","강원특별자치도 영월군 김삿갓면 내리 502","","","내리회관","2013-12-30 10:39:13","I","2023-06-13 00:00:00","","349044.891700952","401696.838624759","지정","강원특별자치도 영월군 김삿갓면 내리 502번지","","","관급봉투",
"3750","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800008","2008-08-01","","01","영업/정상","11","영업","","","","","","","230-802","강원특별자치도 영월군 영월읍 덕포리 505-11 금용아파트 101동 403호","강원특별자치도 영월군 영월읍 중리1길 108  (금용아파트 101동 403호)","","금용슈퍼","2008-08-01 13:03:12","I","2023-06-13 00:00:00","","331520.844497898","409831.675051267","지정","강원특별자치도 영월군 영월읍 덕포리 505번지 11호 금용아파트 상가","20080801","20080801","관급봉투",
"3751","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800009","2008-08-01","","01","영업/정상","11","영업","","","","","","","230-802","강원특별자치도 영월군 영월읍 덕포리 505-11 상가B-103","강원특별자치도 영월군 영월읍 중리1길 108  (상가B-103)","","금용단골슈퍼","2008-08-01 10:59:03","I","2023-06-13 00:00:00","","331520.844497898","409831.675051267","지정","강원특별자치도 영월군 영월읍 덕포리 505번지 11호 상가B-103","20080801","20080801","관급봉투",
"3752","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800010","2008-08-01","","01","영업/정상","11","영업","","","","","","","230-881","강원특별자치도 영월군 영월읍 하송리 주공1차아파트 상가1호","","","아파트슈퍼","2008-08-01 13:11:17","I","2023-06-13 00:00:00","","","","지정","강원특별자치도 영월군 영월읍 하송리 주공1차아파트 상가1호","20080801","20080801","관급봉투",
"3753","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800011","2008-08-01","","01","영업/정상","11","영업","","","","","","","230-716","강원특별자치도 영월군 영월읍 하송리 주공4차아파트 상가101호","강원특별자치도 영월군 영월읍 하송로 123-7 (주공4차상가101호)","230-716","주공마트","2014-05-09 15:29:27","I","2023-06-13 00:00:00","","329537.83948279","409412.831411563","지정","","20080801","20080801","관급봉투",
"3754","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800012","2008-08-01","","01","영업/정상","11","영업","","","","","3743080","","230-808","강원특별자치도 영월군 영월읍 하송리 4-1 서부공설시장내","강원특별자치도 영월군 영월읍 서부시장길 15-18  (서부공설시장내)","","영월쇼핑","2008-08-01 13:29:29","I","2023-06-13 00:00:00","","330180.16916075","410026.384132749","지정","강원특별자치도 영월군 영월읍 하송리 4번지 1호 서부공설시장내","20080801","20080801","관급봉투",
"3755","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800013","2008-08-01","","01","영업/정상","11","영업","","","","","3735388","","230-802","강원특별자치도 영월군 영월읍 덕포리 644-1","강원특별자치도 영월군 영월읍 덕포하리1길 63","230-802","신창슈퍼","2013-12-30 14:48:32","I","2023-06-13 00:00:00","","331380.391478058","409106.452681461","지정","강원특별자치도 영월군 영월읍 덕포리 644번지 1호","20080801","20080801","관급봉투",
"3756","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800014","2008-08-01","","01","영업/정상","11","영업","","","","","3726641","","230-805","강원특별자치도 영월군 영월읍 영흥리 1049-16 삼호아파트 상가 1층 1호","강원특별자치도 영월군 영월읍 단종로 88  (삼호아파트 상가 1층 1호)","","삼호마트","2008-08-01 15:29:23","I","2023-06-13 00:00:00","","329988.080941914","410882.204377402","지정","강원특별자치도 영월군 영월읍 영흥리 1049번지 16호 삼호아파트 상가 1층 1호","20080801","20080801","관급봉투",
"3757","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800015","2008-08-11","","01","영업/정상","11","영업","","","","","0333739500","","230-808","강원특별자치도 영월군 영월읍 하송리 386-3","강원특별자치도 영월군 영월읍 하송로 113","230-882","지에스25 영월주공점","2024-01-03 13:35:10","U","2024-01-05 02:40:00","","329562.412510227","409578.650121568","지정","강원특별자치도 영월군 영월읍 하송리 386-3번지","20080811","20080808","관급봉투",
"3758","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800016","2008-08-11","","01","영업/정상","11","영업","","","","","0333748939","","230-805","강원특별자치도 영월군 영월읍 영흥리 969-1","강원특별자치도 영월군 영월읍 관풍헌길 85-7","","동강할인마트","2008-08-11 16:08:53","I","2023-06-13 00:00:00","","330436.141406897","410288.820374128","지정","강원특별자치도 영월군 영월읍 영흥리 969번지 1호","20080811","20080808","관급봉투",
"3759","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800017","2008-08-11","","01","영업/정상","11","영업","","","","","0333743026","","230-802","강원특별자치도 영월군 영월읍 덕포리 593-27","강원특별자치도 영월군 영월읍 중앙로 183","","제일연쇄점","2008-08-11 16:12:57","I","2023-06-13 00:00:00","","331154.848096598","409271.076585476","지정","강원특별자치도 영월군 영월읍 덕포리 593번지 27호","20080811","20080811","관급봉투",
"3760","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800018","2008-08-14","","01","영업/정상","11","영업","","","","","0333720801","","230-833","강원특별자치도 영월군 남면 창원리 729-1","강원특별자치도 영월군 남면 강원남로 641","","동강휴게소","2008-08-14 15:40:33","I","2023-06-13 00:00:00","","320310.552327543","409231.987019287","지정","강원특별자치도 영월군 남면 창원리 729번지 1호","20080814","20080808","관급봉투",
"3761","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800019","2008-08-14","","01","영업/정상","11","영업","","","","","0333782467","","233-829","강원특별자치도 영월군 산솔면 석항리 133","강원특별자치도 영월군 산솔면 영월로 3850","230-813","대성마트","2013-12-30 14:44:02","I","2023-06-13 00:00:00","","343665.637847503","411925.101273765","지정","강원특별자치도 영월군 중동면 석항리 133번지","20080814","20080808","관급봉투",
"3762","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800020","2008-08-14","","01","영업/정상","11","영업","","","","","0333742738","","230-822","강원특별자치도 영월군 김삿갓면 와석리 925","강원특별자치도 영월군 김삿갓면 김삿갓로 216-3","","노루목상회","2008-08-14 15:55:59","I","2023-06-13 00:00:00","","342370.440407497","398937.065437614","지정","강원특별자치도 영월군 하동면 와석리 925번지","20080814","20080808","관급봉투",
"3763","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800021","2008-08-20","","01","영업/정상","11","영업","","","","","0333784771","","230-902","강원특별자치도 영월군 상동읍 내덕리 43-1","강원특별자치도 영월군 상동읍 태백산로 3175-8","230-902","매봉산매점","2013-12-30 14:36:56","I","2023-06-13 00:00:00","","362231.059083247","404260.814980429","지정","강원특별자치도 영월군 상동읍 내덕리 43번지 1호","20080820","20080814","관급봉투",
"3764","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800022","2008-08-20","","01","영업/정상","11","영업","","","","","0333730521","","230-808","강원특별자치도 영월군 영월읍 하송리 171-3","강원특별자치도 영월군 영월읍 하송로 93","","으뜸할인마트","2008-08-20 11:15:11","I","2023-06-13 00:00:00","","329712.013941848","409654.099436719","지정","강원특별자치도 영월군 영월읍 하송리 171번지 3호","20080820","20080814","관급봉투",
"3765","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014199900001","1999-04-21","","01","영업/정상","11","영업","","","","","","","230-800","강원특별자치도 영월군 영월읍 덕포리 8통1  반","","","봉투판매소","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","","","지정","덕포 8/1","","","관급봉투",
"3766","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014199900002","1999-06-24","","01","영업/정상","11","영업","","","","","","","230-800","강원특별자치도 영월군 영월읍 덕포리 5통8반","","","영광지업사","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","","","지정","덕포 5/8","","","관급봉투",
"3767","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200400002","2004-07-14","","01","영업/정상","11","영업","","","","","","","230-854","강원특별자치도 영월군 주천면 주천리 882-2","강원특별자치도 영월군 주천면 송학주천로 1419","230-854","주천할인마트","2013-12-30 17:21:18","I","2023-06-13 00:00:00","","313130.870496719","419265.712064264","지정","강원특별자치도 영월군 주천면 주천리 882-2   번지","","20040714","관급봉투",
"3768","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200400003","2004-10-18","","01","영업/정상","11","영업","","","","","","","230-862","강원특별자치도 영월군 무릉도원면 법흥리 73","","","상우민박","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","313279.700225109","428053.545293025","지정","영월군 수주면 법흥리 73","","20041016","관급봉투",
"3769","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200400004","2004-10-25","","01","영업/정상","11","영업","","","","","033-375-5790","","230-803","강원특별자치도 영월군 영월읍 영흥리 940-18","강원특별자치도 영월군 영월읍 하송안길 117","230-804","씨유 영월영흥점","2021-09-07 20:39:17","I","2023-06-13 00:00:00","","330367.834238932","410066.967469507","지정","강원특별자치도 영월군 영월읍 영흥리 940-18  번지","20041025","20041025","관급봉투",
"3770","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200400005","2004-12-17","","01","영업/정상","11","영업","","","","","","","230-808","강원특별자치도 영월군 영월읍 하송리 251-2","","","홈마트","2013-12-30 10:44:35","I","2023-06-13 00:00:00","","","","지정","강원특별자치도 영월군 영월읍 하송리 251-2   번지","","20041217","관급봉투",
"3771","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200500001","2005-07-12","","01","영업/정상","11","영업","","","","","","","230-852","강원특별자치도 영월군 주천면 용석리 711-3","강원특별자치도 영월군 주천면 금용강변로 298","230-852","삼거리쉼터","2013-12-30 17:17:09","I","2023-06-13 00:00:00","","314208.381575569","415075.337978594","지정","강원특별자치도 영월군 주천면 용석리 711-3번지","","","관급봉투",
"3772","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200500002","2005-07-18","","01","영업/정상","11","영업","","","","","","","230-804","강원특별자치도 영월군 영월읍 삼옥리 300-1","","","먹골매점","2013-12-30 10:45:43","I","2023-06-13 00:00:00","","","","지정","강원특별자치도 영월군 영월읍 삼옥리 300-1   번지","","20050718","관급봉투",
"3773","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200500003","2005-07-20","","01","영업/정상","11","영업","","","","","","","230-808","강원특별자치도 영월군 영월읍 하송리 171-3","강원특별자치도 영월군 영월읍 하송로 93","230-880","썬마트","2013-12-30 17:13:57","I","2023-06-13 00:00:00","","329712.013941848","409654.099436719","지정","강원특별자치도 영월군 영월읍 하송리 171-3","","20050720","관급봉투",
"3774","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200500004","2005-08-04","","01","영업/정상","11","영업","","","","","","","230-862","강원특별자치도 영월군 무릉도원면 법흥리 655 1통2반","","","솔밭캠프장","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","312598.242326999","425882.874191311","지정","수주면 법흥리 655","","20050804","관급봉투",
"3775","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200500005","2005-08-26","","01","영업/정상","11","영업","","","","","","","230-855","강원특별자치도 영월군 주천면 판운리 521-5","","","마을슈퍼","2013-12-30 10:46:03","I","2023-06-13 00:00:00","","","","지정","강원특별자치도 영월군 주천면 판운리 521-5   번지","","20050825","관급봉투",
"3776","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200500006","2005-08-26","","01","영업/정상","11","영업","","","","","","","230-855","강원특별자치도 영월군 주천면 판운리 492-3","강원특별자치도 영월군 주천면 송학주천로 2141","230-855","판운쉼터","2019-01-28 13:42:56","I","2023-06-13 00:00:00","","317439.512395901","422273.184098381","지정","강원특별자치도 영월군 주천면 판운리 492-3   번지","20190128","20050825","관급봉투",
"3777","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014199400044","1994-12-05","","01","영업/정상","11","영업","","","","","0333730818","","230-800","강원특별자치도 영월군 영월읍 덕포리 671-5 10통2반","강원특별자치도 영월군 영월읍 덕포하리6길 5","230-802","동남슈퍼","2013-12-30 11:16:55","I","2023-06-13 00:00:00","","331234.994466255","408772.995428354","지정","강원특별자치도 영월군 영월읍 덕포리 671번지 5호","","","관급봉투",
"3778","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014199400063","1994-12-05","","01","영업/정상","11","영업","","","","","033 3782935","","230-900","강원특별자치도 영월군 상동읍 구래리 8 통2  반","","","3.6상회","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","","","지정","구래 8/2","","19941205","관급봉투",
"3779","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014199400064","1994-12-05","","01","영업/정상","11","영업","","","","","033 3782405","","230-900","강원특별자치도 영월군 상동읍 구래리 8통2반","","","수입코너","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","","","지정","구래 8/2","","19941205","관급봉투",
"3780","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200900001","2009-01-19","","01","영업/정상","11","영업","","","","","033-375-7777","","230-805","강원특별자치도 영월군 영월읍 영흥리 778-1","강원특별자치도 영월군 영월읍 봉래산로 70-2","","앤마트","2018-05-01 17:06:53","I","2023-06-13 00:00:00","","330779.522172884","410698.822071332","지정","강원특별자치도 영월군 영월읍 영흥리 778번지 1호","20180501","20090116","관급봉투",
"3781","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200900003","2009-06-02","","01","영업/정상","11","영업","","","","","0333727202","","230-832","강원특별자치도 영월군 남면 연당리 932-5","강원특별자치도 영월군 남면 조양마을길 6-7","","지에스25 영월남면점","2022-07-21 17:12:11","I","2023-06-13 00:00:00","","324504.915994679","411196.227994988","지정","강원특별자치도 영월군 남면 연당리 932-5번지","20090602","20090529","관급봉투",
"3782","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200900006","2009-08-24","","01","영업/정상","11","영업","","","","","0333730088","","230-805","강원특별자치도 영월군 영월읍 영흥리 971-23","강원특별자치도 영월군 영월읍 관풍헌길 63","","조은F&C","2009-08-24 15:38:48","I","2023-06-13 00:00:00","","330451.787351807","410194.002365059","지정","강원특별자치도 영월군 영월읍 영흥5리 971번지 23호","20090824","20090821","관급봉투",
"3783","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200900007","2009-10-26","","01","영업/정상","11","영업","","","","","0333727461","","230-808","강원특별자치도 영월군 영월읍 하송리 8-1","강원특별자치도 영월군 영월읍 하송안길 70-4","230-880","나들목 미니 슈퍼","2018-05-18 17:38:07","I","2023-06-13 00:00:00","","330166.95419116","409882.377385221","지정","강원특별자치도 영월군 영월읍 하송리 8번지 1호","20091026","20091023","관급봉투",
"3784","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201000001","2010-04-08","","01","영업/정상","11","영업","","","","","","","230-805","강원특별자치도 영월군 영월읍 영흥리 1033-9","강원특별자치도 영월군 영월읍 영모전길 76-3","","부자슈퍼","2010-04-08 11:22:51","I","2023-06-13 00:00:00","","330549.996460255","410468.063271366","지정","강원특별자치도 영월군 영월읍 영흥리 1033번지 9호","20100408","20100405","관급봉투",
"3785","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201400001","2014-05-09","","01","영업/정상","11","영업","","","","","","","230-887","강원특별자치도 영월군 영월읍 영흥리 1009-1","강원특별자치도 영월군 영월읍 단종로34번길 54","230-887","방절슈퍼","2014-05-09 16:27:48","I","2023-06-13 00:00:00","","330418.979260938","410431.319017844","지정","","20140509","20140509","관급봉투",
"3786","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201400004","2014-01-07","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 영월읍 봉래산로 49","230-801","씨유영월영흥대로점","2022-07-14 15:40:09","I","2023-06-13 00:00:00","","330689.991088609","410538.291030966","지정","","20141223","20141222","관급봉투",
"3787","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201400005","2014-12-23","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 한반도면 쌍용로 86","230-835","씨유영월쌍용점","2015-01-29 19:47:26","I","2023-06-13 00:00:00","","317186.628202985","409816.803927722","지정","","20141223","20141222","관급봉투",
"3788","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201500001","2015-01-29","","01","영업/정상","11","영업","","","","","372-2538","","","","강원특별자치도 영월군 한반도면 서강로 1064-28","230-841","광전슈퍼","2015-01-29 19:54:29","I","2023-06-13 00:00:00","","320192.783765257","416525.679793556","지정","","20150130","20150128","관급봉투",
"3789","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201500002","2015-03-20","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 영월읍 중앙1로 46","230-803","조은상사","2015-06-16 18:39:04","I","2023-06-13 00:00:00","","330112.821731889","410262.780438948","지정","","20150320","20150317","관급봉투",
"3790","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201500003","2015-06-02","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 영월군 상동읍 내덕리 656-48","강원특별자치도 영월군 상동읍 태백산로 3164-1, 1층","26248","씨유(CU) 영월상동점","2022-09-29 13:32:08","I","2023-06-13 00:00:00","","362129.858319378","404174.073453622","지정","강원특별자치도 영월군 상동읍 내덕리 656-48","20150602","20150601","관급봉투",
"3791","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201500004","2015-06-17","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 영월읍 중앙로 4","230-712","씨유영월박물관점","2015-06-16 18:45:20","I","2023-06-13 00:00:00","","329926.846464591","410021.679619104","지정","","20150617","20150616","관급봉투",
"3792","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201500005","2015-08-28","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 북면 원동재로 6-1","26210","GS25영월삼거리","2015-08-28 16:29:33","I","2023-06-13 00:00:00","","325758.768357706","413223.32171208","지정","","20150828","20150828","관급봉투",
"3793","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201500007","2015-11-04","","01","영업/정상","11","영업","","","","","033-375-1199","","","","강원특별자치도 영월군 영월읍 하송로 68","26235","스마트홈 Hephai stor","2022-03-16 11:38:55","I","2023-06-13 00:00:00","","329798.202817649","409910.085548965","지정","","20151104","20151104","관급봉투",
"3794","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201600001","2016-01-21","","01","영업/정상","11","영업","","","","","033-374-9300","","","","강원특별자치도 영월군 영월읍 단종로 43","26233","생활용품D/C마트","2024-01-03 13:36:08","U","2024-01-05 02:40:00","","330113.114493188","410396.293904245","지정","","20160121","20160120","관급봉투",
"3795","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201600002","2016-04-07","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 영월읍 중앙로 236","26231","GS25 영월발전소","2016-04-07 14:00:27","I","2023-06-13 00:00:00","","331173.315651132","408742.551776965","지정","","20160407","20160406","관급봉투",
"3796","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201600004","2016-04-12","","01","영업/정상","11","영업","","","","","033-373-8778","","","","강원특별자치도 영월군 영월읍 하송로 163","26237","한국자재산업주식회사","2016-04-12 16:03:07","I","2023-06-13 00:00:00","","329302.785451777","409163.890295402","지정","","20160412","20160412","관급봉투",
"3797","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200500008","2005-11-30","","01","영업/정상","11","영업","","","","","","","230-806","강원특별자치도 영월군 영월읍 영흥리 1049-22","강원특별자치도 영월군 영월읍 단종로 80","","동네슈퍼","2007-07-21 10:12:05","I","2023-06-13 00:00:00","","329946.684379427","410731.147967912","지정","영월읍 영흥14리 1반 1049-22","","20051130","관급봉투",
"3798","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200500010","2005-12-28","","01","영업/정상","11","영업","","","","","","","230-808","강원특별자치도 영월군 영월읍 하송리 187-10","강원특별자치도 영월군 영월읍 중앙1로 17-3","230-880","보광훼미리마트 영월터미널점","2013-12-30 16:45:39","I","2023-06-13 00:00:00","","330074.714039325","409976.245633112","지정","강원특별자치도 영월군 영월읍 하송리 187-10  번지","","20051228","관급봉투",
"3799","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200600001","2006-08-31","","01","영업/정상","11","영업","","","","","","","230-835","강원특별자치도 영월군 한반도면 쌍용리 895-5","","","학생사","2013-12-30 10:47:31","I","2023-06-13 00:00:00","","","","지정","강원특별자치도 영월군 한반도면 쌍용리 895-5   번지","","20060831","관급봉투",
"3800","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200700001","2007-04-09","","01","영업/정상","11","영업","","","","","","","230-821","강원특별자치도 영월군 김삿갓면 진별리 506-14","강원특별자치도 영월군 김삿갓면 영월동로 1121-8","230-821","GS25 영월 고씨굴","2012-05-08 15:07:25","I","2023-06-13 00:00:00","","336428.358767511","404284.510187141","지정","진별리 506-14","20070409","20070409","관급봉투",
"3801","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200700002","2007-04-11","","01","영업/정상","11","영업","","","","","0333723690","","230-805","강원특별자치도 영월군 영월읍 영흥리 971-2","강원특별자치도 영월군 영월읍 단종로16번길 32","230-805","씨유 영월그랜드점","2012-08-01 13:37:56","I","2023-06-13 00:00:00","","330457.705718641","410238.849987828","지정","영흥리 971-2","","20070411","관급봉투",
"3802","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200700003","2007-08-21","","01","영업/정상","11","영업","","","","","0333744702","","230-809","강원특별자치도 영월군 영월읍 연하리 78-6","","","연화휴게소","2007-08-21 15:33:40","I","2023-06-13 00:00:00","","339218.324538368","411034.444749727","지정","영월군 영월읍 연하리 78-6","20070821","20070814","관급봉투",
"3803","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200700004","2007-10-09","","01","영업/정상","11","영업","","","","","0333746065","","230-805","강원특별자치도 영월군 영월읍 영흥리 957-1","강원특별자치도 영월군 영월읍 단종로 46","","영동슈퍼","2007-10-09 22:03:53","I","2023-06-13 00:00:00","","330110.535734736","410448.986011949","지정","강원특별자치도 영월군 영월읍 영흥리 957번지 1호","20071009","20071004","관급봉투",
"3804","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800003","2008-03-18","","01","영업/정상","11","영업","","","","","","","230-822","강원특별자치도 영월군 김삿갓면 옥동리 211","강원특별자치도 영월군 김삿갓면 옥동장터길 16","","옥동상회","2008-04-21 16:25:05","I","2023-06-13 00:00:00","","339390.685517926","403607.921091377","지정","강원특별자치도 영월군 하동면 옥동리 211번지","20080318","20080312","관급봉투",
"3805","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800004","2008-04-21","","01","영업/정상","11","영업","","","","","3755050","","230-805","강원특별자치도 영월군 영월읍 영흥리 963-12","강원특별자치도 영월군 영월읍 단종로34번길 30-7","","펭귄24시편의점","2008-04-21 16:29:37","I","2023-06-13 00:00:00","","330338.586754076","410404.715704182","지정","강원특별자치도 영월군 영월읍 하송리 11번지 1호 영월종합상가 1층 3호, 4호","20080421","20080418","관급봉투",
"3806","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800005","2008-05-14","","01","영업/정상","11","영업","","","","","033-372-2941","","230-805","강원특별자치도 영월군 영월읍 영흥리 840-3","강원특별자치도 영월군 영월읍 영모전길 16","","사계절슈퍼","2020-07-14 19:20:25","I","2023-06-13 00:00:00","","330587.095218861","410156.579694522","지정","","20080514","20080513","관급봉투",
"3807","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800006","2008-07-24","","01","영업/정상","11","영업","","","","","","","230-805","강원특별자치도 영월군 영월읍 영흥리 950-1","","","영월의료원 매점","2008-08-01 10:43:20","I","2023-06-13 00:00:00","","","","지정","강원특별자치도 영월군 영월읍 영흥리 950번지 1호","20080724","20080723","관급봉투",
"3808","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200800007","2008-08-01","","01","영업/정상","11","영업","","","","","","","230-887","강원특별자치도 영월군 영월읍 방절리 482-1 신아아파트 101동 606호","강원특별자치도 영월군 영월읍 청령포로 213  (신아아파트 101동 606호)","","신아슈퍼","2008-08-01 11:02:42","I","2023-06-13 00:00:00","","327872.573885405","409937.503250992","지정","강원특별자치도 영월군 영월읍 방절리 482번지 1호","20080801","20080801","관급봉투",
