"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분","건축물명","건축물연면적","건축물상태명","청소대상시작일자","청소대상종료일자","휴업폐지사유","업무구분명",
"220","저수조청소업","09_30_14_P","4241000","424100031200000001","2008-04-03","","01","영업/정상","11","정상","","","","","033-574-8026","","","강원특별자치도 삼척시 정상동 ***-** 동원파크*차***호","강원특별자치도 삼척시 정라사거리길 ** (정상동, 동원파크*차 ***호)","","삼원주식회사","2020-12-10 10:31:45","I","2023-06-13 00:00:00","","392802.139493027","439082.491981905","31","","0","","","","","저수조청소업",
"221","저수조청소업","09_30_14_P","4241000","424100031201600002","2016-09-05","","01","영업/정상","11","정상","","","","","033-574-7357","","","강원특별자치도 삼척시 원덕읍 임원리 ***-*","강원특별자치도 삼척시 원덕읍 삼척로 ****","25956","(주)성진상하수도공사","2023-05-02 17:25:10","I","2023-06-13 00:00:00","","407379.403622404","418451.82996115","31","","0","","","","","저수조청소업",
"222","저수조청소업","09_30_14_P","4241000","424100031201800002","2018-10-05","","01","영업/정상","11","정상","","","","","033-541-8280","","","강원특별자치도 삼척시 도계읍 도계리 ***-*","강원특별자치도 삼척시 도계읍 도상로*길 **","25948","주식회사 오봉건설","2023-05-02 14:22:06","I","2023-06-13 00:00:00","","381803.95058617","416073.35509676","31","","0","","","","","저수조청소업",
"223","저수조청소업","09_30_14_P","4241000","424100031201700001","2024-12-13","","01","영업/정상","11","정상","","","","","033-541-7401","","","강원특별자치도 삼척시 도계읍 전두리 **-**","강원특별자치도 삼척시 도계읍 전두길 *, *층","25947","주현건설주식회사","2024-12-13 16:41:16","U","2024-12-15 02:40:00","","381148.801678781","416614.287798302","31","","0","","","","","저수조청소업",
"224","저수조청소업","09_30_14_P","4241000","424100031201700002","2025-01-20","","01","영업/정상","11","정상","","","","","574-9777","","","강원특별자치도 삼척시 남양동 *-**","강원특별자치도 삼척시 척주로 ** (남양동)","25922","(주)한국환경엔지니어링","2025-01-20 11:38:24","U","2025-01-22 02:40:00","","392074.203412676","440243.730407057","31","","0","","","","","저수조청소업",
"225","저수조청소업","09_30_14_P","4241000","424100031201000001","2010-02-16","","01","영업/정상","11","정상","","","","","033-575-7505","","","강원특별자치도 삼척시 근덕면 교가리 ***-*","강원특별자치도 삼척시 근덕면 삼척로 ****-*","","(주)모아","2020-12-10 10:32:19","I","2023-06-13 00:00:00","","397029.802143471","433289.174933644","31","","0","","","","","저수조청소업",
"226","저수조청소업","09_30_14_P","4241000","424100031201100001","2011-11-18","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 삼척시 교동 *** 우평 아트리움 ***호","강원특별자치도 삼척시 대학로 **, ***호 (교동, 우평 아트리움)","25916","진주용역","2020-11-18 14:25:15","I","2023-06-13 00:00:00","","391429.585473648","440660.755141815","31","","0","","","","","저수조청소업",
"227","저수조청소업","09_30_14_P","4241000","424100031202100002","2021-01-19","","01","영업/정상","11","정상","","","","","033-575-9959","","","강원특별자치도 삼척시 원덕읍 옥원리 **","강원특별자치도 삼척시 원덕읍 옥원노곡*길 **-**","25957","(주)행복한원덕","2023-05-02 14:22:25","I","2023-06-13 00:00:00","","406724.794107955","412265.338377905","31","","0","","","","","저수조청소업",
"228","저수조청소업","09_30_14_P","4241000","424100031202100001","2021-01-18","","01","영업/정상","11","정상","","","","","033-572-8543","","","강원특별자치도 삼척시 원당동 ***-*","강원특별자치도 삼척시 원당로 *-** (원당동)","25918","(주)한일엔지니어링","2023-05-02 14:22:15","I","2023-06-13 00:00:00","","390616.134234061","439741.758027806","31","","0","","","","","저수조청소업",
"229","저수조청소업","09_30_14_P","4241000","424100031201900001","2019-07-24","","01","영업/정상","11","정상","","","","","033-573-9098","","","강원특별자치도 삼척시 사직동 ***-** 청호건설","강원특별자치도 삼척시 중앙로 **, 청호건설 (사직동)","25930","(주)청호건설","2020-11-18 14:28:52","I","2023-06-13 00:00:00","","391986.959140022","439041.336344371","31","","0","","","","","저수조청소업",
"230","저수조청소업","09_30_14_P","4241000","424100031202500001","2025-06-19","","01","영업/정상","11","정상","","","","","033-573-0122","","","강원특별자치도 삼척시 남양동 *** 엄지척포차&우리순대국","강원특별자치도 삼척시 봉황로 *-**, 엄지척포차&우리순대국 (남양동)","25929","블루그린(주)","2025-06-19 17:58:36","I","2025-06-21 00:20:01","","391868.182284946","439735.657929811","31","","0","","","","","저수조청소업",
"231","저수조청소업","09_30_14_P","4241000","424100031202300001","2023-11-09","","01","영업/정상","11","정상","","","","","0335739755","","","강원특별자치도 삼척시 사직동 ***","강원특별자치도 삼척시 중앙로*길 *** (사직동)","25930","(주)세일","2024-09-02 16:05:15","U","2024-09-04 02:40:00","","391943.184358092","438461.361198672","31","","0","","","","","저수조청소업",
"232","저수조청소업","09_30_14_P","4241000","424100031201800001","2018-01-24","","03","폐업","2","폐업","2018-03-29","","","","033-541-8280","","","강원특별자치도 삼척시 도계읍 도계리 ***-*","강원특별자치도 삼척시 도계읍 도상로*길 **","25948","한샘공무소","2023-05-02 14:21:57","I","2023-06-13 00:00:00","","381803.95058617","416073.35509676","31","","0","","","","사업부진으로 인한 폐업","저수조청소업",
"233","저수조청소업","09_30_14_P","4241000","424100031201300001","2020-01-21","","03","폐업","2","폐업","2021-01-07","","","","033-575-5546","","","강원특별자치도 삼척시 원당동 ***-*","강원특별자치도 삼척시 원당로 *-** (원당동)","","한일이엔지 주식회사","2021-01-07 15:26:32","I","2023-06-13 00:00:00","","390616.134234061","439741.758027806","31","","0","","","","자진 폐업","저수조청소업",
"234","저수조청소업","09_30_14_P","4241000","424100031202400001","2024-01-24","","03","폐업","2","폐업","2025-01-20","","","","","","","강원특별자치도 삼척시 교동 ***-* ***동 B**호","강원특별자치도 삼척시 교동로 ***-*, 코아루할인마트 (교동)","25911","(주)서석엔지니어링","2025-01-20 16:51:29","U","2025-01-22 02:40:00","","392489.592484382","440989.581898835","31","","0","","","","폐업(사업 부진/25.01.20.)","저수조청소업",
"235","저수조청소업","09_30_14_P","4251000","425100031200300001","2007-12-26","","01","영업/정상","11","정상","","","","","033-435-5766","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-**","강원특별자치도 홍천군 홍천읍 연봉동로 **","","인하종합환경","2015-01-05 21:15:40","I","2023-06-13 00:00:00","","277510.181583877","465004.370158962","31","","0","","","","","저수조청소업",
"236","저수조청소업","09_30_14_P","4251000","425100031200300002","2007-12-26","","01","영업/정상","11","정상","","","","","033-435-0097","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 큰골길 **","","한서환경","2018-07-18 14:41:29","I","2023-06-13 00:00:00","","278971.893998216","466907.676915699","31","","0","","","","","저수조청소업",
"237","저수조청소업","09_30_14_P","4251000","425100031201600002","2023-05-10","","01","영업/정상","11","정상","","","","","033-433-2288","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 큰골길 **","","(주)한서환경건설","2023-05-11 09:26:47","I","2023-06-13 00:00:00","","278971.893998216","466907.676915699","31","","0","","","","","저수조청소업",
"238","저수조청소업","09_30_14_P","4251000","425100031201600001","2016-08-31","","01","영업/정상","11","정상","","","","","","","","","강원특별자치도 홍천군 홍천읍 홍천로 ***","","성도클린","2020-04-02 14:40:12","I","2023-06-13 00:00:00","","279040.493930679","466634.598382542","31","","0","","","","","저수조청소업",
"239","저수조청소업","09_30_14_P","4251000","425100031202000001","2020-04-16","","01","영업/정상","11","정상","","","","","033-261-1815","","","강원특별자치도 홍천군 서면 동막리 ***-*","강원특별자치도 홍천군 서면 한서로 ***, *층","25100","탑종합환경","2020-04-16 17:18:45","I","2023-06-13 00:00:00","","250778.834506418","463156.644829115","31","","0","","","","","저수조청소업",
"240","저수조청소업","09_30_14_P","4251000","425100031202300001","2024-08-26","","01","영업/정상","11","정상","","","","","033-435-4425","","","강원특별자치도 홍천군 영귀미면 월운리 **-*","강원특별자치도 홍천군 영귀미면 진평길 ***-*","25153","한서크린","2025-07-24 14:30:29","U","2025-07-26 02:40:00","","283116.460145066","458441.109342392","31","","0","","","","","저수조청소업",
"241","저수조청소업","09_30_14_P","4251000","425100031202200001","2022-03-29","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 홍천로 ***, *층","25125","홍천방역앤클린","2022-04-07 16:45:18","I","2023-06-13 00:00:00","","278829.953360313","466230.193613829","31","","0","","","","","저수조청소업",
"242","저수조청소업","09_30_14_P","4251000","425100031202500002","2025-03-18","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 홍천군 서석면 수하리 ***-*","강원특별자치도 홍천군 서석면 안절골길 **-*","25165","삼원에코","2025-03-21 09:39:19","I","2025-03-23 00:10:24","","304511.363332438","475759.504409837","31","","0","","","","","저수조청소업",
"243","저수조청소업","09_30_14_P","4251000","425100031202500001","2025-03-07","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 공작산로 *","25125","영희클린텍","2025-03-13 13:41:35","I","2025-03-15 00:10:24","","278786.838073005","466118.567931011","31","","0","","","","","저수조청소업",
"244","저수조청소업","09_30_14_P","4251000","425100031200900001","2009-02-05","","04","취소/말소/만료/정지/중지","4","폐쇄","2019-03-07","","","","033-435-1920","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-**","강원특별자치도 홍천군 홍천읍 연봉동로 **","","강원C&D 건물관리용역","2019-03-08 08:51:25","I","2023-06-13 00:00:00","","277410.394632137","465045.62305067","31","","0","","","","사업부진","저수조청소업",
"245","저수조청소업","09_30_14_P","4261000","426100031201500001","2015-02-03","","01","영업/정상","11","정상","","","","","033-344-5133","","","강원특별자치도 횡성군 횡성읍 ***-*","강원특별자치도 횡성군 횡성읍 어사매로 **","","영강건설(주)","2015-12-01 18:29:20","I","2023-06-13 00:00:00","","287790.718850747","443641.069662296","31","","0","","","","","저수조청소업",
"246","저수조청소업","09_30_14_P","4261000","426100031199800001","1998-08-12","","01","영업/정상","11","정상","","","","","033-344-4801","","","강원특별자치도 횡성군 횡성읍 읍하리 ***-**","강원특별자치도 횡성군 횡성읍 삼일로 **","","태산실업","2015-01-05 21:15:58","I","2023-06-13 00:00:00","","287127.876468933","444065.188166971","31","","0","","","","","저수조청소업",
"247","저수조청소업","09_30_14_P","4261000","426100031201300001","2014-06-25","","01","영업/정상","11","정상","","","","","033-345-4030","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 성북동로**번길 *","","(유)빛드림","2019-09-30 14:40:02","I","2023-06-13 00:00:00","","287756.566685941","443632.022688307","31","","0","","","","","저수조청소업",
"248","저수조청소업","09_30_14_P","4261000","426100031201800001","2018-11-06","","01","영업/정상","11","정상","","","","","033-343-8341","","","강원특별자치도 횡성군 횡성읍 묵계리 *-** 수엔비텍㈜","강원특별자치도 횡성군 횡성읍 청용*길 **, 수엔비텍㈜","25241","수엔비텍주식회사","2018-11-06 09:17:25","I","2023-06-13 00:00:00","","286958.421071739","441563.465103885","31","","0","","","","","저수조청소업",
"249","저수조청소업","09_30_14_P","4261000","426100031200900001","2012-09-24","","03","폐업","2","폐업","2012-09-24","","","","343-3438","","","강원특별자치도 횡성군 횡성읍 북천리 태우상가 ***호","","","한마음기업","2015-01-05 21:15:58","I","2023-06-13 00:00:00","","","","31","","0","","","","사업부진(자진 폐업)","저수조청소업",
"250","저수조청소업","09_30_14_P","4271000","427100031199600001","2007-12-24","","01","영업/정상","11","정상","","","","","374-6011","","","강원특별자치도 영월군 산솔면 석항리 ***","강원특별자치도 영월군 산솔면 석항역길 *","","영월환경방역공사","2020-09-25 11:57:14","I","2023-06-13 00:00:00","","343820.154326305","411913.67970078","31","","0","","","","","저수조청소업",
"251","저수조청소업","09_30_14_P","4271000","427100031200900001","2009-03-09","","01","영업/정상","11","정상","","","","","033-374-7729","","","강원특별자치도 영월군 영월읍 영흥리 ***-* *통*반","강원특별자치도 영월군 영월읍 중앙*로 **","","강원 INC","2020-09-25 12:33:39","I","2023-06-13 00:00:00","","330112.821731889","410262.780438948","31","","0","","","","","저수조청소업",
"252","저수조청소업","09_30_14_P","4271000","427100031201000001","2019-04-26","","01","영업/정상","11","정상","","","","","033-375-0104","","","강원특별자치도 영월군 영월읍 영흥리 ***-*","강원특별자치도 영월군 영월읍 중앙로 ***, *층","","신광환경합자회사","2020-09-25 12:35:32","I","2023-06-13 00:00:00","","330322.2517785","410115.619045448","31","","0","","","","","저수조청소업",
"253","저수조청소업","09_30_14_P","4271000","427100031201300001","2013-09-05","","01","영업/정상","11","정상","","","","","375-2104","","","강원특별자치도 영월군 남면 북쌍리 ***","강원특별자치도 영월군 남면 들골길 *-*","26215","신화환경","2020-09-25 12:44:17","I","2023-06-13 00:00:00","","322583.099034933","411386.820830556","31","","0","","","","","저수조청소업",
"254","저수조청소업","09_30_14_P","4271000","427100031201300002","2019-09-26","","01","영업/정상","11","정상","","","","","033-374-1094","","","강원특별자치도 영월군 영월읍 영흥리 ***","강원특별자치도 영월군 영월읍 영모전길 **-**, *층 *호","26227","강원INC","2020-09-25 12:46:05","I","2023-06-13 00:00:00","","330586.634228166","410386.62241508","31","","0","","","","","저수조청소업",
"255","저수조청소업","09_30_14_P","4271000","427100031201300003","2009-03-13","","01","영업/정상","11","정상","","","","","033-374-1094","","","강원특별자치도 영월군 영월읍 영흥리 ***-*","강원특별자치도 영월군 영월읍 중앙*로 **-*","26233","강원INC","2020-09-25 12:48:22","I","2023-06-13 00:00:00","","330132.802138149","410339.042161498","31","","0","","","","","저수조청소업",
"256","저수조청소업","09_30_14_P","4271000","427100031201300004","2013-09-16","","01","영업/정상","11","정상","","","","","033-375-2104","","","강원특별자치도 영월군 남면 북쌍리 ***","강원특별자치도 영월군 남면 들골길 *-*","","신화환경","2020-09-25 12:49:51","I","2023-06-13 00:00:00","","322583.099034933","411386.820830556","31","","0","","","","","저수조청소업",
"257","저수조청소업","09_30_14_P","4271000","427100031201300005","2013-09-17","","01","영업/정상","11","정상","","","","","033-375-2104","","","강원특별자치도 영월군 남면 북쌍리 ***","강원특별자치도 영월군 남면 들골길 *","","신화환경(합)","2020-09-25 12:51:11","I","2023-06-13 00:00:00","","322583.099034933","411386.820830556","31","","0","","","","","저수조청소업",
"258","저수조청소업","09_30_14_P","4271000","427100031201500001","2021-11-01","","01","영업/정상","11","정상","","","","","033-373-6511","","","강원특별자치도 영월군 영월읍 팔괴리 ***-*","강원특별자치도 영월군 영월읍 팔괴로 ***","26240","성주산업건설주식회사","2021-11-08 15:00:42","I","2023-06-13 00:00:00","","330582.615502256","407671.794347554","31","","0","","","","","저수조청소업",
"259","저수조청소업","09_30_14_P","4271000","427100031200200001","2009-03-09","","03","폐업","2","폐업","2009-03-09","","","","033-374-7729","","","강원특별자치도 영월군 영월읍 영흥리 ***-*","강원특별자치도 영월군 영월읍 단종로**번길 **-*","","강원용역","2020-09-25 11:59:47","I","2023-06-13 00:00:00","","330595.412695293","410296.976697144","31","","0","","","","대표자 사망","저수조청소업",
"260","저수조청소업","09_30_14_P","4281000","428100031200600001","2012-04-09","","01","영업/정상","11","정상","","","","","336-7401","","","강원특별자치도 평창군 대관령면 용산리 ***","강원특별자치도 평창군 대관령면 솔봉로 ***","","대관령위생공사","2015-01-05 21:15:26","I","2023-06-13 00:00:00","","348255.451899609","462974.922536722","31","","0","","","","","저수조청소업",
"261","저수조청소업","09_30_14_P","4281000","428100031201000001","2010-06-22","","01","영업/정상","11","정상","","","","","033-330-8427","","","강원특별자치도 평창군 대관령면 용산리 *","","","(주)물사랑","2015-01-05 21:15:26","I","2023-06-13 00:00:00","","349227.166678194","462255.031089324","31","","0","","","","","저수조청소업",
"262","저수조청소업","09_30_14_P","4281000","428100031201300001","2014-01-10","","01","영업/정상","11","정상","","","","","334-9983","","","강원특별자치도 평창군 평창읍 하리 **-*","강원특별자치도 평창군 평창읍 백오*길 *","","한빛종합건설","2015-01-05 21:15:26","I","2023-06-13 00:00:00","","323380.612555454","430277.419195073","31","","0","","","","","저수조청소업",
"263","저수조청소업","09_30_14_P","4281000","428100031202000001","2020-03-11","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 평창군 대관령면 차항리 ***-**","강원특별자치도 평창군 대관령면 차항길 ***-**, *층","25340","워터탱크","2020-03-11 14:18:16","I","2023-06-13 00:00:00","","349366.978946947","468736.671354524","31","","0","","","","","저수조청소업",
"264","저수조청소업","09_30_14_P","4281000","428100031200500001","2011-08-30","","03","폐업","2","폐업","2019-10-18","","","","","","","강원특별자치도 평창군 대관령면 횡계리 ***-**","강원특별자치도 평창군 대관령면 대관령로 ***","","주원건설","2019-10-18 11:50:06","I","2023-06-13 00:00:00","","351748.541961174","464736.003835913","31","","0","","","","사업포기","저수조청소업",
"265","저수조청소업","09_30_14_P","4281000","428100031200700001","2012-04-26","","03","폐업","2","폐업","2012-04-26","","","","","","","강원특별자치도 평창군 평창읍 하리 ***","강원특별자치도 평창군 평창읍 군청길 **","","미래종합환경","2015-01-05 21:15:26","I","2023-06-13 00:00:00","","323089.524243578","430645.134192359","31","","0","","","","영업부실","저수조청소업",
"266","저수조청소업","09_30_14_P","4281000","428100031201100001","2013-06-17","","03","폐업","2","폐업","2013-06-17","","","","033-333-0041","","","강원특별자치도 평창군 평창읍 이곡리 ***-* *통*반","","","경민건설(주)","2015-01-05 21:15:26","I","2023-06-13 00:00:00","","327889.507179792","431444.647058839","31","","0","","","","사업경영악화","저수조청소업",
"267","저수조청소업","09_30_14_P","4291000","429100031200600002","2010-11-12","","01","영업/정상","11","정상","","","","","033-591-9111","","","강원특별자치도 정선군 고한읍 고한리 ***","","","나라환경개발(주)","2020-01-31 11:53:16","I","2023-06-13 00:00:00","","365869.460410372","411992.588534895","31","","0","","","","","저수조청소업",
"268","저수조청소업","09_30_14_P","4291000","429100031201000001","2010-12-13","","01","영업/정상","11","정상","","","","","033-591-1622","","","강원특별자치도 정선군 정선읍 봉양리 ***-*","","","신세계방역&종합환경","2015-01-05 21:13:35","I","2023-06-13 00:00:00","","347453.52323087","432266.29717779","31","","0","","","","","저수조청소업",
"269","저수조청소업","09_30_14_P","4291000","429100031199700001","2003-11-22","","01","영업/정상","11","정상","","","","","033-563-4977","","","강원특별자치도 정선군 북평면 북평리 ***-*","","","강일환경산업","2020-01-31 11:53:44","I","2023-06-13 00:00:00","","347445.021007003","439750.490886724","31","","0","","","","","저수조청소업",
"270","저수조청소업","09_30_14_P","4291000","429100031200600001","2007-03-20","","01","영업/정상","11","정상","","","","","592-3452","","","강원특별자치도 정선군 고한읍 고한리 **-***","","","(주)신풍","2015-01-05 21:13:35","I","2023-06-13 00:00:00","","","","31","","0","","","","","저수조청소업",
"271","저수조청소업","09_30_14_P","4291000","429100031202000001","2018-09-18","","01","영업/정상","11","정상","","","","","033-562-8380","","","강원특별자치도 정선군 정선읍 봉양리 ***-**","강원특별자치도 정선군 정선읍 비봉안길 **","26129","수리건설(합)","2020-11-06 17:26:37","I","2023-06-13 00:00:00","","347338.158086952","432340.230484983","31","","0","","","","","저수조청소업",
"272","저수조청소업","09_30_14_P","4291000","429100031202100001","2021-02-22","","01","영업/정상","11","정상","","","","","033-563-0848","","","강원특별자치도 정선군 화암면 화암리 ***-*","강원특별자치도 정선군 화암면 소금강로 ****-*","26116","청룡건설주식회사","2021-03-09 14:08:30","I","2023-06-13 00:00:00","","358493.922403357","427670.508222296","31","","0","","","","","저수조청소업",
"273","저수조청소업","09_30_14_P","4291000","429100031202400001","2024-03-20","","01","영업/정상","11","정상","","","","","033-563-2217","","","강원특별자치도 정선군 정선읍 애산리 ***-*","강원특별자치도 정선군 정선읍 애산로 ***, ***호","26122","주식회사 클라우스","2024-03-26 14:33:04","U","2024-03-28 02:40:00","","348038.38687111","432928.235381529","31","","0","","","","","저수조청소업",
"274","저수조청소업","09_30_14_P","4291000","429100031200700001","2010-04-05","","03","폐업","2","폐업","2010-04-05","","","","033-592-1137","","","강원특별자치도 정선군 남면 무릉리 ***-*","","","(주)안성이앤씨","2015-01-05 21:13:35","I","2023-06-13 00:00:00","","357432.005985419","417791.377595689","31","","0","","","","개인사정으로 인한 기타사유","저수조청소업",
"275","저수조청소업","09_30_14_P","4291000","429100031200800001","2008-10-24","","03","폐업","2","폐업","2019-12-31","","","","0333781688","","","강원특별자치도 정선군 신동읍 조동리 ***-**","","","K,M종합환경","2019-12-27 15:56:32","I","2023-06-13 00:00:00","","348079.811974111","413841.990506914","31","","0","","","","영업부진","저수조청소업",
"276","저수조청소업","09_30_14_P","4291000","429100031199900001","2006-04-28","","03","폐업","2","폐업","","","","","033-562-5665","","","강원특별자치도 정선군 정선읍 애산리 ***-**","","","국제환경","2015-01-05 21:13:35","I","2023-06-13 00:00:00","","","","31","","0","","","","영업부진","저수조청소업",
"277","저수조청소업","09_30_14_P","4291000","429100031201900001","2019-07-29","","03","폐업","2","폐업","2020-02-27","","","","0335635005","","","강원특별자치도 정선군 정선읍 덕송리 ***-*","강원특별자치도 정선군 정선읍 송오다래길 **","26121","탑스타건설 주식회사","2020-03-02 14:14:42","I","2023-06-13 00:00:00","","347662.801924537","433858.417509791","31","","0","","","","실적저조","저수조청소업",
"278","저수조청소업","09_30_14_P","4301000","430100031201600001","2016-02-18","","01","영업/정상","11","정상","","","","","033-450-1925","","","","강원특별자치도 철원군 갈말읍 명성로 ***","","우리환경","2016-02-18 16:08:17","I","2023-06-13 00:00:00","","226884.762226173","516558.937181264","31","","0","","","","","저수조청소업",
"279","저수조청소업","09_30_14_P","4301000","430100031201900001","2023-05-30","","01","영업/정상","11","정상","","","","","033-452-4536","","","강원특별자치도 철원군 갈말읍 군탄리 ***-*","강원특별자치도 철원군 갈말읍 군탄로 **","24034","청정환경개발컨설팅","2023-05-31 15:20:44","I","2023-06-13 00:00:00","","226677.099687123","516375.970190258","31","","0","","","","","저수조청소업",
"280","저수조청소업","09_30_14_P","4301000","430100031202000001","2021-01-05","","01","영업/정상","11","정상","","","","","033-452-0024","","","강원특별자치도 철원군 갈말읍 신철원리 ***-* GS**","강원특별자치도 철원군 갈말읍 삼부연로 *, GS** *층 *호","24048","그린환경","2024-09-09 16:57:07","U","2024-09-11 02:40:00","","226986.12696273","515830.690891741","31","","0","","","","","저수조청소업",
"281","저수조청소업","09_30_14_P","4301000","430100031200400001","2003-10-31","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 철원군 갈말읍 신철원리 ***-*","강원특별자치도 철원군 갈말읍 삼부연로 **-*","","성원환경산업","2015-01-05 21:14:32","I","2023-06-13 00:00:00","","227315.022785647","515913.088511638","31","","0","","","","","저수조청소업",
"282","저수조청소업","09_30_14_P","4301000","430100031200600001","2006-02-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 철원군 갈말읍 지포리 **-* 금강산타운 ***호","강원특별자치도 철원군 갈말읍 명성로***번길 **","","철원환경","2015-01-05 21:14:32","I","2023-06-13 00:00:00","","226864.361588991","515863.511527232","31","","0","","","","","저수조청소업",
"283","저수조청소업","09_30_14_P","4301000","430100031200800001","2008-10-31","","01","영업/정상","11","정상","","","","","033-452-1757","","","강원특별자치도 철원군 갈말읍 신철원리 ***-*","강원특별자치도 철원군 갈말읍 삼부연로**번길 **-**","","그린환경","2015-01-05 21:14:32","I","2023-06-13 00:00:00","","","","31","","0","","","","","저수조청소업",
"284","저수조청소업","09_30_14_P","4301000","430100031200800002","2008-12-08","","01","영업/정상","11","정상","","","","","452-3113","","","강원특별자치도 철원군 근북면 유곡리 ***-*** *반","강원특별자치도 철원군 근북면 유곡로 ***-**","","모을동비","2015-01-05 21:14:32","I","2023-06-13 00:00:00","","234640.415644852","533365.998837437","31","","0","","","","","저수조청소업",
"285","저수조청소업","09_30_14_P","4301000","430100031200900001","2009-12-07","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 철원군 동송읍 이평리 ***-**호","강원특별자치도 철원군 동송읍 이평로**번길 *-*","","향기 나는 세상","2015-01-05 21:14:32","I","2023-06-13 00:00:00","","218999.544929222","522947.375205617","31","","0","","","","","저수조청소업",
"286","저수조청소업","09_30_14_P","4301000","430100031201000001","2010-10-12","","01","영업/정상","11","정상","","","","","033-455-4567","","","강원특별자치도 철원군 갈말읍 내대리 ***","강원특별자치도 철원군 갈말읍 두루미로 ***","","(주) 신 환경","2015-01-05 21:14:32","I","2023-06-13 00:00:00","","226852.113860833","521757.320577832","31","","0","","","","","저수조청소업",
"287","저수조청소업","09_30_14_P","4301000","430100031201100001","2011-10-11","","01","영업/정상","11","정상","","","","","4552173","","","강원특별자치도 철원군 철원읍 화지리 **-***","강원특별자치도 철원군 동송읍 금학로***번길 **-*","","청정환경","2015-01-05 21:14:32","I","2023-06-13 00:00:00","","218684.421382447","523046.783948252","31","","0","","","","","저수조청소업",
"288","저수조청소업","09_30_14_P","4301000","430100031201300001","2013-02-05","","01","영업/정상","11","정상","","","","","033)55-2223","","","강원특별자치도 철원군 철원읍 화지리 **-**","강원특별자치도 철원군 철원읍 금학로***번길 *","","클린환경산업","2015-01-05 21:14:32","I","2023-06-13 00:00:00","","218811.058018383","523201.003333679","31","","0","","","","","저수조청소업",
"289","저수조청소업","09_30_14_P","4301000","430100031201400001","2014-01-10","","01","영업/정상","11","정상","","","","","033-455-2886","","","강원특별자치도 철원군 철원읍 화지리 **-*** *통*반","강원특별자치도 철원군 동송읍 금학로 ***","","(주)오존크린윅스엔지니어링","2015-01-05 21:14:32","I","2023-06-13 00:00:00","","218844.319624979","523228.572675232","31","","0","","","","","저수조청소업",
"290","저수조청소업","09_30_14_P","4311000","431100031202000001","2020-01-20","","01","영업/정상","11","정상","","","","","033-442-8907","","","강원특별자치도 화천군 화천읍 상리 *-*","강원특별자치도 화천군 화천읍 산수화로 **","24116","미래환경(주)","2021-06-12 14:26:17","I","2023-06-13 00:00:00","","261987.21839934","512132.92584738","31","","0","","","","","저수조청소업",
"291","저수조청소업","09_30_14_P","4311000","431100031202300001","2023-06-08","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 화천군 화천읍 중리 ***-**","강원특별자치도 화천군 화천읍 산수화로*길 **, *층","24120","와이제이(YJ)클린환경","2025-01-15 14:12:54","U","2025-01-17 02:40:00","","261925.191025339","511841.983734751","31","","0","","","","","저수조청소업",
"292","저수조청소업","09_30_14_P","4311000","431100031202000002","2023-09-20","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 화천군 화천읍 아리 ***-*","강원특별자치도 화천군 화천읍 산수화로*길 **-*","24119","클린상사","2023-09-20 13:25:21","U","2023-09-22 02:40:00","","262158.2748399","511733.019529936","31","","0","","","","","저수조청소업",
"293","저수조청소업","09_30_14_P","4321000","432100031201500001","2017-11-06","","01","영업/정상","11","정상","","","","","033-481-3879","","","강원특별자치도 양구군 양구읍 하리 ***","강원특별자치도 양구군 양구읍 박수근로***번길 **","24519","양구환경","2017-11-06 10:48:30","I","2023-06-13 00:00:00","","285731.082646968","512329.604495393","31","","0","","","","","저수조청소업",
