"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"339","동물미용업","02_03_11_P","4231000","423000004920200008","2020-07-24","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 조양동 ****-* 설아빌","강원특별자치도 속초시 선사로*길 **-**, 설아빌 *층 (조양동)","24890","슈에뜨","2025-02-11 10:28:46","U","2025-02-13 02:40:00","","339180.495844155","521798.698552896","동물미용업","동물미용업(일반)","000","0",
"340","동물미용업","02_03_11_P","4231000","423000004920200009","2020-08-05","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 장사동 ***","강원특별자치도 속초시 장천길 ** (장사동)","24802","멍다방","2022-04-28 18:06:19","I","2023-06-13 00:00:00","","336391.153934098","524383.870728364","동물미용업","동물미용업(일반)","000","0",
"341","동물미용업","02_03_11_P","4231000","423000004920210002","2021-03-30","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 만리공원길 * (교동)","24844","살랑","2022-04-28 18:06:19","I","2023-06-13 00:00:00","","337585.503315531","523164.098375071","동물미용업","동물미용업(일반)","000","0",
"342","동물미용업","02_03_11_P","4231000","423000004920220001","2022-02-28","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 교동로*길 *, 든마루 ***호 (교동)","24835","가장 아름답개","2022-04-28 18:06:20","I","2023-06-13 00:00:00","","338403.674397142","523090.609342701","동물미용업","동물미용업(일반)","000","0",
"343","동물미용업","02_03_11_P","4231000","423000004920220002","2022-05-06","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 속초시 교동 ***-*","강원특별자치도 속초시 동해대로 ****(교동)","24862","RAUM PUPPY","2025-08-07 14:45:34","U","2025-08-09 02:40:00","","337494.442863627","523047.805527469","동물미용업","동물미용업(일반)","000","0",
"344","동물미용업","02_03_11_P","4231000","423000004920220003","2022-07-04","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 조양동 **** 속초조양동 E.S 아뜨리움","강원특별자치도 속초시 조양로 **, ***동 ***호 (조양동, 속초조양동 E.S 아뜨리움)","24892","행자네 멍발소","2022-07-04 10:45:52","I","2023-06-13 00:00:00","","339862.619410607","521715.451452655","동물미용업","동물미용업(일반)","000","0",
"345","동물미용업","02_03_11_P","4231000","423000004920220004","2022-07-05","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 청학동 ***-**","강원특별자치도 속초시 번영로 **, *층 (청학동)","24830","윤펫살롱","2022-07-05 15:47:20","I","2023-06-13 00:00:00","","338687.661593729","523622.336826043","동물미용업","동물미용업(일반)","000","0",
"346","동물미용업","02_03_11_P","4231000","423000004920220005","2022-08-31","","01","영업/정상","0000","정상","","","","","033-638-8144","0","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 교동로 **, *층 (교동)","24846","도그샵","2022-08-31 15:19:14","I","2023-06-13 00:00:00","","338144.515856841","523463.307018365","동물미용업","동물미용업(일반)","000","0",
"347","동물미용업","02_03_11_P","4231000","423000004920220006","2025-02-10","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 교동로*길 **, *층 (교동)","24839","속초애견 더 이쁘개","2025-07-18 13:57:36","U","2025-07-20 02:40:00","","338059.344115241","523792.945280248","동물미용업","동물미용업(일반)","000","0",
"348","동물미용업","02_03_11_P","4231000","423000004920230001","2023-03-16","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 동명동 ***-**","강원특별자치도 속초시 번영로***번길 **, *층 (동명동)","24828","그루밍:담","2024-02-27 14:59:15","U","2024-02-29 02:40:00","","338925.409065141","524279.802854263","동물미용업","동물미용업(일반)","000","0",
"349","동물미용업","02_03_11_P","4231000","423000004920230002","2023-03-28","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 번영로 **-*, *층 (교동)","24843","단짝","2023-03-28 11:49:15","I","2023-06-13 00:00:00","","338505.640473605","523494.023373601","동물미용업","동물미용업(일반)","000","0",
"350","동물미용업","02_03_11_P","4231000","423000004920180002","2018-04-26","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 금호동 ***-**","강원특별자치도 속초시 번영로 ** (금호동)","24842","강아지랑고양이","2022-04-28 18:06:00","I","2023-06-13 00:00:00","","338745.638376692","523741.6217091","동물미용업","동물미용업(일반)","000","0",
"351","동물미용업","02_03_11_P","4231000","423000004920180004","2018-05-03","","01","영업/정상","0000","정상","","","","","0336365840","0","","강원특별자치도 속초시 동명동 ***-*","강원특별자치도 속초시 영랑로*길 **(동명동)","24823","해피애견","2022-08-18 10:37:51","I","2023-06-13 00:00:00","","339506.568012389","524520.884875269","동물미용업","동물미용업(일반)","000","0",
"352","동물미용업","02_03_11_P","4231000","423000004920180008","2018-06-04","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 청학동 ***-**","강원특별자치도 속초시 청학로 ** (청학동)","24830","애견프라자","2022-04-28 18:06:04","I","2023-06-13 00:00:00","","338563.382364438","523474.439204154","동물미용업","동물미용업(일반)","000","0",
"353","동물미용업","02_03_11_P","4231000","423000004920180010","2018-06-04","","01","영업/정상","0000","정상","","","","","0336352623","0","","강원특별자치도 속초시 금호동 ***-**","강원특별자치도 속초시 번영로 ** (금호동)","24842","설악애견","2022-04-28 18:06:05","I","2023-06-13 00:00:00","","338762.102251728","523764.931631589","동물미용업","동물미용업(일반)","000","0",
"354","동물미용업","02_03_11_P","4231000","423000004920180013","2018-06-19","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 교동 ***-***","강원특별자치도 속초시 교동로 ** (교동)","24829","애견미용실","2022-04-28 18:06:07","I","2023-06-13 00:00:00","","338316.758009444","523191.771006254","동물미용업","동물미용업(일반)","000","0",
"355","동물미용업","02_03_11_P","4231000","423000004920180017","2018-06-27","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 청호동 ***-**","강원특별자치도 속초시 청호로 ** (청호동)","24885","그루밍하우스","2022-04-28 18:06:11","I","2023-06-13 00:00:00","","339969.677459113","522228.070436185","동물미용업","동물미용업(일반)","000","0",
"356","동물미용업","02_03_11_P","4231000","423000004920180020","2018-06-27","","01","영업/정상","0000","정상","","","","","033-635-1092","0","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 만천*길 *-*, *층 (교동)","24847","뽀삐애견","2023-05-25 15:16:57","I","2023-06-13 00:00:00","","337963.933167391","522873.207216716","동물미용업","동물미용업(일반)","000","0",
"357","동물미용업","02_03_11_P","4231000","423000004920180024","2018-07-09","","01","영업/정상","0000","정상","","","","","0336311134","0","","강원특별자치도 속초시 금호동 ***-**","강원특별자치도 속초시 번영로 ** (금호동)","24842","벤지애견","2022-04-28 18:06:16","I","2023-06-13 00:00:00","","338753.999568154","523753.09872147","동물미용업","동물미용업(일반)","000","0",
"358","동물미용업","02_03_11_P","4231000","423000004920180028","2018-07-17","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 교동 ***-***","강원특별자치도 속초시 교동로*길 **, *층 (교동)","24843","꿈꾸는강아지","2022-10-05 10:40:49","I","2023-06-13 00:00:00","","338278.121160735","523673.900145418","동물미용업","동물미용업(일반)","000","0",
"359","동물미용업","02_03_11_P","4231000","423000004920180029","2018-07-17","","01","영업/정상","0000","정상","","","","","0336314404","0","","강원특별자치도 속초시 조양동 ****-***","강원특별자치도 속초시 동해대로 **** (조양동)","24888","강아지와고양이","2022-04-28 18:06:18","I","2023-06-13 00:00:00","","340255.972149391","521568.072968172","동물미용업","동물미용업(일반)","000","0",
"360","동물미용업","02_03_11_P","4231000","423000004920190001","2019-04-12","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 만천*길 **, *층 (교동)","24847","꽃개","2022-10-17 14:13:26","I","2023-06-13 00:00:00","","338086.144487365","523140.819163557","동물미용업","동물미용업(일반)","000","0",
"361","동물미용업","02_03_11_P","4231000","423000004920190003","2019-12-31","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 조양동 ****","강원특별자치도 속초시 조양로 ***, *층 ***호 (조양동)","24890","너에개 나에개","2023-05-25 15:46:03","I","2023-06-13 00:00:00","","339179.156372506","521689.16502967","동물미용업","동물미용업(일반)","000","0",
"362","동물미용업","02_03_11_P","4231000","423000004920200004","2020-02-25","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 조양동 ****","강원특별자치도 속초시 청호로 **, *층 (조양동)","24886","나니쌀롱","2022-09-05 10:46:22","I","2023-06-13 00:00:00","","340018.709355006","522168.19897004","동물미용업","동물미용업(일반)","000","0",
"363","동물미용업","02_03_11_P","4231000","423000004920200005","2020-04-22","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 동명동 ***-***","강원특별자치도 속초시 수복로***번길 **-* (동명동)","24827","강아지정원","2022-04-28 18:06:19","I","2023-06-13 00:00:00","","339306.440120317","524280.222202296","동물미용업","동물미용업(일반)","000","0",
"364","동물미용업","02_03_11_P","4231000","423000004920200006","2020-05-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 조양동 ****-*","강원특별자치도 속초시 선사로*길 ** (조양동)","24892","둥개둥개","2022-04-28 18:06:19","I","2023-06-13 00:00:00","","339596.00222119","521682.449297482","동물미용업","동물미용업(일반)","000","0",
"365","동물미용업","02_03_11_P","4231000","423000004920150001","2015-10-05","","01","영업/정상","0000","정상","","","","","033-635-5253","0","","강원특별자치도 속초시 교동 ***-***","강원특별자치도 속초시 엑스포로 ***(교동)","24836","조아독","2022-04-28 18:05:59","I","2023-06-13 00:00:00","","338451.613452214","522951.750030912","동물미용업","동물미용업(일반)","000","0",
"366","동물미용업","02_03_11_P","4231000","423100004920250002","2025-07-18","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 교동 ***-*","강원특별자치도 속초시 중앙로 **, *층 (교동)","24835","Puppy Hill's","2025-07-18 14:00:51","I","2025-07-20 00:20:22","","338576.767093633","523205.605970208","동물미용업","동물미용업(일반)","000","0",
"367","동물미용업","02_03_11_P","4231000","423100004920240001","2024-12-23","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 교동 ***-*","강원특별자치도 속초시 만천*길 **, *층 (교동)","24847","뚱이애견","2024-12-23 16:25:10","I","2024-12-25 00:11:30","","338139.564693486","523238.024853718","동물미용업","동물미용업(일반)","000","0",
"368","동물미용업","02_03_11_P","4231000","423000004920200012","2020-12-29","","03","폐업","0002","폐업","2022-06-10","","","","033-632-7371","0","","강원특별자치도 속초시 조양동 ****-*","강원특별자치도 속초시 조양로**번길 *, *층 (조양동)","24894","리라 펫","2022-06-10 16:58:35","I","2023-06-13 00:00:00","","339979.079344921","521559.96024759","동물미용업","동물미용업(일반)","000","0",
"369","동물미용업","02_03_11_P","4231000","423000004920210001","2021-02-17","","03","폐업","0002","폐업","2023-01-01","","","","","0","","강원특별자치도 속초시 조양동 ****-*","강원특별자치도 속초시 선사로*길 ** (조양동)","24890","블링캣","2023-01-17 17:24:30","I","2023-06-13 00:00:00","","339167.403592117","521862.01194003","동물미용업","동물미용업(일반)","000","0",
"370","동물미용업","02_03_11_P","4231000","423000004920180006","2018-05-08","","03","폐업","0002","폐업","2019-04-30","","","","","0","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 교동로 ** (교동)","24846","강아지를 부탁해","2022-04-28 18:06:03","I","2023-06-13 00:00:00","","338270.522167623","523206.796148391","동물미용업","동물미용업(일반)","000","0",
"371","동물미용업","02_03_11_P","4231000","423000004920180014","2018-06-25","","03","폐업","0002","폐업","2023-03-20","","","","","0","","강원특별자치도 속초시 교동 ***-*","강원특별자치도 속초시 밤골*길 ** (교동)","24863","퍼피하우스","2023-03-23 15:09:01","I","2023-06-13 00:00:00","","337446.582988719","523057.518593113","동물미용업","동물미용업(일반)","000","0",
"372","동물미용업","02_03_11_P","4231000","423000004920180016","2018-06-27","","03","폐업","0002","폐업","2024-04-15","","","","","0","","강원특별자치도 속초시 영랑동 ***","강원특별자치도 속초시 번영로 *** (영랑동)","24807","아름다운개집","2024-04-15 16:44:58","U","2024-04-17 02:40:00","","339229.833184214","524991.317397965","동물미용업","동물미용업(일반)","000","0",
"373","동물미용업","02_03_11_P","4231000","423000004920180018","2018-06-27","","03","폐업","0002","폐업","2023-01-01","","","","","0","","강원특별자치도 속초시 청호동 ***-**","강원특별자치도 속초시 청호로 ** (청호동)","24885","그루밍하우스","2023-01-17 17:53:53","I","2023-06-13 00:00:00","","339969.677459113","522228.070436185","동물미용업","동물미용업(일반)","000","0",
"374","동물미용업","02_03_11_P","4231000","423000004920180026","2018-07-10","","03","폐업","0002","폐업","2023-09-26","","","","0336378850","0","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 수복로 ***-* (교동)","24835","똥강아지","2023-09-26 16:57:48","U","2023-09-29 02:40:00","","338453.510064076","523209.740207231","동물미용업","동물미용업(일반)","000","0",
"375","동물미용업","02_03_11_P","4231000","423000004920190002","2019-05-01","","03","폐업","0002","폐업","2019-07-01","","","","0336338098","0","","강원특별자치도 속초시 조양동 ****","강원특별자치도 속초시 청대로 **, 스위첸  B동 *층 ***호 (조양동)","24894","KCC 애견 미용호텔","2022-04-28 18:06:19","I","2023-06-13 00:00:00","","339745.659526259","521437.102054932","동물미용업","동물미용업(일반)","000","0",
"376","동물미용업","02_03_11_P","4231000","423000004920200003","2020-02-17","","03","폐업","0002","폐업","2021-12-23","","","","","0","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 미시령로 ****, *층 (교동)","24815","모모펫","2022-04-28 18:06:19","I","2023-06-13 00:00:00","","338083.352997041","523930.005860776","동물미용업","동물미용업(일반)","000","0",
"377","동물미용업","02_03_11_P","4231000","423100004920250001","2025-06-05","","03","폐업","0002","폐업","2025-07-04","","","","","0","","강원특별자치도 속초시 교동 ***-*","강원특별자치도 속초시 중앙로 **, *층 (교동)","24835","PUPPY HILL'S","2025-07-09 17:24:36","U","2025-07-12 02:40:00","","338576.767093633","523205.605970208","동물미용업","동물미용업(일반)","000","0",
"378","동물미용업","02_03_11_P","4241000","424100004920230002","2023-08-03","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 삼척시 교동 ***-* 신동아아파트","강원특별자치도 삼척시 정상로 **, 상가동 ***호 (교동, 신동아아파트)","25924","멍멍헤어","2023-08-03 15:23:30","I","2023-08-05 00:18:48","","392461.531922764","440836.291924589","동물미용업","동물미용업(일반)","000","0",
"379","동물미용업","02_03_11_P","4241000","424100004920230001","2023-07-10","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 삼척시 원당동 ***","강원특별자치도 삼척시 오십천로 ***-*, ***호 (원당동)","25918","내개부탁해","2023-07-10 17:28:29","I","2023-07-13 00:19:21","","390335.596226607","439630.487697227","동물미용업","동물미용업(일반)","000","0",
"380","동물미용업","02_03_11_P","4241000","424000004920180005","2018-09-20","","01","영업/정상","0000","정상","","","","","033-575-2879","0","","강원특별자치도 삼척시 남양동 ** 세연상가아파트 ***호","강원특별자치도 삼척시 중앙시장*길 **-** (남양동, 세연상가아파트)","25920","예뻐질개","2022-04-28 18:08:40","I","2023-06-13 00:00:00","","391737.92937716","439835.696641152","동물미용업","동물미용업(일반)","000","0",
"381","동물미용업","02_03_11_P","4241000","424000004920180007","2018-09-20","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 삼척시 남양동 ***-* 행복한 강아지","강원특별자치도 삼척시 오십천로 ***-*, 대선전기㈜ (남양동)","25920","행복한 강아지","2022-04-28 18:08:40","I","2023-06-13 00:00:00","","391667.434849598","439717.343609009","동물미용업","동물미용업(일반)","000","0",
"382","동물미용업","02_03_11_P","4241000","424000004920180003","2018-09-12","","01","영업/정상","0000","정상","","","","","033-574-0830","0","","강원특별자치도 삼척시 당저동 **-* 핏크펫","강원특별자치도 삼척시 교동로 **, 핑크펫 (당저동)","25916","핑크펫","2022-04-28 18:08:40","I","2023-06-13 00:00:00","","391450.918915876","440483.822605526","동물미용업","동물미용업(일반)","000","0",
"383","동물미용업","02_03_11_P","4241000","424100004920250001","2025-04-09","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 삼척시 당저동 **-*","강원특별자치도 삼척시 교동로 ** (당저동)","25922","#DOG","2025-04-09 11:23:13","I","2025-04-11 00:10:01","","391784.843902548","440671.01454923","동물미용업","동물미용업(일반)","000","0",
"384","동물미용업","02_03_11_P","4241000","424000004920180004","2018-09-12","","03","폐업","0002","폐업","2021-12-31","","","","033-574-4942","0","","강원특별자치도 삼척시 정상동 ***-* 아름애견","강원특별자치도 삼척시 척주로 ***, 아름애견 (정상동)","25926","아름애견","2022-04-28 18:08:40","I","2023-06-13 00:00:00","","392633.36803084","439981.918605693","동물미용업","동물미용업(일반)","000","0",
"385","동물미용업","02_03_11_P","4241000","424000004920180006","2018-09-20","","03","폐업","0002","폐업","2021-10-12","","","","033-575-5352","0","","강원특별자치도 삼척시 남양동 **-** 하얀강아지","강원특별자치도 삼척시 중앙로 ***, 양지상가 (남양동)","25920","하얀강아지","2022-04-28 18:08:40","I","2023-06-13 00:00:00","","391760.303811655","439984.154028105","동물미용업","동물미용업(일반)","000","0",
"386","동물미용업","02_03_11_P","4241000","424000004920180008","2018-10-25","","03","폐업","0002","폐업","2022-03-18","","","","033-574-0775","0","","강원특별자치도 삼척시 남양동 **-** 두타동물병원","강원특별자치도 삼척시 중앙로 ***-*, 두타동물병원 (남양동)","25921","두타동물병원","2022-04-28 18:08:40","I","2023-06-13 00:00:00","","391763.205544848","440328.132152911","동물미용업","동물미용업(일반)","000","0",
"387","동물미용업","02_03_11_P","4241000","424000004920220001","2022-01-12","","03","폐업","0002","폐업","2022-08-31","","","","","0","","강원특별자치도 삼척시 당저동 *-**","강원특별자치도 삼척시 봉황로 ***-*, *층 (당저동)","25922","탑스클럽","2022-09-01 10:49:09","I","2023-06-13 00:00:00","","392011.797389202","440579.653088229","동물미용업","동물미용업(일반)","000","0",
"388","동물미용업","02_03_11_P","4251000","425000004920180002","2018-05-25","","01","영업/정상","0000","정상","","","","","033-434-2206","0","","강원특별자치도 홍천군 홍천읍 신장대리 **-*","강원특별자치도 홍천군 홍천읍 번영로 **-*","25138","신흥애견센타","2022-04-28 18:09:00","I","2023-06-13 00:00:00","","278183.507083727","465707.20557578","동물미용업","동물미용업(일반)","000","0",
"389","동물미용업","02_03_11_P","4251000","425000004920180004","2018-06-25","","01","영업/정상","0000","정상","","","","","033-434-8854","0","","강원특별자치도 홍천군 홍천읍 희망리 **-* 한성빌딩","강원특별자치도 홍천군 홍천읍 마지기로 **, 한성빌딩 *층 나호","25134","미모아애견","2022-04-28 18:09:05","I","2023-06-13 00:00:00","","278177.225509968","465976.267247758","동물미용업","동물미용업(일반)","000","0",
"390","동물미용업","02_03_11_P","4251000","425000004920180006","2018-07-17","","01","영업/정상","0000","정상","","","","","033-433-4205","0","","강원특별자치도 홍천군 홍천읍 진리 **-*","강원특별자치도 홍천군 홍천읍 홍천로 ***, *동 *층 *-*호","25133","강아지는 미용빨","2022-04-28 18:09:23","I","2023-06-13 00:00:00","","278615.5582957","465987.96577014","동물미용업","동물미용업(일반)","000","0",
"391","동물미용업","02_03_11_P","4251000","425000004920180008","2018-09-07","","01","영업/정상","0000","정상","","","","","033-434-9703","0","","강원특별자치도 홍천군 홍천읍 희망리 ***-*","강원특별자치도 홍천군 홍천읍 꽃뫼로 **, *층","25135","미미애견","2024-11-28 10:16:53","U","2024-11-30 02:40:00","","277431.907853053","465711.793879943","동물미용업","동물미용업(일반)","000","0",
"392","동물미용업","02_03_11_P","4251000","425000004920210001","2021-03-23","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 홍천로 ***, *층","25125","어도러블독","2025-06-04 14:42:27","U","2025-06-06 02:40:00","","278842.852706642","466464.568783887","동물미용업","동물미용업(일반)","000","0",
"393","동물미용업","02_03_11_P","4251000","425000004920220001","2022-08-03","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 홍천군 홍천읍 갈마곡리 **-*","강원특별자치도 홍천군 홍천읍 닭바위*길 **, 프라다 *층 ***호","25129","몽쉘몽봉","2022-08-03 10:59:43","I","2023-06-13 00:00:00","","279667.828994225","466412.18395342","동물미용업","동물미용업(일반)","000","0",
"394","동물미용업","02_03_11_P","4251000","425100004920240001","2024-02-19","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 홍천군 홍천읍 연봉리 ***-*","강원특별자치도 홍천군 홍천읍 연봉중앙로 **-*","25146","Gentle 멍멍","2024-02-19 10:33:20","I","2024-02-21 00:16:02","","277383.458916762","464782.791347186","동물미용업","동물미용업(일반)","000","0",
"395","동물미용업","02_03_11_P","4251000","425100004920250001","2025-03-26","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 홍천군 남면 양덕원리 ***-*","강원특별자치도 홍천군 남면 양덕원로 ***, *층","25108","솜사랑","2025-03-26 13:31:12","I","2025-03-28 00:10:40","","267750.023815938","457664.997172715","동물미용업","동물미용업(일반)","000","0",
"396","동물미용업","02_03_11_P","4251000","425000004920180009","2018-09-13","","03","폐업","0002","폐업","2022-02-16","","","","","0","","강원특별자치도 홍천군 홍천읍 신장대리 **-*","강원특별자치도 홍천군 홍천읍 신장대로 **, *동 *층","25136","똥꼬냥이","2022-04-28 18:09:24","I","2023-06-13 00:00:00","","277814.399137535","465714.3524361","동물미용업","동물미용업(일반)","000","0",
"397","동물미용업","02_03_11_P","4251000","425000004920180010","2018-09-26","","03","폐업","0002","폐업","2024-05-22","","","","033-433-4779","0","","강원특별자치도 홍천군 홍천읍 연봉리 **-*","강원특별자치도 홍천군 홍천읍 설악로 ****-*","25142","트라이앵글","2024-05-22 16:59:37","U","2024-05-24 02:40:00","","277670.472613679","464671.348883889","동물미용업","동물미용업(일반)","000","0",
"398","동물미용업","02_03_11_P","4251000","425000004920180012","2018-10-10","","03","폐업","0002","폐업","2023-12-28","","","","","0","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 갈마로*길 *","25131","도그하우스","2023-12-29 15:25:06","U","2023-12-31 02:40:00","","279273.073451976","466056.507225882","동물미용업","동물미용업(일반)","000","0",
"399","동물미용업","02_03_11_P","4251000","425000004920180013","2018-11-05","","03","폐업","0002","폐업","","","","","","0","","강원특별자치도 홍천군 홍천읍 신장대리 *-**","강원특별자치도 홍천군 홍천읍 꽃뫼로 ***","25134","뽀송뽀송","2022-04-28 18:09:27","I","2023-06-13 00:00:00","","278190.519670621","465858.746516371","동물미용업","동물미용업(일반)","000","0",
"400","동물미용업","02_03_11_P","4251000","425000004920220002","2022-10-25","","03","폐업","0002","폐업","2023-10-25","","","","","0","","강원특별자치도 홍천군 홍천읍 희망리 **-*","강원특별자치도 홍천군 홍천읍 희망로 **, *층","25134","오늘도, 귀엽개","2024-02-06 11:23:52","U","2024-02-08 02:40:00","","278097.500550083","466073.400218148","동물미용업","동물미용업(일반)","000","0",
"401","동물미용업","02_03_11_P","4261000","426000004920180003","2018-07-13","","01","영업/정상","0000","정상","","","","","344-5581","0","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 문정로**번길 **, *층","25232","깡촌강쥐","2022-04-28 18:08:55","I","2023-06-13 00:00:00","","287420.341458757","443529.114097173","동물미용업","동물미용업(일반)","000","0",
"402","동물미용업","02_03_11_P","4261000","426000004920220001","2022-03-16","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 읍마남로**번길 *, *층","25227","강아지미장원","2022-04-28 18:08:56","I","2023-06-13 00:00:00","","287888.597019116","443440.721117382","동물미용업","동물미용업(일반)","000","0",
"403","동물미용업","02_03_11_P","4261000","426000004920220002","2022-07-27","","01","영업/정상","0000","정상","","","","","07041902788","0","","강원특별자치도 횡성군 횡성읍 읍하리 ***-*","강원특별자치도 횡성군 횡성읍 읍하남로**번길 **","25222","몽이묭실","2022-07-27 09:14:48","I","2023-06-13 00:00:00","","287300.388446006","444005.283244378","동물미용업","동물미용업(일반)","000","0",
"404","동물미용업","02_03_11_P","4261000","426000004920180002","2018-07-13","","02","휴업","0001","휴업","","2021-12-02","2025-12-30","","344-7200","0","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 횡성로 ***","25230","횡성동물병원","2022-04-28 18:08:54","I","2023-06-13 00:00:00","","287101.874683538","443269.55255219","동물미용업","동물미용업(일반)","000","0",
"405","동물미용업","02_03_11_P","4261000","426000004920210002","2021-11-24","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 읍마남로**번길 *, *층","25227","강아지미장원","2022-04-28 18:08:56","I","2023-06-13 00:00:00","","287888.597019116","443440.721117382","동물미용업","동물미용업(일반)","000","0",
"406","동물미용업","02_03_11_P","4271000","427000004920210001","2021-02-25","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 영월군 영월읍 하송리 ***-*","강원특별자치도 영월군 영월읍 분수대길 **, *층","26237","개두방정","2023-03-23 16:31:02","I","2023-06-13 00:00:00","","329841.489999948","409712.470545992","동물미용업","동물미용업(일반)","000","0",
"407","동물미용업","02_03_11_P","4271000","427000004920220001","2022-12-19","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 영월군 영월읍 하송리 *** 극동스타클래스","강원특별자치도 영월군 영월읍 하송로 ***-**, *층 ***호 (극동스타클래스)","26239","우리강아지","2022-12-19 14:01:42","I","2023-06-13 00:00:00","","329189.860356707","409332.178726838","동물미용업","동물미용업(일반)","000","0",
"408","동물미용업","02_03_11_P","4271000","427000004920180003","2018-11-15","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 영월군 영월읍 영흥리 ****-*","강원특별자치도 영월군 영월읍 단종로**번길 **","26234","이레네 강아지","2022-04-28 18:08:44","I","2023-06-13 00:00:00","","330077.748696315","410256.388284181","동물미용업","동물미용업(일반)","000","0",
"409","동물미용업","02_03_11_P","4271000","427000004920200001","2020-05-11","","03","폐업","0002","폐업","2024-10-08","","","","","0","","강원특별자치도 영월군 영월읍 영흥리 ***-*","강원특별자치도 영월군 영월읍 중앙로 **","26236","퍼피클럽","2024-10-10 11:41:26","U","2024-10-12 02:40:00","","330526.583600314","410069.754572156","동물미용업","동물미용업(일반)","000","0",
"410","동물미용업","02_03_11_P","4281000","428000004920180003","2018-07-11","","01","영업/정상","0000","정상","","","","","0333338301","0","","강원특별자치도 평창군 진부면 하진부리 **-*","강원특별자치도 평창군 진부면 진부중앙로 **","25332","도그파파안","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","337636.005371218","460740.137915153","동물미용업","동물미용업(일반)","000","0",
