"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자본금","거래처",
"1207","석유판매업","09_28_08_P","4271000","2019427007701500001","2019-01-24","","01","영업/정상","07","영업개시","","","","","","","","강원특별자치도 영월군 주천면 주천리 1357","","","주천주유소","2020-06-26 15:43:41","I","2023-06-13 00:00:00","주유소","312639.522777616","419771.431559392","","",
"1208","석유판매업","09_28_08_P","4271000","2022427007701500001","2022-08-10","","01","영업/정상","07","영업개시","","","","","033-378-8777","1300","","강원특별자치도 영월군 산솔면 녹전리 881-2","강원특별자치도 영월군 산솔면 태백산로 1312","26243","녹전주유소","2022-12-12 16:36:27","I","2023-06-13 00:00:00","주유소","349991.792042485","405475.528944385","","",
"1209","석유판매업","09_28_08_P","4281000","1987428000501500001","1987-07-02","","01","영업/정상","01","신규등록","","","","","033-332-4393","1636","","강원특별자치도 평창군 용평면 속사리 459-12 제라호","강원특별자치도 평창군 용평면 운두령로 13","","이화산업주유소","2025-07-30 16:05:50","U","2025-08-01 02:40:00","주유소","331965.986894545","460649.426538338","","",
"1210","석유판매업","09_28_08_P","4281000","1987428000501500002","1987-04-07","","01","영업/정상","01","신규등록","","","","","033 3329799","632","","강원특별자치도 평창군 진부면 간평리 552-1","강원특별자치도 평창군 진부면 진고개로 3","","월정거리주유소","2019-07-16 16:49:05","I","2023-06-13 00:00:00","주유소","340522.983870697","464073.938036586","","",
"1211","석유판매업","09_28_08_P","4281000","1987428000501500003","1987-04-07","","01","영업/정상","01","신규등록","","","","","033 3332644","","","강원특별자치도 평창군 대화면 대화리 1164-2","강원특별자치도 평창군 대화면 대화중앙로 153","","세방주유소","2024-08-13 21:16:20","U","2024-08-15 02:40:00","주유소","328576.309396066","445507.966412775","","",
"1212","석유판매업","09_28_08_P","4281000","1988428000501500001","1988-09-08","","01","영업/정상","01","신규등록","","","","","033-336-2221","","","강원특별자치도 평창군 대관령면 횡계리 377-109","","","평창 올림피아 주유소","2023-11-24 17:17:20","U","2023-11-26 02:40:00","주유소","349900.691837255","465506.18975059","","",
"1213","석유판매업","09_28_08_P","4281000","1990428000501500002","1990-05-11","","01","영업/정상","01","신규등록","","","","","033 3320525","630","","강원특별자치도 평창군 방림면 운교리 1150","강원특별자치도 평창군 방림면 서동로 310","","백덕산주유소","2024-08-13 20:29:48","U","2024-08-15 02:40:00","주유소","314011.015369534","437238.133190026","","",
"1214","석유판매업","09_28_08_P","4281000","1990428000501500004","1990-08-28","","01","영업/정상","01","신규등록","","","","","033 333 9788","4403","","강원특별자치도 평창군 평창읍 마지리 354","강원특별자치도 평창군 평창읍 평창강로 810","","마지리주유소","2023-05-22 14:14:18","I","2023-06-13 00:00:00","주유소","321413.398873614","425239.127061885","","",
"1215","석유판매업","09_28_08_P","4281000","1991428000501500002","1991-06-12","","01","영업/정상","01","신규등록","","","","","033 3341114","","","강원특별자치도 평창군 방림면 방림리 1646-4","강원특별자치도 평창군 방림면 서동로 1141","","멋다리주유소","2022-05-30 09:14:55","I","2023-06-13 00:00:00","주유소","321595.884016722","437433.977625747","","",
"1216","석유판매업","09_28_08_P","4281000","1991428000501500003","1991-10-26","","01","영업/정상","01","신규등록","","","","","033 3341700","","","강원특별자치도 평창군 평창읍 주진리 446-1","강원특별자치도 평창군 평창읍 서동로 2014","","주진주유소","2019-07-05 17:44:05","I","2023-06-13 00:00:00","주유소","324486.4188744","433656.203810743","","",
"1217","석유판매업","09_28_08_P","4281000","1991428000501500004","1991-12-03","","01","영업/정상","01","신규등록","","","","","033 3340070","557.83","","강원특별자치도 평창군 대화면 하안미리 1355-2","강원특별자치도 평창군 대화면 평창대로 572","","대화농협주유소","2025-06-29 17:43:26","U","2025-07-01 02:40:00","주유소","328006.137099137","442205.770980054","","",
"1218","석유판매업","09_28_08_P","4281000","1991428000501500005","1991-12-27","","01","영업/정상","01","신규등록","","","","","033 3341640","1215.07","","강원특별자치도 평창군 미탄면 백운리 584","강원특별자치도 평창군 미탄면 서동로 4044","","대웅주유소","2024-01-30 21:41:36","U","2024-02-01 02:40:00","주유소","335560.578721125","426408.504829475","","",
"1219","석유판매업","09_28_08_P","4281000","1992428000501500001","1992-06-08","","01","영업/정상","01","신규등록","","","","","033 3340382","1406","","강원특별자치도 평창군 평창읍 중리 74-1","강원특별자치도 평창군 평창읍 서동로 2569","","평창농협주유소","2025-06-29 16:23:32","U","2025-07-01 02:40:00","주유소","324193.132958682","430457.564689886","","",
"1220","석유판매업","09_28_08_P","4281000","1992428000501500002","1992-08-05","","01","영업/정상","01","신규등록","","","","","033-334-5182","","","강원특별자치도 평창군 봉평면 진조리 11-2","강원특별자치도 평창군 봉평면 진조길 57","","휘닉스주유소","2021-11-09 16:45:46","I","2023-06-13 00:00:00","주유소","318840.940775049","451731.879975183","","",
"1221","석유판매업","09_28_08_P","4281000","1992428000501500003","1992-09-02","","01","영업/정상","01","신규등록","","","","","033 3340072","","","강원특별자치도 평창군 대화면 신리 646-1","강원특별자치도 평창군 대화면 평창대로 1293","","새신리주유소","2020-06-11 16:56:32","I","2023-06-13 00:00:00","주유소","328613.557666691","448815.727889122","","",
"1222","석유판매업","09_28_08_P","4281000","1993428000501500001","1993-02-17","","01","영업/정상","01","신규등록","","","","","033 3361001","1323","","강원특별자치도 평창군 진부면 하진부리 687-1","","","천일주유소","2025-06-29 17:33:21","U","2025-07-01 02:40:00","주유소","336096.988104131","460864.945116386","","",
"1223","석유판매업","09_28_08_P","4281000","1996428000501500001","1996-01-05","","01","영업/정상","01","신규등록","","","","","033 335 4507","1653","","강원특별자치도 평창군 봉평면 평촌리 436-6","","","봉평농협주유소","2025-01-04 16:18:16","U","2025-01-06 02:40:00","주유소","322051.744723757","455797.103864084","","",
"1224","석유판매업","09_28_08_P","4281000","1996428000501500002","1996-01-17","","01","영업/정상","01","신규등록","","","","","033 3367666","753","","강원특별자치도 평창군 진부면 하진부리 75-1","강원특별자치도 평창군 진부면 진부중앙로 94","","태백주유소","2018-07-23 21:37:16","I","2023-06-13 00:00:00","주유소","337682.892022957","460799.716311673","","",
"1225","석유판매업","09_28_08_P","4281000","1998428000501500001","1998-06-25","","01","영업/정상","01","신규등록","","","","","033 334 5108","2787","","강원특별자치도 평창군 용평면 이목정리 476-4","강원특별자치도 평창군 용평면 탑거리길 63","","평창(서창)주유소","2025-06-29 17:36:57","U","2025-07-01 02:40:00","주유소","329149.263258427","457461.123406874","","",
"1226","석유판매업","09_28_08_P","4281000","1998428000501500002","1998-09-21","","01","영업/정상","01","신규등록","","","","","033 336 1151","662","","강원특별자치도 평창군 대관령면 횡계리 374-5","강원특별자치도 평창군 대관령면 올림픽로 41","","용평리조트직영주유소","2022-07-11 14:48:35","I","2023-06-13 00:00:00","주유소","349975.247841988","465003.666936661","","",
"1227","석유판매업","09_28_08_P","4281000","1999428000501500001","1999-08-11","","01","영업/정상","01","신규등록","","","","","033 3345107","1526.05","","강원특별자치도 평창군 용평면 이목정리 775 평창하행휴게소","강원특별자치도 평창군 용평면 경강로 2159-58, 평창하행휴게소","25314","평창(강릉)주유소","2025-09-08 09:25:35","U","2025-09-10 02:40:00","주유소","328243.964355969","456920.002868065","","",
"1228","석유판매업","09_28_08_P","4281000","1999428000501500002","1999-08-19","","01","영업/정상","01","신규등록","","","","","033 3358808","892","","강원특별자치도 평창군 대관령면 차항리 30-6 2통1반","","","차항주유소","2025-08-25 09:03:54","U","2025-08-27 02:40:00","주유소","349479.388460528","466297.7540596","","",
"1229","석유판매업","09_28_08_P","4281000","1980428000501500002","1980-06-24","","01","영업/정상","01","신규등록","","","","","033 332 2430","277.2","","강원특별자치도 평창군 평창읍 하리 103-1 3통","강원특별자치도 평창군 평창읍 평창중앙로 89","","(주)나너울주유소","2024-08-13 21:28:51","U","2024-08-15 02:40:00","주유소","323515.882993893","430675.96888614","","",
"1230","석유판매업","09_28_08_P","4281000","1980428000501500006","1980-06-24","","01","영업/정상","01","신규등록","","","","","0333355211","1155","","강원특별자치도 평창군 대관령면 횡계리 369-2 횡계주유소","강원특별자치도 평창군 대관령면 대관령로 74, 횡계주유소","25345","횡계주유소","2024-08-13 20:33:25","U","2024-08-15 02:40:00","주유소","350314.617040982","464794.141315475","","",
"1231","석유판매업","09_28_08_P","4281000","2004428003901500001","2004-12-03","","01","영업/정상","01","신규등록","","","","","033 334 5188","1004","","강원특별자치도 평창군 평창읍 후평리 351-1","강원특별자치도 평창군 평창읍 평창중앙로 179","","노성주유소","2024-08-13 21:37:40","U","2024-08-15 02:40:00","주유소","323376.838368401","431087.391822778","","",
"1232","석유판매업","09_28_08_P","4281000","2005428003901500001","2005-01-12","","01","영업/정상","01","신규등록","","","","","033-335-5656","922","","강원특별자치도 평창군 대관령면 횡계리 377-219","강원특별자치도 평창군 대관령면 경강로 5167","","대관령농협주유소","2025-06-29 17:29:06","U","2025-07-01 02:40:00","주유소","349766.871865701","465722.369191359","","",
"1233","석유판매업","09_28_08_P","4281000","2007428003901500001","2007-04-19","","01","영업/정상","01","신규등록","","","","","0333355188","918","","강원특별자치도 평창군 대관령면 용산리 271-2","강원특별자치도 평창군 대관령면 솔봉로 191","","도암주유소","2025-07-03 09:57:47","U","2025-07-05 02:40:00","주유소","347005.233401283","464423.027940861","","",
"1234","석유판매업","09_28_08_P","4281000","2008428003901500002","2008-03-13","","01","영업/정상","01","신규등록","","","","","0333349797","727","","강원특별자치도 평창군 진부면 간평리 575-6 575-8","","","오대산주유소","2021-01-17 13:33:28","I","2023-06-13 00:00:00","주유소","340190.479452415","463893.188823975","","",
"1235","석유판매업","09_28_08_P","4281000","2008428008301500001","2008-09-03","","01","영업/정상","01","신규등록","","","","","0333335149","","","강원특별자치도 평창군 대화면 신리 844-1 ,844-5","강원특별자치도 평창군 대화면 평창대로 1416","","바이오 주유소","2025-06-29 17:39:52","U","2025-07-01 02:40:00","주유소","328197.299064219","449910.403239935","","",
"1236","석유판매업","09_28_08_P","4281000","2011428008301500001","2011-10-19","","01","영업/정상","01","신규등록","","","","","033 336 8600","1010.05","","강원특별자치도 평창군 진부면 하진부리 316-2","강원특별자치도 평창군 진부면 진부중앙로 15","","진부농협주유소","2025-02-27 07:37:35","U","2025-03-01 02:40:00","주유소","337162.889551806","460177.747292551","","",
"1237","석유판매업","09_28_08_P","4281000","1990428000501500001","1990-04-10","2022-10-04","04","취소/말소/만료/정지/중지","02","등록취소","","","","","033 3335656","1685","","강원도 평창군 도암면 유천리 155-3","","","오대산주유소","2024-08-13 21:24:05","U","2024-08-15 02:40:00","주유소","","","","",
"1238","석유판매업","09_28_08_P","4281000","1994428000501500002","1994-10-12","2014-06-13","04","취소/말소/만료/정지/중지","02","등록취소","","","","","033 3342587","","","강원특별자치도 평창군 방림면 방림리 1849-7","강원특별자치도 평창군 방림면 서동로 923","","사천주유소","2014-06-16 09:30:17","I","2023-06-13 00:00:00","주유소","319444.980957698","437460.727986934","","",
"1239","석유판매업","09_28_08_P","4281000","1988428000501500002","1988-08-04","","03","폐업","03","폐지","1996-04-19","","","","033 3337660","1042","","강원특별자치도 평창군 용평면 이목정리 675-1","","","이목정주유소","2008-12-04 17:05:04","I","2023-06-13 00:00:00","주유소","","","","",
"1240","석유판매업","09_28_08_P","4281000","1991428000501500001","1991-04-03","","03","폐업","03","폐지","2005-12-13","","","","033 3323135","1480","","강원특별자치도 평창군 방림면 계촌리 34-4","강원특별자치도 평창군 방림면 고원로 1310","","(주) 계촌","2008-02-05 15:08:25","I","2023-06-13 00:00:00","주유소","319511.139140589","439790.185720192","","",
"1241","석유판매업","09_28_08_P","4281000","1993428000501200001","1993-05-20","","03","폐업","03","폐지","2012-05-03","","","","003303357151","","","강원특별자치도 평창군 진부면 하진부리 100-9","강원특별자치도 평창군 진부면 진부중앙로 86-2","","동부석유","2012-05-08 17:59:15","I","2023-06-13 00:00:00","일반판매소","337632.999929794","460712.167793175","","",
"1242","석유판매업","09_28_08_P","4281000","1993428000501500002","1993-02-27","","03","폐업","03","폐지","2008-01-25","","","","033 3325151","","","강원특별자치도 평창군 방림면 방림리 251","강원특별자치도 평창군 방림면 평창대로 272","","사계절주유소","2008-01-25 11:11:36","I","2023-06-13 00:00:00","주유소","327077.845243594","439406.324503922","","",
"1243","석유판매업","09_28_08_P","4281000","1993428000501500003","1993-04-12","","03","폐업","03","폐지","","2017-07-19","2017-07-19","","033 3342474","1075.37","","강원특별자치도 평창군 평창읍 약수리 64-7","강원특별자치도 평창군 평창읍 평창강로 1098","","현림주유소","2017-10-13 14:42:12","I","2023-06-13 00:00:00","주유소","321250.872118131","427651.418166463","","",
"1244","석유판매업","09_28_08_P","4281000","1993428000501500004","1993-04-12","","03","폐업","03","폐지","","","","","","","","강원특별자치도 평창군 평창읍 대하리","","","남부주유소","2009-01-08 17:13:05","I","2023-06-13 00:00:00","주유소","","","","",
"1245","석유판매업","09_28_08_P","4281000","1993428000501500005","1993-10-19","","03","폐업","03","폐지","2019-07-12","2019-02-11","2020-02-10","","033 3333717","1432.5","","강원특별자치도 평창군 용평면 재산리 1425","강원특별자치도 평창군 용평면 평창대로 1737","","재산주유소","2019-07-16 13:43:34","I","2023-06-13 00:00:00","주유소","326383.804703881","452391.60438189","","",
"1246","석유판매업","09_28_08_P","4281000","1993428003901500002","1993-02-27","","03","폐업","03","폐지","2019-05-20","2015-03-25","2016-03-24","","003303328282","1484","","강원특별자치도 평창군 방림면 방림리 251","강원특별자치도 평창군 방림면 평창대로 272","","행복나눔","2021-01-17 13:30:20","I","2023-06-13 00:00:00","주유소","327077.845243594","439406.324503922","","",
"1247","석유판매업","09_28_08_P","4281000","1996428000501500004","1996-04-19","","03","폐업","03","폐지","2015-02-02","","","","033 3337383","1019","","강원특별자치도 평창군 용평면 속사리 604-2","","","이화주유소","2015-02-11 10:59:30","I","2023-06-13 00:00:00","주유소","330336.477644275","459134.066537704","","",
"1248","석유판매업","09_28_08_P","4281000","1996428000501500007","1996-12-13","","03","폐업","03","폐지","2006-02-13","","","","033 3345189","1829","","강원특별자치도 평창군 평창읍 대상리 190-4","","","대상주유소","2007-08-20 15:11:04","I","2023-06-13 00:00:00","주유소","318428.882484772","425872.868857831","","",
"1249","석유판매업","09_28_08_P","4281000","1999428000501200001","1999-10-18","","03","폐업","03","폐지","","","","","033 3350755","","","강원도 평창군 도암면 횡계리 261-6","","","대관령신협석유판매취급소","2006-01-12 00:00:00","I","2023-06-13 00:00:00","일반판매소","","","","",
"1250","석유판매업","09_28_08_P","4281000","1999428000501200002","1999-11-09","","03","폐업","03","폐지","2012-05-01","2011-04-27","2012-04-26","","","","","강원특별자치도 평창군 평창읍 상리 9-1","강원특별자치도 평창군 평창읍 서동로 2863-21","","평창석유","2012-05-07 17:32:30","I","2023-06-13 00:00:00","일반판매소","326716.747770868","429950.4435719","","",
"1251","석유판매업","09_28_08_P","4281000","1999428000501200003","1999-11-09","","03","폐업","03","폐지","2012-05-01","2010-11-15","2011-11-14","","","","","강원특별자치도 평창군 평창읍 상리 9","강원특별자치도 평창군 평창읍 서동로 2863-25","","강원석유","2012-05-10 21:43:56","I","2023-06-13 00:00:00","일반판매소","326730.218459668","429946.667610843","","",
"1252","석유판매업","09_28_08_P","4281000","1999428000501200004","1999-12-11","","03","폐업","03","폐지","2011-05-13","","","","033 3365145","","","강원특별자치도 평창군 진부면 하진부리 29-2","","","기름나라석유판매소","2016-03-17 09:00:29","I","2023-06-13 00:00:00","일반판매소","337841.473834684","461436.822140867","","",
"1253","석유판매업","09_28_08_P","4281000","2000428000501200001","2000-03-30","","03","폐업","03","폐지","","","","","033 335 5451","","","강원도 평창군 도암면 차항리 44","","","횡계석유","2011-11-29 17:18:24","I","2023-06-13 00:00:00","일반판매소","","","","",
"1254","석유판매업","09_28_08_P","4281000","2000428000501200002","2000-06-05","","03","폐업","03","폐지","2012-05-09","","","","033 3329200","","","강원특별자치도 평창군 용평면 속사리 245-10","","","중앙석유","2012-05-14 12:48:54","I","2023-06-13 00:00:00","일반판매소","","","","",
"1255","석유판매업","09_28_08_P","4281000","1980428000501500001","1980-06-04","","03","폐업","03","폐지","2015-12-10","2012-07-05","2014-07-05","","033 3336500","","","강원특별자치도 평창군 대화면 대화리 960-2 1통","강원특별자치도 평창군 대화면 대화중앙로 85","","대화주유소","2015-12-10 15:25:51","I","2023-06-13 00:00:00","주유소","328675.805787419","444814.498084683","","",
"1256","석유판매업","09_28_08_P","4281000","1980428000501500007","1980-06-24","","03","폐업","03","폐지","","","","","033 3355804","1344","","강원도 평창군 도암면 횡계리 14-82","","","고속도로관리공단대관령주유소(하)","2002-03-06 00:00:00","I","2023-06-13 00:00:00","주유소","","","","",
"1257","석유판매업","09_28_08_P","4281000","1980428000501500008","1980-05-12","","03","폐업","03","폐지","","","","","033 3355457","1202","","강원도 평창군 도암면 횡계리 산 14-111","","","고속도로관리공단대관령주유소(상)","2002-03-06 00:00:00","I","2023-06-13 00:00:00","주유소","","","","",
"1258","석유판매업","09_28_08_P","4281000","1982428000501500001","1982-09-20","","03","폐업","03","폐지","2022-04-11","","","","033 3333511","1653","","강원특별자치도 평창군 용평면 용전리 179-1","","","용전주유소","2022-04-11 15:41:39","I","2023-06-13 00:00:00","주유소","326171.263743287","456934.521308111","","",
"1259","석유판매업","09_28_08_P","4281000","2003428003901500000","1991-04-03","","03","폐업","03","폐지","","","","","003303323136","1480","","강원특별자치도 평창군 방림면 계촌리 34-4 1통","강원특별자치도 평창군 방림면 고원로 1310","","수동주유소","2006-01-31 00:00:00","I","2023-06-13 00:00:00","주유소","319511.139140589","439790.185720192","","",
"1260","석유판매업","09_28_08_P","4281000","2003428003901500002","2004-01-30","","03","폐업","03","폐지","2008-02-05","","","","033 3329799","632","","강원특별자치도 평창군 진부면 간평리 552-1 1통1반","강원특별자치도 평창군 진부면 진고개로 3","","월정주유소","2008-02-05 14:30:45","I","2023-06-13 00:00:00","주유소","340522.983870697","464073.938036586","","",
"1261","석유판매업","09_28_08_P","4281000","2003428003901500003","2003-05-31","","03","폐업","03","폐지","2008-02-05","","","","033 3367942","1480","","강원특별자치도 평창군 진부면 하진부리 425-2 3통2반","강원특별자치도 평창군 진부면 오대천로 1793","","친구사이 주유소","2008-04-23 14:17:38","I","2023-06-13 00:00:00","주유소","336450.459980405","458256.227574239","","",
"1262","석유판매업","09_28_08_P","4281000","2003428003901500004","2003-06-09","","03","폐업","03","폐지","2008-02-05","","","","003303340070","557.83","","강원특별자치도 평창군 대화면 하안미리 1653-5 3통2반","강원특별자치도 평창군 대화면 하안미1길 22","","하안미주유소","2016-03-21 10:44:20","I","2023-06-13 00:00:00","주유소","326647.839552965","440742.322435005","","",
"1263","석유판매업","09_28_08_P","4281000","2004428003901200001","2004-09-23","","03","폐업","03","폐지","2009-08-26","","","","003303366223","","","강원특별자치도 평창군 대화면 신리 532-2 2통1반","강원특별자치도 평창군 대화면 구운동길 145","","현대석유","2009-08-26 13:28:29","I","2023-06-13 00:00:00","일반판매소","328315.170052825","450476.910380319","","",
"1264","석유판매업","09_28_08_P","4281000","2008428003901500001","2008-02-21","","03","폐업","03","폐지","","2018-10-26","2019-10-26","","","853","","강원특별자치도 평창군 진부면 상진부리 630-11 630-12","강원특별자치도 평창군 진부면 진부중앙로 183","","대산 진부 IC 주유소","2018-12-19 15:10:51","I","2023-06-13 00:00:00","주유소","337946.358942229","461631.969028656","","",
"1265","석유판매업","09_28_08_P","4281000","2010428008301200001","2010-08-13","","03","폐업","03","폐지","2012-04-10","","","","","","","강원특별자치도 평창군 대화면 대화리 1001-17","강원특별자치도 평창군 대화면 대화4길 15-14","","(주)삼종화 평창지점","2024-08-01 19:26:49","U","2024-08-03 02:40:00","부생연료유판매소","328516.404809372","445387.705662847","","",
"1266","석유판매업","09_28_08_P","4281000","1990428000501500003","1990-08-28","","02","휴업","05","사업휴지","","2025-09-05","2026-09-04","","033 3367942","1480","","강원특별자치도 평창군 진부면 하진부리 425-2","강원특별자치도 평창군 진부면 오대천로 1793","","친구사이주유소","2025-09-09 13:52:57","U","2025-09-11 02:40:00","주유소","336450.459980405","458256.227574239","","",
"1267","석유판매업","09_28_08_P","4281000","1994428000501500001","1994-05-31","","02","휴업","05","사업휴지","","2025-01-01","2025-12-31","","033 3336223","992","","강원특별자치도 평창군 봉평면 면온리 869-18","강원특별자치도 평창군 봉평면 태기로 367","","보광주유소","2024-12-31 15:31:52","U","2025-01-03 02:40:00","주유소","318583.262749543","453099.782307104","","",
"1268","석유판매업","09_28_08_P","4281000","1996428000501500005","1996-07-10","","02","휴업","05","사업휴지","","2025-07-23","2025-12-30","","033 3360008","784","","강원특별자치도 평창군 봉평면 창동리 373-2","강원특별자치도 평창군 봉평면 기풍로 188","","기풍주유소","2025-10-29 17:07:40","U","2025-10-31 02:40:00","주유소","321479.876820289","458272.390281336","","",
"1269","석유판매업","09_28_08_P","4281000","1996428000501500006","1996-08-06","","02","휴업","05","사업휴지","","2024-11-09","2025-11-08","","033 334 7766","","","강원특별자치도 평창군 용평면 속사리 949-3","강원특별자치도 평창군 용평면 운두령로 317","","운두령주유소","2024-11-27 11:00:47","U","2024-11-29 02:40:00","주유소","330452.498549351","463009.760054218","","",
"1270","석유판매업","09_28_08_P","4281000","1997428000501500001","1997-11-08","","02","휴업","05","사업휴지","","2025-10-20","2027-10-19","","033 3365151","718.35","","강원특별자치도 평창군 진부면 하진부리 320-3","강원특별자치도 평창군 진부면 진부중앙로 26","","늘좋은주유소","2025-10-30 14:16:42","U","2025-11-01 02:40:00","주유소","337309.711780889","460239.857668036","","",
"1271","석유판매업","09_28_08_P","4281000","1980428000501500005","1980-06-24","","02","휴업","05","사업휴지","","2025-05-16","2026-05-15","","003303355175","2145","","강원특별자치도 평창군 진부면 상진부리 262-2","강원특별자치도 평창군 진부면 진부중앙로 184-1","","지에스칼텍스(주)진부주유소","2025-07-30 16:02:48","U","2025-08-01 02:40:00","주유소","338017.805674879","461649.62450592","","",
"1272","석유판매업","09_28_08_P","4281000","2012428008301200001","2012-04-13","","02","휴업","05","사업휴지","","2023-12-30","2024-12-29","","","","","강원특별자치도 평창군 대화면 신리 700-1","강원특별자치도 평창군 대화면 평창대로 1252","","제일에너지","2024-04-12 17:49:45","U","2024-04-14 02:40:00","일반판매소","328483.0890515","448419.214917234","","",
"1273","석유판매업","09_28_08_P","4281000","1996428000501500003","1996-04-16","","01","영업/정상","06","휴지사업재개","","","","2022-12-14","033 3343030","1362","","강원특별자치도 평창군 봉평면 면온리 907-3","강원특별자치도 평창군 봉평면 태기로 280","","태기주유소","2024-08-12 21:06:42","U","2024-08-14 02:40:00","주유소","318047.566496443","453727.053366845","","",
"1274","석유판매업","09_28_08_P","4281000","2001428000501500001","2001-05-17","","01","영업/정상","06","휴지사업재개","","","","2024-09-11","033 3328585","990","","강원특별자치도 평창군 방림면 방림리 750-13 ,750-3","강원특별자치도 평창군 방림면 서동로 1551","","평창방림에너지","2025-06-29 17:00:13","U","2025-07-01 02:40:00","주유소","325179.358758577","437444.922988338","","",
"1275","석유판매업","09_28_08_P","4281000","1980428000501500004","1980-06-24","","01","영업/정상","06","휴지사업재개","","2013-06-07","2013-09-10","2013-09-12","003303324305","1962","","강원특별자치도 평창군 용평면 장평리 338-3 339-10,15,16","","","장평주유소","2022-08-30 09:25:55","I","2023-06-13 00:00:00","주유소","","","","",
"1276","석유판매업","09_28_08_P","4281000","1980428000501500003","1980-06-24","","01","영업/정상","07","영업개시","","","","","003303328585","158","","강원특별자치도 평창군 평창읍 하리 169-7","강원특별자치도 평창군 평창읍 평창중앙로 76","","현림주유소","2023-10-30 17:44:16","U","2023-11-01 02:40:00","주유소","323554.05155723","430624.823261957","","",
"1277","석유판매업","09_28_08_P","4281000","1984428000501500001","1984-05-16","","01","영업/정상","07","영업개시","","","","","033 3343988","1000","","강원특별자치도 평창군 미탄면 창리 866-1","강원특별자치도 평창군 미탄면 서동로 3608","","미탄주유소","2023-05-15 14:33:15","I","2023-06-13 00:00:00","주유소","332201.959366103","427710.404988438","","",
"1278","석유판매업","09_28_08_P","4291000","1976429000901500008","1976-05-25","","01","영업/정상","01","신규등록","","","","","033 5922803","584","","강원특별자치도 정선군 사북읍 사북리 317-3","강원특별자치도 정선군 사북읍 사북중앙로 83","","사북주유소","2022-08-04 17:51:57","I","2023-06-13 00:00:00","주유소","361781.518065235","415433.236809711","","",
"1279","석유판매업","09_28_08_P","4291000","1976429000901500015","1976-05-25","","01","영업/정상","01","신규등록","","","","","033 5626052","833","","강원특별자치도 정선군 임계면 송계리 792","강원특별자치도 정선군 임계면 서동로 4570","","임계농협주유소","2023-02-20 14:21:21","I","2023-06-13 00:00:00","주유소","363669.663900055","445162.323659042","","",
"1280","석유판매업","09_28_08_P","4291000","1984429000901500002","1984-02-22","","01","영업/정상","01","신규등록","","","","","033 5635151","1841","","강원특별자치도 정선군 정선읍 애산리 581","강원특별자치도 정선군 정선읍 애산로 1","26125","진성주유소","2023-05-22 11:27:24","I","2023-06-13 00:00:00","주유소","347848.16879096","431354.134936277","","",
"1281","석유판매업","09_28_08_P","4291000","1987429000901500009","2005-12-14","","01","영업/정상","01","신규등록","","","","","033 378 8333","1616","","강원특별자치도 정선군 신동읍 가사리 192-1","강원특별자치도 정선군 신동읍 강원남로 4182","","마차재주유소","2020-04-20 09:54:26","I","2023-06-13 00:00:00","주유소","348270.40325405","420014.380581706","","",
"1282","석유판매업","09_28_08_P","4291000","1990429000901500016","1990-04-20","","01","영업/정상","01","신규등록","","","","","033 5620898","2084","","강원특별자치도 정선군 북평면 북평리 521-12","강원특별자치도 정선군 북평면 서동로 2085","","나전주유소","2020-04-10 16:50:11","I","2023-06-13 00:00:00","주유소","347350.559960093","440131.418243054","","",
"1283","석유판매업","09_28_08_P","4291000","1990429000901500017","1990-11-22","","01","영업/정상","01","신규등록","","","","","033 5920700","285","","강원특별자치도 정선군 고한읍 고한리 152-1, 153-1","강원특별자치도 정선군 고한읍 지장천로 857","","고토일주유소","2020-05-04 10:22:09","I","2023-06-13 00:00:00","주유소","362768.162293788","414733.716526776","","",
"1284","석유판매업","09_28_08_P","4291000","1991429000901500019","1991-04-18","","01","영업/정상","01","신규등록","","","","","033 5625104","1270","","강원특별자치도 정선군 화암면 석곡리 269-3","강원특별자치도 정선군 화암면 소금강로 538","","석곡SK주유소","2022-11-30 09:02:45","I","2023-06-13 00:00:00","주유소","356547.495983991","428646.865304727","","",
"1285","석유판매업","09_28_08_P","4291000","1992429000901500020","1992-05-04","","01","영업/정상","01","신규등록","","","","","033 563 5185","1216","","강원특별자치도 정선군 북평면 숙암리 607","강원특별자치도 정선군 북평면 오대천로 564","","숙암주유소","2018-06-11 16:50:09","I","2023-06-13 00:00:00","주유소","343168.097982653","442067.095052233","","",
"1286","석유판매업","09_28_08_P","4291000","1992429000901500024","1992-07-22","","01","영업/정상","01","신규등록","","","","","033 5915189","1048","","강원특별자치도 정선군 남면 문곡리 42외 4필지","강원특별자치도 정선군 남면 문은단로 8","","남면주유소","2020-05-04 10:20:15","I","2023-06-13 00:00:00","주유소","354421.930628498","419830.283266776","","",
