"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","폐기물처리업구분명","폐기물처리업별처리구분명","폐기물구분명","허용보관량","허용보관량내용",
"196","건설폐기물처리업","09_30_05_P","4281000","428100092202000001","2025-07-04","","01","영업/정상","BBBB","영업","","","","","033-332-8272","","","강원특별자치도 평창군 평창읍 주진리 52-2","강원특별자치도 평창군 평창읍 서동로 1741-6","25369","(주)윤원환경","2025-09-11 11:05:33","U","2025-09-13 02:40:00","","325726.346964152","435809.514272238","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"197","건설폐기물처리업","09_30_05_P","4281000","428100092200400001","2025-03-25","","01","영업/정상","BBBB","영업","","","","","0333324455","","","강원특별자치도 평창군 용평면 이목정리 497","강원특별자치도 평창군 용평면 경강로 2284-9","25314","(주)이화산업","2025-06-27 17:40:29","U","2025-06-29 02:40:00","","329435.2431875","457228.092153141","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"198","건설폐기물처리업","09_30_05_P","4281000","428100092200700001","2022-09-26","","01","영업/정상","BBBB","영업","","","","","0333351338","","","강원특별자치도 평창군 대관령면 횡계리 584-25","강원특별자치도 평창군 대관령면 오리골길 86-12","232-950","대관령산업(주)","2025-03-06 09:35:29","U","2025-03-08 02:40:00","","349204.730175596","465996.499910111","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","8880","",
"199","건설폐기물처리업","09_30_05_P","4281000","428100092200700002","2007-10-11","","01","영업/정상","BBBB","영업","","","","","0333324455","","","강원특별자치도 평창군 용평면 이목정리 497","강원특별자치도 평창군 용평면 경강로 2284-9","25314","(주)이화산업","2025-06-27 17:40:29","U","2025-06-29 02:40:00","","329435.2431875","457228.092153141","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","6156","",
"200","건설폐기물처리업","09_30_05_P","4281000","428100092200700003","2007-12-20","","01","영업/정상","BBBB","영업","","","","","3351809","","232-937","강원특별자치도 평창군 용평면 백옥포리 412-4","","","합)영동산업","2008-01-02 16:40:39","I","2023-06-13 00:00:00","","322466.746409288","454963.731842605","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"201","건설폐기물처리업","09_30_05_P","4281000","428100092201200001","2025-08-27","","01","영업/정상","BBBB","영업","","","","","033-332-8272","","","강원특별자치도 평창군 평창읍 주진리 52-2","강원특별자치도 평창군 평창읍 서동로 1741-6","25364","(주)윤원환경","2025-10-17 15:41:35","U","2025-10-19 02:40:00","","325726.346964152","435809.514272238","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"202","건설폐기물처리업","09_30_05_P","4281000","428100092201200002","2023-07-17","","01","영업/정상","BBBB","영업","","","","","0333330920","","232-822","강원특별자치도 평창군 평창읍 노론리 152-1","강원특별자치도 평창군 평창읍 서동로 3038-12","25371","행운환경(합)","2025-08-08 14:04:54","U","2025-08-10 02:40:00","","327574.248146566","428725.510923976","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"203","건설폐기물처리업","09_30_05_P","4281000","428100092201800001","2025-05-21","","01","영업/정상","BBBB","영업","","","","","0333348811","","","강원특별자치도 평창군 용평면 속사리 673-14 692-3","강원특별자치도 평창군 용평면 뒷골길 3","25312","삼양진흥(주)","2025-07-28 13:16:18","U","2025-07-30 02:40:00","","331249.112205664","459825.331390514","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"204","건설폐기물처리업","09_30_05_P","4281000","428100092201800002","2023-04-27","","01","영업/정상","BBBB","영업","","","","","0333330920","","232-822","강원특별자치도 평창군 평창읍 노론리 152-1","강원특별자치도 평창군 평창읍 서동로 3038-12","25371","행운환경(합)","2025-10-22 11:03:43","U","2025-10-24 02:40:00","","327574.248146566","428725.510923976","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"205","건설폐기물처리업","09_30_05_P","4291000","429100092200900003","2017-02-01","","02","휴업","1","휴업","","2017-01-02","","","0335630788","","233-809","강원특별자치도 정선군 정선읍 덕송리 536-2","강원특별자치도 정선군 정선읍 서동로 1242","233-800","그린건설환경합자회사","2020-09-16 16:44:10","U","2025-02-28 18:26:33","","347417.085319302","434404.89726584","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"206","건설폐기물처리업","09_30_05_P","4291000","429100092199900002","2022-03-22","","03","폐업","2","폐업","2022-03-22","","","","0335916792","","","강원특별자치도 정선군 고한읍 고한리 373-40","강원특별자치도 정선군 고한읍 강원남로 6461","26156","(주)예성환경","2024-05-02 09:04:40","U","2024-05-04 02:40:00","","365991.973801843","412014.340849889","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"207","건설폐기물처리업","09_30_05_P","4291000","429100092200900001","2014-03-04","","03","폐업","2","폐업","2014-03-04","","","","","","233-831","강원특별자치도 정선군 남면 낙동리 269-1","강원특별자치도 정선군 남면 쇄재옛길 353","","(주)정선산업","2014-03-04 16:59:41","U","2025-02-28 18:26:33","","351565.689092297","427234.816978188","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","14999","",
"208","건설폐기물처리업","09_30_05_P","4291000","429100092199900001","2001-05-14","","01","영업/정상","BBBB","영업","","","","","0335921101","","233-905","강원특별자치도 정선군 사북읍 직전리 40","강원특별자치도 정선군 사북읍 피내길 22","233-900","(주)미래환경","2025-06-11 14:44:08","U","2025-06-13 02:40:00","","362156.305326268","419543.405540422","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","19980","",
"209","건설폐기물처리업","09_30_05_P","4291000","429100092200600001","2006-01-13","","01","영업/정상","BBBB","영업","","","","","033 563 4440","","233-832","강원특별자치도 정선군 남면 낙동리 269","강원특별자치도 정선군 남면 쇄재옛길 353","233-830","(주)정선산업","2021-03-16 11:27:42","I","2023-06-13 00:00:00","","351508.635034773","427241.836355791","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","15000","",
"210","건설폐기물처리업","09_30_05_P","4301000","430100092199800001","2025-02-05","","01","영업/정상","BBBB","영업","","","","","0334585711","","269-806","강원특별자치도 철원군 갈말읍 토성리 229","강원특별자치도 철원군 갈말읍 도창로 167","","동송산업(주)","2025-02-05 08:52:56","U","2025-02-07 02:40:00","","230848.350240246","527391.672434618","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"211","건설폐기물처리업","09_30_05_P","4301000","430100092200100001","2001-05-31","","01","영업/정상","BBBB","영업","","","","","033-458-5711","","","강원특별자치도 철원군 갈말읍 토성리 229","강원특별자치도 철원군 갈말읍 도창로 167","","동송산업(주)","2024-08-16 16:35:13","U","2024-08-18 02:40:00","","230848.350240246","527391.672434618","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"212","건설폐기물처리업","09_30_05_P","4301000","430100092202000002","2021-01-11","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 철원군 갈말읍 문혜리 779-1 국영건축","강원특별자치도 철원군 갈말읍 호국로 5085, 국영건축","24033","(주)국영환경","2021-12-01 14:40:38","I","2023-06-13 00:00:00","","228165.336605051","518809.121618101","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"213","건설폐기물처리업","09_30_05_P","4311000","431100092201200001","2012-07-16","","02","휴업","1","휴업","","2023-09-20","","","442-0093","","","강원특별자치도 화천군 하남면 용암리 1098","강원특별자치도 화천군 하남면 춘화로 3241","24140","화천건기","2024-01-18 17:10:21","U","2024-01-20 02:40:00","","261023.270942031","510053.249471485","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"214","건설폐기물처리업","09_30_05_P","4311000","431100092200500002","2005-09-28","","01","영업/정상","BBBB","영업","","","","","033-441-8842","","209-842","강원특별자치도 화천군 하남면 원천리 1149","강원특별자치도 화천군 하남면 영서로 5785","209-840","(합)대현산업","2024-04-11 13:56:20","U","2024-04-13 02:40:00","","259749.474096788","508333.339311172","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","12280","",
"215","건설폐기물처리업","09_30_05_P","4321000","432100092201400001","2014-09-05","","03","폐업","2","폐업","2024-02-26","","","","033-482-0607","","","","강원특별자치도 양구군 양구읍 파로호로 993-21","255-801","양구건기","2024-02-26 14:21:32","U","2024-02-28 02:40:00","","285996.544574966","512699.803726516","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"216","건설폐기물처리업","09_30_05_P","4321000","432100092200500006","2024-07-29","","01","영업/정상","BBBB","영업","","","","","0334821673","","","강원특별자치도 양구군 국토정중앙면 구암리 78-49","강원특별자치도 양구군 국토정중앙면 봉화산로260번길 24","","(주)신잔토에코","2025-07-11 13:23:20","U","2025-07-13 02:40:00","","288921.210918036","506828.799544868","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","18249","",
"217","건설폐기물처리업","09_30_05_P","4321000","432100092200500007","2014-02-20","","01","영업/정상","BBBB","영업","","","","","0334823588","","255-801","강원특별자치도 양구군 양구읍 하리 233-5","강원특별자치도 양구군 양구읍 박수근로 417-12","255-801","가람건기","2014-11-13 11:12:36","I","2023-06-13 00:00:00","","285858.210032171","512213.430720456","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"218","건설폐기물처리업","09_30_05_P","4321000","432100092200700002","2007-11-20","","01","영업/정상","BBBB","영업","","","","","4825998","","255-804","강원특별자치도 양구군 양구읍 상리 259-9","강원특별자치도 양구군 양구읍 해시계로 24-4","","염근직(봉화환경산업(주))","2010-02-24 13:39:18","I","2023-06-13 00:00:00","","286720.409019533","511782.975488636","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","18249","",
"219","건설폐기물처리업","09_30_05_P","4321000","432100092200900001","2009-03-12","","01","영업/정상","BBBB","영업","","","","","4829777","","","강원특별자치도 양구군 국토정중앙면 야촌리 197","강원특별자치도 양구군 국토정중앙면 춘양밤골길 186","","그린개발(주)","2025-07-16 14:58:49","U","2025-07-18 02:40:00","","292942.583384209","513195.233754301","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","폐기물처리업자","","0","",
"220","건설폐기물처리업","09_30_05_P","4321000","432100092200900002","2025-10-21","","01","영업/정상","BBBB","영업","","","","","0334828259","","","강원특별자치도 양구군 동면 임당리 32-2","강원특별자치도 양구군 동면 원당길 114-43","24507","대암환경(주)","2025-10-27 17:50:56","U","2025-10-29 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","16918","",
"221","건설폐기물처리업","09_30_05_P","4321000","432100092201000001","2022-08-22","","01","영업/정상","BBBB","영업","","","","","0334824400","","","강원특별자치도 양구군 국토정중앙면 야촌리 214 외 4필지(215, 229, 230, 732)","강원특별자치도 양구군 국토정중앙면 춘양밤골길 104-4","24553","대명환경개발(주)","2025-03-17 14:02:53","U","2025-03-19 02:40:00","","292289.531726689","513592.831078615","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","12926","",
"222","건설폐기물처리업","09_30_05_P","4321000","432100092200200001","2002-10-14","","01","영업/정상","BBBB","영업","","","","","","","255-803","강원특별자치도 양구군 양구읍 상리 525-3","강원특별자치도 양구군 양구읍 양록길23번길 5-9","","(주)비봉환경산업","2008-10-16 18:25:06","I","2023-06-13 00:00:00","","286302.745","512034.91","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"223","건설폐기물처리업","09_30_05_P","4321000","432100092202400001","2024-08-27","","01","영업/정상","BBBB","영업","","","","","0334811187","","","","강원특별자치도 양구군 양구읍 해시계로 24-10","24536","(합)제일산업개발","2024-08-28 17:38:09","U","2024-08-30 02:40:00","","286717.344639975","511760.12601803","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"224","건설폐기물처리업","09_30_05_P","4331000","433100092200100001","2022-04-05","","01","영업/정상","BBBB","영업","","","","","0334620489","","","강원특별자치도 인제군 북면 월학리 산 84-6 외 3필지","강원특별자치도 인제군 북면 금강로 332, 인제군청","24609","태양산업주식회사","2024-05-27 11:22:50","U","2024-05-29 02:40:00","","306015.719489321","516635.567716179","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"225","건설폐기물처리업","09_30_05_P","4331000","433100092200300005","2004-09-06","","01","영업/정상","BBBB","영업","","","","","0334629944","","252-802","강원특별자치도 인제군 북면 원통리 727-5","강원특별자치도 인제군 북면 원통로 142","252-824","진흥환경(주)","2025-05-12 17:56:12","U","2025-05-14 02:40:00","","305298.616498113","513688.80011598","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","13483","",
"226","건설폐기물처리업","09_30_05_P","4331000","433100092201100001","2011-03-15","","01","영업/정상","BBBB","영업","","","","","0334620489","","","강원특별자치도 인제군 북면 월학리 산 84","강원특별자치도 인제군 북면 금강로 332","","태양산업 주식회사","2021-01-22 12:52:30","I","2023-06-13 00:00:00","","306015.719489321","516635.567716179","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","191667","",
"227","건설폐기물처리업","09_30_05_P","4341000","434100092200900002","2014-04-22","","03","폐업","2","폐업","2014-04-22","","","","6354327","","219-832","강원특별자치도 고성군 토성면 성천리 307-2","강원특별자치도 고성군 토성면 용원로 470","","금강중기","2014-04-22 11:32:25","U","2025-02-28 18:26:33","","333915.986648778","525085.057993483","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"228","건설폐기물처리업","09_30_05_P","4341000","434100092201000002","2014-11-25","","03","폐업","2","폐업","2014-11-25","","","","6331785","","219-833","강원특별자치도 고성군 토성면 아야진리 586-4 외 3필지","강원특별자치도 고성군 토성면 진등길 130-5 (외 3필지)","","(주)영동아스콘산업","2014-11-25 14:35:03","U","2025-02-28 18:26:33","","334389.398061885","530726.604159184","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","8535","",
"229","건설폐기물처리업","09_30_05_P","4341000","434100092201700001","2017-10-09","","03","폐업","2","폐업","2024-06-14","","","","033-635-4325","","","","강원특별자치도 고성군 토성면 용원로 470","24768","한라중기","2024-06-17 16:51:42","U","2024-06-19 02:40:00","","333906.754400169","525162.092407913","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"230","건설폐기물처리업","09_30_05_P","4341000","434100092202400003","2024-09-20","","03","폐업","2","폐업","2025-06-01","","","","","","","강원특별자치도 고성군 간성읍 금수리 305-1 미성환경","강원특별자치도 고성군 간성읍 탑동길 167, 미성환경","24738","두강건설중기","2025-06-05 16:43:12","U","2025-06-08 02:40:00","","328114.6824276","541398.862744428","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"231","건설폐기물처리업","09_30_05_P","4341000","434100092202300004","2025-07-07","","01","영업/정상","BBBB","영업","","","","","0336820202","","","강원특별자치도 고성군 거진읍 대대리 298-3","강원특별자치도 고성군 거진읍 대대3길 9","24725","대성환경건설중기","2025-07-07 10:38:05","U","2025-07-09 02:40:00","","327428.50486122","543824.753170395","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"232","건설폐기물처리업","09_30_05_P","4341000","434100092200700001","2022-09-30","","01","영업/정상","BBBB","영업","","","","","6816818","","219-803","강원특별자치도 고성군 간성읍 금수리 305-1","강원특별자치도 고성군 간성읍 탑동길 167","","미성환경(합자)","2025-06-05 16:48:04","U","2025-06-08 02:40:00","","328114.6824276","541398.862744428","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","15494","",
"233","건설폐기물처리업","09_30_05_P","4341000","434100092200900001","2009-10-12","","01","영업/정상","BBBB","영업","","","","","6354325","","","강원특별자치도 고성군 토성면 성천리 307-3","강원특별자치도 고성군 토성면 용원로 470","24768","(주)금강아스콘","2025-02-14 16:50:35","U","2025-02-16 02:40:00","","333906.754400169","525162.092407913","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"234","건설폐기물처리업","09_30_05_P","4341000","434100092201200001","2021-01-04","","01","영업/정상","BBBB","영업","","","","","631-4600","","","","강원특별자치도 고성군 토성면 진등길 15","24758","(주)우주환경산업","2025-04-17 18:07:41","U","2025-04-19 02:40:00","","335269.279355922","531150.815375104","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","18000","",
"235","건설폐기물처리업","09_30_05_P","4341000","434100092201200003","2012-08-28","","01","영업/정상","BBBB","영업","","","","","033-635-6047","","219-832","강원특별자치도 고성군 토성면 원암리 64-2","강원특별자치도 고성군 토성면 용원로 547-14","","벽산종합건기","2025-03-11 13:37:15","U","2025-03-13 02:40:00","","333494.457338343","524682.692009215","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"236","건설폐기물처리업","09_30_05_P","4341000","434100092202200001","2025-02-14","","01","영업/정상","BBBB","영업","","","","","631-4600","","","강원특별자치도 고성군 토성면 아야진리 589-1","강원특별자치도 고성군 토성면 진등길 158","24756","아야진환경","2025-04-17 17:52:29","U","2025-04-19 02:40:00","","334101.676814997","530671.409992972","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"237","건설폐기물처리업","09_30_05_P","4341000","434100092202200002","2023-03-23","","01","영업/정상","BBBB","영업","","","","","033-681-3335","","","강원특별자치도 고성군 간성읍 금수리 266-2","강원특별자치도 고성군 간성읍 금수리2길 40","24738","(주)진성건설중기","2025-07-21 15:48:03","U","2025-07-23 02:40:00","","328265.973402735","542303.236923271","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"238","건설폐기물처리업","09_30_05_P","4341000","434100092202300001","2023-06-26","","01","영업/정상","BBBB","영업","","","","","03368010507","","","강원특별자치도 고성군 간성읍 신안리 332-1","강원특별자치도 고성군 간성읍 간성북로 28","24734","고성환경","2024-09-25 20:27:32","U","2024-09-27 02:40:00","","328591.255858592","543038.315549381","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"239","건설폐기물처리업","09_30_05_P","4341000","434100092202300002","2023-09-08","","01","영업/정상","BBBB","영업","","","","","0336811287","","","강원특별자치도 고성군 간성읍 신안리 124-1","강원특별자치도 고성군 간성읍 남천마루1길 16","24732","가야환경","2024-09-25 20:28:53","U","2024-09-27 02:40:00","","329279.607292879","542703.747014655","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"240","건설폐기물처리업","09_30_05_P","4341000","434100092202300003","2023-05-31","","01","영업/정상","BBBB","영업","","","","","0336817676","","","강원특별자치도 고성군 간성읍 신안리 325-4 금강산중기","강원특별자치도 고성군 간성읍 간성로30번길 24-6, 금강산중기","24734","금강산건설 중기ㆍ환경","2024-09-25 20:26:15","U","2024-09-27 02:40:00","","328615.517110925","543025.442138193","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"241","건설폐기물처리업","09_30_05_P","4341000","434100026200500092","2005-08-24","","01","영업/정상","BBBB","영업","","","","","0336311371","","","589-1 ㈜우주환경","강원특별자치도 고성군 토성면 진등길 158 (㈜우주환경)","24756","(주)우주환경산업","2024-10-28 10:17:09","U","2024-10-30 02:40:00","","334101.676814997","530671.409992972","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","6000","",
"242","건설폐기물처리업","09_30_05_P","4341000","434100092202400002","2024-11-22","","01","영업/정상","BBBB","영업","","","","","033-635-4325","","","강원특별자치도 고성군 토성면 성천리 307-3","강원특별자치도 고성군 토성면 용원로 470","24768","태백중기","2025-04-01 18:01:12","U","2025-04-03 02:40:00","","333906.754400169","525162.092407913","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"243","건설폐기물처리업","09_30_05_P","4341000","434100092202400001","2024-05-02","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 고성군 거진읍 자산리 89","강원특별자치도 고성군 거진읍 자산길 7","24721","한일중기환경","2024-05-02 17:15:08","U","2024-05-04 02:40:00","","326241.520877922","549291.592640597","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"244","건설폐기물처리업","09_30_05_P","4341000","434100092202300005","2025-04-01","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 고성군 거진읍 대대리 298-3","강원특별자치도 고성군 거진읍 대대3길 9","24725","대성그린환경중기","2025-04-01 18:06:10","U","2025-04-03 02:40:00","","327428.50486122","543824.753170395","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"245","건설폐기물처리업","09_30_05_P","4351000","435100092200600009","2014-08-29","","03","폐업","2","폐업","2014-08-29","","","","6710404","","215-805","강원특별자치도 양양군 양양읍 서문리 157-16","강원특별자치도 양양군 양양읍 남서길 43-1","","강원건설중기","2014-08-29 10:53:35","U","2025-02-28 18:26:33","","341842.283748942","508797.164525772","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"246","건설폐기물처리업","09_30_05_P","4351000","435100092200300003","2011-01-11","","03","폐업","2","폐업","2011-01-11","","","","6728388","","","강원특별자치도 양양군 양양읍 서문리 312-2","강원특별자치도 양양군 양양읍 양양로 155","","일출환경중기","2011-01-11 16:43:39","U","2025-02-28 18:26:33","","341427.809888982","509099.466296484","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"247","건설폐기물처리업","09_30_05_P","4351000","435100092200300004","2003-05-01","","03","폐업","2","폐업","2007-09-21","","","","6725515","","","강원특별자치도 양양군 양양읍 남문리 102","","","백두환경중기","2007-10-01 13:32:38","I","2023-06-13 00:00:00","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"248","건설폐기물처리업","09_30_05_P","4351000","435100092200300005","2014-09-03","","03","폐업","2","폐업","2014-09-03","","","","6716000","","215-803","강원특별자치도 양양군 양양읍 연창리 184","강원특별자치도 양양군 양양읍 양양로 9-3","","서진환경중기","2014-09-03 13:08:40","U","2025-02-28 18:26:33","","342712.568555722","509641.380654142","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"249","건설폐기물처리업","09_30_05_P","4351000","435100092200400001","2004-03-30","","03","폐업","2","폐업","2009-02-12","","","","2270476817","","","강원특별자치도 양양군 양양읍 포월리 71-19","강원특별자치도 양양군 양양읍 동해대로 2849","","대웅환경개발중기","2009-02-16 09:47:20","I","2023-06-13 00:00:00","","342807.560576084","511902.901673276","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"250","건설폐기물처리업","09_30_05_P","4351000","435100092200700001","2007-08-24","","03","폐업","2","폐업","2009-02-09","","","","6730400","","","강원특별자치도 양양군 양양읍 연창리 318-8","","","남북개발중기","2009-02-10 09:33:43","U","2025-02-28 18:26:33","","342589.047975055","509679.920564353","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"251","건설폐기물처리업","09_30_05_P","4351000","435100092200700002","2016-03-23","","03","폐업","2","폐업","2016-03-23","","","","6724207","","215-821","강원특별자치도 양양군 손양면 송현리 232-2","강원특별자치도 양양군 손양면 동해대로 2529","","한반도개발종합중장비","2016-03-23 21:07:56","U","2025-02-28 18:26:33","","343390.240279418","509001.47839384","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"252","건설폐기물처리업","09_30_05_P","4351000","435100092200700003","2007-01-31","","03","폐업","2","폐업","2023-10-23","","","","0336732400","","215-813","강원특별자치도 양양군 서면 범부리 24-3","강원특별자치도 양양군 서면 곰밭길 116-39","","(주)세운","2023-10-24 09:08:46","U","2023-10-26 02:40:00","","340220.28413137","507953.09760774","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"253","건설폐기물처리업","09_30_05_P","4351000","435100092199900001","1999-02-02","","01","영업/정상","BBBB","영업","","","","","033- 672-2231","","","강원특별자치도 양양군 손양면 와리 8-1 양양산업","강원특별자치도 양양군 손양면 손중로 94, 양양산업","25042","양양산업(주)","2025-04-30 17:46:23","U","2025-05-02 02:40:00","","344639.420847887","507063.662925192","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","8000","",
"254","건설폐기물처리업","09_30_05_P","4351000","435100092199900003","2024-04-01","","01","영업/정상","BBBB","영업","","","","","6719800","","215-851","강원특별자치도 양양군 강현면 장산리 520","강원특별자치도 양양군 강현면 장산3길 56-17","215-851","설악환경산업(주)","2025-10-21 15:35:08","U","2025-10-23 02:40:00","","339024.823668901","516179.863946731","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","24000","",
"255","건설폐기물처리업","09_30_05_P","4351000","435100092200200001","2025-10-23","","01","영업/정상","BBBB","영업","","","","","671-1592","","","강원특별자치도 양양군 현남면 지경리 134-5","강원특별자치도 양양군 현남면 지경길 9-39","25058","(주)양지산업","2025-10-23 09:23:36","U","2025-10-25 02:40:00","","358364.200925875","491875.564745227","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"256","건설폐기물처리업","09_30_05_P","4351000","435100092200200002","2022-12-08","","01","영업/정상","BBBB","영업","","","","","033-671-4377","","215-841","강원특별자치도 양양군 현남면 남애리 275","강원특별자치도 양양군 현남면 갓바위1길 120","","초원환경산업(주)","2024-07-22 18:03:44","U","2024-07-24 02:40:00","","356667.871045485","494045.050124848","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","16000","",
"257","건설폐기물처리업","09_30_05_P","4351000","435100092200600001","2006-08-07","","01","영업/정상","BBBB","영업","","","","","6714377","","","강원특별자치도 양양군 현남면 남애리 275","강원특별자치도 양양군 현남면 갓바위1길 120","215-843","초원환경산업(주)","2024-05-08 13:23:51","U","2024-05-10 02:40:00","","356667.871045485","494045.050124848","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"258","건설폐기물처리업","09_30_05_P","4351000","435100092200900001","2009-04-06","","01","영업/정상","BBBB","영업","","","","","6719800","","215-851","강원특별자치도 양양군 강현면 장산리 520","강원특별자치도 양양군 강현면 장산3길 56-17","215-851","설악환경산업(주)","2025-08-14 16:28:04","U","2025-08-17 02:40:00","","339024.823668901","516179.863946731","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"259","건설폐기물처리업","09_30_05_P","4351000","435100092201200001","2012-04-13","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 양양군 손양면 와리 8-1 양양산업","강원특별자치도 양양군 손양면 손중로 94, 양양산업","25042","양양산업(주)","2024-12-04 10:23:11","U","2024-12-06 02:40:00","","344639.420847887","507063.662925192","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"260","건설폐기물처리업","09_30_05_P","4351000","435100092201500002","2015-06-03","","01","영업/정상","BBBB","영업","","","","","6711592","","","강원특별자치도 양양군 현남면 지경리 134-5","강원특별자치도 양양군 현남면 지경길 9-39","25058","(주)양지산업","2024-04-29 17:14:34","U","2024-05-01 02:40:00","","358364.200925875","491875.564745227","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
