"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","준공일자","개관일자","설립운영주체구분명","박물관미술관종류명","박물관미술관유형명","폐관일자","폐관사유","자본금","소요자금","법인설립목적","허가조건","법인해산일자","법인명",
"195","문화예술법인","03_08_03_P","6530000","A0100642000020190012","2019-05-20","","01","영업/정상","1","","","","","","","","","강원특별자치도 횡성군 우천면 오원리 589번지 1호 0통 0반","강원특별자치도 횡성군 우천면 전재로210번길 1-20, 0동 1층 0호","","(사)대한불교 일해종","2019-05-20 16:46:53","I","2023-06-13 00:00:00","","296715.937642935","438013.512991986","종교(사단)","","","","","","","","0","","한국적 불교를 계승 전파하고, 지역사회 소외계층 구제활동에 힘씀으로써 모든 중생이 복된 삶을 영위하도록 하는 바램으로 이 법인을 설립하고자 함.","","","(사)대한불교 일해종",
"196","문화예술법인","03_08_03_P","6530000","A0100642000020190013","2008-11-24","","01","영업/정상","1","","","","","","03322595812","","","강원특별자치도 춘천시 효자동 40번지 12호 춘천문화예술회관","강원특별자치도 춘천시 효자상길5번길 13-0 (효자동,춘천문화예술회관)","","춘천문화재단","2025-07-21 14:44:52","U","2025-07-23 02:40:00","","265153.175140209","486128.837047948","문화(재단)","","","","","","","","0","","춘천시 지역문화 예술의 특성과 정체성을 확립, 춘천이 문화중심도시로 성장할 수 있는 토대를 마련하고 시민들의 삶의 질 향상 및 지역문화예술의 세계화 등을 통하여 시민의 문화 복지구현을 목적으로 함.","","","춘천문화재단",
"197","문화예술법인","03_08_03_P","6530000","A0100642000020190014","1994-12-01","","01","영업/정상","1","","","","","","0334342080","","","강원특별자치도 홍천군 홍천읍 연봉리 134번지 11호","강원특별자치도 홍천군 홍천읍 연봉중앙로 11-8, 1동 1층 1호","","홍천문화원","2023-04-05 09:03:22","I","2023-06-13 00:00:00","","","","문화(사단)","","","","","","","","0","","지역사회의 개발 및 문화진흥을 목적으로 한다.","","","홍천문화원",
"198","문화예술법인","03_08_03_P","6530000","A0100642000020190015","2019-08-05","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 석사동 95번지 3호 국립춘천박물관 1동 1호","강원특별자치도 춘천시 우석로 70-0, 1동 1층 1호 (석사동,국립춘천박물관)","","(사)국립춘천박물관회","2021-11-22 13:39:42","I","2023-06-13 00:00:00","","266223.247379122","484850.347595121","문화(사단)","","","","","","","","0","","구립춘천박물관을 후원하는 모임으로서 박물관이 추진하는 사업의 발전을 돕고 전통문화 보급을 통한 지역문화발전에 기여함을 목적으로 함.","","","(사)국립춘천박물관회",
"199","문화예술법인","03_08_03_P","6530000","A0100642000020190016","2019-08-05","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 후평동 511번지 5호 크로바아파트 A동 503호","강원특별자치도 춘천시 춘천로281번길 15-0, A동 5층 503호 (후평동,크로바아파트)","","(사)텐스푼","2023-05-19 09:12:14","I","2023-06-13 00:00:00","","265301.318937611","486804.732528996","문화(사단)","","","","","","","","0","","양질의 문화예술 콘텐츠로 지역사회에 기여하고 예술의 사회적 가치 확산을 통해 사회통합과 창의 사회를 구현하는 것을 목적으로 함.","","","(사)텐스푼",
"200","문화예술법인","03_08_03_P","6530000","A0100642000020190017","2019-08-26","","01","영업/정상","1","","","","","","","","","강원특별자치도 강릉시 송정동 187번지 1호","강원특별자치도 강릉시 경강로 2500-0, 1동 1층 1호 (송정동)","","백교효문화선양회","2023-05-31 17:08:30","I","2023-06-13 00:00:00","","370221.561427977","476430.200450111","문화(사단)","","","","","","","","0","","우리나라 정신문화의 뿌리인 효 및 경로와 관련된 연구&#8228;교육&#8231;문학&#8231;예술 등 문화 활동을 통하여 형성되는 효문화 및 경로&#8231;효친사상을 함양하고 선양하는 것을 목적으로 함.","","","백교효문화선양회",
"201","문화예술법인","03_08_03_P","6530000","A0100642000020190018","2016-11-07","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 신동면 증리 914번지 1호","강원특별자치도 춘천시 신동면 김유정로 1430-14, 1동 1층 4호 (민속공예체험방)","","(사)한국고색빛 전통민화 연구협회","2019-09-23 17:04:30","I","2023-06-13 00:00:00","","263148.763472726","479761.016508688","문화(사단)","","","","","","","","0","","순수 민간 비영리 한국 고색 빛 전통 민화 연구협회로 우리나라 전통 민화 기법을 이어 주요문화를 계승발전 시키며 회원 상호간의 우정을 돈독히 하며 전통 민화의 후진 양성에 힘쓰며, 전통 민화발전에 기여할 수 있는 민화 연구와 생활민화 발전을 주된 활동으로 수행하고 연구 보존","","","(사)한국고색빛 전통민화 연구협회",
"202","문화예술법인","03_08_03_P","6530000","A0100642000020190019","2019-10-16","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 문막읍 반계리 962번지 0호","강원특별자치도 원주시 문막읍 황효자길 58-1, 1동 1층 1호","","(사)세빛자매회","2019-10-16 15:49:33","I","2023-06-13 00:00:00","","268964.5117059","420945.830671677","종교(사단)","","","","","","","","0","","복음선교와 이웃사랑을 실천하고 평생 이웃을 위하여 헌신한 독신 여선교사들의 노후생활을 돌보며, 지역사회 봉사활동을 통하여 인간 존엄성과 교회의 사회봉사 기능을 회복시켜 크리스천의 세상을 향한 소금과 빛의 사명을 감당하게 하는 일에 기여함","","","(사)세빛자매회",
"203","문화예술법인","03_08_03_P","6530000","A0100642000020190020","2019-11-11","","01","영업/정상","1","","","","","","","","","강원특별자치도 태백시 황지동 244번지 52호 태백국민체육센터 1호","강원특별자치도 태백시 번영로 220-0, 1동 1층 1호 (황지동,태백국민체육센터)","","태백시문화재단","2025-04-01 09:32:30","U","2025-04-03 02:40:00","","376283.163097607","408606.184538342","행정(재단)","","","","","","","","0","","재단은 태백시 지역문화진흥, 축제활성화, 관광진흥사업을 통한 시민의 문화욕구 충족에 이바지함을 목적으로 한다.","","","태백시문화재단",
"204","문화예술법인","03_08_03_P","6530000","A0100642000020200001","2010-11-29","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 명륜동 138번지 0호","강원특별자치도 원주시 향교길 77-0 (명륜동)","","재단법인 원주문화재단","2025-09-08 18:14:42","U","2025-09-10 02:40:00","","284136.270309657","426988.115913322","문화(재단)","","","","","","","","0","","원주의 문화예술 진흥을 목적으로 함","","","재단법인 원주문화재단",
"205","문화예술법인","03_08_03_P","6530000","A0100642000020200002","2020-04-02","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 단계동 907번지 6호","강원특별자치도 원주시 이화4길 89-0 (단계동)","","사단법인 원주예술단","2022-09-15 09:06:31","I","2023-06-13 00:00:00","","282750.062092968","427108.336579205","행정(재단)","","","","","","","","0","","- 문화예술을 대중적으로 보급하며 참신하고 유망한 신일을 발굴&#8228;육성하여 문화예술을 매개로 한 사회통합과 주민들의 삶의 질 향상을 목적으로 함","","","사단법인 원주예술단",
"206","문화예술법인","03_08_03_P","6530000","A0100642000020200003","1969-10-06","","01","영업/정상","1","","","","","","","","","강원특별자치도 철원군 갈말읍 신철원리 646번지 0호 철원문화원","강원특별자치도 철원군 갈말읍 삼부연로 42-0 (철원문화원)","","철원문화원","2025-03-10 17:39:05","U","2025-03-12 02:40:00","","227352.303859811","515864.134160784","행정(재단)","","","","","","","","0","","문화예술 진흥 발전","","","철원문화원",
"207","문화예술법인","03_08_03_P","6530000","A0100642000020200004","2016-08-10","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 후평동 801번지 6호","강원특별자치도 춘천시 후석로 278-0 (후평동)","","사단법인 춘천남성합창단","2023-10-04 13:31:15","U","2023-10-06 02:40:00","","266158.455063766","486247.851569267","문화(사단)","","","","","","","","0","","단원의 정서 함양과 상호 화합을 통한 합창 활동으로 각종 음악회에 참여하고, 문화소외 계층에 대한 공연을 통해 사회 봉사자로서의 일익을 담당하며, 합창을 통한 지역주민의 정서함양은 물론 지역 문화예술 창달 및 합창음악의 저변 확대","","","사단법인 춘천남성합창단",
"208","문화예술법인","03_08_03_P","6530000","A0100642000020200005","2020-04-13","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 근화동 371번지 3호","강원특별자치도 춘천시 이디오피아길 7-0 (근화동)","","PLZ페스티벌","2020-04-13 14:45:57","I","2023-06-13 00:00:00","","262532.2843214","485912.031642583","문화(사단)","","","","","","","","0","","인간과 자연 및 공동체의 조화로운 공존에  기여하는 문화활동을 수행하여, DMZ 및 기타 아픔의 역사가 있던 지역의 인식을 평화와 생명의 지역으로 전환하는데 이바지함","","","PLZ페스티벌",
"209","문화예술법인","03_08_03_P","6530000","A0100642000020200006","2001-07-06","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 사농동 277번지 3호 춘천인형극장","강원특별자치도 춘천시 영서로 3017-0 (사농동,춘천인형극장)","","재단법인 춘천인형극제","2025-07-21 14:44:02","U","2025-07-23 02:40:00","","263263.386537171","491207.735328669","행정(재단)","","","","","","","","0","","춘천인형극제 발전, 춘천을 국제적인 문화도시로 육성","","","재단법인 춘천인형극제",
"210","문화예술법인","03_08_03_P","6530000","A0100642000020200007","2001-07-25","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 근화동 709번지 8호","강원특별자치도 춘천시 공지로 452-1, 3층 (근화동,약사회관)","","사단법인 의암학회","2020-08-19 17:44:00","I","2023-06-13 00:00:00","","263039.392852903","485978.914278528","문화(사단)","","","","","","","","0","","의암 유인석 선생의 학문과 사상 및 의병활동을 연구하여 그 정신을 계승 발전시키고 국내외에 널리 선양함을 목적으로 한다.","","","사단법인 의암학회",
"211","문화예술법인","03_08_03_P","6530000","A0100642000020210017","2021-07-13","","01","영업/정상","1","","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 975번지 2호 영월군종합사회복지관","강원특별자치도 영월군 영월읍 단종로 12-0 (영월군종합사회복지관)","","영월문화원","2021-07-13 10:06:53","I","2023-06-13 00:00:00","","330330.731832399","410214.447654322","문화(사단)","","","","","","","","0","","지역문화의 계발연구조사 및 문화 진흥","","","영월문화원",
"212","문화예술법인","03_08_03_P","6530000","A0100642000020210018","2021-08-17","","01","영업/정상","1","","","","","","","","","강원특별자치도 속초시 영랑동 570번지 5호","강원특별자치도 속초시 번영로 155-0 (영랑동)","","속초문화관광재단","2022-11-09 10:41:08","I","2023-06-13 00:00:00","","339073.523162125","524509.076889243","문화(재단)","","","","","","","","0","","속초의 문화예술진흥과 시민의 문화 복지 증진을 목적으로 함.","","","속초문화관광재단",
"213","문화예술법인","03_08_03_P","6530000","A0100642000020210019","2021-08-17","","01","영업/정상","1","","","","","","","","","강원특별자치도 강릉시 저동 522번지 0호","강원특별자치도 강릉시 저동등길 53-0 (저동)","","한국근현대미술연구재단","2021-08-17 16:51:12","I","2023-06-13 00:00:00","","366014.844909146","479464.723046727","문화(재단)","","","","","","","","0","","한국 근현대미술의 세계 미술사적 맥락을 정립하여, 한국 미술의 국제화에 기여하고, 국제적 네트워킹 및 플랫폼 구축에 일조하여 대한민국 근현대미술의 활성화와 발전에 이바지하고자 함","","","한국근현대미술연구재단",
"214","문화예술법인","03_08_03_P","6530000","A0100642000020210020","2021-08-19","","01","영업/정상","1","","","","","","","","","강원특별자치도 삼척시 읍중동 2번지 10호 삼척문화원","강원특별자치도 삼척시 오십천로 408-0 (읍중동,삼척문화원)","","삼척문화원","2021-08-19 09:54:54","I","2023-06-13 00:00:00","","391348.283669915","439845.470527859","문화(사단)","","","","","","","","0","","지역고유문화의 개발 보급,보존,전승및 선양 등","","","삼척문화원",
"215","문화예술법인","03_08_03_P","6530000","A0100642000020210021","2021-09-07","","01","영업/정상","1","","","","","","","","","강원특별자치도 철원군 서면 와수리 562번지 0호","강원특별자치도 철원군 서면 약수로 3-0","","철원문화재단","2023-09-18 17:47:46","U","2023-09-20 02:40:00","","237362.853765533","526979.842147451","문화(재단)","","","","","","","","0","","군의 전통문화예술 전승과 새로운 문화예술 창조, 다양한 문화교류 사업을 통하여 지역문화예술을 활성화시키고 군민들이 쾌적하고 수준높은 문화생활을 스스로 누릴 수 있도록 함으로써 철원군의 정체성을 확립하고, 문화도시 실현을 목적으로 함","","","철원문화재단",
"216","문화예술법인","03_08_03_P","6530000","A0100642000020210022","2021-10-28","","01","영업/정상","1","","","","","","","","","강원특별자치도 고성군 토성면 성천리 311번지 0호","강원특별자치도 고성군 토성면 용원로 508-83","","고성필하모닉 오케스트라","2021-10-28 17:18:12","I","2023-06-13 00:00:00","","333570.86344088","525143.092031477","문화(사단)","","","","","","","","0","","정기공연 및 자선, 위문활동 등을 통하여 음악이 갖고 있는 화합의 힘을 전가시켜 군민들의 정서의 함양과 지적인 성장을 이루고 지역 문화 예술 창대에 기여함","","","고성필하모닉 오케스트라",
"217","문화예술법인","03_08_03_P","6530000","A0100642000020210023","2021-11-22","","01","영업/정상","1","","","","","","","","","강원특별자치도 속초시 설악동 705번지 4호","강원특별자치도 속초시 장재터마을길 84-58, 1층 (설악동)","","일치","2021-11-22 13:38:49","I","2023-06-13 00:00:00","","336503.64870346","518705.009811773","문화(재단)","","","","","","","","0","","한국 미술사의 재조명과 전문성 확보를 위한 전시 컨텐츠 기획과 교육 프로그램 개발 보급 등 일련의 사업을 수행하여 한국미술의 선진화에 기여하고, 미술 분야의 전문인력 양성에 일조함으로써 대한민국의 수준 높은 미술 문화 향유권 확충에 이바지함","","","일치",
"218","문화예술법인","03_08_03_P","6530000","A0100642000020220001","2022-02-15","","01","영업/정상","1","","","","","","","","","강원특별자치도 고성군 간성읍 하리 27번지 1호 고성문화관","강원특별자치도 고성군 간성읍 간성로 71-7 (고성문화관)","","고성문화원","2022-03-02 18:04:06","I","2023-06-13 00:00:00","","328115.668960035","542759.329132853","문화(사단)","","","","","","","","0","","지역사회의 계발 및 문화진흥","","","고성문화원",
"219","문화예술법인","03_08_03_P","6530000","A0100642000020220002","2016-06-02","","01","영업/정상","1","","","","","","","","","강원특별자치도 홍천군 홍천읍 갈마곡리 489번지 4호 홍천문화예술회관","강원특별자치도 홍천군 홍천읍 설악로 1792-0 (홍천문화예술회관)","","홍천문화재단","2025-05-13 09:20:44","U","2025-05-15 02:40:00","","278938.550418","465557.283073338","문화(재단)","","","","","","","","0","","지역문화진흥, 문화복지증진, 축제활성화, 관광진흥사업을 통한 군민의 문화욕구 충족 및 지역경제 활성화에 이바지함","","","홍천문화재단",
"220","문화예술법인","03_08_03_P","6530000","A0100642000020220003","2022-07-13","","01","영업/정상","1","","","","","","","","","강원특별자치도 정선군 화암면 화암리 361번지 34호","강원특별자치도 정선군 화암면 그림바위길 69-0","","사단법인 독도사랑공연예술협회","2022-07-13 13:34:52","I","2023-06-13 00:00:00","","358492.612136361","427717.732948766","예술(사단)","","","","","","","","0","","독도 문화 콘텐츠 개발 연구 및 보급, 지역특성을 반영한 문화행사 개최를 통한 공연예술 분야의 발전 도모","","","사단법인 독도사랑공연예술협회",
"221","문화예술법인","03_08_03_P","6530000","A0100642000020220004","2022-09-21","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 소초면 학곡리 710번지 23호","강원특별자치도 원주시 봉산로 20-0 (봉산동,원주옻문화센터)","","사단법인 원주 옻 문화 보존회","2024-01-10 09:37:09","U","2024-01-12 02:40:00","","284799.003210461","427617.151662788","예술(사단)","","","","","","","","0","","옻칠인의 교류 협력 및 후진 교육, 창작활동을 통하여 회원 상호 간의 친목을 도모하며 원주 옻칠 문화의 우수성을 계승·발전함을 목적으로 함","","","사단법인 원주 옻 문화 보존회",
"222","문화예술법인","03_08_03_P","6530000","A0100642000020220005","2022-11-18","","01","영업/정상","1","","","","","","0332554417","","","강원특별자치도 춘천시 후평동 683번지 0호","강원특별자치도 춘천시 춘천로 270-0, 3층 (후평동)","","사단법인 춘천오페라페스티벌 조직위원회","2022-11-18 13:58:56","I","2023-06-13 00:00:00","","265347.161424125","486616.688921028","예술(사단)","","","","","","","","0","","강원도 오페라공연예술의 역량과 우수성을 대내외적으로 크게 홍보하고, 클래식문화의 대중화 및 주민의 문화예술향유의 기회제공을 통해 지역의 문화예술 발전에 기여","","","사단법인 춘천오페라페스티벌 조직위원회",
"223","문화예술법인","03_08_03_P","6530000","A0100642000020230001","2023-03-19","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 반곡동 1899번지 4호 삼화프라자 203호","강원특별자치도 원주시 행가리1길 34-1 (무실동)","","동행디엔피","2024-08-13 16:40:00","U","2024-08-15 02:40:00","","281191.931827513","424760.75296598","문화(사단)","","","","","","","","0","","인쇄 및 출판 사업을 통해 인쇄문화 발전 및 장애인·노인일자리 지원 등의 목적사업을 수행하고자 함","","","동행디엔피",
"224","문화예술법인","03_08_03_P","6530000","A0100642000020200008","2020-08-18","","01","영업/정상","1","","","","","","","","","강원특별자치도 정선군 북평면 나전리 417번지 0호","강원특별자치도 정선군 북평면 진드루길 67-0","","사단법인 한국 스마트폰 사진예술협회","2020-08-24 09:43:06","I","2023-06-13 00:00:00","","343909.018913949","441281.312469413","문화(사단)","","","","","","","","0","","스마트폰 사진의 전시회 개최 등을 통하여 계층간 소통의 문화공간 확대와 글로벌 환경의 교류를 사진으로 승화하여 활동함으로써 문화예술의 발전을 기함","","","사단법인 한국 스마트폰 사진예술협회",
"225","문화예술법인","03_08_03_P","6530000","A0100642000020200009","2020-08-24","","01","영업/정상","1","","","","","","","","","강원특별자치도 정선군 북평면 나전리 417번지 0호","강원특별자치도 정선군 북평면 진드루길 67-0","","사단법인 한국 스마트폰 사진예술협회","2020-08-24 09:45:09","I","2023-06-13 00:00:00","","343909.018913949","441281.312469413","문화(사단)","","","","","","","","0","","스마트폰 사진의 전시회 개최 등을 통하여 계층간 소통의 문화공간 확대와 글로벌 환경의 교류를 사진으로 승화하여 활동함으로써 문화예술의 발전을 기함","","","사단법인 한국 스마트폰 사진예술협회",
"226","문화예술법인","03_08_03_P","6530000","A0100642000020200010","2020-08-24","","01","영업/정상","1","","","","","","","","","강원특별자치도 강릉시 홍제동 992번지 3호","강원특별자치도 강릉시 강릉대로 79-0 (홍제동)","","사단법인 강릉국제영화제","2024-06-04 14:42:25","U","2024-06-06 02:40:00","","365599.22754485","474044.889019467","문화(사단)","","","","","","","","0","","도시의 문화예술적 자산을 활용하여 시민과 세계인이 공감하는 국제영화제와 영상사업을 실시하여 영화예술 진흥 및 지역발전에 기여함","","","사단법인 강릉국제영화제",
"227","문화예술법인","03_08_03_P","6530000","A0100642000020200011","2020-08-31","","01","영업/정상","1","","","","","","","","","강원특별자치도 강릉시 성산면 금산리 440번지 1호","강원특별자치도 강릉시 성산면 소목길 18-21","","사단법인 대추무파인아트","2020-09-01 09:34:11","I","2023-06-13 00:00:00","","363142.414149541","472414.8561362","문화재(사단)","","","","","","","","0","","현대문화의 창작활동 및 전시, 학술 연구, 문화예술 관련 제반활동 수행","","","사단법인 대추무파인아트",
"228","문화예술법인","03_08_03_P","6530000","A0100642000020200012","2020-09-23","","01","영업/정상","1","","","","","","","","","강원특별자치도 양양군 양양읍 연창리 203번지 2호 양양군문화복지회관","강원특별자치도 양양군 양양읍 북문길 35-21","","재단법인 양양문화재단","2025-02-24 09:56:17","U","2025-02-26 02:40:00","","342084.766822346","509681.878308285","문화(재단)","","","","","","","","0","","양양의 문화예술진흥과 시민의 문화 복지 증진을 목적으로 함","","","재단법인 양양문화재단",
"229","문화예술법인","03_08_03_P","6530000","A0100642000020200013","2015-11-16","","01","영업/정상","1","","","","","","","","","강원특별자치도 동해시 천곡동 1058번지 10호 고려도장공사","강원특별자치도 동해시 샘실3길 66-0 (천곡동,고려도장공사)","","사단법인 독도베이스캠프","2020-10-12 16:38:00","I","2023-06-13 00:00:00","","386450.576668436","448545.899015263","행정(재단)","","","","","","","","0","","독도관련 문화행사 실천","","","사단법인 독도베이스캠프",
"230","문화예술법인","03_08_03_P","6530000","A0100642000020200014","2020-11-02","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 학성동 436번지 36호","강원특별자치도 원주시 역전시장길 5-0 (학성동)","","한국옻칠협회","2020-11-02 17:59:38","I","2023-06-13 00:00:00","","283526.284825544","428602.587497624","예술(사단)","","","","","","","","0","","학술교류, 자료교환 및 공동연구를 통하여 한국 옻칠의 역사, 문화, 전통을 올바르게 계승·발전시키며, 국가와 각 지역사회의 문화예술산업 발전에 일익을 담당하고자 함","","","한국옻칠협회",
"231","문화예술법인","03_08_03_P","6530000","A0100642000020200015","2020-12-22","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 우산동 202번지 23호","강원특별자치도 원주시 상지대길 71-0, 1층 (우산동,지하)","","강원특별자치문화예술교육진흥원","2025-02-24 09:55:16","U","2025-02-26 02:40:00","","282739.798944265","430174.284778441","예술(사단)","","","","","","","","0","","자주적, 자립적, 자치적인 활동을 통하여 예술을 지키고 다양한 예술활동을 비롯한 전시, 교육, 계몽, 이벤트, 홍보, 출판, 인쇄, 도시재생 등을 목적으로 함","","","강원특별자치문화예술교육진흥원",
"232","문화예술법인","03_08_03_P","6530000","A0100642000020200016","2020-12-22","","01","영업/정상","1","","","","","","","","","강원특별자치도 동해시 천곡동 809번지 1호 동해문화예술회관","강원특별자치도 동해시 평원로 15-0, 2,3층 (천곡동,동해문화예술회관)","","(재)동해문화관광재단","2024-08-13 16:37:04","U","2024-08-15 02:40:00","","386908.029151144","449219.566540413","문화(재단)","","","","","","","","0","","지역문화 예술 활성화, 관광콘텐츠 발굴 및 마케팅, 관광자원의 관리 등 문화관광도시 동해 실현","","","(재)동해문화관광재단",
"233","문화예술법인","03_08_03_P","6530000","A0100642000020210001","2021-01-28","","01","영업/정상","1","","","","","","0334802544","","","강원특별자치도 양구군 양구읍 상리 353번지 1호 정중앙시네마","강원특별자치도 양구군 양구읍 비봉로73번길 52-1 (양구문예회관)","","재단법인 양구문화재단","2024-03-06 16:40:40","U","2024-03-08 02:40:00","","286317.903828184","512226.10134415","행정(재단)","","","","","","","","0","","지역문화예술 활성화 및 군민 문화생활 향유를 통한 양구군 정체성 확립과 문화도시 실현","","","재단법인 양구문화재단",
"234","문화예술법인","03_08_03_P","6530000","A0100642000020210003","2021-02-15","","01","영업/정상","1","","","","","","","","","강원특별자치도 삼척시 정상동 344번지 3호 금강프라자","강원특별자치도 삼척시 정상안길 97-0, 3층 303-2호 (정상동,금강프라자)","","삼척헤리티지문화재단","2021-02-15 08:53:08","I","2023-06-13 00:00:00","","392593.126887095","440411.382752103","문화(재단)","","","","","","","","0","","강원도의 심각한 문화소외현상을 해결하기 위해 강원도 내 문화예술단체 및 문화기반시설을 적극적으로 지원하고, 강원도 청년 중심의 문화예술커뮤니티를 구축 및 지원함으로써, 강원도 지역 주민의 문화기본권 신장과 강원도 지역사회의 문화예술 인재 양성에 기여","","","삼척헤리티지문화재단",
"235","문화예술법인","03_08_03_P","6530000","A0100642000020210004","1971-05-14","","01","영업/정상","1","","","","","","","","","강원특별자치도 양양군 양양읍 서문리 182번지 1호","강원특별자치도 양양군 양양읍 양양로 114-5","","양양문화원","2021-08-10 17:22:26","I","2023-06-13 00:00:00","","341771.988056478","509156.637982626","문화(사단)","","","","","","","","0","","지역문화의 계발·연구·조사 및 문화진흥","","","양양문화원",
"236","문화예술법인","03_08_03_P","6530000","A0100642000020210005","2021-03-09","","01","영업/정상","1","","","","","","","","","강원특별자치도 속초시 영랑동 570번지 5호","강원특별자치도 속초시 번영로 155-0 (영랑동)","","속초문화원","2024-03-29 15:32:35","U","2024-03-31 02:40:00","","339073.523162125","524509.076889243","문화(사단)","","","","","","","","0","","지역문화의 계발 연구조사 및 문화진흥","","","속초문화원",
"237","문화예술법인","03_08_03_P","6530000","A0100642000020210006","2021-03-12","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 원동 210번지 0호 원주문화원","강원특별자치도 원주시 일산로 72-0 (원동,원주문화원)","","원주문화원","2022-10-31 15:33:38","I","2023-06-13 00:00:00","","284143.846084218","427483.388162428","문화(사단)","","","","","","","","0","","지역문화의 계발 연구 조사 및 문화진흥","","","원주문화원",
"238","문화예술법인","03_08_03_P","6530000","A0100642000020210007","2021-03-12","","01","영업/정상","1","","","","","","","","","강원특별자치도 평창군 평창읍 종부리 596번지 4호 문화예술회관","강원특별자치도 평창군 평창읍 문화예술길 51-0, 1층 (문화예술회관)","","평창문화원","2024-10-23 16:28:16","U","2024-10-25 02:40:00","","323138.836564912","429774.330692547","문화(사단)","","","","","","","","0","","지역문화의 계발 연구 조사 및 문화진흥","","","평창문화원",
"239","문화예술법인","03_08_03_P","6530000","A0100642000020210008","2021-03-31","","01","영업/정상","1","","","","","","","","","강원특별자치도 동해시 천곡동 809번지 22호 동해문화원","강원특별자치도 동해시 평원로 17-0 (천곡동,동해문화원)","","동해문화원","2021-07-08 11:41:06","I","2023-06-13 00:00:00","","386850.163777451","449279.698659743","문화(사단)","","","","","","","","0","","지역사회의 개발 및 문화진흥","","","동해문화원",
"240","문화예술법인","03_08_03_P","6530000","A0100642000020210009","2021-03-31","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 퇴계동 1020번지 2호 춘천시평생학습관","강원특별자치도 춘천시 퇴계농공로 40-0 (퇴계동,춘천시평생학습관)","","춘천문화원","2022-04-07 17:23:59","I","2023-06-13 00:00:00","","265368.995521697","483249.743378675","문화(사단)","","","","","","","","0","","지역문화의 계발 연구 조사 및 문화진흥","","","춘천문화원",
"241","문화예술법인","03_08_03_P","6530000","A0100642000020210010","1994-09-12","","01","영업/정상","1","","","","","","","","","강원특별자치도 강릉시 교동 1785번지 0호 강릉문화원","강원특별자치도 강릉시 하슬라로 96-0 (교동,강릉문화원)","","강릉문화원","2021-07-06 16:57:09","I","2023-06-13 00:00:00","","365058.027726582","474569.839763638","문화(사단)","","","","","","","","0","","지역문화의 계발 연구 조사 및 문화진흥","","","강릉문화원",
"242","문화예술법인","03_08_03_P","6530000","A0100642000020210011","2021-04-09","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 태장동 334번지 1호","강원특별자치도 원주시 치악로 2233-3, 1층 (태장동)","","재단법인 선율 미디어센터","2021-04-09 15:21:52","I","2023-06-13 00:00:00","","285888.120019855","430825.94676947","문화(재단)","","","","","","","","0","","중장년층을 위한 음악영상 프로그램을 제작 및 보급하여 대중가요 문화 발전에 이바지함","","","재단법인 선율 미디어센터",
"243","문화예술법인","03_08_03_P","6530000","A0100642000020210014","2021-04-21","","01","영업/정상","1","","","","","","","","","강원특별자치도 양구군 양구읍 상리 394번지 14호 양구문화복지센터","강원특별자치도 양구군 양구읍 비봉로73번길 52-0 (양구문화복지센터)","","양구문화원","2022-04-07 13:55:50","I","2023-06-13 00:00:00","","286252.145920008","512237.930386482","문화(사단)","","","","","","","","0","","지역문화의 계발 연구 조사 및 문화진흥","","","양구문화원",
"244","문화예술법인","03_08_03_P","6530000","A0100642000020210015","2021-04-29","","01","영업/정상","1","","","","","","","","","강원특별자치도 고성군 간성읍 신안리 146번지 3호","강원특별자치도 고성군 간성읍 수성로 3-0, 1층 (행복고성문화복합센터)","","고성문화재단","2025-02-04 09:27:07","U","2025-02-06 02:40:00","","328732.954577457","542805.047260639","문화(재단)","","","","","","","","0","","고성의 문화예술진흥과 시민의 문화 복지 증진","","","고성문화재단",
