"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"228","가축인공수정소","02_04_02_P","4301000","430100000320250001","2025-09-30","","01","영업/정상","0000","정상","","","","","","59","","강원특별자치도 철원군 서면 와수리 864-1","강원특별자치도 철원군 서면 와수로 246-1, 신원아파트 103동 502호","24057","산들가축인공수정소","2025-09-30 09:19:00","I","2025-10-02 00:20:02","","238811.31063553","526854.422879831","가축인공수정소","","0","000","0",
"229","가축인공수정소","02_04_02_P","4301000","430100000320230001","2023-10-13","","01","영업/정상","0000","정상","","","","","","68.5","","강원특별자치도 철원군 서면 와수리 1216","강원특별자치도 철원군 서면 아리랑로7번길 25-1","24057","슥가축인공수정소","2023-10-13 09:04:48","I","2023-10-15 00:17:39","","238057.99661166","526845.468984955","가축인공수정소","","0","000","0",
"230","가축인공수정소","02_04_02_P","4301000","430000000319820001","1982-01-30","","02","휴업","0001","휴업","","2019-02-20","","","","0","","강원특별자치도 철원군 서면 와수리 1172-10","강원특별자치도 철원군 서면 와수로 182","24058","대우가축인공수정소","2019-02-20 20:15:42","I","2023-06-13 00:00:00","","238384.261909442","526380.115390351","가축인공수정소","","0","000","0",
"231","가축인공수정소","02_04_02_P","4301000","430000000319850001","1985-05-17","","02","휴업","0001","휴업","","2019-02-20","","","","0","","강원특별자치도 철원군 동송읍 오덕리 683-8","강원특별자치도 철원군 동송읍 태봉로 2525-5","24010","동송가축인공수정소","2019-02-20 20:15:11","I","2023-06-13 00:00:00","","219859.992426726","524361.989996545","가축인공수정소","","0","000","0",
"232","가축인공수정소","02_04_02_P","4311000","431000000319840001","1984-05-04","","01","영업/정상","0000","정상","","","","","442-2465","0","","강원특별자치도 화천군 화천읍 아리 4통3반","강원특별자치도 화천군 화천읍 중앙로9길 32-22","24126","개인가축인공수정소","2011-10-30 15:20:44","I","2023-06-13 00:00:00","","262118.490856876","511500.168258543","가축인공수정소","","0","000","0",
"233","가축인공수정소","02_04_02_P","4311000","431000000319870001","1987-03-01","","01","영업/정상","0000","정상","","","","","441-3463","0","","강원특별자치도 화천군 하남면 위라리 329-2","강원특별자치도 화천군 하남면 위라리길 92","24140","애농개인가축인공수정소","2015-12-30 15:03:48","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"234","가축인공수정소","02_04_02_P","4311000","431000000319940001","1994-03-24","","01","영업/정상","0000","정상","","","","","442-3472","0","","강원특별자치도 화천군 간동면 오음리 245-2","강원특별자치도 화천군 간동면 동림길 35-7","24137","상서개인인공수정소","2022-04-28 12:58:01","I","2023-06-13 00:00:00","","272063.167492788","506115.47659951","가축인공수정소","","0","000","0",
"235","가축인공수정소","02_04_02_P","4311000","431000000319980001","1998-09-10","","01","영업/정상","0000","정상","","","","","442-0995","0","","강원특별자치도 화천군 화천읍 상리 26-4 상리연립","강원특별자치도 화천군 화천읍 상승로8길 39, 나동 2층 201호 (상리연립)","24116","화천가축인공수정소","2019-07-23 17:48:03","I","2023-06-13 00:00:00","","261859.182769364","512198.197802366","가축인공수정소","","0","000","0",
"236","가축인공수정소","02_04_02_P","4311000","431000000320180001","2018-11-29","","01","영업/정상","0000","정상","","","","","","33","","강원특별자치도 화천군 화천읍 풍산리 1012","강원특별자치도 화천군 화천읍 산수화로 457","24109","백암 가축인공수정소","2018-11-29 11:01:13","I","2023-06-13 00:00:00","","264837.81644879","515032.560512064","가축인공수정소","","0","000","0",
"237","가축인공수정소","02_04_02_P","4311000","431000000320190001","2019-02-14","","01","영업/정상","0000","정상","","","","","","32.64","","강원특별자치도 화천군 사내면 사창리 48 청원농장","강원특별자치도 화천군 사내면 솔대길 131-5, 청원농장","24151","조던 수정소","2019-02-14 18:30:59","I","2023-06-13 00:00:00","","246185.253799433","510112.471580879","가축인공수정소","","0","000","0",
"238","가축인공수정소","02_04_02_P","4311000","431000000319860001","1986-09-29","","03","폐업","0002","폐업","2006-10-09","","","","441-4948","0","","강원특별자치도 화천군 사내면 명월리 2통3반","","","사내개인인공수정소","2006-10-09 10:52:34","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"239","가축인공수정소","02_04_02_P","4311000","431000000319880001","1988-11-10","","03","폐업","0002","폐업","2007-12-18","","","","442-4371","0","","강원특별자치도 화천군 간동면 오음리 1통2반","","","학가축인공수정소","2007-12-18 09:09:10","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"240","가축인공수정소","02_04_02_P","4311000","431000000320140001","2014-10-30","","03","폐업","0002","폐업","2016-12-30","","","","","0","","","강원특별자치도 화천군 화천읍 산수화로 6-1","24120","화천동물병원 가축인공수정소","2016-12-30 11:43:41","I","2023-06-13 00:00:00","","261839.560268243","511792.455688468","가축인공수정소","","0","000","0",
"241","가축인공수정소","02_04_02_P","4321000","432000000319920001","1992-04-16","","01","영업/정상","0000","정상","","","","","","20","","강원특별자치도 양구군 동면 지석리","","","목장수정소","2003-04-25 14:29:58","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"242","가축인공수정소","02_04_02_P","4321000","432000000319980001","1998-09-04","","01","영업/정상","0000","정상","","","","","","20","","강원특별자치도 양구군 양구읍 정림리","","","대우가축인공수정소","2024-10-30 13:28:24","U","2024-11-01 02:40:00","","","","가축인공수정소","","0","000","0",
"243","가축인공수정소","02_04_02_P","4321000","432000000320070001","2007-01-30","","01","영업/정상","0000","정상","","","","","","6","","강원특별자치도 양구군 동면 덕곡리 132","","","양구가축인공수정소","2024-10-30 13:24:23","U","2024-11-01 02:40:00","","","","가축인공수정소","","0","000","0",
"244","가축인공수정소","02_04_02_P","4321000","432000000320110001","2011-11-09","","01","영업/정상","0000","정상","","","","","","9.9","","강원특별자치도 양구군 방산면 현리 8-1","강원특별자치도 양구군 방산면 장거리길43번길 40","24502","우림목장수정소","2011-11-11 16:55:51","I","2023-06-13 00:00:00","","283053.54567331","523534.943752531","가축인공수정소","","0","000","0",
"245","가축인공수정소","02_04_02_P","4321000","432000000320200001","2020-07-17","","01","영업/정상","0000","정상","","","","","","50.4","","강원특별자치도 양구군 국토정중앙면 적리 525","","","천복수정소","2020-07-20 15:27:14","I","2023-06-13 00:00:00","","291174.804098956","517188.918783256","가축인공수정소","","0","000","0",
"246","가축인공수정소","02_04_02_P","4321000","432100000320240001","2024-03-26","","01","영업/정상","0000","정상","","","","","","36","","강원특별자치도 양구군 방산면 장평리 181-2","강원특별자치도 양구군 방산면 소풍정길 63","24502","소풍인공수정소","2024-03-26 18:39:53","I","2024-03-28 00:15:57","","284104.401029162","523530.904511144","가축인공수정소","","0","000","0",
"247","가축인공수정소","02_04_02_P","4321000","432100000320230001","2023-12-05","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 양구군 방산면 송현리 1236","강원특별자치도 양구군 방산면 소풍정길 160-39","24501","와우인공수정소","2024-10-30 13:31:41","U","2024-11-01 02:40:00","","284049.274578106","524678.298589772","가축인공수정소","","0","000","0",
"248","가축인공수정소","02_04_02_P","4321000","432000000319900001","1990-11-14","","03","폐업","0002","폐업","2007-04-04","","","","","20","","강원특별자치도 양구군 양구읍 상리","","","양구축협수정소","2007-04-04 11:51:30","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","L00","0",
"249","가축인공수정소","02_04_02_P","4331000","433000000319840002","1984-11-23","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 인제군 기린면 현리 416-7 1통1반","강원특별자치도 인제군 기린면 기린로58번길 4-3","24660","현리가축인공수정소","2011-10-30 14:38:20","I","2023-06-13 00:00:00","","315825.996109642","495716.501476144","가축인공수정소","","0","000","0",
"250","가축인공수정소","02_04_02_P","4331000","433000000319980001","1998-12-22","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 인제군 기린면 현리 113 5 통6반","강원특별자치도 인제군 기린면 조침령로 180-31","","신구가축인공수정소","2003-05-15 10:45:56","I","2023-06-13 00:00:00","","317214.140334802","494299.068075727","가축인공수정소","","0","000","0",
"251","가축인공수정소","02_04_02_P","4331000","433000000320060001","2006-08-10","","01","영업/정상","0000","정상","","","","","033-463-8999","13","","강원특별자치도 인제군 인제읍 상동리 269-21","강원특별자치도 인제군 인제읍 인제로188번길 32-2","24634","한우인공수정소","2017-07-13 16:25:01","I","2023-06-13 00:00:00","","302855.072437287","507685.168925089","가축인공수정소","","0","000","0",
"252","가축인공수정소","02_04_02_P","4331000","433000000320230001","2023-04-04","","01","영업/정상","0000","정상","","","","","","9","","강원특별자치도 인제군 북면 한계리 1218-22","강원특별자치도 인제군 북면 예술인촌길 57","24607","수경가축인공수정소","2025-06-24 10:00:17","U","2025-06-26 02:40:00","","309785.804675974","516415.231615959","가축인공수정소","","0","000","0",
"253","가축인공수정소","02_04_02_P","4331000","433100000320240001","2024-02-01","","01","영업/정상","0000","정상","","","","","","58.88","","강원특별자치도 인제군 북면 원통리 674-13 남향에코캐슬","강원특별자치도 인제군 북면 원통로211번길 1, 602호 (남향에코캐슬)","24613","지금도 가축인공수정소","2024-02-01 16:55:24","I","2024-02-03 00:16:05","","305745.608617788","514215.226990595","가축인공수정소","","0","000","0",
"254","가축인공수정소","02_04_02_P","4331000","433000000319830001","1983-04-25","","03","폐업","0002","폐업","2008-02-26","","","","","0","","강원특별자치도 인제군 남면 어론리","","","신남가축인공수정소","2008-02-26 14:49:06","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"255","가축인공수정소","02_04_02_P","4331000","433000000319840001","1984-05-07","","03","폐업","0002","폐업","2008-10-06","","","","","0","","강원특별자치도 인제군 인제읍 상동리 249-5 4통3반","강원특별자치도 인제군 인제읍 비봉로 37-1","","수경가축인공수정소","2008-10-06 16:38:33","I","2023-06-13 00:00:00","","302990.749661359","507692.863660438","가축인공수정소","","0","000","0",
"256","가축인공수정소","02_04_02_P","4331000","433000000319900001","1990-02-13","","03","폐업","0002","폐업","2008-02-13","","","","","0","","강원특별자치도 인제군 기린면 북리 1227 1통1반","강원특별자치도 인제군 기린면 한석산로 3002-26","","북리가축인공수정소","2008-02-13 17:52:35","I","2023-06-13 00:00:00","","317129.532162956","498559.135956271","가축인공수정소","","0","000","0",
"257","가축인공수정소","02_04_02_P","4331000","433000000319960001","1996-06-28","","03","폐업","0002","폐업","2008-02-13","","","","","0","","강원특별자치도 인제군 상남면 상남리 136-2 1통1반","강원특별자치도 인제군 상남면 상남로47번길 3","","상남가축인공수정소","2008-02-13 17:50:43","I","2023-06-13 00:00:00","","310687.149376742","486381.123168166","가축인공수정소","","0","000","0",
"258","가축인공수정소","02_04_02_P","4331000","433000000320080001","2008-02-13","","03","폐업","0002","폐업","2010-01-21","","","","","3.3","","강원특별자치도 인제군 인제읍 가아리 379 1통6반","강원특별자치도 인제군 인제읍 광치령로 790-7","","대암축산가축인공수정소","2010-01-21 09:34:13","I","2023-06-13 00:00:00","","300493.247241996","515661.237990492","가축인공수정소","","0","000","0",
"259","가축인공수정소","02_04_02_P","4331000","433000000320090001","2009-08-05","","03","폐업","0002","폐업","2009-11-16","","","","","211","","강원특별자치도 인제군 인제읍 덕산리 677","","","인제가축인공수정소","2009-11-16 12:11:55","I","2023-06-13 00:00:00","","304299.326236933","508950.249559209","가축인공수정소","","0","000","0",
"260","가축인공수정소","02_04_02_P","4331000","433000000320100001","2010-07-01","","03","폐업","0002","폐업","","","","","","24","","강원특별자치도 인제군 인제읍 남북리 381-4","강원특별자치도 인제군 인제읍 인제로 91-1","","인제가축인공수정소","2017-08-02 12:22:44","I","2023-06-13 00:00:00","","302048.304718793","507273.16844472","가축인공수정소","","0","000","0",
"261","가축인공수정소","02_04_02_P","4341000","434000000320060001","2006-01-12","","01","영업/정상","0000","정상","","","","","681-3345","12","","강원특별자치도 고성군 간성읍 신안리 265-1","강원특별자치도 고성군 간성읍 간성시장3길 5-2","","컨설팅가축인공수정소","2006-01-12 13:55:54","I","2023-06-13 00:00:00","","328321.894204876","542877.415069646","가축인공수정소","","0","000","0",
"262","가축인공수정소","02_04_02_P","4341000","434000000320060002","2006-10-12","","01","영업/정상","0000","정상","","","","","033-633-1051","10","","강원특별자치도 고성군 죽왕면 야촌리 1479-1","강원특별자치도 고성군 죽왕면 야촌길 31","","카우 홈런수정소","2006-10-12 10:37:22","I","2023-06-13 00:00:00","","333473.904653596","534425.984833138","가축인공수정소","","0","000","0",
"263","가축인공수정소","02_04_02_P","4341000","434000000320080001","2008-02-19","","01","영업/정상","0000","정상","","","","","033-681-2181","12","","강원특별자치도 고성군 죽왕면 향목리 57-1","강원특별자치도 고성군 죽왕면 가향길 152","24743","예림가축인공수정소","2011-10-30 13:27:44","I","2023-06-13 00:00:00","","330300.610449107","543055.646771235","가축인공수정소","","0","000","0",
"264","가축인공수정소","02_04_02_P","4341000","434000000320210001","2021-10-06","","01","영업/정상","0000","정상","","","","","033-637-7557","0","","강원특별자치도 고성군 죽왕면 문암진리 258-7","강원특별자치도 고성군 죽왕면 동해대로 5582, 수성동물병원","24752","수성동물병원","2021-10-06 20:42:23","I","2023-06-13 00:00:00","","334585.471448289","534480.334341859","가축인공수정소","","0","000","0",
"265","가축인공수정소","02_04_02_P","4341000","434000000320030001","2003-04-07","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 고성군 거진읍 거진리 289-90 10통7반","강원특별자치도 고성군 거진읍 수외길 59","24718","간성가축인공수정소","2013-12-24 15:30:49","I","2023-06-13 00:00:00","","326735.418265136","550031.735250224","가축인공수정소","","0","000","0",
"266","가축인공수정소","02_04_02_P","4341000","434000000320030003","2003-04-07","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 고성군 간성읍 어천리 241","강원특별자치도 고성군 간성읍 어천1길 109","24740","고성가축인공수정소","2013-12-24 15:34:43","I","2023-06-13 00:00:00","","323553.062865398","540506.402146136","가축인공수정소","","0","000","0",
"267","가축인공수정소","02_04_02_P","4341000","434000000320030004","2003-04-07","","01","영업/정상","0000","정상","","","","","","15","","강원특별자치도 고성군 죽왕면 삼포리 475","강원특별자치도 고성군 죽왕면 순포로1길 9-7","24750","강원가축인공수정소","2025-02-17 15:19:01","U","2025-02-19 02:40:00","","332684.510268193","535968.616191971","가축인공수정소","","0","000","0",
"268","가축인공수정소","02_04_02_P","4341000","434000000320030005","2003-04-07","","01","영업/정상","0000","정상","","","","","682-4815","15","","강원특별자치도 고성군 죽왕면 가진리 240-3","강원특별자치도 고성군 죽왕면 가진해변길 35-0","24744","제일가축인공수정소","2014-07-22 15:06:27","I","2023-06-13 00:00:00","","331483.862518533","542302.659898328","가축인공수정소","","0","000","0",
"269","가축인공수정소","02_04_02_P","4341000","434000000320030006","2003-04-07","","01","영업/정상","0000","정상","","","","","636-3810","15","","강원특별자치도 고성군 토성면 용촌리 157-1","강원특별자치도 고성군 토성면 용촌2길 10","24770","우량가축인공수정소","2013-12-24 15:42:39","I","2023-06-13 00:00:00","","337961.677042363","526692.590730028","가축인공수정소","","0","000","0",
"270","가축인공수정소","02_04_02_P","4341000","434000000320050001","2005-05-03","","01","영업/정상","0000","정상","","","","","631-5920","0","","강원특별자치도 고성군 죽왕면 오호리 181-3 1통2반","강원특별자치도 고성군 죽왕면 동해대로 5892","24747","동해가축인공수정소","2013-12-24 15:44:58","I","2023-06-13 00:00:00","","333261.034481632","537252.255720856","가축인공수정소","","0","000","0",
"271","가축인공수정소","02_04_02_P","4341000","434100000320250001","2025-02-17","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 고성군 거진읍 송강리 산 44","강원특별자치도 고성군 거진읍 송강길 66","24708","H.H 가축인공수정소","2025-02-17 15:18:47","I","2025-02-19 00:10:43","","321877.699634432","548907.490811761","가축인공수정소","","0","000","0",
"272","가축인공수정소","02_04_02_P","4341000","434000000320170001","2017-02-08","","02","휴업","0001","휴업","","2023-04-01","2027-03-31","","","0","","","강원특별자치도 고성군 죽왕면 자작도선사1길 13","24752","동광가축인공수정소","2023-12-04 13:21:56","U","2023-12-06 02:40:00","","334779.689654857","535253.472715033","가축인공수정소","","0","000","0",
"273","가축인공수정소","02_04_02_P","4341000","434000000320160001","2016-11-07","","03","폐업","0002","폐업","2016-11-07","","","","","10","","","강원특별자치도 고성군 죽왕면 자작도선사1길 13","24752","동광가축인공수정소","2016-11-07 10:05:13","I","2023-06-13 00:00:00","","334779.689654857","535253.472715033","가축인공수정소","","0","000","0",
"274","가축인공수정소","02_04_02_P","4341000","434000000320030007","2003-04-07","","03","폐업","0002","폐업","2020-09-09","","","","","20","","강원특별자치도 고성군 토성면 천진리 163-6 2통2반","강원특별자치도 고성군 토성면 천진1길 4-9","24764","현대가축인공수정소","2020-09-10 16:41:48","I","2023-06-13 00:00:00","","336307.988241705","529431.089854312","가축인공수정소","","0","000","0",
"275","가축인공수정소","02_04_02_P","4341000","434000000320030002","2003-04-07","","04","취소/말소/만료/정지/중지","0004","말소","","2016-11-01","2016-11-25","","632-1150","10","","강원특별자치도 고성군 죽왕면 문암진리 463-60","강원특별자치도 고성군 죽왕면 자작도선사1길 13","","동광가축인공수정소","2024-01-28 16:19:44","U","2024-01-30 02:40:00","","334779.689654857","535253.472715033","가축인공수정소","","0","000","0",
"276","가축인공수정소","02_04_02_P","4351000","435000000320040003","2004-06-07","","01","영업/정상","0000","정상","","","","","033-673-9333","0","","강원특별자치도 양양군 손양면 우암리 68","강원특별자치도 양양군 손양면 상촌로 181","25045","대성인공수정소","2014-05-01 17:26:29","I","2023-06-13 00:00:00","","344050.871701287","505453.135093344","가축인공수정소","","0","000","0",
"277","가축인공수정소","02_04_02_P","4351000","435000000320050001","2005-04-12","","01","영업/정상","0000","정상","","","","","0336718868","25","","강원특별자치도 양양군 양양읍 남문리 44-1","강원특별자치도 양양군 양양읍 양양로 49 (속초양양축산업조합)","25030","속초양양축협","2017-07-13 16:04:40","I","2023-06-13 00:00:00","","342402.761527116","509351.555070153","가축인공수정소","","0","L00","0",
"278","가축인공수정소","02_04_02_P","4351000","435000000320200001","2020-02-05","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 양양군 양양읍 구교리 106","강원특별자치도 양양군 양양읍 구교언덕길 24-1","25022","홍가축인공수정소","2020-02-05 16:33:20","I","2023-06-13 00:00:00","","342229.530432096","509712.111719541","가축인공수정소","","0","000","0",
"279","가축인공수정소","02_04_02_P","4351000","435100000320250001","2025-01-15","","01","영업/정상","0000","정상","","","","","","56","","강원특별자치도 양양군 손양면 하왕도리 303 양양삼호아파트","강원특별자치도 양양군 손양면 손중로 211-8 (양양삼호아파트)","25044","예농가축인공수정소","2025-01-15 09:23:47","I","2025-01-18 01:12:01","","343925.571895076","507787.35610737","가축인공수정소","","0","000","0",
"280","가축인공수정소","02_04_02_P","4351000","435000000319900001","1990-06-20","","03","폐업","0002","폐업","2017-08-01","","","","","25","","강원특별자치도 강릉시 연곡면 송림리 390","강원특별자치도 강릉시 연곡면 송림골바다길 20-6","25428","인구가축인공수정소","2017-08-01 15:01:41","I","2023-06-13 00:00:00","","359117.050178869","485127.180617869","가축인공수정소","","0","000","0",
"281","가축인공수정소","02_04_02_P","4351000","435000000320040001","2004-06-07","","03","폐업","0002","폐업","2017-06-28","","","","","0","","강원특별자치도 양양군 양양읍 청곡리 유화아파트 803호","","","양양개인가축인공수정소","2017-06-28 15:13:16","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"282","가축인공수정소","02_04_02_P","4351000","435000000320040002","2004-02-13","","03","폐업","0002","폐업","2004-02-13","","","","","0","","강원특별자치도 양양군 양양읍 남문리 247-14","","","양양개인가축인공수정소","2007-12-11 13:47:42","I","2023-06-13 00:00:00","","342097.382340728","509017.26099824","가축인공수정소","","0","000","0",
"283","가축인공수정소","02_04_02_P","4351000","435000000320040004","2004-02-13","","03","폐업","0002","폐업","2004-02-13","","","","","0","","강원특별자치도 양양군 양양읍 남문리 247-14","강원특별자치도 양양군 양양읍 남서길 10-2","25029","양양개인가축인공수정소","2011-10-30 16:32:10","I","2023-06-13 00:00:00","","342097.382340728","509017.26099824","가축인공수정소","","0","000","0",
"284","가축인공수정소","02_04_02_P","4351000","435000000320060001","2006-10-24","","03","폐업","0002","폐업","2007-08-13","","","","673-5268","50","","강원특별자치도 양양군 서면 범부리 211-1","","","이 가축인공수정소","2007-12-11 13:48:36","I","2023-06-13 00:00:00","","339507.775449198","508071.586412289","가축인공수정소","","0","000","0",
