"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","직원수","허가기간시작일자","허가기간종료일자",
"248","급수공사대행업","09_30_06_P","4251000","425100016202000006","2020-08-25","","01","영업/정상","11","정상","","","","","033-436-7200","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 갈마로*길 **","","(주)태광건설","2020-08-20 13:41:15","I","2023-06-13 00:00:00","","279344.378187031","466345.507601701","0","20200825","20220824",
"249","급수공사대행업","09_30_06_P","4251000","425100016202100001","2021-03-23","","01","영업/정상","11","정상","","","","","033-435-0494","","","강원특별자치도 홍천군 북방면 하화계리 **-*","강원특별자치도 홍천군 북방면 송학정로 **-**","","(주)인프라건설","2021-03-22 16:02:33","I","2023-06-13 00:00:00","","275835.348894835","464771.818680972","0","20210323","20230322",
"250","급수공사대행업","09_30_06_P","4251000","425100016202100002","2021-05-10","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 갈마로*길 **","","대성","2021-05-10 14:30:20","I","2023-06-13 00:00:00","","279344.378187031","466345.507601701","0","20210510","20230509",
"251","급수공사대행업","09_30_06_P","4251000","425100016202100003","2021-10-08","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 큰골길 **","","비손(주)","2021-10-07 15:14:23","I","2023-06-13 00:00:00","","278943.941153688","466696.311691427","0","20211008","20231007",
"252","급수공사대행업","09_30_06_P","4251000","425100016202100004","2021-10-08","","01","영업/정상","11","정상","","","","","033-433-0853","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 큰골길 **","","강원수도공사","2021-10-07 15:14:23","I","2023-06-13 00:00:00","","278943.941153688","466696.311691427","0","20211013","20231014",
"253","급수공사대행업","09_30_06_P","4251000","425100016202100005","2021-12-27","","01","영업/정상","11","정상","","","","","0334320888","","","강원특별자치도 홍천군 홍천읍 장전평리 ***-*","강원특별자치도 홍천군 홍천읍 긴밭들*길 **-**","","선웅건설(주)","2021-12-27 17:34:28","I","2023-06-13 00:00:00","","278227.743376141","462318.220560711","4","20220108","20240107",
"254","급수공사대행업","09_30_06_P","4251000","425100016202200001","2022-02-10","","01","영업/정상","11","정상","","","","","0334363304","","","강원특별자치도 홍천군 홍천읍 검율리 ***-*","강원특별자치도 홍천군 홍천읍 검율*길 **","","(주)금강수도건설","2023-08-28 17:34:57","U","2023-08-30 02:40:00","","280471.77641324","466388.105329994","0","20220227","20240227",
"255","급수공사대행업","09_30_06_P","4251000","425100016202200002","2022-06-14","","01","영업/정상","11","정상","","","","","0334355900","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-**","강원특별자치도 홍천군 홍천읍 연봉서로*길 **","","(합)대헌건설","2022-06-14 12:43:19","I","2023-06-13 00:00:00","","277266.527971167","464648.549262483","0","20220529","20240528",
"256","급수공사대행업","09_30_06_P","4251000","425100016202200003","2022-06-21","","01","영업/정상","11","정상","","","","","033-436-0482","","","강원특별자치도 홍천군 홍천읍 검율리 산 *-**","강원특별자치도 홍천군 홍천읍 당뿌리길 ***","","가나수도공사","2022-06-22 08:58:15","I","2023-06-13 00:00:00","","","","0","20220529","20240528",
"257","급수공사대행업","09_30_06_P","4251000","425100016202200004","2022-06-21","","01","영업/정상","11","정상","","","","","033-433-0758","","","강원특별자치도 홍천군 홍천읍 진리 **-*","강원특별자치도 홍천군 홍천읍 희망진리길 **","","(주)거봉","2022-06-22 08:58:16","I","2023-06-13 00:00:00","","278465.622527779","466032.24482422","0","20220622","20240621",
"258","급수공사대행업","09_30_06_P","4251000","425100016202200005","2022-06-30","","01","영업/정상","11","정상","","","","","0334335153","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-**","강원특별자치도 홍천군 홍천읍 열산골길 **","","(주)태솔","2022-06-30 12:54:22","I","2023-06-13 00:00:00","","276832.540314692","464298.054737707","0","20220529","20240528",
"259","급수공사대행업","09_30_06_P","4251000","425100016202200006","2022-08-22","","01","영업/정상","11","정상","","","","","0334367200","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 갈마로*길 **","","(주)태광건설","2022-08-22 14:01:58","I","2023-06-13 00:00:00","","279344.378187031","466345.507601701","0","20220825","20240824",
"260","급수공사대행업","09_30_06_P","4251000","425100016202300001","2022-06-21","","01","영업/정상","11","정상","","","","","0334340758","","","강원특별자치도 홍천군 홍천읍 신장대리 **-*","강원특별자치도 홍천군 홍천읍 번영로 **-*, *층","","주식회사 거봉","2023-01-02 17:46:22","I","2023-06-13 00:00:00","","277943.259534045","465665.195740994","0","20220622","20240621",
"261","급수공사대행업","09_30_06_P","4251000","425100016202300002","2023-01-06","","01","영업/정상","11","정상","","","","","0334340758","","","강원특별자치도 홍천군 홍천읍 신장대리 **-*","강원특별자치도 홍천군 홍천읍 번영로 **-*, *층","","(주)거봉","2024-01-23 12:49:44","U","2024-01-25 02:40:00","","277943.259534045","465665.195740994","0","20220622","20240621",
"262","급수공사대행업","09_30_06_P","4251000","425100016202300003","2023-03-22","","01","영업/정상","11","정상","","","","","033-435-0494","","","강원특별자치도 홍천군 북방면 하화계리 **-*","강원특별자치도 홍천군 북방면 송학정로 **-**","","(주)인프라건설","2023-03-22 16:55:05","I","2023-06-13 00:00:00","","275835.348894835","464771.818680972","0","20230323","20250322",
"263","급수공사대행업","09_30_06_P","4251000","425100016201900003","2019-10-08","","01","영업/정상","11","정상","","","","","033-435-7300","","","강원특별자치도 홍천군 홍천읍 검율리 ***-*","강원특별자치도 홍천군 홍천읍 검율*길 **","","주식회사 금산","2019-10-07 13:23:35","I","2023-06-13 00:00:00","","280471.77641324","466388.105329994","0","20191008","20211007",
"264","급수공사대행업","09_30_06_P","4251000","425100016202300004","2023-03-27","","01","영업/정상","11","정상","","","","","033-435-5333","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 큰골길 **, *층","","비손주식회사","2023-03-27 11:39:09","I","2023-06-13 00:00:00","","278943.941153688","466696.311691427","0","20211008","20231007",
"265","급수공사대행업","09_30_06_P","4251000","425100016202300005","2023-05-30","","01","영업/정상","11","정상","","","","","033-432-2341","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 갈마로*길 **","","대성","2023-05-31 11:18:16","I","2023-06-13 00:00:00","","279344.378187031","466345.507601701","0","20230530","20250529",
"266","급수공사대행업","09_30_06_P","4251000","425100016200500001","2009-04-09","","01","영업/정상","11","정상","","","","","033)432-7531","","","강원특별자치도 홍천군 화촌면 성산리 ***번지  *   호","","","대민건설(주)","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","3","20090409","20110408",
"267","급수공사대행업","09_30_06_P","4251000","425100016200500002","2001-10-04","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 홍천군 홍천읍 희망리 ***번지  *   호","","","강원수도공사","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","0","20011006","20031005",
"268","급수공사대행업","09_30_06_P","4251000","425100016200500004","2002-12-13","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 홍천군 홍천읍 연봉리 ***번지  *   호","","","영진건설","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","0","20021221","20041220",
"269","급수공사대행업","09_30_06_P","4251000","425100016200500005","2010-11-05","","01","영업/정상","11","정상","","","","","033-432-0888","","","강원특별자치도 홍천군 홍천읍 연봉리 ***번지  *   호","","","영진건설","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","4","20101221","20121220",
"270","급수공사대행업","09_30_06_P","4251000","425100016200500006","2005-05-27","","01","영업/정상","11","정상","","","","","033-434-5540","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***번지  **  호","","","대일수도공사","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","0","20011001","20030930",
"271","급수공사대행업","09_30_06_P","4251000","425100016200500007","2011-10-10","","01","영업/정상","11","정상","","","","","033-434-5540","","","강원특별자치도 홍천군 남면 남노일리","","","대일수도공사","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","2","20131001","20150930",
"272","급수공사대행업","09_30_06_P","4251000","425100016200500008","2003-05-01","","01","영업/정상","11","정상","","","","","033-434-7667","","","강원특별자치도 홍천군 홍천읍 연봉리 ***번지  *   호","","","동선건설","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","0","20030501","20050430",
"273","급수공사대행업","09_30_06_P","4251000","425100016200500009","2011-09-30","","01","영업/정상","11","정상","","","","","433-9873","","","강원특별자치도 홍천군 홍천읍 결운리 ***-*번지","","","(주)청명건설","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","4","20110830","20130829",
"274","급수공사대행업","09_30_06_P","4251000","425100016200500010","2005-08-30","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 홍천군 홍천읍 희망리 ***번지  *   호","","","대일건설","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","4","20050830","20070829",
"275","급수공사대행업","09_30_06_P","4251000","425100016200500011","2005-10-13","","01","영업/정상","11","정상","","","","","033-435-8123","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***번지  *   호","","","대신건설(유)","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","0","20051013","20071012",
"276","급수공사대행업","09_30_06_P","4251000","425100016200700001","2011-10-17","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 홍천군 홍천읍 태학리 ***번지 *   호","","","대신건설(유)","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","3","20111013","20131012",
"277","급수공사대행업","09_30_06_P","4251000","425100016201100001","2011-03-10","","01","영업/정상","11","정상","","","","","033-435-0494","","","강원특별자치도 홍천군 북방면 하화계리 **번지 *   호","","","(주)인프라건설","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","5","20130311","20150310",
"278","급수공사대행업","09_30_06_P","4251000","425100016201100002","2011-09-07","","01","영업/정상","11","정상","","","","","033-434-0069","","","강원특별자치도 홍천군 화촌면 성산리 ***번지","","","한스개발(주)","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","0","20110907","20130906",
"279","급수공사대행업","09_30_06_P","4251000","425100016201100003","2014-01-17","","01","영업/정상","11","정상","","","","","033-436-7300","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***번지 *   호","","","수주건설","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","3","20131227","20151226",
"280","급수공사대행업","09_30_06_P","4251000","425100016201400004","2014-12-05","","01","영업/정상","11","정상","","","","","432-0110","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***번지 **호","","","노아건설(주)","2015-01-05 21:15:32","I","2023-06-13 00:00:00","","","","5","20141205","20161204",
"281","급수공사대행업","09_30_06_P","4251000","425100016201400005","2014-12-05","","01","영업/정상","11","정상","","","","","4328225","","","강원특별자치도 홍천군 홍천읍 결운리 ***-*","강원특별자치도 홍천군 홍천읍 두루봉*길 **","","태영토건(주)","2016-04-06 15:05:32","I","2023-06-13 00:00:00","","281009.236936204","468353.56920083","0","20141205","20161204",
"282","급수공사대행업","09_30_06_P","4251000","425100016201500001","2015-03-17","","01","영업/정상","11","정상","","","","","435-0494","","","강원특별자치도 홍천군 북방면 하화계리 **-*","강원특별자치도 홍천군 북방면 송학정로 **-**","","(주)인프라건설","2015-03-17 13:56:52","I","2023-06-13 00:00:00","","275835.348894835","464771.818680972","6","20150317","20170316",
"283","급수공사대행업","09_30_06_P","4251000","425100016201500002","2015-04-08","","01","영업/정상","11","정상","","","","","033-434-0759","","","강원특별자치도 홍천군 홍천읍 진리 **-*","강원특별자치도 홍천군 홍천읍 희망진리길 **","","주식회사 거산","2015-04-08 16:30:58","I","2023-06-13 00:00:00","","278465.622527779","466032.24482422","0","20150408","20170407",
"284","급수공사대행업","09_30_06_P","4251000","425100016201500003","2015-08-21","","01","영업/정상","11","정상","","","","","033-433-0758","","","강원특별자치도 홍천군 홍천읍 진리 **-*","강원특별자치도 홍천군 홍천읍 희망진리길 **","","(주) 거봉","2015-08-21 10:55:53","I","2023-06-13 00:00:00","","278465.622527779","466032.24482422","0","20150821","20170820",
"285","급수공사대행업","09_30_06_P","4251000","425100016201500004","2015-09-25","","01","영업/정상","11","정상","","","","","033-434-5540","","","","강원특별자치도 홍천군 홍천읍 홍천로 ***","","대일수도공사","2015-09-25 17:28:09","I","2023-06-13 00:00:00","","278766.083002167","466193.304450052","0","20150925","20170924",
"286","급수공사대행업","09_30_06_P","4251000","425100016201500005","2015-10-02","","01","영업/정상","11","정상","","","","","033-433-0853","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 큰골길 **","","강원수도공사","2015-10-02 18:06:16","I","2023-06-13 00:00:00","","278943.941153688","466696.311691427","0","20151005","20171004",
"287","급수공사대행업","09_30_06_P","4251000","425100016201500006","2015-12-03","","01","영업/정상","11","정상","","","","","033-436-0482","","","강원특별자치도 홍천군 홍천읍 검율리 산 *-**","강원특별자치도 홍천군 홍천읍 당뿌리길 ***","","가나수도공사","2016-07-07 16:09:45","I","2023-06-13 00:00:00","","","","0","20151216","20171215",
"288","급수공사대행업","09_30_06_P","4251000","425100016201600001","2016-01-11","","01","영업/정상","11","정상","","","","","033-435-8229","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 갈마로*길 **","","수주건설 주식회사","2016-01-11 15:48:54","I","2023-06-13 00:00:00","","279344.378187031","466345.507601701","0","20160111","20180110",
"289","급수공사대행업","09_30_06_P","4251000","425100016201600002","2016-02-24","","01","영업/정상","11","정상","","","","","033-436-3304","","","강원특별자치도 홍천군 홍천읍 검율리 ***-*","강원특별자치도 홍천군 홍천읍 검율*길 **","","주식회사 금강수도건설","2016-05-11 16:25:00","I","2023-06-13 00:00:00","","280471.77641324","466388.105329994","0","20160227","20180226",
"290","급수공사대행업","09_30_06_P","4251000","425100016201600003","2016-05-13","","01","영업/정상","11","정상","","","","","033-433-5153","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-**","강원특별자치도 홍천군 홍천읍 열산골길 **","","(주) 태솔","2017-06-22 10:27:49","I","2023-06-13 00:00:00","","276859.564097728","464277.183188734","0","20160515","20180514",
"291","급수공사대행업","09_30_06_P","4251000","425100016201600004","2016-08-26","","01","영업/정상","11","정상","","","","","033-436-7200","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 갈마로*길 **","","주식회사 태광건설","2016-08-26 17:28:46","I","2023-06-13 00:00:00","","279344.378187031","466345.507601701","0","20160826","20180825",
"292","급수공사대행업","09_30_06_P","4251000","425100016201600005","2016-12-22","","01","영업/정상","11","정상","","","","","033-432-0110","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 큰골길 **","","노아건설 (주)","2016-12-22 16:37:38","I","2023-06-13 00:00:00","","278943.941153688","466696.311691427","0","20161223","20181222",
"293","급수공사대행업","09_30_06_P","4251000","425100016201700001","2017-03-16","","01","영업/정상","11","정상","","","","","033-435-0494","","","강원특별자치도 홍천군 북방면 하화계리 **-*","강원특별자치도 홍천군 북방면 송학정로 **-**","","(주)인프라건설","2017-03-16 11:12:32","I","2023-06-13 00:00:00","","275835.348894835","464771.818680972","0","20170317","20190316",
"294","급수공사대행업","09_30_06_P","4251000","425100016201900004","2019-10-08","","01","영업/정상","11","정상","","","","","033-433-0853","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 큰골길 **","","강원수도공사","2019-10-07 13:24:35","I","2023-06-13 00:00:00","","278943.941153688","466696.311691427","0","20191013","20211012",
"295","급수공사대행업","09_30_06_P","4251000","425100016201900005","2019-10-08","","01","영업/정상","11","정상","","","","","033-435-5333","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 큰골길 **","","비손(주)","2019-10-08 13:55:02","I","2023-06-13 00:00:00","","278943.941153688","466696.311691427","0","20191008","20211007",
"296","급수공사대행업","09_30_06_P","4251000","425100016202000001","2020-01-07","","01","영업/정상","11","정상","","","","","033-432-0888","","","강원특별자치도 홍천군 홍천읍 장전평리 ***-*","강원특별자치도 홍천군 홍천읍 긴밭들*길 **-**","","선웅건설주식회사","2020-01-07 14:02:53","I","2023-06-13 00:00:00","","278227.743376141","462318.220560711","0","20200108","20220107",
"297","급수공사대행업","09_30_06_P","4251000","425100016201700002","2017-08-18","","01","영업/정상","11","정상","","","","","0334330758","","","강원특별자치도 홍천군 홍천읍 진리 **-*","강원특별자치도 홍천군 홍천읍 희망진리길 **","","(주) 거봉","2017-08-21 08:06:33","I","2023-06-13 00:00:00","","278465.622527779","466032.24482422","0","20170821","20190820",
"298","급수공사대행업","09_30_06_P","4251000","425100016201700003","2017-09-22","","01","영업/정상","11","정상","","","","","033-434-5540","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 홍천로 ***","","대일수도공사","2017-09-25 11:09:26","I","2023-06-13 00:00:00","","278766.083002167","466193.304450052","0","20170925","20190924",
"299","급수공사대행업","09_30_06_P","4251000","425100016201700004","2017-10-13","","01","영업/정상","11","정상","","","","","033-433-0853","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 큰골길 **","","강원수도공사","2017-10-13 13:53:38","I","2023-06-13 00:00:00","","278943.941153688","466696.311691427","0","20171013","20191012",
"300","급수공사대행업","09_30_06_P","4251000","425100016201700005","2017-12-15","","01","영업/정상","11","정상","","","","","033-436-0482","","","강원특별자치도 홍천군 홍천읍 검율리 산 *-**","강원특별자치도 홍천군 홍천읍 당뿌리길 ***","","가나수도공사","2017-12-15 10:35:06","I","2023-06-13 00:00:00","","","","0","20171215","20191214",
"301","급수공사대행업","09_30_06_P","4251000","425100016201800001","2018-01-11","","01","영업/정상","11","정상","","","","","033-435-8229","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 갈마로*길 **","","수주건설 주식회사)","2018-01-05 15:47:43","I","2023-06-13 00:00:00","","279344.378187031","466345.507601701","0","20180111","20200110",
"302","급수공사대행업","09_30_06_P","4251000","425100016201800003","2018-05-29","","01","영업/정상","11","정상","","","","","033-433-5153","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-**","강원특별자치도 홍천군 홍천읍 열산골길 **","","(주)태솔","2018-05-29 12:54:59","I","2023-06-13 00:00:00","","276832.540314692","464298.054737707","0","20180529","20200528",
"303","급수공사대행업","09_30_06_P","4251000","425100016201800004","2018-05-29","","01","영업/정상","11","정상","","","","","033-435-5900","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-**","강원특별자치도 홍천군 홍천읍 연봉서로*길 **","","(합)대헌건설","2018-05-29 12:54:59","I","2023-06-13 00:00:00","","277266.527971167","464648.549262483","2","20180529","20200528",
"304","급수공사대행업","09_30_06_P","4251000","425100016201800005","2018-08-25","","01","영업/정상","11","정상","","","","","033-436-7200","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 갈마로*길 **","","(주)태광건설","2018-08-24 09:50:41","I","2023-06-13 00:00:00","","279344.378187031","466345.507601701","0","20180825","20200824",
"305","급수공사대행업","09_30_06_P","4251000","425100016201800006","2018-12-28","","01","영업/정상","11","정상","","","","","033-432-0110","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 큰골길 **","","노아건설(주) 대표 이창수","2018-12-28 17:41:05","I","2023-06-13 00:00:00","","278943.941153688","466696.311691427","0","20181228","20191228",
"306","급수공사대행업","09_30_06_P","4251000","425100016201900001","2019-03-19","","01","영업/정상","11","정상","","","","","033-435-0494","","","강원특별자치도 홍천군 북방면 하화계리 **-*","강원특별자치도 홍천군 북방면 송학정로 **-**","","(주)인프라건설","2019-03-26 15:23:47","I","2023-06-13 00:00:00","","275835.348894835","464771.818680972","0","20190319","20210319",
"307","급수공사대행업","09_30_06_P","4251000","425100016201900002","2019-09-25","","01","영업/정상","11","정상","","","","","033-434-5540","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 홍천로 ***","","대일수도공사","2019-09-24 17:45:31","I","2023-06-13 00:00:00","","278766.083002167","466193.304450052","0","20190925","20210924",
"308","급수공사대행업","09_30_06_P","4251000","425100016202400006","2024-08-27","","01","영업/정상","11","정상","","","","","033-434-0758","","","강원특별자치도 홍천군 홍천읍 신장대리 **-*","강원특별자치도 홍천군 홍천읍 번영로 **-*","","(주)거봉","2024-08-27 17:01:49","U","2024-08-30 02:40:00","","277943.259534045","465665.195740994","0","20240622","20260621",
"309","급수공사대행업","09_30_06_P","4251000","425100016202400007","2024-08-16","","01","영업/정상","11","정상","","","","","033-436-7200","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 갈마로*길 **","","(주)태광건설","2024-08-16 10:19:57","I","2024-08-18 00:13:19","","279344.378187031","466345.507601701","0","20240825","20260824",
"310","급수공사대행업","09_30_06_P","4251000","425100016202400005","2024-05-28","","01","영업/정상","11","정상","","","","","033-436-0482","","","강원특별자치도 홍천군 홍천읍 검율리 산 *-**","강원특별자치도 홍천군 홍천읍 당뿌리길 ***","","가나수도공사","2024-05-28 18:05:24","I","2024-05-30 00:14:26","","","","0","20240529","20260528",
"311","급수공사대행업","09_30_06_P","4251000","425100016202400003","2024-05-24","","01","영업/정상","11","정상","","","","","033433-5153","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-**","강원특별자치도 홍천군 홍천읍 열산골길 **","","(주)태솔","2024-05-24 13:34:06","I","2024-05-26 00:14:47","","276832.540314692","464298.054737707","0","20240529","20260528",
"312","급수공사대행업","09_30_06_P","4251000","425100016202400004","2024-05-24","","01","영업/정상","11","정상","","","","","033-435-5900","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-**","강원특별자치도 홍천군 홍천읍 연봉서로*길 **","","(합)대헌건설","2024-05-24 13:35:07","I","2024-05-26 00:14:47","","277266.527971167","464648.549262483","0","20240529","20260528",
"313","급수공사대행업","09_30_06_P","4251000","425100016202400002","2024-04-22","","01","영업/정상","11","정상","","","","","033-432-2585","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 설악로 ****","","영화수도공사","2024-04-23 09:43:21","I","2024-04-25 00:14:56","","279083.896855454","465644.375146653","0","20240424","20260423",
"314","급수공사대행업","09_30_06_P","4251000","425100016202500005","2025-10-28","","01","영업/정상","11","정상","","","","","033-432-4005","","","강원특별자치도 홍천군 서면 모곡리 **-*","강원특별자치도 홍천군 서면 한서로 ***","","(주)경성이앤씨 대표 공문성","2025-10-29 11:30:22","I","2025-10-31 00:20:02","","253421.741972359","464906.148264942","0","20251029","20271028",
"315","급수공사대행업","09_30_06_P","4251000","425100016202400001","2024-02-19","","01","영업/정상","11","정상","","","","","033-436-3304","","","강원특별자치도 홍천군 홍천읍 검율리 ***-*","강원특별자치도 홍천군 홍천읍 검율*길 **","","(주)금강수도건설","2024-02-19 17:06:31","I","2024-02-21 00:16:02","","280471.77641324","466388.105329994","0","20240227","20260226",
"316","급수공사대행업","09_30_06_P","4251000","425100016202500003","2025-10-01","","01","영업/정상","11","정상","","","","","033-433-0853","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 큰골길 **","","강원수도공사","2025-10-01 16:25:17","I","2025-10-03 00:20:34","","278943.941153688","466696.311691427","0","20251012","20271011",
"317","급수공사대행업","09_30_06_P","4251000","425100016202500004","2025-10-01","","01","영업/정상","11","정상","","","","","0334355333","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 큰골길 **","","비손(주)","2025-10-01 16:25:18","I","2025-10-03 00:20:34","","278943.941153688","466696.311691427","0","20251008","20271007",
"318","급수공사대행업","09_30_06_P","4251000","425100016202500001","2025-03-14","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 홍천군 북방면 하화계리 **-*","강원특별자치도 홍천군 북방면 송학정로 **-**","","(주)인프라건설","2025-03-17 17:40:25","I","2025-03-20 00:10:23","","275835.348894835","464771.818680972","","","",
"319","급수공사대행업","09_30_06_P","4251000","425100016202300008","2023-12-28","","01","영업/정상","11","정상","","","","","033-432-0888","","","강원특별자치도 홍천군 홍천읍 장전평리 ***-*","강원특별자치도 홍천군 홍천읍 긴밭들*길 **-**","","선웅건설","2023-12-28 11:03:31","I","2023-12-30 00:16:41","","278227.743376141","462318.220560711","4","20240107","20260108",
"320","급수공사대행업","09_30_06_P","4251000","425100016202300006","2023-10-12","","01","영업/정상","11","정상","","","","","033-435-5333","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 큰골길 **","","비손(주)","2023-10-12 18:00:08","I","2023-10-14 00:17:40","","278943.941153688","466696.311691427","0","20211008","20251007",
"321","급수공사대행업","09_30_06_P","4251000","425100016202300007","2023-10-12","","01","영업/정상","11","정상","","","","","033-433-0853","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 큰골길 **","","강원수도공사","2023-10-12 17:58:18","I","2023-10-14 00:17:40","","278943.941153688","466696.311691427","0","20211012","20251011",
"322","급수공사대행업","09_30_06_P","4271000","427100016202000004","2020-03-18","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 팔괴리 ****","강원특별자치도 영월군 영월읍 팔괴*농공단지길 **","","(주)일우","2020-08-19 11:20:15","I","2023-06-13 00:00:00","","330002.013147515","406875.159196008","0","20200318","20220317",
"323","급수공사대행업","09_30_06_P","4271000","427100016200500001","2013-10-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 주천면 신일리 ***번지 *   호","","","경동수도공무소","2015-01-05 21:09:55","I","2023-06-13 00:00:00","","","","2","20131015","20151014",
"324","급수공사대행업","09_30_06_P","4271000","427100016200500002","2014-03-18","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 하송리 ***번지 **  호","","","동강수도공무소","2015-01-05 21:09:55","I","2023-06-13 00:00:00","","","","2","20140318","20160317",
"325","급수공사대행업","09_30_06_P","4271000","427100016200500003","2013-10-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 상동읍 내덕리 ***번지 **  호","","","상동수도공무소","2015-01-05 21:09:55","I","2023-06-13 00:00:00","","","","2","20131015","20151014",
"326","급수공사대행업","09_30_06_P","4271000","427100016200900001","2010-05-27","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군,읍 영흥*리 ****-**번지","","","우리수도공무소","2015-01-05 21:09:55","I","2023-06-13 00:00:00","","","","2","20100605","20120604",
"327","급수공사대행업","09_30_06_P","4271000","427100016200900002","2013-10-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군,읍 덕포리***번지","","","일우기업수도공무소","2015-01-05 21:09:55","I","2023-06-13 00:00:00","","","","2","20131015","20151014",
